Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,19,1998,22,6,601,6.7,1,2,1,0,0,0,0,0.15,0.3,0.45,0.15,0.45,Matches
Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,37,1981,7,4,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,26,1992,34,27,2379,26.4,4,1,4,0,0,5,0,0.15,0.04,0.19,0.15,0.19,Matches
Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Parma,19,1999,24,18,1690,18.8,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
Bastos\Bastos,ao ANG,DF,Lazio,27,1991,18,11,1139,12.7,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
Andrea Beghetto\Andrea-Beghetto,it ITA,DFMF,Frosinone,23,1994,27,25,2226,24.7,0,3,0,0,0,3,0,0,0.12,0.12,0,0.12,Matches
Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,33,1985,19,17,1361,15.1,1,0,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,24,1993,37,37,3299,36.7,15,3,10,5,6,5,0,0.41,0.08,0.49,0.27,0.35,Matches
Marco Benassi\Marco-Benassi,it ITA,MF,Fiorentina,23,1994,32,29,2282,25.4,7,1,7,0,0,6,1,0.28,0.04,0.32,0.28,0.32,Matches
Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,31,1987,5,5,450,5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Empoli,20,1997,37,32,2961,32.9,0,5,0,0,0,7,0,0,0.15,0.15,0,0.15,Matches
Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,21,1997,31,21,2003,22.3,2,3,2,0,0,8,1,0.09,0.13,0.22,0.09,0.22,Matches
Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,23,1994,35,32,2875,31.9,8,4,7,1,1,5,1,0.25,0.13,0.38,0.22,0.34,Matches
Álex Berenguer\Alex-Berenguer,es ESP,MFFW,Torino,23,1995,31,15,1486,16.5,2,3,2,0,0,4,0,0.12,0.18,0.3,0.12,0.3,Matches
Bartosz Bereszy?ski\Bartosz-Bereszynski,pl POL,DF,Sampdoria,26,1992,27,24,2200,24.4,0,2,0,0,0,6,1,0,0.08,0.08,0,0.08,Matches
Etrit Berisha\Etrit-Berisha,al ALB,GK,Atalanta,29,1989,18,18,1620,18,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Valon Berisha\Valon-Berisha,xk KVX,MF,Lazio,25,1993,8,1,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Federico Bernardeschi\Federico-Bernardeschi,it ITA,FWMF,Juventus,24,1994,28,14,1473,16.4,2,3,2,0,0,5,1,0.12,0.18,0.31,0.12,0.31,Matches
Daniel Bessa\Daniel-Bessa,it ITA,MF,Genoa,25,1993,34,25,2441,27.1,1,3,1,0,0,8,0,0.04,0.11,0.15,0.04,0.15,Matches
Jonathan Biabiany\Jonathan-Biabiany,fr FRA,FWMF,Parma,30,1988,18,12,1069,11.9,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Lucas Biglia\Lucas-Biglia,ar ARG,MF,Milan,32,1986,16,13,1114,12.4,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Fiorentina,25,1992,36,36,3194,35.5,1,4,1,0,0,8,0,0.03,0.11,0.14,0.03,0.14,Matches
Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,24,1994,34,32,2841,31.6,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Valter Birsa\Valter-Birsa,si SVN,MFFW,Chievo,31,1986,17,12,1101,12.2,2,2,1,1,1,1,0,0.16,0.16,0.33,0.08,0.25,Matches
Valter Birsa\Valter-Birsa,si SVN,MFFW,Cagliari,31,1986,12,4,353,3.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FW,Sassuolo,31,1987,13,11,938,10.4,4,1,2,2,2,1,0,0.38,0.1,0.48,0.19,0.29,Matches
Jeremie Boga\Jeremie-Boga,ci CIV,FWMF,Sassuolo,21,1997,25,14,1443,16,3,1,3,0,0,0,0,0.19,0.06,0.25,0.19,0.25,Matches
Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Milan,28,1989,8,8,646,7.2,3,1,3,0,0,0,0,0.42,0.14,0.56,0.42,0.56,Matches
Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,SPAL,22,1996,27,26,2301,25.6,2,1,2,0,0,2,0,0.08,0.04,0.12,0.08,0.12,Matches
Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,31,1987,29,27,2472,27.5,3,0,3,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
Fabio Borini\Fabio-Borini,it ITA,FWMF,Milan,27,1991,20,10,1054,11.7,2,2,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches
Mehdi Bourabia\Mehdi-Bourabia,ma MAR,MF,Sassuolo,26,1991,32,21,2010,22.3,1,0,1,0,0,8,1,0.04,0,0.04,0.04,0.04,Matches
Filip Bradari?\Filip-Bradaric,hr CRO,MF,Cagliari,26,1992,27,17,1494,16.6,0,2,0,0,0,5,0,0,0.12,0.12,0,0.12,Matches
Gleison Bremer\Gleison-Bremer,br BRA,DF,Torino,21,1997,5,2,183,2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Nicolò Brighenti\Nicolo-Brighenti,it ITA,DF,Frosinone,28,1989,11,11,990,11,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Matteo Brighi\Matteo-Brighi,it ITA,MF,Empoli,37,1981,10,1,231,2.6,1,0,1,0,0,1,0,0.39,0,0.39,0.39,0.39,Matches
Enrico Brignola\Enrico-Brignola,it ITA,FW,Sassuolo,19,1999,7,2,175,1.9,1,0,1,0,0,2,0,0.51,0,0.51,0.51,0.51,Matches
Marcelo Brozovi?\Marcelo-Brozovic,hr CRO,MF,Inter,25,1992,32,31,2650,29.4,2,1,2,0,0,11,1,0.07,0.03,0.1,0.07,0.1,Matches
Rafael Cabral\Rafael-Cabral,br BRA,GK,Sampdoria,28,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Cagliari,31,1986,7,7,580,6.4,0,2,0,0,0,2,0,0,0.31,0.31,0,0.31,Matches
Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Chievo,31,1986,7,5,497,5.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Martín Cáceres\Martin-Caceres,uy URU,DFFW,Lazio,31,1987,4,3,307,3.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Martín Cáceres\Martin-Caceres,uy URU,DF,Juventus,31,1987,9,7,628,7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,29,1988,28,17,1371,15.2,8,2,7,1,1,4,0,0.53,0.13,0.66,0.46,0.59,Matches
Arturo Calabresi\Arturo-Calabresi,it ITA,DF,Bologna,22,1996,18,16,1412,15.7,1,0,1,0,0,8,0,0.06,0,0.06,0.06,0.06,Matches
Davide Calabria\Davide-Calabria,it ITA,DF,Milan,21,1996,26,22,1950,21.7,1,2,1,0,0,5,0,0.05,0.09,0.14,0.05,0.14,Matches
Hakan Çalhano?lu\Hakan-Calhanoglu,tr TUR,FWMF,Milan,24,1994,36,34,2884,32,3,6,3,0,0,3,0,0.09,0.19,0.28,0.09,0.28,Matches
José Callejón\Jose-Callejon,es ESP,MFFW,Napoli,31,1987,34,29,2650,29.4,3,10,3,0,0,1,0,0.1,0.34,0.44,0.1,0.44,Matches
Joel Campbell\Joel-Campbell,cr CRC,FWMF,Frosinone,26,1992,17,11,891,9.9,0,3,0,0,0,4,0,0,0.3,0.3,0,0.3,Matches
Emre Can\Emre-Can,de GER,MF,Juventus,24,1994,29,20,1811,20.1,4,1,3,1,1,7,0,0.2,0.05,0.25,0.15,0.2,Matches
João Cancelo\Joao-Cancelo,pt POR,DF,Juventus,24,1994,25,22,1968,21.9,1,3,1,0,0,6,0,0.05,0.14,0.18,0.05,0.18,Matches
Antonio Candreva\Antonio-Candreva,it ITA,FWMF,Inter,31,1987,18,5,502,5.6,1,0,1,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
Luan Capanni\Luan-Capanni,br BRA,FW,Lazio,18,2000,1,0,9,0.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Leonardo Capezzi\Leonardo-Capezzi,it ITA,MF,Empoli,23,1995,12,9,772,8.6,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,25,1993,21,12,1031,11.5,6,2,6,0,0,1,0,0.52,0.17,0.7,0.52,0.7,Matches
Marco Capuano\Marco-Capuano,it ITA,DF,Frosinone,26,1991,27,27,2307,25.6,0,0,0,0,0,5,1,0,0,0,0,0,Matches
Francesco Caputo\Francesco-Caputo,it ITA,FW,Empoli,30,1987,38,38,3420,38,16,3,13,3,6,3,0,0.42,0.08,0.5,0.34,0.42,Matches
Francesco Cassata\Francesco-Cassata,it ITA,MFFW,Frosinone,21,1997,19,14,1124,12.5,2,2,2,0,0,9,1,0.16,0.16,0.32,0.16,0.32,Matches
Timothy Castagne\Timothy-Castagne,be BEL,DFMF,Atalanta,22,1995,28,21,2006,22.3,4,3,4,0,0,3,0,0.18,0.13,0.31,0.18,0.31,Matches
Samu Castillejo\Samu-Castillejo,es ESP,FWMF,Milan,23,1995,31,8,1023,11.4,4,2,4,0,0,3,0,0.35,0.18,0.53,0.35,0.53,Matches
Lucas Castro\Lucas-Castro,ar ARG,MFFW,Cagliari,29,1989,12,10,896,10,1,3,1,0,0,1,0,0.1,0.3,0.4,0.1,0.4,Matches
Danilo Cataldi\Danilo-Cataldi,it ITA,MFFW,Lazio,23,1994,12,4,578,6.4,2,1,2,0,0,2,0,0.31,0.16,0.47,0.31,0.47,Matches
Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,26,1992,15,11,994,11,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Žan Celar\Zan-Celar,si SVN,FW,Roma,19,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Álex Centelles\Alex-Centelles,es ESP,DF,Udinese,20,1997,8,6,583,6.5,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,28,1989,24,24,2051,22.8,2,1,2,0,0,6,2,0.09,0.04,0.13,0.09,0.13,Matches
Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Parma,31,1987,25,12,1185,13.2,2,0,1,1,2,1,0,0.15,0,0.15,0.08,0.08,Matches
Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,22,1996,15,7,670,7.4,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,36,1982,14,11,1079,12,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
Raman Chibsah\Raman-Chibsah,gh GHA,MF,Frosinone,25,1993,32,30,2622,29.1,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,33,1984,25,22,1991,22.1,1,1,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,Matches
Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,20,1997,37,34,3034,33.7,6,3,6,0,0,4,0,0.18,0.09,0.27,0.18,0.27,Matches
Vlad Chiriche?\Vlad-Chiriches,ro ROU,DF,Napoli,28,1989,3,3,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Camillo Ciano\Camillo-Ciano,it ITA,FWMF,Frosinone,28,1990,33,28,2454,27.3,7,4,5,2,3,12,0,0.26,0.15,0.4,0.18,0.33,Matches
Amato Ciciretti\Amato-Ciciretti,it ITA,FWMF,Parma,24,1993,6,1,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,32,1986,25,20,1682,18.7,0,2,0,0,0,9,0,0,0.11,0.11,0,0.11,Matches
Daniel Ciofani\Daniel-Ciofani,it ITA,FW,Frosinone,33,1985,31,17,1618,18,5,2,3,2,2,1,0,0.28,0.11,0.39,0.17,0.28,Matches
Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,32,1986,31,29,2542,28.2,0,3,0,0,0,12,2,0,0.11,0.11,0,0.11,Matches
Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,25,1992,21,21,1762,19.6,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,31,1987,36,36,3213,35.7,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Andrea Conti\Andrea-Conti,it ITA,DF,Milan,24,1994,12,4,500,5.6,0,2,0,0,0,3,0,0,0.36,0.36,0,0.36,Matches
Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,18,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ante ?ori?\Ante-Coric,hr CRO,MF,Roma,21,1997,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Lazio,23,1994,34,18,1927,21.4,5,6,5,0,0,5,0,0.23,0.28,0.51,0.23,0.51,Matches
Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,27,1990,17,7,621,6.9,1,0,1,0,0,2,1,0.14,0,0.14,0.14,0.14,Matches
Filippo Costa\Filippo-Costa,it ITA,MFDF,SPAL,23,1995,9,6,564,6.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,24,1994,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,31,1986,35,35,3070,34.1,2,4,1,1,1,12,1,0.06,0.12,0.18,0.03,0.15,Matches
Lorenzo Crisetig\Lorenzo-Crisetig,it ITA,MF,Frosinone,25,1993,8,5,507,5.6,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,23,1995,35,26,2425,26.9,4,3,4,0,0,10,0,0.15,0.11,0.26,0.15,0.26,Matches
Alessio da Cruz\Alessio-da-Cruz,nl NED,FWMF,Parma,21,1997,3,1,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Juan Cuadrado\Juan-Cuadrado,co COL,MFDF,Juventus,30,1988,18,14,1220,13.6,1,2,1,0,0,4,0,0.07,0.15,0.22,0.07,0.22,Matches
Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Milan,20,1998,34,12,1457,16.2,3,2,3,0,0,2,0,0.19,0.12,0.31,0.19,0.31,Matches
Marco D'Alessandro\Marco-DAlessandro,it ITA,DFMF,Udinese,27,1991,24,16,1495,16.6,0,2,0,0,0,3,0,0,0.12,0.12,0,0.12,Matches
Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,29,1988,30,29,2579,28.7,2,5,2,0,0,6,0,0.07,0.17,0.24,0.07,0.24,Matches
Bryan Dabo\Bryan-Dabo,bf BFA,MFDF,Fiorentina,26,1992,23,6,831,9.2,1,1,1,0,0,4,0,0.11,0.11,0.22,0.11,0.22,Matches
Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,34,1984,30,27,2361,26.2,3,2,3,0,0,13,0,0.11,0.08,0.19,0.11,0.19,Matches
Nicola Dalmonte\Nicola-Dalmonte,it ITA,MFFW,Genoa,20,1997,3,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vitalie Dama?can\Vitalie-Damascan,md MDA,MF,Torino,19,1999,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,31,1987,16,13,1173,13,1,0,1,0,0,1,1,0.08,0,0.08,0.08,0.08,Matches
Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,31,1987,6,6,491,5.5,0,1,0,0,0,3,0,0,0.18,0.18,0,0.18,Matches
Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,24,1994,36,36,3189,35.4,9,9,6,3,6,7,0,0.25,0.25,0.51,0.17,0.42,Matches
Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,35,1983,18,15,1270,14.1,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches
Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,25,1992,22,19,1743,19.4,0,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,30,1988,32,30,2415,26.8,2,4,2,0,0,3,0,0.07,0.15,0.22,0.07,0.22,Matches
Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sampdoria,27,1991,36,26,2339,26,11,3,11,0,0,2,0,0.42,0.12,0.54,0.42,0.54,Matches
Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,22,1995,10,5,450,5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Parma,22,1995,10,5,545,6.1,0,1,0,0,0,3,0,0,0.17,0.17,0,0.17,Matches
Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Empoli,24,1994,12,12,1035,11.5,1,0,1,0,0,1,0,0.09,0,0.09,0.09,0.09,Matches
Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,24,1994,3,1,110,1.2,0,1,0,0,0,0,0,0,0.82,0.82,0,0.82,Matches
Merih Demiral\Merih-Demiral,tr TUR,DF,Sassuolo,20,1998,14,14,1260,14,2,0,2,0,0,3,0,0.14,0,0.14,0.14,0.14,Matches
Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Chievo,21,1997,33,27,2468,27.4,0,4,0,0,0,12,2,0,0.15,0.15,0,0.15,Matches
Kiril Despodov\Kiril-Despodov,bg BUL,FWMF,Cagliari,21,1996,4,0,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daniele Dessena\Daniele-Dessena,it ITA,MF,Cagliari,31,1987,11,3,352,3.9,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Mattia Destro\Mattia-Destro,it ITA,FWMF,Bologna,27,1991,17,5,493,5.5,4,1,4,0,0,3,0,0.73,0.18,0.91,0.73,0.91,Matches
Jacopo Dezi\Jacopo-Dezi,it ITA,MF,Parma,26,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Federico Di Francesco\Federico-Di-Francesco,it ITA,FWMF,Sassuolo,24,1994,19,14,1074,11.9,2,2,2,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches
Antonio Di Gaudio\Antonio-Di-Gaudio,it ITA,FWMF,Parma,28,1989,12,9,699,7.8,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Empoli,24,1993,37,37,3330,37,5,3,5,0,0,8,0,0.14,0.08,0.22,0.14,0.22,Matches
Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,21,1997,13,8,661,7.3,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Lorenzo Dickmann\Lorenzo-Dickmann,it ITA,DFMF,SPAL,21,1996,6,2,175,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mitchell Dijks\Mitchell-Dijks,nl NED,DFMF,Bologna,25,1993,25,23,2023,22.5,1,0,1,0,0,5,1,0.04,0,0.04,0.04,0.04,Matches
Federico Dimarco\Federico-Dimarco,it ITA,DF,Parma,20,1997,13,10,892,9.9,1,0,1,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
Federico Dionisi\Federico-Dionisi,it ITA,FW,Frosinone,31,1987,9,1,204,2.3,1,0,1,0,0,2,0,0.44,0,0.44,0.44,0.44,Matches
Assane Dioussé\Assane-Diousse,sn SEN,MF,Chievo,20,1997,14,9,892,9.9,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Koffi Djidji\Koffi-Djidji,ci CIV,DF,Torino,25,1992,17,16,1387,15.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,25,1993,24,20,1807,20.1,1,2,1,0,0,3,0,0.05,0.1,0.15,0.05,0.15,Matches
Johan Djourou\Johan-Djourou,ch SUI,DF,SPAL,31,1987,5,3,279,3.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,19,1999,36,36,3090,34.3,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,22,1996,6,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
