Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,25,1992,13,11,867,9.6,0,1,0,0,0,3,1,0,0.1,0.1,0,0.1,0.4,0.4,0.7,1.1,0.04,0.07,0.11,0.04,0.11,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,25,1992,37,37,3218,35.8,10,10,10,0,0,0,0,0.28,0.28,0.56,0.28,0.56,6.7,6.7,12.6,19.4,0.19,0.35,0.54,0.19,0.54,Matches
Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,29,1988,28,26,2270,25.2,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,2.3,2.3,0.3,2.6,0.09,0.01,0.1,0.09,0.1,Matches
Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,36,1981,5,3,228,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
?ukasz Fabia?ski\Lukasz-Fabianski,pl POL,GK,Swansea City,32,1985,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,30,1987,32,25,2307,25.6,2,4,2,0,0,5,2,0.08,0.16,0.23,0.08,0.23,2.4,2.4,6.8,9.2,0.09,0.27,0.36,0.09,0.36,Matches
Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,29,1987,16,5,683,7.6,4,0,4,0,0,1,0,0.53,0,0.53,0.53,0.53,2.9,2.9,0.1,3,0.41,0.02,0.43,0.41,0.43,Matches
Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,26,1991,23,19,1713,19,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,2,2.4,0.02,0.11,0.12,0.02,0.12,Matches
Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,27,1990,20,15,1397,15.5,1,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,1.6,1.6,1.1,2.7,0.1,0.07,0.18,0.1,0.18,Matches
Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,21,1996,14,9,845,9.4,0,1,0,0,0,1,0,0,0.11,0.11,0,0.11,0.3,0.3,0.5,0.8,0.03,0.05,0.08,0.03,0.08,Matches
Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,28,1989,30,30,2676,29.7,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,0.7,0.7,0.7,1.3,0.02,0.02,0.05,0.02,0.05,Matches
Fernandinho\Fernandinho,br BRA,MF,Manchester City,32,1985,34,33,2881,32,5,3,5,0,0,7,0,0.16,0.09,0.25,0.16,0.25,2.8,2.8,2.2,5,0.09,0.07,0.16,0.09,0.16,Matches
Sam Field\Sam-Field,eng ENG,MF,West Brom,19,1998,10,7,537,6,1,0,1,0,0,3,0,0.17,0,0.17,0.17,0.17,0.4,0.4,0.2,0.5,0.06,0.03,0.09,0.06,0.09,Matches
Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,25,1991,37,32,2763,30.7,15,7,14,1,1,1,0,0.49,0.23,0.72,0.46,0.68,11,10.3,5.4,15.6,0.36,0.17,0.53,0.33,0.51,Matches
Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,33,1984,27,25,2219,24.7,1,1,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,0.3,0.3,1,1.3,0.01,0.04,0.05,0.01,0.05,Matches
Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,17,2000,5,0,49,0.5,0,1,0,0,0,0,0,0,1.84,1.84,0,1.84,0,0,0.3,0.3,0,0.58,0.58,0,0.58,Matches
José Fonte\Jose-Fonte,pt POR,DF,West Ham,33,1983,8,8,688,7.6,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,0.8,0.8,0.1,0.9,0.1,0.01,0.11,0.1,0.11,Matches
Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,29,1988,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ben Foster\Ben-Foster,eng ENG,GK,West Brom,34,1983,37,37,3330,37,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,21,17,1596,17.7,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.6,0.8,0.01,0.03,0.05,0.01,0.05,Matches
Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,32,1985,32,31,2705,30.1,0,1,0,0,0,9,2,0,0.03,0.03,0,0.03,0.5,0.5,2,2.5,0.02,0.07,0.08,0.02,0.08,Matches
Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,23,1994,26,23,2004,22.3,5,3,5,0,0,0,0,0.22,0.13,0.36,0.22,0.36,1.9,1.9,3.4,5.3,0.09,0.15,0.24,0.09,0.24,Matches
Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,31,1986,25,21,1921,21.3,0,1,0,0,0,1,0,0,0.05,0.05,0,0.05,0.4,0.4,0.5,1,0.02,0.03,0.04,0.02,0.04,Matches
Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,23,1994,2,0,19,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,26,1991,4,1,121,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05,Matches
Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,25,1991,28,11,1081,12,5,0,4,1,1,2,0,0.42,0,0.42,0.33,0.33,2.4,1.6,0.8,2.4,0.2,0.07,0.26,0.13,0.2,Matches
Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,32,1985,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.02,0.12,0.14,0.02,0.14,Matches
Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,27,1989,33,32,2751,30.6,2,1,2,0,0,7,2,0.07,0.03,0.1,0.07,0.1,1.5,1.5,1.1,2.6,0.05,0.04,0.08,0.05,0.08,Matches
Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,26,1990,35,23,1958,21.8,6,3,6,0,0,3,0,0.28,0.14,0.41,0.28,0.41,8.6,8.6,2.2,10.8,0.4,0.1,0.5,0.4,0.5,Matches
Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,26,1990,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,27,1989,33,32,2827,31.4,0,1,0,0,0,3,0,0,0.03,0.03,0,0.03,0.4,0.4,1.8,2.1,0.01,0.06,0.07,0.01,0.07,Matches
Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,30,1986,16,1,388,4.3,4,1,4,0,0,0,0,0.93,0.23,1.16,0.93,1.16,3,3,0.9,3.9,0.7,0.22,0.91,0.7,0.91,Matches
Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,30,1986,13,6,613,6.8,3,1,3,0,0,0,0,0.44,0.15,0.59,0.44,0.59,3.9,3.9,1.1,5,0.57,0.17,0.74,0.57,0.74,Matches
Connor Goldson\Connor-Goldson,eng ENG,DF,Brighton,24,1992,3,2,200,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06,Matches
Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,36,1981,24,24,2128,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,20,1997,23,21,1902,21.1,0,2,0,0,0,3,0,0,0.09,0.09,0,0.09,0.2,0.2,1.3,1.5,0.01,0.06,0.07,0.01,0.07,Matches
Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,27,1990,28,21,1947,21.6,2,1,2,0,0,8,0,0.09,0.05,0.14,0.09,0.14,2.5,2.5,0.9,3.3,0.11,0.04,0.15,0.11,0.15,Matches
Lee Grant\Lee-Grant,eng ENG,GK,Stoke City,34,1983,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Andre Gray\Andre-Gray,jm JAM,FW,Watford,26,1991,31,16,1498,16.6,5,2,5,0,0,1,0,0.3,0.12,0.42,0.3,0.42,6.3,6.3,1.6,7.9,0.38,0.1,0.47,0.38,0.47,Matches
Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,21,1996,35,17,1697,18.9,3,1,3,0,0,2,0,0.16,0.05,0.21,0.16,0.21,2,2,3.2,5.2,0.11,0.17,0.27,0.11,0.27,Matches
Pascal Groß\Pascal-Gross,de GER,MFFW,Brighton,26,1991,38,35,2928,32.5,7,8,6,1,1,2,0,0.22,0.25,0.46,0.18,0.43,3.2,2.5,5.7,8.2,0.1,0.18,0.28,0.08,0.25,Matches
Marko Gruji?\Marko-Grujic,rs SRB,MF,Liverpool,21,1996,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
?lkay Gündo?an\Ilkay-Gundogan,de GER,MF,Manchester City,26,1990,30,15,1517,16.9,4,1,3,1,1,3,0,0.24,0.06,0.3,0.18,0.24,3.6,2.9,1.8,4.7,0.22,0.11,0.32,0.17,0.28,Matches
Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,23,1994,23,19,1674,18.6,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.4,0.4,1.7,2.2,0.02,0.09,0.12,0.02,0.12,Matches
Massadio Haïdara\Massadio-Haidara,ml MLI,FWMF,Newcastle Utd,24,1992,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ben Hamer\Ben-Hamer,eng ENG,GK,Leicester City,29,1987,4,3,275,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,17,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
Joe Hart\Joe-Hart,eng ENG,GK,West Ham,30,1987,19,19,1710,19,0,1,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0.7,0.7,0,0.04,0.04,0,0.04,Matches
Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,22,1995,26,15,1374,15.3,1,0,1,0,0,7,0,0.07,0,0.07,0.07,0.07,0.9,0.9,1,1.8,0.06,0.06,0.12,0.06,0.12,Matches
Eden Hazard\Eden-Hazard,be BEL,FWMF,Chelsea,26,1991,34,28,2422,26.9,12,4,10,2,2,2,0,0.45,0.15,0.59,0.37,0.52,7.9,6.4,7,13.4,0.29,0.26,0.55,0.24,0.5,Matches
Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,31,1986,4,4,305,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Michael Hefele\Michael-Hefele,de GER,DF,Huddersfield,26,1990,2,0,33,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,26,1991,38,38,3386,37.6,2,0,2,0,0,4,0,0.05,0,0.05,0.05,0.05,1.4,1.4,0.4,1.8,0.04,0.01,0.05,0.04,0.05,Matches
Tomer Hemed\Tomer-Hemed,il ISR,FW,Brighton,30,1987,16,9,849,9.4,2,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2,2,0.3,2.2,0.21,0.03,0.24,0.21,0.24,Matches
Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,27,1990,27,25,2171,24.1,1,1,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,1.2,1.1,2,3.1,0.05,0.08,0.13,0.05,0.13,Matches
Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,25,1992,34,29,2331,25.9,2,2,2,0,0,1,0,0.08,0.08,0.15,0.08,0.15,3.1,3.1,1.5,4.6,0.12,0.06,0.18,0.12,0.18,Matches
Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,30,1987,27,27,2430,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
