Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,28,1989,13,12,1057,11.7,10,4,9,1,2,0,0,0.85,0.34,1.19,0.77,1.11,8.3,6.8,1.1,7.9,0.71,0.1,0.8,0.58,0.67,Matches
Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,24,1992,17,16,1429,15.9,2,2,2,0,0,2,2,0.13,0.13,0.25,0.13,0.25,0.6,0.6,1.7,2.3,0.04,0.11,0.15,0.04,0.15,Matches
Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,28,1989,24,10,1037,11.5,7,0,6,1,1,2,0,0.61,0,0.61,0.52,0.52,7.9,7.2,0.2,7.4,0.69,0.02,0.71,0.62,0.64,Matches
André Ayew\Andre-Ayew,gh GHA,FWMF,Swansea City,27,1989,12,10,950,10.6,0,2,0,0,0,3,0,0,0.19,0.19,0,0.19,2.5,2.5,1.3,3.8,0.24,0.12,0.36,0.24,0.36,Matches
André Ayew\Andre-Ayew,gh GHA,FWMF,West Ham,27,1989,18,9,895,9.9,3,2,3,0,1,2,0,0.3,0.2,0.5,0.3,0.5,2.6,1.8,0.3,2.1,0.26,0.03,0.29,0.18,0.21,Matches
Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Swansea City,25,1991,36,33,2852,31.7,7,2,6,1,1,2,1,0.22,0.06,0.28,0.19,0.25,6.3,5.5,1.2,6.7,0.2,0.04,0.24,0.17,0.21,Matches
César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,27,1989,37,37,3330,37,2,6,2,0,0,1,0,0.05,0.16,0.22,0.05,0.22,1.3,1.3,3.2,4.5,0.04,0.09,0.12,0.04,0.12,Matches
Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,23,1994,13,11,1001,11.1,1,0,1,0,0,2,0,0.09,0,0.09,0.09,0.09,0.9,0.9,0.3,1.1,0.08,0.02,0.1,0.08,0.1,Matches
Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,32,1984,22,22,1909,21.2,2,3,0,2,2,1,0,0.09,0.14,0.24,0,0.14,2,0.5,2,2.5,0.1,0.09,0.19,0.02,0.12,Matches
Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,22,1994,29,24,2126,23.6,2,2,2,0,0,4,2,0.08,0.08,0.17,0.08,0.17,3.4,3.4,0.5,4,0.15,0.02,0.17,0.15,0.17,Matches
Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,28,1989,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Beni Baningime\Beni-Baningime,cd COD,MF,Everton,18,1998,8,1,198,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,32,1985,13,13,1125,12.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.8,0.8,0,0.06,0.06,0,0.06,Matches
Ross Barkley\Ross-Barkley,eng ENG,MFFW,Chelsea,23,1993,2,2,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.36,0.08,0.44,0.36,0.44,Matches
Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,27,1989,36,21,2165,24.1,9,0,9,0,0,10,0,0.37,0,0.37,0.37,0.37,6.9,6.9,1.7,8.6,0.29,0.07,0.36,0.29,0.36,Matches
Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,19,1997,3,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1.5,0,1.5,1.5,1.5,Matches
Gareth Barry\Gareth-Barry,eng ENG,MF,West Brom,36,1981,25,22,1923,21.4,1,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,1.1,1.1,1.6,2.7,0.05,0.07,0.12,0.05,0.12,Matches
Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,26,1991,5,2,235,2.6,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0.09,0.09,0.17,0.09,0.17,Matches
Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,23,1993,12,3,360,4,2,1,2,0,0,0,0,0.5,0.25,0.75,0.5,0.75,1.1,1.1,0.2,1.2,0.27,0.04,0.31,0.27,0.31,Matches
Moritz Bauer\Moritz-Bauer,at AUT,DFMF,Stoke City,25,1992,15,15,1306,14.5,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,1.2,1.5,0.02,0.09,0.11,0.02,0.11,Matches
Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,21,1996,5,5,426,4.7,1,0,1,0,0,1,0,0.21,0,0.21,0.21,0.21,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches
Asmir Begovi?\Asmir-Begovic,ba BIH,GK,Bournemouth,30,1987,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,Arsenal,22,1995,35,34,3051,33.9,2,3,2,0,0,5,0,0.06,0.09,0.15,0.06,0.15,2.2,2.2,3.6,5.8,0.06,0.11,0.17,0.06,0.17,Matches
Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,30,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,Matches
Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,26,1990,31,24,2240,24.9,3,5,2,1,2,6,0,0.12,0.2,0.32,0.08,0.28,9.2,7.7,3.2,10.9,0.37,0.13,0.5,0.31,0.44,Matches
Saido Berahino\Saido-Berahino,bi BDI,FW,Stoke City,23,1993,15,3,494,5.5,0,1,0,0,1,0,0,0,0.18,0.18,0,0.18,2.1,1.3,0.7,2,0.38,0.12,0.5,0.24,0.36,Matches
Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,26,1990,35,32,2833,31.5,2,8,2,0,0,2,0,0.06,0.25,0.32,0.06,0.32,3.6,3.6,5,8.6,0.11,0.16,0.27,0.11,0.27,Matches
Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,27,1989,35,35,3135,34.8,0,4,0,0,0,2,0,0,0.11,0.11,0,0.11,1.8,1.8,2.7,4.5,0.05,0.08,0.13,0.05,0.13,Matches
Muhamed Beši?\Muhamed-Besic,ba BIH,MF,Everton,24,1992,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,21,1996,16,8,764,8.5,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.02,0.04,0.06,0.02,0.06,Matches
Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,FWMF,Stoke City,29,1987,35,30,2596,28.8,6,2,6,0,0,6,0,0.21,0.07,0.28,0.21,0.28,7.3,7.3,0.9,8.2,0.25,0.03,0.28,0.25,0.28,Matches
Daley Blind\Daley-Blind,nl NED,DFMF,Manchester Utd,27,1990,7,4,362,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,0.03,0.15,0.17,0.03,0.17,Matches
Jeremie Boga\Jeremie-Boga,ci CIV,MF,Chelsea,20,1997,1,1,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yannick Bolasie\Yannick-Bolasie,cd COD,FWMF,Everton,28,1989,16,11,851,9.5,1,0,1,0,0,0,0,0.11,0,0.11,0.11,0.11,1.4,1.4,0.4,1.8,0.15,0.04,0.19,0.15,0.19,Matches
Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,29,1988,25,25,2236,24.8,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.7,1,0.01,0.03,0.04,0.01,0.04,Matches
Wilfried Bony\Wilfried-Bony,ci CIV,FW,Swansea City,28,1988,15,8,707,7.9,2,0,2,0,0,2,0,0.25,0,0.25,0.25,0.25,1.5,1.5,0.2,1.7,0.19,0.02,0.21,0.19,0.21,Matches
Sofiane Boufal\Sofiane-Boufal,ma MAR,FWMF,Southampton,23,1993,26,11,1219,13.5,2,2,2,0,0,1,0,0.15,0.15,0.3,0.15,0.3,1.8,1.8,1.4,3.2,0.13,0.11,0.24,0.13,0.24,Matches
Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,25,1992,15,15,1277,14.2,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,1.3,1.3,2.1,3.4,0.09,0.15,0.24,0.09,0.24,Matches
Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,34,1983,3,2,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Miguel Britos\Miguel-Britos,uy URU,DF,Watford,32,1985,12,10,797,8.9,1,0,1,0,0,3,1,0.11,0,0.11,0.11,0.11,0.9,0.9,0.6,1.5,0.1,0.07,0.17,0.1,0.17,Matches
Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,34,1982,5,4,302,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Izzy Brown\Izzy-Brown,eng ENG,MFFW,Brighton,20,1997,13,4,311,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,0.06,0.21,0.26,0.06,0.26,Matches
Bruno\Bruno,es ESP,DF,Brighton,36,1980,25,23,2016,22.4,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,1.1,1.2,0,0.05,0.05,0,0.05,Matches
Chris Brunt\Chris-Brunt,nir NIR,MFDF,West Brom,32,1984,26,22,1920,21.3,0,7,0,0,0,5,0,0,0.33,0.33,0,0.33,1.6,1.6,3.9,5.6,0.08,0.18,0.26,0.08,0.26,Matches
Oliver Burke\Oliver-Burke,sco SCO,FWMF,West Brom,20,1997,15,2,367,4.1,0,2,0,0,0,0,0,0,0.49,0.49,0,0.49,0.4,0.4,0.4,0.8,0.1,0.09,0.19,0.1,0.19,Matches
Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,24,1993,35,35,3150,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sam Byram\Sam-Byram,eng ENG,DF,West Ham,23,1993,5,2,248,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0.17,0.08,0.25,0.17,0.25,Matches
Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,35,1981,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,31,1986,31,28,2376,26.4,0,1,0,0,0,7,0,0,0.04,0.04,0,0.04,2.3,2.3,3.5,5.8,0.09,0.13,0.22,0.09,0.22,Matches
Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,31,1985,27,24,2086,23.2,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,0.01,0,0.02,0.01,0.02,Matches
Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FWMF,Everton,20,1997,32,18,1882,20.9,4,6,4,0,0,4,0,0.19,0.29,0.48,0.19,0.48,4.6,4.5,1.7,6.2,0.22,0.08,0.3,0.21,0.3,Matches
Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,32,1985,20,17,1525,16.9,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches
Tyrese Campbell\Tyrese-Campbell,eng ENG,FWMF,Stoke City,17,1999,4,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.16,0,0.16,0.16,0.16,Matches
Emre Can\Emre-Can,de GER,MF,Liverpool,23,1994,26,24,2091,23.2,3,4,3,0,0,8,0,0.13,0.17,0.3,0.13,0.3,1.7,1.7,2.7,4.4,0.07,0.12,0.19,0.07,0.19,Matches
Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,29,1988,23,18,1542,17.1,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,1.1,1.1,0.7,1.9,0.07,0.04,0.11,0.07,0.11,Matches
Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,36,1981,2,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.14,0.06,0.2,0.14,0.2,Matches
André Carrillo\Andre-Carrillo,pe PER,FWMF,Watford,26,1991,28,16,1540,17.1,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,2.1,2.1,2.9,5,0.12,0.17,0.29,0.12,0.29,Matches
Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,26,1991,7,5,450,5,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.5,0.5,0.8,1.3,0.11,0.16,0.27,0.11,0.27,Matches
Andy Carroll\Andy-Carroll,eng ENG,FWMF,West Ham,28,1989,16,7,751,8.3,3,0,3,0,0,6,2,0.36,0,0.36,0.36,0.36,1.2,1.2,0.2,1.5,0.15,0.03,0.17,0.15,0.17,Matches
Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,25,1992,37,28,2570,28.6,0,4,0,0,0,3,0,0,0.14,0.14,0,0.14,1,1,3.9,4.9,0.04,0.14,0.17,0.04,0.17,Matches
Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,28,1989,7,5,523,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.04,0,0.04,0.04,0.04,Matches
Petr ?ech\Petr-Cech,cz CZE,GK,Arsenal,35,1982,34,34,3039,33.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,27,1989,5,2,260,2.9,1,0,1,0,0,1,0,0.35,0,0.35,0.35,0.35,0.2,0.2,0.1,0.3,0.1,0.04,0.14,0.1,0.14,Matches
Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,22,1994,6,5,447,5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.2,0.01,0.21,0.2,0.21,Matches
Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,22,1995,12,10,866,9.6,0,0,0,0,0,1,0,0,0,0,0,0,1.2,1.2,0.1,1.2,0.12,0.01,0.13,0.12,0.13,Matches
Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,20,1996,24,20,1853,20.6,0,2,0,0,0,2,2,0,0.1,0.1,0,0.1,0.1,0.1,2.2,2.3,0.01,0.11,0.11,0.01,0.11,Matches
Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,19,1997,8,4,378,4.2,0,1,0,0,0,1,0,0,0.24,0.24,0,0.24,0,0,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,27,23,2086,23.2,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,0.05,0.01,0.06,0.05,0.06,Matches
Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,7,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.07,0.08,0.02,0.08,Matches
Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,20,19,1746,19.4,2,1,2,0,0,3,0,0.1,0.05,0.15,0.1,0.15,2,2,0.4,2.4,0.11,0.02,0.13,0.11,0.13,Matches
Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,23,22,1902,21.1,1,2,1,0,1,2,2,0.05,0.09,0.14,0.05,0.14,1.8,1,1.2,2.2,0.08,0.06,0.14,0.05,0.11,Matches
Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,29,23,2044,22.7,3,1,3,0,0,2,0,0.13,0.04,0.18,0.13,0.18,1.8,1.8,1.2,3,0.08,0.05,0.13,0.08,0.13,Matches
Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,3,2,174,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.14,0.14,0,0.14,Matches
Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,12,12,1035,11.5,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,0.8,0.8,0.4,1.3,0.07,0.04,0.11,0.07,0.11,Matches
James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,13,12,1050,11.7,1,0,1,0,0,3,0,0.09,0,0.09,0.09,0.09,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06,Matches
Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,29,25,2237,24.9,0,2,0,0,0,5,0,0,0.08,0.08,0,0.08,0.5,0.5,1.5,2,0.02,0.06,0.08,0.02,0.08,Matches
Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,26,1991,34,31,2767,30.7,2,1,2,0,0,5,0,0.07,0.03,0.1,0.07,0.1,2.2,2.2,0.5,2.6,0.07,0.01,0.09,0.07,0.09,Matches
Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,26,1991,7,1,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.02,0.14,0.16,0.02,0.16,Matches
Jack Cork\Jack-Cork,eng ENG,MF,Burnley,28,1989,38,38,3420,38,2,1,2,0,0,7,0,0.05,0.03,0.08,0.05,0.08,2.3,2.3,0.9,3.2,0.06,0.02,0.08,0.06,0.08,Matches
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,25,1992,35,35,3150,35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,25,1992,14,13,1109,12.3,7,6,7,0,0,0,0,0.57,0.49,1.06,0.57,1.06,2.6,2.6,4.3,6.9,0.21,0.35,0.56,0.21,0.56,Matches
Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,30,1986,3,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,27,1989,36,35,3069,34.1,1,3,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,0.8,0.8,2.7,3.6,0.02,0.08,0.1,0.02,0.1,Matches
Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,36,1981,31,14,1567,17.4,5,2,5,0,0,4,0,0.29,0.11,0.4,0.29,0.4,4.2,4.2,2.7,6.9,0.24,0.16,0.4,0.24,0.4,Matches
Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,21,1996,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,30,1986,35,34,3002,33.4,1,3,1,0,0,0,0,0.03,0.09,0.12,0.03,0.12,0.5,0.5,2.4,2.8,0.01,0.07,0.09,0.01,0.09,Matches
Danilo\Danilo,br BRA,DF,Manchester City,26,1991,23,13,1349,15,3,2,3,0,0,2,0,0.2,0.13,0.33,0.2,0.33,0.9,0.9,0.2,1.1,0.06,0.01,0.07,0.06,0.07,Matches
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,30,1987,17,16,1435,15.9,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,2,2,0.2,2.1,0.12,0.01,0.13,0.12,0.13,Matches
Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,26,1990,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,8,5,444,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,Matches
Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,24,1993,29,26,2324,25.8,2,6,2,0,0,3,0,0.08,0.23,0.31,0.08,0.31,1,1,3.2,4.2,0.04,0.12,0.16,0.04,0.16,Matches
Tom Davies\Tom-Davies,eng ENG,MF,Everton,19,1998,33,20,1900,21.1,2,1,2,0,0,7,0,0.09,0.05,0.14,0.09,0.14,1.3,1.3,0.7,2,0.06,0.03,0.09,0.06,0.09,Matches
Steven Davis\Steven-Davis,nir NIR,MF,Southampton,32,1985,23,17,1521,16.9,3,0,3,0,0,0,0,0.18,0,0.18,0.18,0.18,0.8,0.8,1.1,1.9,0.05,0.06,0.11,0.05,0.11,Matches
Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,27,1990,28,28,2510,27.9,2,0,2,0,0,6,0,0.07,0,0.07,0.07,0.07,2.2,2.2,1.2,3.4,0.08,0.04,0.12,0.08,0.12,Matches
Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,26,1991,37,36,3073,34.1,8,16,8,0,0,2,0,0.23,0.47,0.7,0.23,0.7,5.7,5.7,12.4,18,0.17,0.36,0.53,0.17,0.53,Matches
Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,29,1988,29,20,1844,20.5,5,2,2,3,5,1,1,0.24,0.1,0.34,0.1,0.2,7.9,4,1.8,5.8,0.39,0.09,0.47,0.19,0.28,Matches
Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,34,1982,24,11,1088,12.1,4,1,4,0,0,1,0,0.33,0.08,0.41,0.33,0.41,4.9,4.9,1.1,6,0.4,0.09,0.49,0.4,0.49,Matches
Steven Defour\Steven-Defour,be BEL,MF,Burnley,29,1988,24,24,1997,22.2,1,1,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09,0.8,0.8,1.2,2.1,0.04,0.06,0.09,0.04,0.09,Matches
Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,36,1981,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,27,1989,22,21,1741,19.3,1,2,1,0,0,2,0,0.05,0.1,0.16,0.05,0.16,0.2,0.2,1.1,1.3,0.01,0.06,0.07,0.01,0.07,Matches
Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,30,1987,28,21,1879,20.9,0,0,0,0,0,6,0,0,0,0,0,0,0.4,0.4,0.9,1.3,0.02,0.04,0.06,0.02,0.06,Matches
Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,28,1988,33,18,1820,20.2,6,1,6,0,0,1,0,0.3,0.05,0.35,0.3,0.35,3.8,3.8,0.4,4.2,0.19,0.02,0.21,0.19,0.21,Matches
Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,24,1992,24,24,1944,21.6,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,23,1994,7,5,435,4.8,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,0.6,0.6,0.6,1.2,0.12,0.12,0.24,0.12,0.24,Matches
Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,21,1995,14,5,587,6.5,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,0.4,0.4,0.3,0.7,0.06,0.05,0.11,0.06,0.11,Matches
Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,30,1987,31,23,2041,22.7,2,0,2,0,0,3,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0.5,1.8,0.06,0.02,0.08,0.06,0.08,Matches
Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,17,1999,5,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.7,0,0.7,0.7,0.7,Matches
Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,23,1994,34,32,2824,31.4,0,2,0,0,0,4,0,0,0.06,0.06,0,0.06,1.8,1.8,2.1,3.8,0.06,0.07,0.12,0.06,0.12,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,26,1991,14,14,1260,14,0,0,0,0,0,1,0,0,0,0,0,0,1.4,1.4,0.6,2,0.1,0.04,0.14,0.1,0.14,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,26,1991,12,11,994,11,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,1.1,0.1,0,0.1,0.1,0.1,Matches
Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,24,1993,37,37,3324,36.9,7,3,7,0,0,10,0,0.19,0.08,0.27,0.19,0.27,3.1,3.1,2.4,5.5,0.08,0.06,0.15,0.08,0.15,Matches
Aleksandar Dragovi?\Aleksandar-Dragovic,at AUT,DF,Leicester City,26,1991,11,7,769,8.5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02,Matches
Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,27,1990,12,5,527,5.9,1,0,1,0,0,0,0,0.17,0,0.17,0.17,0.17,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,28,1989,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,25,1992,37,37,3292,36.6,0,1,0,0,0,8,0,0,0.03,0.03,0,0.03,1.9,1.9,1,2.8,0.05,0.03,0.08,0.05,0.08,Matches
Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,25,1991,20,19,1602,17.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.01,0.02,0.04,0.01,0.04,Matches
Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,25,1991,38,38,3420,38,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,2.4,2.4,0.3,2.8,0.06,0.01,0.07,0.06,0.07,Matches
Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,29,1987,24,16,1307,14.5,0,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,0.7,1.5,0.05,0.05,0.1,0.05,0.1,Matches
Ederson\Ederson,br BRA,GK,Manchester City,23,1993,36,36,3194,35.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,18,1999,6,6,481,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.06,0,0.06,Matches
Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,31,1986,16,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
