Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,29-012,1992,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-100,1994,11,7,571,6.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Iliman Ndiaye\Iliman-Ndiaye,fr FRA,MF,Sheffield Utd,21-281,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-134,1996,21,20,1754,19.5,1,3,1,0,0,5,0,0.05,0.15,0.21,0.05,0.21,Matches
Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-122,1996,30,28,2054,22.8,3,2,3,0,0,3,0,0.13,0.09,0.22,0.13,0.22,Matches
Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-140,1999,2,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,21-051,2000,31,30,2550,28.3,5,6,5,0,0,4,0,0.18,0.21,0.39,0.18,0.39,Matches
Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,24-047,1997,31,27,2327,25.9,5,1,2,3,3,7,0,0.19,0.04,0.23,0.08,0.12,Matches
Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-334,1999,17,4,423,4.7,2,1,2,0,0,0,0,0.43,0.21,0.64,0.43,0.64,Matches
Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-179,2000,1,1,68,0.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Dan Nlundulu\Dan-Nlundulu,eng ENG,FW,Southampton,22-083,1999,12,0,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33-356,1987,20,8,705,7.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,30-017,1991,27,21,1770,19.7,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,27-031,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,22-056,1999,26,23,2011,22.3,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-297,2000,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-337,1988,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-341,1988,25,25,2222,24.7,2,0,2,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-111,1990,7,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,24-002,1997,7,2,171,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Divock Origi\Divock-Origi,be BEL,FW,Liverpool,26-011,1995,9,2,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-267,1994,19,13,1245,13.8,1,0,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
Owen Otasowie\Owen-Otasowie,us USA,MF,Wolves,20-009,2001,5,1,117,1.3,0,1,0,0,0,1,0,0,0.77,0.77,0,0.77,Matches
Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27-257,1993,10,2,238,2.6,0,1,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-269,1994,2,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-320,1993,19,15,1256,14,0,2,0,0,0,4,0,0,0.14,0.14,0,0.14,Matches
Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,33-073,1988,33,33,2969,33,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-182,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-139,1986,4,3,229,2.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,25-335,1995,25,13,1333,14.8,5,1,4,1,1,1,1,0.34,0.07,0.41,0.27,0.34,Matches
Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,24-359,1996,29,26,2217,24.6,9,5,5,4,4,2,1,0.37,0.2,0.57,0.2,0.41,Matches
Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,27-205,1993,12,9,838,9.3,0,1,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Leicester City,27-280,1993,20,13,1093,12.1,2,0,2,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-148,1995,25,25,2202,24.5,0,2,0,0,0,7,0,0,0.08,0.08,0,0.08,Matches
Matt Phillips\Matt-Phillips,sco SCO,MF,West Brom,30-047,1991,28,16,1410,15.7,2,1,2,0,0,1,0,0.13,0.06,0.19,0.13,0.19,Matches
Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,24-039,1997,12,10,1006,11.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,27-053,1994,25,25,2202,24.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,32-265,1988,20,13,1266,14.1,0,1,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches
Daniel Podence\Daniel-Podence,pt POR,MFFW,Wolves,25-190,1995,22,21,1573,17.5,3,2,3,0,0,3,0,0.17,0.11,0.29,0.17,0.29,Matches
Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,28-045,1993,23,18,1627,18.1,3,3,3,0,0,3,0,0.17,0.17,0.33,0.17,0.33,Matches
Nick Pope\Nick-Pope,eng ENG,GK,Burnley,29-010,1992,30,30,2700,30,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,26-350,1994,15,10,718,8,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,Matches
Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,29-239,1991,7,2,213,2.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christian Pulisic\Christian-Pulisic,us USA,FWMF,Chelsea,22-223,1998,23,14,1378,15.3,4,1,4,0,0,2,0,0.26,0.07,0.33,0.26,0.33,Matches
Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,22-350,1998,33,33,2970,33,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jacob Ramsey\Jacob-Ramsey,eng ENG,MF,Aston Villa,19-336,2001,17,5,475,5.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,20-201,2000,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,33-352,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,23-180,1997,33,31,2686,29.8,10,8,10,0,0,4,0,0.34,0.27,0.6,0.34,0.6,Matches
Tim Ream\Tim-Ream,us USA,DF,Fulham,33-206,1987,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,27-054,1994,23,12,1267,14.1,2,2,2,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches
Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,26-092,1995,29,24,2126,23.6,0,2,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,24-134,1996,22,21,1794,19.9,0,3,0,0,0,4,0,0,0.15,0.15,0,0.15,Matches
Bobby Reid\Bobby-Reid,jm JAM,FWMF,Fulham,28-086,1993,28,23,1947,21.6,5,0,5,0,0,7,0,0.23,0,0.23,0.23,0.23,Matches
Declan Rice\Declan-Rice,eng ENG,MF,West Ham,22-105,1999,29,29,2610,29,1,1,0,1,1,2,0,0.03,0.03,0.07,0,0.03,Matches
Lewis Richardson\Lewis-Richardson,eng ENG,FWMF,Burnley,18-081,2003,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Richarlison\Richarlison,br BRA,FW,Everton,23-354,1997,28,27,2341,26,6,3,5,1,1,3,1,0.23,0.12,0.35,0.19,0.31,Matches
Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,24-232,1996,28,16,1553,17.3,2,0,2,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,31-231,1989,13,10,907,10.1,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,22-107,1999,22,12,1144,12.7,0,2,0,0,0,3,0,0,0.16,0.16,0,0.16,Matches
Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,27-049,1994,33,33,2934,32.6,1,5,1,0,0,2,0,0.03,0.15,0.18,0.03,0.18,Matches
Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,23-264,1997,26,22,1982,22,0,0,0,0,0,4,1,0,0,0,0,0,Matches
Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,26-086,1995,25,18,1420,15.8,5,0,5,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,27-240,1993,8,6,607,6.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,31-343,1989,15,0,326,3.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,24-137,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,23-189,1997,11,8,732,8.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rodri\Rodri,es ESP,MF,Manchester City,24-311,1996,29,27,2353,26.1,2,1,1,1,1,4,0,0.08,0.04,0.11,0.04,0.08,Matches
Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,30-054,1991,21,12,1089,12.1,3,1,3,0,0,3,0,0.25,0.08,0.33,0.25,0.33,Matches
James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,29-291,1991,22,20,1687,18.7,6,4,6,0,0,3,0,0.32,0.21,0.53,0.32,0.53,Matches
Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,31-274,1989,27,12,1164,12.9,1,2,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,Matches
Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,29-217,1991,20,20,1732,19.2,1,1,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,Matches
John Ruddy\John-Ruddy,eng ENG,GK,Wolves,34-187,1986,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,28-057,1993,16,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,29-021,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,29-021,1992,11,11,990,11,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24-048,1997,20,14,1163,12.9,3,4,3,0,0,0,0,0.23,0.31,0.54,0.23,0.54,Matches
Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,31-034,1990,24,24,2137,23.7,3,0,3,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,19-236,2001,28,27,2317,25.7,5,2,5,0,0,1,0,0.19,0.08,0.27,0.19,0.27,Matches
Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,31-075,1990,4,3,276,3.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,28-318,1992,32,29,2633,29.3,20,3,14,6,6,0,0,0.68,0.1,0.79,0.48,0.58,Matches
Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,22-012,1999,7,5,453,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,24-321,1996,17,16,1396,15.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,23-162,1997,22,22,1980,22,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,26-254,1994,9,3,294,3.3,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,29-178,1991,19,17,1487,16.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,17-036,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,29-130,1991,16,13,1210,13.4,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,28-127,1992,21,12,1087,12.1,2,3,2,0,0,2,0,0.17,0.25,0.41,0.17,0.41,Matches
Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,34-175,1986,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,27-164,1993,30,30,2623,29.1,0,1,0,0,0,4,0,0,0.03,0.03,0,0.03,Matches
Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,21-203,1999,13,3,461,5.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,29-201,1991,13,5,524,5.8,0,2,0,0,0,2,0,0,0.34,0.34,0,0.34,Matches
Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,35-083,1986,16,7,735,8.2,3,0,1,2,2,1,0,0.37,0,0.37,0.12,0.12,Matches
Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,25-291,1995,29,27,2384,26.5,1,5,1,0,0,7,0,0.04,0.19,0.23,0.04,0.23,Matches
Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,29-061,1992,25,24,2167,24.1,1,2,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches
Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,17-086,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MFFW,Everton,31-233,1989,30,19,1834,20.4,6,4,3,3,3,1,0,0.29,0.2,0.49,0.15,0.34,Matches
Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,26-262,1994,24,22,1899,21.1,2,6,2,0,0,4,0,0.09,0.28,0.38,0.09,0.38,Matches
Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,18-284,2002,27,6,928,10.3,3,1,2,1,1,2,0,0.29,0.1,0.39,0.19,0.29,Matches
Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,36-219,1984,19,19,1575,17.5,2,0,2,0,0,5,1,0.11,0,0.11,0.11,0.11,Matches
Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,31-256,1989,24,15,1583,17.6,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,32-315,1988,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
William Smallbone\William-Smallbone,ie IRL,MF,Southampton,21-067,2000,3,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,20-275,2000,16,14,1125,12.5,0,4,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,33-234,1987,8,6,526,5.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,33-234,1987,3,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,29-241,1991,10,8,746,8.3,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
Tomáš Sou?ek\Tomas-Soucek,cz CZE,MF,West Ham,26-061,1995,33,33,2969,33,9,1,9,0,0,6,1,0.27,0.03,0.3,0.27,0.3,Matches
Ça?lar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,24-341,1996,18,14,1369,15.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,26-027,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,31-321,1989,7,3,261,2.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,27-092,1994,13,12,1087,12.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,26-142,1994,27,24,2176,24.2,9,6,9,0,1,2,0,0.37,0.25,0.62,0.37,0.62,Matches
Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,30-294,1990,25,25,2250,25,0,0,0,0,0,5,0,0,0,0,0,0,Matches
John Stones\John-Stones,eng ENG,DF,Manchester City,26-336,1994,20,20,1753,19.5,4,0,4,0,0,0,1,0.21,0,0.21,0.21,0.21,Matches
Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,21-261,1999,22,19,1738,19.3,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,22-029,1999,4,4,315,3.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,25-223,1995,32,32,2864,31.8,0,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,28-161,1992,31,31,2790,31,1,0,1,0,0,6,0,0.03,0,0.03,0.03,0.03,Matches
Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,26-351,1994,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sidnei Tavares\Sidnei-Tavares,pt POR,MF,Leicester City,19-212,2001,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,27-223,1993,24,23,1976,22,0,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,32-081,1989,1,0,16,0.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Allan Tchaptchet\Allan-Tchaptchet,fr FRA,DF,Southampton,19-129,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,21-298,1999,13,4,535,5.9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,28-135,1992,7,6,510,5.7,0,2,0,0,0,0,0,0,0.35,0.35,0,0.35,Matches
Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,25-202,1995,18,15,1246,13.8,0,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,19-323,2001,9,8,609,6.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,23-357,1997,33,32,2907,32.3,6,3,4,2,2,6,0,0.19,0.09,0.28,0.12,0.22,Matches
Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,23-328,1997,23,23,2014,22.4,1,2,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,Matches
James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,32-031,1989,5,4,388,4.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,23-131,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ferrán Torres\Ferran-Torres,es ESP,FW,Manchester City,21-059,2000,19,11,1025,11.4,3,2,3,0,0,1,0,0.26,0.18,0.44,0.26,0.44,Matches
Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,29-326,1991,5,0,48,0.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Andros Townsend\Andros-Townsend,eng ENG,MFFW,Crystal Palace,29-287,1991,29,20,1833,20.4,1,4,1,0,0,0,0,0.05,0.2,0.25,0.05,0.25,Matches
Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,28-056,1993,20,20,1784,19.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adama Traoré\Adama-Traore,es ESP,FW,Wolves,25-094,1996,32,24,2323,25.8,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,Matches
Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,25-235,1995,30,23,1845,20.5,5,4,5,0,0,0,0,0.24,0.2,0.44,0.24,0.44,Matches
Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,26-210,1994,21,12,1166,13,2,1,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,Matches
Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,26-146,1994,30,26,2281,25.3,4,5,4,0,0,2,0,0.16,0.2,0.36,0.16,0.36,Matches
Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,Liverpool,24-352,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,23-166,1997,6,1,134,1.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,23-289,1997,9,1,281,3.1,0,2,0,0,0,0,0,0,0.64,0.64,0,0.64,Matches
Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,22-066,1999,3,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,34-108,1987,29,26,2401,26.7,13,8,7,6,7,1,0,0.49,0.3,0.79,0.26,0.56,Matches
Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,29-104,1992,27,24,2191,24.3,1,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches
Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,28-269,1992,24,23,2115,23.5,3,0,3,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,22-020,1999,2,1,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,26-035,1995,9,3,308,3.4,1,0,1,0,0,2,0,0.29,0,0.29,0.29,0.29,Matches
João Virgínia\Joao-Virginia,pt POR,GK,Everton,21-201,1999,1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vitinha\Vitinha,pt POR,MFFW,Wolves,21-075,2000,15,2,292,3.2,0,1,0,0,0,0,0,0,0.31,0.31,0,0.31,Matches
Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,21-043,2000,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mat?j Vydra\Matej-Vydra,cz CZE,FW,Burnley,28-363,1992,23,12,1121,12.5,3,1,3,0,0,0,0,0.24,0.08,0.32,0.24,0.32,Matches
Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,32-044,1989,18,18,1461,16.2,2,3,2,0,0,0,0,0.12,0.18,0.31,0.12,0.31,Matches
Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,32-044,1989,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,30-336,1990,22,20,1766,19.6,1,1,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,Matches
Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,24-016,1997,24,24,2136,23.7,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,23-154,1997,31,31,2790,31,2,2,2,0,0,3,0,0.06,0.06,0.13,0.06,0.13,Matches
Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,31-182,1989,20,19,1716,19.1,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,26-179,1994,32,32,2880,32,7,6,5,2,3,5,0,0.22,0.19,0.41,0.16,0.34,Matches
Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,25-120,1995,32,32,2880,32,12,4,11,1,2,2,0,0.37,0.12,0.5,0.34,0.47,Matches
Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,19-103,2002,3,0,39,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Adam Webster\Adam-Webster,eng ENG,DF,Brighton,26-115,1995,24,24,2144,23.8,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,30-154,1990,20,13,1261,14,4,1,4,0,1,0,0,0.29,0.07,0.36,0.29,0.36,Matches
Timo Werner\Timo-Werner,de GER,FW,Chelsea,25-054,1996,31,25,2243,24.9,6,6,6,0,0,1,0,0.24,0.24,0.48,0.24,0.48,Matches
