Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
344,Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,21,1997,18,0,328,3.6,0,1,0,0,0,1,0,0,0.27,0.27,0,0.27,0.4,0.4,0.2,0.6,0.12,0.05,0.17,0.12,0.17,Matches
345,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,27,1990,31,31,2667,29.6,1,0,1,0,0,7,0,0.03,0,0.03,0.03,0.03,0.5,0.5,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches
346,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lille,26,1992,35,35,3074,34.2,0,5,0,0,0,10,0,0,0.15,0.15,0,0.15,1.3,1.3,4.2,5.5,0.04,0.12,0.16,0.04,0.16,Matches
347,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,26,1992,25,22,1877,20.9,2,2,2,0,0,4,0,0.1,0.1,0.19,0.1,0.19,2.8,2.8,1.9,4.7,0.13,0.09,0.23,0.13,0.23,Matches
348,Alexandre Mendy\Alexandre-Mendy,gw GNB,FW,Guingamp,24,1994,16,8,767,8.5,3,0,3,0,0,2,0,0.35,0,0.35,0.35,0.35,3,3,0.5,3.5,0.35,0.05,0.41,0.35,0.41,Matches
349,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Reims,26,1992,38,38,3420,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
350,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Lyon,23,1995,30,27,2531,28.1,2,1,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,1.1,1.1,3.4,4.5,0.04,0.12,0.16,0.04,0.16,Matches
351,Mehdi Merghem\Mehdi-Merghem,fr FRA,FWMF,Guingamp,21,1997,9,9,721,8,0,1,0,0,0,3,0,0,0.12,0.12,0,0.12,1.2,1.2,0.1,1.3,0.15,0.01,0.16,0.15,0.16,Matches
352,Romain Métanire\Romain-Metanire,mg MAD,DFMF,Reims,28,1990,5,4,313,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0.4,0.4,0,0.4,0.12,0.01,0.13,0.12,0.13,Matches
353,Thomas Meunier\Thomas-Meunier,be BEL,DFMF,Paris S-G,26,1991,22,19,1610,17.9,3,3,3,0,0,2,0,0.17,0.17,0.34,0.17,0.34,2.8,2.8,3.5,6.2,0.16,0.19,0.35,0.16,0.35,Matches
354,Mexer\Mexer,mz MOZ,DF,Rennes,29,1988,29,29,2469,27.4,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.5,0.1,0.7,0.02,0.01,0.02,0.02,0.02,Matches
355,Matt Miazga\Matt-Miazga,us USA,DF,Nantes,23,1995,8,8,720,8,0,0,0,0,0,5,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.05,0.04,0.08,0.05,0.08,Matches
356,Clément Michelin\Clement-Michelin,fr FRA,DF,Toulouse,21,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
357,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,21,1996,13,12,1117,12.4,0,1,0,0,0,2,1,0,0.08,0.08,0,0.08,0.2,0.2,0.6,0.8,0.01,0.05,0.06,0.01,0.06,Matches
358,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,Marseille,30,1988,14,7,580,6.4,3,0,3,0,0,0,0,0.47,0,0.47,0.47,0.47,4.1,4.1,0.3,4.3,0.63,0.04,0.67,0.63,0.67,Matches
359,Stefan Mitrovi?\Stefan-Mitrovic,rs SRB,DF,Strasbourg,28,1990,34,34,3026,33.6,0,0,0,0,0,8,2,0,0,0,0,0,1.2,1.2,0.3,1.5,0.04,0.01,0.05,0.04,0.05,Matches
360,Hakim El Mokeddem\Hakim-El-Mokeddem,br BRA,FWMF,Toulouse,19,1999,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.59,0.59,0,0.59,Matches
361,Florent Mollet\Florent-Mollet,fr FRA,MFFW,Montpellier,26,1991,32,31,2564,28.5,6,4,6,0,0,6,1,0.21,0.14,0.35,0.21,0.35,4.2,4.2,6.1,10.3,0.15,0.22,0.36,0.15,0.36,Matches
362,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,27,1991,33,32,2818,31.3,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,0.4,0.4,1.8,2.3,0.01,0.06,0.07,0.01,0.07,Matches
363,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFDF,Saint-Étienne,29,1988,23,16,1482,16.5,1,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.5,1.5,1.6,3.1,0.09,0.09,0.19,0.09,0.19,Matches
364,Steven Moreira\Steven-Moreira,fr FRA,DFMF,Toulouse,23,1994,10,10,863,9.6,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.04,0.02,0.05,0.04,0.05,Matches
365,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lyon,34,1984,12,12,1064,11.8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.02,0,0.02,Matches
366,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Lille,22,1996,3,3,253,2.8,1,0,1,0,0,0,0,0.36,0,0.36,0.36,0.36,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07,Matches
367,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Strasbourg,22,1996,32,18,1771,19.7,9,2,8,1,1,3,0,0.46,0.1,0.56,0.41,0.51,6.9,6.2,1.2,7.4,0.35,0.06,0.41,0.31,0.37,Matches
368,François Moubandje\Francois-Moubandje,ch SUI,DF,Toulouse,28,1990,22,21,1935,21.5,0,0,0,0,0,3,0,0,0,0,0,0,0.3,0.3,1.8,2.1,0.02,0.08,0.1,0.02,0.1,Matches
369,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,32,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
370,Herman Moussaki\Herman-Moussaki,fr FRA,MFFW,Caen,19,1999,6,2,204,2.3,0,1,0,0,0,1,0,0,0.44,0.44,0,0.44,0.2,0.2,0.4,0.6,0.07,0.19,0.26,0.07,0.26,Matches
371,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,MFFW,Nantes,21,1996,28,19,1648,18.3,2,3,2,0,0,0,0,0.11,0.16,0.27,0.11,0.27,2,2,1.4,3.4,0.11,0.08,0.18,0.11,0.18,Matches
372,Ndombe Mubele\Ndombe-Mubele,cd COD,FW,Toulouse,24,1994,15,4,465,5.2,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,1,1,0.5,1.5,0.19,0.09,0.28,0.19,0.28,Matches
373,Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,17,2001,20,20,1762,19.6,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.1,0.7,0.03,0,0.03,0.03,0.03,Matches
374,Kévin N'Doram\Kevin-NDoram,fr FRA,DFMF,Monaco,22,1996,4,2,195,2.2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,Matches
375,Abdallah N'dour\Abdallah-Ndour,sn SEN,DFMF,Strasbourg,24,1993,4,4,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.03,0,0.03,Matches
376,Cheikh N'Doye\Cheikh-NDoye,sn SEN,MF,Angers,32,1986,27,26,2334,25.9,0,3,0,0,0,4,0,0,0.12,0.12,0,0.12,2.5,2.3,1.8,4,0.1,0.07,0.16,0.09,0.16,Matches
377,Nathan N'Goumou\Nathan-NGoumou,fr FRA,FW,Toulouse,18,2000,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
378,Clinton N'Jie\Clinton-NJie,cm CMR,FWMF,Marseille,24,1993,17,3,364,4,3,2,3,0,0,0,0,0.74,0.49,1.24,0.74,1.24,0.8,0.8,0.9,1.7,0.21,0.22,0.43,0.21,0.43,Matches
379,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Monaco,23,1995,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Paris S-G,19,1999,12,8,698,7.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01,Matches
381,Naldo\Naldo,br BRA,DF,Monaco,35,1982,7,5,301,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0.4,0.4,0.1,0.5,0.12,0.03,0.15,0.12,0.15,Matches
382,Aly Ndom\Aly-Ndom,fr FRA,MF,Reims,22,1996,11,3,363,4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03,Matches
383,Aly Ndom\Aly-Ndom,fr FRA,MF,Caen,22,1996,1,1,45,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
384,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Lyon,21,1996,34,31,2690,29.9,1,7,1,0,0,3,0,0.03,0.23,0.27,0.03,0.27,1.9,1.9,4.4,6.3,0.06,0.15,0.21,0.06,0.21,Matches
385,Neymar\Neymar,br BRA,MFFW,Paris S-G,26,1992,17,16,1439,16,15,7,10,5,5,2,0,0.94,0.44,1.38,0.63,1.06,11.1,7.3,5.2,12.5,0.69,0.33,1.02,0.45,0.78,Matches
386,Yeni Ngbakoto\Yeni-Ngbakoto,cd COD,FWMF,Guingamp,26,1992,15,4,566,6.3,1,0,1,0,0,0,0,0.16,0,0.16,0.16,0.16,1.3,1.3,0.5,1.8,0.21,0.07,0.29,0.21,0.29,Matches
387,M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,23,1994,29,19,1793,19.9,11,4,9,2,2,5,0,0.55,0.2,0.75,0.45,0.65,8,6.5,1.4,7.8,0.4,0.07,0.47,0.33,0.39,Matches
388,Casimir Ninga\Casimir-Ninga,td CHA,FWMF,Caen,25,1993,33,28,2468,27.4,6,3,5,1,1,9,0,0.22,0.11,0.33,0.18,0.29,6,5.2,2.3,7.6,0.22,0.09,0.3,0.19,0.28,Matches
389,Christopher Nkunku\Christopher-Nkunku,fr FRA,MFFW,Paris S-G,20,1997,22,13,1156,12.8,3,2,3,0,0,0,0,0.23,0.16,0.39,0.23,0.39,2.3,2.3,3.3,5.6,0.18,0.26,0.44,0.18,0.44,Matches
390,Arnaud Nordin\Arnaud-Nordin,fr FRA,FWMF,Saint-Étienne,20,1998,25,11,1050,11.7,3,1,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34,4.4,4.4,1,5.4,0.38,0.09,0.47,0.38,0.47,Matches
391,Gerzino Nyamsi\Gerzino-Nyamsi,fr FRA,DF,Rennes,21,1997,8,6,539,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
392,Lucas Ocampos\Lucas-Ocampos,ar ARG,FWMF,Marseille,24,1994,34,31,2708,30.1,4,8,4,0,0,11,0,0.13,0.27,0.4,0.13,0.4,7.3,7.3,3.8,11.1,0.24,0.13,0.37,0.24,0.37,Matches
393,Sheyi Ojo\Sheyi-Ojo,eng ENG,FWMF,Reims,21,1997,15,3,468,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,0.21,0.04,0.24,0.21,0.24,Matches
394,Alexandre Olliero\Alexandre-Olliero,fr FRA,GK,Nantes,22,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
395,Prince Oniangué\Prince-Oniangue,cg CGO,MF,Caen,29,1988,31,26,2343,26,2,0,2,0,0,3,0,0.08,0,0.08,0.08,0.08,2.2,2.2,0.5,2.8,0.09,0.02,0.11,0.09,0.11,Matches
396,Otávio\Otavio,br BRA,MF,Bordeaux,24,1994,33,33,2875,31.9,0,2,0,0,0,4,0,0,0.06,0.06,0,0.06,0.8,0.8,0.7,1.5,0.02,0.02,0.05,0.02,0.05,Matches
397,Remi Oudin\Remi-Oudin,fr FRA,FW,Reims,21,1996,37,32,2612,29,10,4,10,0,0,4,0,0.34,0.14,0.48,0.34,0.48,7.6,7.6,2.7,10.2,0.26,0.09,0.35,0.26,0.35,Matches
398,Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DFMF,Montpellier,27,1991,26,25,2136,23.7,2,0,2,0,0,5,0,0.08,0,0.08,0.08,0.08,1.2,1.2,1.6,2.8,0.05,0.07,0.12,0.05,0.12,Matches
399,Pablo\Pablo,br BRA,DF,Bordeaux,27,1991,25,25,1936,21.5,1,1,1,0,0,2,3,0.05,0.05,0.09,0.05,0.09,1.2,1.2,0.1,1.3,0.06,0,0.06,0.06,0.06,Matches
400,Vincent Pajot\Vincent-Pajot,fr FRA,MF,Angers,27,1990,13,10,713,7.9,0,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,0.3,1,0.1,0.03,0.13,0.1,0.13,Matches
401,Sergi Palencia\Sergi-Palencia,es ESP,DF,Bordeaux,22,1996,25,22,1986,22.1,0,3,0,0,0,6,0,0,0.14,0.14,0,0.14,0.2,0.2,1.7,1.9,0.01,0.08,0.09,0.01,0.09,Matches
402,Nicolas Pallois\Nicolas-Pallois,fr FRA,DF,Nantes,30,1987,24,24,2160,24,2,0,2,0,0,8,0,0.08,0,0.08,0.08,0.08,1.5,1.5,0.1,1.6,0.06,0,0.07,0.06,0.07,Matches
403,Mickaël Panos\Mickael-Panos,fr FRA,DF,Saint-Étienne,21,1997,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Elhadji Pape Diaw\Elhadji-Pape-Diaw,sn SEN,DF,Angers,23,1994,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
405,Gaëtan Paquiez\Gaetan-Paquiez,fr FRA,DF,Nîmes,24,1994,20,14,1329,14.8,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
406,Leandro Paredes\Leandro-Paredes,ar ARG,MF,Paris S-G,24,1994,16,14,1249,13.9,0,2,0,0,0,1,0,0,0.14,0.14,0,0.14,0.4,0.4,2.6,3,0.03,0.19,0.21,0.03,0.21,Matches
407,Mateo Pavlovi?\Mateo-Pavlovic,ba BIH,DF,Angers,28,1990,30,28,2490,27.7,2,1,2,0,0,7,1,0.07,0.04,0.11,0.07,0.11,2.4,2.4,0.2,2.6,0.09,0.01,0.09,0.09,0.09,Matches
408,Dimitri Payet\Dimitri-Payet,fr FRA,MFFW,Marseille,31,1987,31,23,1904,21.2,4,6,2,2,3,3,0,0.19,0.28,0.47,0.09,0.38,4.8,2.6,6.6,9.2,0.23,0.31,0.54,0.12,0.43,Matches
409,Stef Peeters\Stef-Peeters,be BEL,MF,Caen,26,1992,7,5,407,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.04,0.06,0.1,0.04,0.1,Matches
410,Pelé\Pele,gw GNB,MF,Monaco,26,1991,8,4,469,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches
411,Yohann Pelé\Yohann-Pele,fr FRA,GK,Marseille,35,1982,9,7,682,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
412,Maxime Pélican\Maxime-Pelican,fr FRA,FW,Nice,20,1998,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
413,Pietro Pellegri\Pietro-Pellegri,it ITA,FWMF,Monaco,17,2001,3,0,82,0.9,1,0,1,0,0,1,0,1.1,0,1.1,1.1,1.1,0.1,0.1,0,0.2,0.15,0.05,0.2,0.15,0.2,Matches
414,Théo Pellenard\Theo-Pellenard,fr FRA,DF,Angers,24,1994,6,6,495,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.5,0.01,0.08,0.1,0.01,0.1,Matches
415,Andy Pelmard\Andy-Pelmard,fr FRA,DF,Nice,18,2000,4,4,275,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
416,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Lille,23,1995,38,37,3324,36.9,22,11,13,9,10,1,0,0.6,0.3,0.89,0.35,0.65,20.8,13.2,8.3,21.5,0.56,0.22,0.79,0.36,0.58,Matches
417,Loïc Perrin\Loic-Perrin,fr FRA,DF,Saint-Étienne,32,1985,31,31,2700,30,1,1,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06,Matches
418,Matthias Phaeton\Matthias-Phaeton,fr FRA,FWMF,Guingamp,18,2000,4,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.19,0.19,0,0.19,Matches
419,Lebogang Phiri\Lebogang-Phiri,za RSA,MF,Guingamp,23,1994,24,23,1928,21.4,0,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.6,1.3,0.03,0.03,0.06,0.03,0.06,Matches
420,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,29,1989,11,4,469,5.2,0,2,0,0,0,0,0,0,0.38,0.38,0,0.38,0,0,0.6,0.6,0,0.12,0.12,0,0.12,Matches
421,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Monaco,20,1998,4,4,355,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
422,Erik Pieters\Erik-Pieters,nl NED,DF,Amiens,29,1988,15,14,1261,14,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,1.1,1.1,1.4,2.5,0.08,0.1,0.18,0.08,0.18,Matches
423,Virgile Pinson\Virgile-Pinson,fr FRA,FW,Reims,22,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Lenny Pintor\Lenny-Pintor,fr FRA,FW,Lyon,17,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Facundo Píriz\Facundo-Piriz,uy URU,MF,Montpellier,28,1990,6,0,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
426,Jaroslav Plašil\Jaroslav-Plasil,cz CZE,MF,Bordeaux,36,1982,23,16,1443,16,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,0.9,0.9,0.7,1.6,0.06,0.04,0.1,0.06,0.1,Matches
427,Morgan Poaty\Morgan-Poaty,cg CGO,MF,Montpellier,21,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.03,0.07,0.11,0.03,0.11,Matches
428,Denis-Will Poha\Denis-Will-Poha,fr FRA,MF,Rennes,21,1997,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
429,Pierre-Yves Polomat\Pierre-Yves-Polomat,fr FRA,DFMF,Saint-Étienne,24,1993,18,11,950,10.6,0,2,0,0,0,2,0,0,0.19,0.19,0,0.19,0.2,0.2,2.2,2.4,0.02,0.21,0.22,0.02,0.22,Matches
430,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,25,1992,30,28,2537,28.2,0,2,0,0,0,4,0,0,0.07,0.07,0,0.07,0.3,0.3,2.3,2.6,0.01,0.08,0.09,0.01,0.09,Matches
431,Gaëtan Poussin\Gaetan-Poussin,fr FRA,GK,Bordeaux,19,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Sanjin Prci?\Sanjin-Prcic,ba BIH,MF,Strasbourg,24,1993,13,12,1053,11.7,2,1,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,0.5,0.5,1.2,1.8,0.05,0.1,0.15,0.05,0.15,Matches
433,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,27,1991,23,14,1271,14.1,3,3,3,0,0,5,0,0.21,0.21,0.42,0.21,0.42,2.9,2.9,2.1,5,0.21,0.15,0.35,0.21,0.35,Matches
434,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,23,1995,14,12,1063,11.8,2,1,2,0,0,3,0,0.17,0.08,0.25,0.17,0.25,1.2,1.2,0.4,1.6,0.1,0.04,0.14,0.1,0.14,Matches
435,Nemanja Radonji?\Nemanja-Radonjic,rs SRB,FW,Marseille,22,1996,17,7,681,7.6,0,0,0,0,0,2,0,0,0,0,0,0,1.4,1.4,0.1,1.6,0.19,0.02,0.21,0.19,0.21,Matches
436,Rafael\Rafael,br BRA,DF,Lyon,28,1990,18,11,1023,11.4,0,1,0,0,0,4,1,0,0.09,0.09,0,0.09,0.1,0.1,1.1,1.1,0.01,0.1,0.1,0.01,0.1,Matches
437,Andrea Raggi\Andrea-Raggi,it ITA,DFMF,Monaco,34,1984,6,6,494,5.5,0,0,0,0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.06,0.07,0.01,0.07,Matches
438,Baba Rahman\Baba-Rahman,gh GHA,DF,Reims,24,1994,11,11,964,10.7,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,0.3,0.3,0.4,0.6,0.03,0.03,0.06,0.03,0.06,Matches
439,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,32,1985,16,16,1412,15.7,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,1,1,0.2,1.2,0.06,0.01,0.08,0.06,0.08,Matches
440,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,23,1995,36,36,3240,36,0,8,0,0,0,4,0,0,0.22,0.22,0,0.22,0.8,0.8,5.7,6.5,0.02,0.16,0.18,0.02,0.18,Matches
441,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FWMF,Angers,20,1998,35,29,2556,28.4,3,3,3,0,1,2,0,0.11,0.11,0.21,0.11,0.21,4.5,3.8,2.7,6.5,0.16,0.1,0.25,0.13,0.23,Matches
442,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,31,1987,26,14,1204,13.4,7,2,6,1,2,3,0,0.52,0.15,0.67,0.45,0.6,6.2,4.7,1,5.7,0.46,0.07,0.54,0.35,0.42,Matches
443,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,27,1990,31,31,2704,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.4,0,0.01,0.01,0,0.01,Matches
444,Kévin Rimane\Kevin-Rimane,gf GUF,MF,Paris S-G,27,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
445,Renaud Ripart\Renaud-Ripart,fr FRA,FWDF,Nîmes,25,1993,38,34,3006,33.4,8,4,8,0,0,2,0,0.24,0.12,0.36,0.24,0.36,5.9,5.9,3.3,9.2,0.18,0.1,0.28,0.18,0.28,Matches
446,Mihailo Risti?\Mihailo-Ristic,rs SRB,DF,Montpellier,22,1995,10,3,326,3.6,1,0,1,0,0,0,0,0.28,0,0.28,0.28,0.28,0.9,0.9,0.1,1,0.26,0.02,0.28,0.26,0.28,Matches
447,Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,20,1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
448,Kenny Rocha Santos\Kenny-Rocha-Santos,cv CPV,DF,Saint-Étienne,18,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Ronny Rodelin\Ronny-Rodelin,fr FRA,MFFW,Guingamp,28,1989,17,8,788,8.8,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.7,2.2,0.18,0.08,0.26,0.18,0.26,Matches
450,Rolando\Rolando,pt POR,DF,Marseille,32,1985,10,9,804,8.9,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0,0.7,0.08,0,0.08,0.08,0.08,Matches
451,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,34,1984,36,36,3160,35.1,0,3,0,0,0,8,1,0,0.09,0.09,0,0.09,1.6,1.6,1.4,3,0.04,0.04,0.09,0.04,0.09,Matches
452,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,23,1994,36,36,3226,35.8,4,5,3,1,2,3,0,0.11,0.14,0.25,0.08,0.22,6.3,4.7,5.1,9.8,0.17,0.14,0.32,0.13,0.27,Matches
453,Valentin Rosier\Valentin-Rosier,fr FRA,DFMF,Dijon,21,1996,18,16,1460,16.2,0,4,0,0,0,2,0,0,0.25,0.25,0,0.25,0.3,0.3,1.7,2,0.02,0.1,0.12,0.02,0.12,Matches
454,Nolan Roux\Nolan-Roux,fr FRA,FW,Guingamp,30,1988,26,17,1536,17.1,2,0,2,0,0,2,0,0.12,0,0.12,0.12,0.12,4.9,4.9,0.8,5.7,0.28,0.05,0.33,0.28,0.33,Matches
455,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,31,1986,37,37,3330,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
456,Idriss Saadi\Idriss-Saadi,dz ALG,MF,Strasbourg,26,1992,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
457,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,25,1993,23,21,1908,21.2,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.4,0.4,1.7,2.1,0.02,0.08,0.1,0.02,0.1,Matches
458,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,21,1997,13,4,442,4.9,0,1,0,0,0,0,1,0,0.2,0.2,0,0.2,1.2,1.2,1.1,2.3,0.25,0.22,0.48,0.25,0.48,Matches
459,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,23,1995,34,25,2253,25,4,1,4,0,1,4,0,0.16,0.04,0.2,0.16,0.2,5.3,4.3,2.6,7,0.21,0.1,0.31,0.17,0.28,Matches
460,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Nice,21,1997,34,34,2900,32.2,5,3,4,1,2,2,0,0.16,0.09,0.25,0.12,0.22,6.6,5.1,6.3,11.4,0.21,0.19,0.4,0.16,0.35,Matches
461,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,FW,Nîmes,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,28,1990,27,26,2374,26.4,1,4,1,0,0,3,0,0.04,0.15,0.19,0.04,0.19,0.4,0.4,2.5,2.9,0.02,0.09,0.11,0.02,0.11,Matches
