Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Rick van Drongelen\Rick-van-Drongelen,nl NED,DF,Hamburger SV,18,1998,18,16,1440,16,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0,0.5,0.03,0,0.03,0.03,0.03,Matches
Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,22,1994,17,9,744,8.3,1,0,1,0,0,3,0,0.12,0,0.12,0.12,0.12,1.3,1.3,0.4,1.7,0.16,0.04,0.2,0.16,0.2,Matches
Mandela Egbo\Mandela-Egbo,eng ENG,MF,M'Gladbach,19,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,19,1998,7,0,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.29,0.27,0.57,0.29,0.57,Matches
Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,20,1996,33,31,2692,29.9,2,3,2,0,0,3,0,0.07,0.1,0.17,0.07,0.17,4.6,4.6,1.2,5.8,0.15,0.04,0.19,0.15,0.19,Matches
Albin Ekdal\Albin-Ekdal,se SWE,MF,Hamburger SV,28,1989,19,12,1108,12.3,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0.5,0.5,1,1.5,0.04,0.08,0.12,0.04,0.12,Matches
Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,23,1994,11,9,774,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,20,1996,33,33,2914,32.4,2,2,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.3,2.3,0.03,0.04,0.07,0.03,0.07,Matches
Breel Embolo\Breel-Embolo,ch SUI,FWMF,Schalke 04,20,1997,21,9,919,10.2,3,0,3,0,0,4,0,0.29,0,0.29,0.29,0.29,3.8,3.8,0.2,4,0.38,0.01,0.39,0.38,0.39,Matches
Michael Esser\Michael-Esser,de GER,GK,Hannover 96,29,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,27,1990,16,6,617,6.9,2,1,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,0.8,0.8,0.2,1,0.12,0.03,0.15,0.12,0.15,Matches
Franck Evina\Franck-Evina,cm CMR,FW,Bayern Munich,17,2000,2,2,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.08,0.06,0.14,0.08,0.14,Matches
Marco Fabián\Marco-Fabian,mx MEX,FWMF,Eint Frankfurt,28,1989,7,3,422,4.7,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,1.3,1.3,0.9,2.3,0.29,0.2,0.49,0.29,0.49,Matches
Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,28,1988,34,34,3015,33.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,Matches
Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,25,1992,27,25,2211,24.6,1,0,1,0,0,10,1,0.04,0,0.04,0.04,0.04,1.3,1.3,0.3,1.6,0.05,0.01,0.07,0.05,0.07,Matches
Felipe\Felipe,br BRA,DF,Hannover 96,30,1987,6,6,457,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matches
Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,19,1997,19,17,1560,17.3,1,0,1,0,0,2,1,0.06,0,0.06,0.06,0.06,0.3,0.3,0,0.3,0.02,0,0.02,0.02,0.02,Matches
Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,30,1986,19,12,1036,11.5,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches
Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,28,1989,22,22,1814,20.2,12,3,9,3,3,2,0,0.6,0.15,0.74,0.45,0.6,10.6,8.4,2.8,11.2,0.52,0.14,0.66,0.41,0.55,Matches
Viktor Fischer\Viktor-Fischer,dk DEN,FWMF,Mainz 05,23,1994,10,3,336,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.6,1,0.11,0.16,0.27,0.11,0.27,Matches
Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,25,1991,21,15,1370,15.2,2,2,1,1,1,0,1,0.13,0.13,0.26,0.07,0.2,3.8,3,3.2,6.2,0.25,0.21,0.46,0.2,0.41,Matches
Iver Fossum\Iver-Fossum,no NOR,MF,Hannover 96,21,1996,19,13,1306,14.5,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,1.1,1.1,2.1,3.2,0.07,0.15,0.22,0.07,0.22,Matches
Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,21,1995,9,7,696,7.7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.4,1.4,0,0.18,0.18,0,0.18,Matches
Mike Frantz\Mike-Frantz,de GER,MF,Freiburg,30,1986,15,12,1041,11.6,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,0.9,0.9,0.9,1.8,0.08,0.08,0.16,0.08,0.16,Matches
Fabian Frei\Fabian-Frei,ch SUI,MF,Mainz 05,28,1989,11,10,802,8.9,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,0.5,0.5,0.4,0.9,0.05,0.05,0.1,0.05,0.1,Matches
Marco Friedl\Marco-Friedl,at AUT,DF,Bayern Munich,19,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.18,0.18,0,0.18,Matches
Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,19,1998,9,6,600,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,0.02,0.1,0.13,0.02,0.13,Matches
Chris Führich\Chris-Fuhrich,de GER,MFFW,Köln,19,1998,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.03,0.06,0.09,0.03,0.09,Matches
Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,24,1993,34,26,2387,26.5,14,3,11,3,4,2,0,0.53,0.11,0.64,0.41,0.53,12.6,9.5,3.8,13.2,0.48,0.14,0.62,0.36,0.5,Matches
Mijat Ga?inovi?\Mijat-Gacinovic,rs SRB,MF,Eint Frankfurt,22,1995,29,22,1815,20.2,1,3,1,0,0,4,0,0.05,0.15,0.2,0.05,0.2,4,4,2.8,6.8,0.2,0.14,0.34,0.2,0.34,Matches
Ulisses Garcia\Ulisses-Garcia,ch SUI,DF,Werder Bremen,21,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MFDF,Mainz 05,21,1995,30,29,2591,28.8,1,3,1,0,0,4,0,0.03,0.1,0.14,0.03,0.14,1,1,1.6,2.6,0.04,0.06,0.09,0.04,0.09,Matches
Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DFMF,Werder Bremen,30,1986,32,31,2828,31.4,3,0,3,0,0,4,0,0.1,0,0.1,0.1,0.1,2.5,2.5,1.4,3.9,0.08,0.04,0.13,0.08,0.13,Matches
Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,19,1998,21,20,1588,17.6,2,1,2,0,0,9,0,0.11,0.06,0.17,0.11,0.17,1.4,1.4,1.4,2.8,0.08,0.08,0.16,0.08,0.16,Matches
Christian Gentner\Christian-Gentner,de GER,MF,Stuttgart,31,1985,27,27,2412,26.8,2,2,2,0,0,3,0,0.07,0.07,0.15,0.07,0.15,1.8,1.8,2.2,3.9,0.07,0.08,0.15,0.07,0.15,Matches
Yannick Gerhardt\Yannick-Gerhardt,de GER,DFMF,Wolfsburg,23,1994,17,12,1228,13.6,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.9,0.9,0.6,1.5,0.07,0.05,0.11,0.07,0.11,Matches
Rafa? Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Freiburg,29,1987,2,1,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daniel Ginczek\Daniel-Ginczek,de GER,FWMF,Stuttgart,26,1991,23,17,1523,16.9,7,0,6,1,1,3,0,0.41,0,0.41,0.35,0.35,7.5,6.7,1.3,8,0.44,0.08,0.52,0.4,0.47,Matches
Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,23,1994,34,34,3060,34,5,2,5,0,0,2,0,0.15,0.06,0.21,0.15,0.21,3.7,3.7,0.5,4.2,0.11,0.01,0.12,0.11,0.12,Matches
Serge Gnabry\Serge-Gnabry,de GER,FWDF,Hoffenheim,22,1995,22,20,1507,16.7,10,5,10,0,1,0,0,0.6,0.3,0.9,0.6,0.9,7,6.2,3.3,9.5,0.42,0.2,0.61,0.37,0.57,Matches
Mario Gómez\Mario-Gomez,de GER,FW,Stuttgart,32,1985,16,16,1385,15.4,8,0,8,0,0,3,0,0.52,0,0.52,0.52,0.52,4.6,4.6,2.3,6.8,0.3,0.15,0.44,0.3,0.44,Matches
Mario Gómez\Mario-Gomez,de GER,FW,Wolfsburg,32,1985,12,11,936,10.4,1,2,1,0,2,0,0,0.1,0.19,0.29,0.1,0.29,4.7,3.2,1.3,4.5,0.46,0.13,0.58,0.31,0.44,Matches
Sergio Gómez\Sergio-Gomez,es ESP,MF,Dortmund,16,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1.36,1.36,0,1.36,Matches
Jérôme Gondorf\Jerome-Gondorf,de GER,MFFW,Werder Bremen,29,1988,21,7,797,8.9,1,1,1,0,0,4,0,0.11,0.11,0.23,0.11,0.23,1.3,1.3,0.7,2.1,0.15,0.08,0.23,0.15,0.23,Matches
Leon Goretzka\Leon-Goretzka,de GER,MF,Schalke 04,22,1995,26,21,1982,22,4,2,3,1,1,3,0,0.18,0.09,0.27,0.14,0.23,5.2,4.4,1.2,5.6,0.24,0.05,0.29,0.2,0.26,Matches
Mario Götze\Mario-Gotze,de GER,MF,Dortmund,25,1992,23,19,1601,17.8,2,3,2,0,0,1,0,0.11,0.17,0.28,0.11,0.28,1.6,1.6,5.1,6.7,0.09,0.29,0.37,0.09,0.37,Matches
Mohamed Gouaida\Mohamed-Gouaida,tn TUN,MF,Hamburger SV,24,1993,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,26,1991,27,27,2385,26.5,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0.4,1.3,0.04,0.01,0.05,0.04,0.05,Matches
Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,23,1994,32,30,2527,28.1,13,3,12,1,1,3,0,0.46,0.11,0.57,0.43,0.53,10.3,9.5,2.2,11.7,0.37,0.08,0.44,0.34,0.42,Matches
Anto Grgi?\Anto-Grgic,ch SUI,MF,Stuttgart,20,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,M'Gladbach,24,1993,17,9,786,8.7,0,3,0,0,0,0,0,0,0.34,0.34,0,0.34,0.8,0.8,2.9,3.7,0.1,0.34,0.43,0.1,0.43,Matches
Florian Grillitsch\Florian-Grillitsch,at AUT,MF,Hoffenheim,21,1995,25,21,1888,21,1,2,1,0,0,5,0,0.05,0.1,0.14,0.05,0.14,1.3,1.3,1.6,2.9,0.06,0.08,0.14,0.06,0.14,Matches
Karim Guédé\Karim-Guede,sk SVK,FW,Freiburg,32,1985,2,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DFMF,Dortmund,23,1993,9,6,547,6.1,1,1,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,1,1,0.8,1.8,0.16,0.14,0.3,0.16,0.3,Matches
Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MF,Wolfsburg,26,1990,29,27,2404,26.7,3,2,3,0,0,7,1,0.11,0.07,0.19,0.11,0.19,2.2,2.2,1.8,4,0.08,0.07,0.15,0.08,0.15,Matches
Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,Köln,21,1996,15,8,851,9.5,4,0,2,2,2,2,0,0.42,0,0.42,0.21,0.21,6.7,5.3,0.8,6,0.72,0.08,0.8,0.56,0.64,Matches
Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,27,1990,33,33,2970,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,26,1991,17,17,1530,17,1,0,1,0,0,1,0,0.06,0,0.06,0.06,0.06,0.9,0.9,0.1,1,0.06,0,0.06,0.06,0.06,Matches
Christian Günter\Christian-Gunter,de GER,DFMF,Freiburg,24,1993,34,34,3060,34,1,4,1,0,1,2,0,0.03,0.12,0.15,0.03,0.15,1.9,1.1,4,5.1,0.06,0.12,0.17,0.03,0.15,Matches
Jonathan de Guzmán\Jonathan-de-Guzman,nl NED,MF,Eint Frankfurt,29,1987,16,12,1092,12.1,0,3,0,0,0,2,0,0,0.25,0.25,0,0.25,1.1,1.1,1.3,2.4,0.09,0.11,0.2,0.09,0.2,Matches
Janik Haberer\Janik-Haberer,de GER,MFFW,Freiburg,23,1994,33,31,2748,30.5,3,4,2,1,2,9,0,0.1,0.13,0.23,0.07,0.2,5.2,3.7,2.7,6.3,0.17,0.09,0.26,0.12,0.21,Matches
Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,23,1993,15,14,1287,14.3,1,0,1,0,0,2,0,0.07,0,0.07,0.07,0.07,0.6,0.6,0.2,0.8,0.04,0.01,0.05,0.04,0.05,Matches
Robin Hack\Robin-Hack,de GER,FWDF,Hoffenheim,18,1998,3,1,69,0.8,1,0,1,0,0,0,0,1.3,0,1.3,1.3,1.3,0.3,0.3,0.1,0.4,0.46,0.09,0.55,0.46,0.55,Matches
André Hahn\Andre-Hahn,de GER,FWMF,Hamburger SV,26,1990,23,14,1358,15.1,3,0,3,0,0,0,0,0.2,0,0.2,0.2,0.2,3.4,3.4,0.9,4.3,0.23,0.06,0.28,0.23,0.28,Matches
Izet Hajrovi?\Izet-Hajrovic,ba BIH,MFFW,Werder Bremen,25,1991,9,0,189,2.1,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0.11,0.12,0.23,0.11,0.23,Matches
Sébastien Haller\Sebastien-Haller,ci CIV,FW,Eint Frankfurt,23,1994,31,26,2347,26.1,9,4,7,2,2,2,0,0.35,0.15,0.5,0.27,0.42,7.5,6,3.4,9.4,0.29,0.13,0.42,0.23,0.36,Matches
Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,25,1991,15,14,1178,13.1,2,2,2,0,0,3,0,0.15,0.15,0.31,0.15,0.31,1.5,1.5,1.1,2.6,0.11,0.08,0.2,0.11,0.2,Matches
Tim Handwerker\Tim-Handwerker,de GER,DFMF,Köln,19,1998,11,3,396,4.4,0,1,0,0,0,0,0,0,0.23,0.23,0,0.23,0.3,0.3,0.5,0.8,0.07,0.12,0.19,0.07,0.19,Matches
Genki Haraguchi\Genki-Haraguchi,jp JPN,MFFW,Hertha BSC,26,1991,7,2,211,2.3,0,0,0,0,0,2,1,0,0,0,0,0,0.2,0.2,1,1.2,0.07,0.44,0.51,0.07,0.51,Matches
Amine Harit\Amine-Harit,ma MAR,MFFW,Schalke 04,20,1997,31,23,2043,22.7,3,3,2,1,1,3,0,0.13,0.13,0.26,0.09,0.22,3.1,2.3,4.5,6.8,0.13,0.2,0.33,0.1,0.3,Matches
Martin Harnik\Martin-Harnik,at AUT,FWMF,Hannover 96,30,1987,30,21,1888,21,9,2,9,0,0,2,0,0.43,0.1,0.52,0.43,0.52,8.1,8.1,1.6,9.7,0.39,0.08,0.46,0.39,0.46,Matches
Makoto Hasebe\Makoto-Hasebe,jp JPN,DFMF,Eint Frankfurt,33,1984,24,23,2090,23.2,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0,0.01,0,0.01,Matches
Kai Havertz\Kai-Havertz,de GER,MFFW,Leverkusen,18,1999,30,22,2144,23.8,3,8,3,0,0,3,0,0.13,0.34,0.46,0.13,0.46,4,4,4,7.9,0.17,0.17,0.33,0.17,0.33,Matches
Thorgan Hazard\Thorgan-Hazard,be BEL,MFFW,M'Gladbach,24,1993,34,33,2939,32.7,10,5,5,5,6,1,0,0.31,0.15,0.46,0.15,0.31,13.7,9.1,6.7,15.8,0.42,0.2,0.62,0.28,0.48,Matches
Jonas Hector\Jonas-Hector,de GER,DFMF,Köln,27,1990,20,20,1759,19.5,2,2,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2,1,1,2.3,3.3,0.05,0.12,0.17,0.05,0.17,Matches
Dominique Heintz\Dominique-Heintz,de GER,DF,Köln,23,1993,31,31,2790,31,1,0,1,0,0,3,0,0.03,0,0.03,0.03,0.03,0.4,0.4,0.4,0.7,0.01,0.01,0.02,0.01,0.02,Matches
Marcel Heller\Marcel-Heller,de GER,FWMF,Augsburg,31,1986,24,14,1299,14.4,0,1,0,0,0,1,1,0,0.07,0.07,0,0.07,2.1,2.1,1.8,3.9,0.15,0.13,0.27,0.15,0.27,Matches
Benjamin Henrichs\Benjamin-Henrichs,de GER,DF,Leverkusen,20,1997,23,11,1268,14.1,0,1,0,0,0,1,1,0,0.07,0.07,0,0.07,0.8,0.8,1.7,2.5,0.06,0.12,0.18,0.06,0.18,Matches
Patrick Herrmann\Patrick-Herrmann,de GER,MFDF,M'Gladbach,26,1991,23,12,1124,12.5,0,1,0,0,0,0,0,0,0.08,0.08,0,0.08,1.6,1.6,2,3.6,0.13,0.16,0.29,0.13,0.29,Matches
Kaylen Hinds\Kaylen-Hinds,eng ENG,MFFW,Wolfsburg,19,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Augsburg,24,1992,30,29,2655,29.5,0,0,0,0,0,3,0,0,0,0,0,0,2.5,2.5,0.3,2.8,0.08,0.01,0.09,0.08,0.09,Matches
Marwin Hitz\Marwin-Hitz,ch SUI,GK,Augsburg,29,1987,32,32,2880,32,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,Matches
Nicolas Höfler\Nicolas-Hofler,de GER,MF,Freiburg,27,1990,27,24,2259,25.1,1,3,1,0,0,7,1,0.04,0.12,0.16,0.04,0.16,0.5,0.5,1.6,2.1,0.02,0.06,0.08,0.02,0.08,Matches
Jonas Hofmann\Jonas-Hofmann,de GER,MFFW,M'Gladbach,25,1992,23,12,1033,11.5,0,3,0,0,0,0,0,0,0.26,0.26,0,0.26,2.3,2.3,3,5.3,0.2,0.26,0.47,0.2,0.47,Matches
Marco Höger\Marco-Hoger,de GER,MF,Köln,27,1989,23,20,1674,18.6,0,0,0,0,0,4,0,0,0,0,0,0,0.6,0.6,0.4,1.1,0.03,0.02,0.06,0.03,0.06,Matches
Lucas Höler\Lucas-Holer,de GER,MFFW,Freiburg,23,1994,14,12,906,10.1,1,0,1,0,0,0,0,0.1,0,0.1,0.1,0.1,2.5,2.5,0.2,2.7,0.24,0.02,0.26,0.24,0.26,Matches
Lewis Holtby\Lewis-Holtby,de GER,MFFW,Hamburger SV,26,1990,16,13,1196,13.3,6,0,6,0,0,1,0,0.45,0,0.45,0.45,0.45,3.7,3.7,1,4.6,0.27,0.07,0.35,0.27,0.35,Matches
Gerrit Holtmann\Gerrit-Holtmann,de GER,DFFW,Mainz 05,22,1995,17,10,901,10,2,1,2,0,0,1,0,0.2,0.1,0.3,0.2,0.3,1,1,1.3,2.3,0.1,0.13,0.23,0.1,0.23,Matches
Jannes Horn\Jannes-Horn,de GER,DF,Köln,20,1997,11,10,825,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,0.01,0.1,0.1,0.01,0.1,Matches
Timo Horn\Timo-Horn,de GER,GK,Köln,24,1993,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.01,0.01,0,0.01,Matches
Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,Eint Frankfurt,27,1989,34,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
Branimir Hrgota\Branimir-Hrgota,se SWE,FWMF,Eint Frankfurt,24,1993,6,2,196,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.14,0.13,0.27,0.14,0.27,Matches
Timo Hübers\Timo-Hubers,de GER,DF,Hannover 96,21,1996,5,5,450,5,0,1,0,0,0,2,0,0,0.2,0.2,0,0.2,0.2,0.2,0.1,0.3,0.05,0.02,0.06,0.05,0.06,Matches
Benjamin Hübner\Benjamin-Hubner,de GER,DF,Hoffenheim,28,1989,27,27,2315,25.7,3,2,3,0,0,9,0,0.12,0.08,0.19,0.12,0.19,2.1,2.1,0.7,2.8,0.08,0.03,0.11,0.08,0.11,Matches
Florian Hübner\Florian-Hubner,de GER,DF,Hannover 96,26,1991,9,4,327,3.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mats Hummels\Mats-Hummels,de GER,DF,Bayern Munich,28,1988,26,25,2213,24.6,1,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,2.3,2.3,0.6,2.9,0.1,0.02,0.12,0.1,0.12,Matches
Aaron Hunt\Aaron-Hunt,de GER,MFFW,Hamburger SV,30,1986,28,26,2081,23.1,3,2,2,1,1,1,0,0.13,0.09,0.22,0.09,0.17,2.8,2.1,5.6,7.7,0.12,0.23,0.35,0.09,0.32,Matches
Vedad Ibiševi?\Vedad-Ibisevic,ba BIH,FW,Hertha BSC,32,1984,27,18,1452,16.1,6,4,4,2,2,4,1,0.37,0.25,0.62,0.25,0.5,7.7,6.2,1.9,8.1,0.48,0.12,0.6,0.38,0.5,Matches
Stefan Ilsanker\Stefan-Ilsanker,at AUT,DFMF,RB Leipzig,28,1989,21,14,1289,14.3,0,1,0,0,0,3,1,0,0.07,0.07,0,0.07,0.7,0.7,0.9,1.6,0.05,0.06,0.11,0.05,0.11,Matches
Emiliano Insúa\Emiliano-Insua,ar ARG,DF,Stuttgart,28,1989,25,24,2106,23.4,0,2,0,0,0,2,0,0,0.09,0.09,0,0.09,0.4,0.4,1.8,2.2,0.02,0.08,0.09,0.02,0.09,Matches
Pablo Insua\Pablo-Insua,es ESP,DF,Schalke 04,23,1993,1,0,27,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexander Isak\Alexander-Isak,se SWE,FWMF,Dortmund,17,1999,5,1,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,0.49,0.17,0.66,0.49,0.66,Matches
Tatsuya Ito\Tatsuya-Ito,jp JPN,MFFW,Hamburger SV,20,1997,20,12,1012,11.2,0,2,0,0,0,1,0,0,0.18,0.18,0,0.18,0.7,0.7,1.1,1.7,0.06,0.1,0.15,0.06,0.15,Matches
Gian-Luca Itter\Gian-Luca-Itter,de GER,DF,Wolfsburg,18,1999,5,5,412,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01,Matches
Koo Ja-cheol\Koo-Ja-cheol,kr KOR,MFFW,Augsburg,28,1989,28,23,2046,22.7,2,0,2,0,0,2,0,0.09,0,0.09,0.09,0.09,2.9,2.9,1.1,3.9,0.13,0.05,0.17,0.13,0.17,Matches
Paul Jaeckel\Paul-Jaeckel,de GER,DF,Wolfsburg,19,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.08,0.07,0.14,0.08,0.14,Matches
Kilian Jakob\Kilian-Jakob,de GER,FW,Augsburg,19,1998,1,1,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.22,0,0.22,0.22,0.22,Matches
Vasilije Janjicic\Vasilije-Janjicic,ch SUI,MF,Hamburger SV,18,1998,7,3,320,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.02,0.06,0.08,0.02,0.08,Matches
Christoph Janker\Christoph-Janker,de GER,DFMF,Augsburg,32,1985,5,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tony Jantschke\Tony-Jantschke,de GER,DF,M'Gladbach,27,1990,13,8,727,8.1,0,1,0,0,0,2,0,0,0.12,0.12,0,0.12,0,0,0.2,0.3,0.01,0.03,0.03,0.01,0.03,Matches
Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,32,1984,31,31,2790,31,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,Matches
Bakery Jatta\Bakery-Jatta,gm GAM,MFFW,Hamburger SV,19,1998,10,3,297,3.3,0,1,0,0,0,1,0,0,0.3,0.3,0,0.3,0.9,0.9,0.1,1,0.28,0.02,0.3,0.28,0.3,Matches
Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,21,1995,10,6,599,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.4,0.5,0.03,0.05,0.08,0.03,0.08,Matches
Aron Jóhannsson\Aron-Johannsson,us USA,MFFW,Werder Bremen,26,1990,12,2,276,3.1,1,0,1,0,0,0,0,0.33,0,0.33,0.33,0.33,1.4,1.4,0.9,2.2,0.46,0.28,0.75,0.46,0.75,Matches
Fabian Johnson\Fabian-Johnson,us USA,MFFW,M'Gladbach,29,1987,10,5,465,5.2,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,0.5,0.5,0.6,1.1,0.1,0.12,0.21,0.1,0.21,Matches
Miloš Joji?\Milos-Jojic,rs SRB,MFFW,Köln,25,1992,25,17,1459,16.2,2,5,2,0,0,3,0,0.12,0.31,0.43,0.12,0.43,2.6,2.6,5.3,7.9,0.16,0.33,0.49,0.16,0.49,Matches
Jonathas\Jonathas,br BRA,FW,Hannover 96,28,1989,12,7,634,7,3,3,2,1,1,2,0,0.43,0.43,0.85,0.28,0.71,2.6,1.9,1.8,3.7,0.37,0.26,0.63,0.26,0.52,Matches
Nigel de Jong\Nigel-de-Jong,nl NED,MF,Mainz 05,32,1984,11,10,737,8.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.3,0,0.03,0.03,0,0.03,Matches
