Player,Nation,Pos,Squad,Age,Born,MP,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Adrián Marín\Adrian-Marin,es ESP,DF,Granada,24-110,1997,5,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,24-110,1997,5,93,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Roger Martí\Roger-Marti,es ESP,FW,Levante,30-116,1991,29,1917,21.3,11,2,9,2,4,4,0,0.52,0.09,0.61,0.42,0.52,Matches
Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,24-007,1997,14,1135,12.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Álex Martín\Alex-Martin,es ESP,DF,Cádiz,23-094,1998,1,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,29-347,1991,25,2249,25,1,0,1,0,0,8,1,0.04,0,0.04,0.04,0.04,Matches
Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,21-128,1999,10,323,3.6,1,1,1,0,0,0,0,0.28,0.28,0.56,0.28,0.56,Matches
Marvin\Marvin,es ESP,DFFW,Real Madrid,20-300,2000,3,88,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,32-116,1989,22,1980,22,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,32-187,1988,28,1751,19.5,5,0,4,1,2,9,1,0.26,0,0.26,0.21,0.21,Matches
Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,24-024,1997,2,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,27-117,1994,24,1423,15.8,4,1,4,0,0,3,0,0.25,0.06,0.32,0.25,0.32,Matches
Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,24-112,1997,29,2243,24.9,6,0,6,0,0,6,0,0.24,0,0.24,0.24,0.24,Matches
Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,31-117,1990,29,1863,20.7,5,1,5,0,0,11,1,0.24,0.05,0.29,0.24,0.29,Matches
Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,21-308,1999,1,61,0.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,25-325,1995,26,2208,24.5,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,24-311,1996,26,2154,23.9,2,4,2,0,0,5,0,0.08,0.17,0.25,0.08,0.25,Matches
Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,25-321,1995,12,527,5.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,31-326,1989,21,1466,16.3,1,0,0,1,1,4,1,0.06,0,0.06,0,0,Matches
Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,33-309,1987,30,2573,28.6,25,9,22,3,4,4,0,0.87,0.31,1.19,0.77,1.08,Matches
Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,27-040,1994,16,499,5.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Míchel\Michel,es ESP,MF,Valladolid,32-274,1988,17,740,8.2,2,0,2,0,0,2,0,0.24,0,0.24,0.24,0.24,Matches
Éder Militão\Eder-Militao,br BRA,DFMF,Real Madrid,23-101,1998,9,683,7.6,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Luis Milla\Luis-Milla,es ESP,MF,Granada,26-204,1994,16,1253,13.9,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches
Pere Milla\Pere-Milla,es ESP,FWMF,Elche,28-218,1992,27,1613,17.9,3,2,3,0,0,5,0,0.17,0.11,0.28,0.17,0.28,Matches
Alejandro Millán\Alejandro-Millan,es ESP,FW,Villarreal,21-173,1999,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Santi Mina\Santi-Mina,es ESP,FW,Celta Vigo,25-143,1995,29,1984,22,8,2,8,0,0,4,0,0.36,0.09,0.45,0.36,0.45,Matches
Óscar Mingueza\Oscar-Mingueza,es ESP,DF,Barcelona,21-351,1999,23,1723,19.1,2,2,2,0,0,4,0,0.1,0.1,0.21,0.1,0.21,Matches
Rafa Mir\Rafa-Mir,es ESP,FW,Huesca,23-315,1997,33,2427,27,12,1,10,2,3,2,0,0.44,0.04,0.48,0.37,0.41,Matches
Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,31-331,1989,22,1549,17.2,0,2,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
Juan Miranda\Juan-Miranda,es ESP,DF,Betis,21-100,2000,18,1337,14.9,1,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,Matches
Luka Modri?\Luka-Modric,hr CRO,MF,Real Madrid,35-232,1985,31,2398,26.6,3,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,Matches
Johan Mojica\Johan-Mojica,co COL,DF,Elche,28-251,1992,16,1188,13.2,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,20-361,2000,2,153,1.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,39-007,1982,27,1232,13.7,5,2,5,0,1,2,0,0.37,0.15,0.51,0.37,0.51,Matches
Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,20-098,2001,4,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,22-351,1998,31,2318,25.8,2,0,2,0,0,7,1,0.08,0,0.08,0.08,0.08,Matches
Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,35-062,1986,21,1688,18.8,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,Matches
Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,32-308,1988,20,1260,14,1,1,0,1,1,4,0,0.07,0.07,0.14,0,0.07,Matches
Martín Montoya\Martin-Montoya,es ESP,DF,Betis,30-015,1991,5,239,2.7,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,23-279,1997,11,500,5.6,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jon Morcillo\Jon-Morcillo,es ESP,MFFW,Athletic Club,22-226,1998,26,1099,12.2,1,2,1,0,0,3,0,0.08,0.16,0.25,0.08,0.25,Matches
Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,28-298,1992,2,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Álex Moreno\Alex-Moreno,es ESP,DF,Betis,27-325,1993,21,1651,18.3,0,2,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,29-022,1992,28,2357,26.2,20,5,11,9,9,3,0,0.76,0.19,0.95,0.42,0.61,Matches
Tete Morente\Tete-Morente,es ESP,MFFW,Elche,24-146,1996,29,1974,21.9,2,5,2,0,0,5,0,0.09,0.23,0.32,0.09,0.32,Matches
Loren Morón\Loren-Moron,es ESP,FWMF,Betis,27-120,1993,22,948,10.5,1,0,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
Pedro Mosquera\Pedro-Mosquera,es ESP,MF,Huesca,33-008,1988,23,1972,21.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,35-065,1986,2,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Iker Muniain\Iker-Muniain,es ESP,MFFW,Athletic Club,28-131,1992,28,1943,21.6,5,3,5,0,0,1,0,0.23,0.14,0.37,0.23,0.37,Matches
Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,23-256,1997,16,1210,13.4,0,1,0,0,0,6,0,0,0.07,0.07,0,0.07,Matches
Joaquín Muñoz\Joaquin-Munoz,es ESP,FW,Huesca,22-050,1999,3,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,28-337,1992,30,2609,29,2,0,2,0,0,11,1,0.07,0,0.07,0.07,0.07,Matches
Yunus Musah\Yunus-Musah,us USA,MF,Valencia,18-151,2002,30,1511,16.8,1,0,1,0,0,2,0,0.06,0,0.06,0.06,0.06,Matches
Yoshinori Mut?\Yoshinori-Muto,jp JPN,FWMF,Eibar,28-288,1992,23,1067,11.9,1,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches
Nacho\Nacho,es ESP,DF,Real Madrid,31-101,1990,19,1662,18.5,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Nacho\Nacho,es ESP,DF,Valladolid,32-053,1989,22,1723,19.1,0,1,0,0,0,3,1,0,0.05,0.05,0,0.05,Matches
Nano\Nano,es ESP,FWMF,Cádiz,26-083,1995,1,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Roberto Navarro\Roberto-Navarro,es ESP,MF,Real Sociedad,19-017,2002,1,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,31-096,1990,26,2102,23.4,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches
Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,35-159,1985,30,2467,27.4,0,6,0,0,0,4,0,0,0.22,0.22,0,0.22,Matches
Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,32-353,1988,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Cádiz,35-252,1985,30,1998,22.2,7,3,7,0,0,3,1,0.32,0.14,0.45,0.32,0.45,Matches
Neto\Neto,br BRA,GK,Barcelona,31-284,1989,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Carlos Neva\Carlos-Neva,es ESP,DF,Granada,24-321,1996,22,1797,20,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mamor Niang\Mamor-Niang,sn SEN,FWMF,Getafe,19-084,2002,1,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Manuel Nieto\Manuel-Nieto,es ESP,FWMF,Cádiz,23-031,1998,2,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,26-159,1994,28,1771,19.7,2,1,2,0,1,8,0,0.1,0.05,0.15,0.1,0.15,Matches
Nino\Nino,es ESP,FWMF,Elche,40-323,1980,13,251,2.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Fernando Niño\Fernando-Nino,es ESP,FW,Villarreal,20-187,2000,15,518,5.8,3,0,3,0,0,1,0,0.52,0,0.52,0.52,0.52,Matches
Nolito\Nolito,es ESP,MFFW,Celta Vigo,34-196,1986,31,2243,24.9,6,5,6,0,0,6,0,0.24,0.2,0.44,0.24,0.44,Matches
Unai Núñez\Unai-Nunez,es ESP,DF,Athletic Club,24-089,1997,21,1749,19.4,1,1,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,Matches
Kelechi Nwakali\Kelechi-Nwakali,ng NGA,MFFW,Huesca,22-328,1998,5,141,1.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Allan Nyom\Allan-Nyom,cm CMR,MFDF,Getafe,32-354,1988,28,2109,23.4,0,2,0,0,0,10,1,0,0.09,0.09,0,0.09,Matches
Jan Oblak\Jan-Oblak,si SVN,GK,Atlético Madrid,28-112,1993,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lucas Ocampos\Lucas-Ocampos,ar ARG,FW,Sevilla,26-292,1994,29,2305,25.6,5,4,1,4,5,3,0,0.2,0.16,0.35,0.04,0.2,Matches
Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,Real Madrid,25-136,1995,8,447,5,1,0,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
Shinji Okazaki\Shinji-Okazaki,jp JPN,FW,Huesca,35-013,1986,23,1116,12.4,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
Lucas Olaza\Lucas-Olaza,uy URU,DF,Celta Vigo,26-282,1994,18,1615,17.9,0,2,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
Lucas Olaza\Lucas-Olaza,uy URU,DF,Valladolid,26-282,1994,10,900,10,1,0,1,0,0,3,0,0.1,0,0.1,0.1,0.1,Matches
Christian Oliva\Christian-Oliva,uy URU,MF,Valencia,24-332,1996,7,181,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
Kiko Olivas\Kiko-Olivas,es ESP,MF,Valladolid,32-251,1988,1,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Paulo Oliveira\Paulo-Oliveira,pt POR,DF,Eibar,29-111,1992,26,2206,24.5,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
Mathías Olivera\Mathias-Olivera,uy URU,DF,Getafe,23-180,1997,27,2254,25,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Javier Ontiveros\Javier-Ontiveros,es ESP,FWMF,Huesca,23-232,1997,20,918,10.2,2,1,1,1,1,5,0,0.2,0.1,0.29,0.1,0.2,Matches
Fabián Orellana\Fabian-Orellana,cl CHI,MFFW,Valladolid,35-092,1986,29,2068,23,6,2,2,4,4,5,0,0.26,0.09,0.35,0.09,0.17,Matches
Mikel Oyarzabal\Mikel-Oyarzabal,es ESP,FWMF,Real Sociedad,24-008,1997,28,2015,22.4,10,7,4,6,7,1,0,0.45,0.31,0.76,0.18,0.49,Matches
Fernando Pacheco\Fernando-Pacheco,es ESP,GK,Alavés,28-346,1992,33,2970,33,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Helibelton Palacios\Helibelton-Palacios,co COL,DF,Elche,27-324,1993,6,495,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ante Palaversa\Ante-Palaversa,hr CRO,MFFW,Getafe,21-023,2000,2,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daniel Parejo\Daniel-Parejo,es ESP,MF,Villarreal,32-013,1989,31,2725,30.3,3,4,3,0,0,4,0,0.1,0.13,0.23,0.1,0.23,Matches
Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,27-320,1993,3,200,2.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,30-154,1990,26,2266,25.2,3,1,3,0,0,5,0,0.12,0.04,0.16,0.12,0.16,Matches
Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Villarreal,25-020,1996,27,1913,21.3,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,Matches
Pedri\Pedri,es ESP,MF,Barcelona,18-155,2002,32,2130,23.7,2,3,2,0,0,2,0,0.08,0.13,0.21,0.08,0.21,Matches
Facundo Pellistri\Facundo-Pellistri,uy URU,MF,Alavés,19-130,2001,8,422,4.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,29-285,1991,16,911,10.1,1,0,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
Pepe\Pepe,es ESP,DF,Granada,21-058,2000,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alberto Perea\Alberto-Perea,es ESP,MF,Cádiz,30-131,1990,24,1400,15.6,1,2,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19,Matches
Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,33-101,1988,21,1268,14.1,0,0,0,0,0,4,1,0,0,0,0,0,Matches
Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,24-288,1996,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,24-074,1997,21,1039,11.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,32-231,1988,24,1555,17.3,4,3,1,3,4,1,0,0.23,0.17,0.41,0.06,0.23,Matches
Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,26-084,1995,20,1218,13.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,20-309,2000,9,536,6,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Pablo Piatti\Pablo-Piatti,ar ARG,FWMF,Elche,32-029,1989,4,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,28-215,1992,1,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,33-197,1987,28,2166,24.1,1,1,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,Matches
Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,18-191,2002,19,509,5.7,1,1,1,0,0,3,0,0.18,0.18,0.35,0.18,0.35,Matches
Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,34-086,1987,13,1058,11.8,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Miralem Pjani?\Miralem-Pjanic,ba BIH,MF,Barcelona,31-027,1990,17,605,6.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,30-077,1991,31,2083,23.1,4,5,4,0,0,1,1,0.17,0.22,0.39,0.17,0.39,Matches
Dani Plomer\Dani-Plomer,es ESP,FW,Granada,22-150,1998,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,27-066,1994,10,492,5.5,1,0,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
Pere Pons\Pere-Pons,es ESP,MF,Alavés,28-068,1993,17,867,9.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,30-320,1990,16,418,4.6,0,1,0,0,0,1,0,0,0.22,0.22,0,0.22,Matches
Portu\Portu,es ESP,FWMF,Real Sociedad,28-343,1992,32,1874,20.8,8,3,8,0,0,3,0,0.38,0.14,0.53,0.38,0.53,Matches
Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,32-176,1988,20,1478,16.4,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,24-047,1997,1,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,22-066,1999,28,2152,23.9,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,29-067,1992,30,1834,20.4,2,5,2,0,0,5,0,0.1,0.25,0.34,0.1,0.34,Matches
Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,21-259,1999,11,205,2.3,1,0,1,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,30-021,1991,29,2525,28.1,1,0,1,0,0,5,1,0.04,0,0.04,0.04,0.04,Matches
Domingos Quina\Domingos-Quina,pt POR,MF,Granada,21-162,1999,6,310,3.4,2,0,2,0,0,0,0,0.58,0,0.58,0.58,0.58,Matches
Quini\Quini,es ESP,DF,Granada,31-217,1989,14,741,8.2,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
Quique\Quique,es ESP,FWMF,Eibar,30-348,1990,11,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dani Raba\Dani-Raba,es ESP,MF,Villarreal,25-182,1995,1,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uroš Ra?i?\Uros-Racic,rs SRB,MF,Valencia,23-043,1998,26,1880,20.9,1,1,1,0,0,5,0,0.05,0.05,0.1,0.05,0.1,Matches
Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,28-082,1993,21,1121,12.5,0,2,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
Ivan Rakiti?\Ivan-Rakitic,hr CRO,MF,Sevilla,33-050,1988,32,1969,21.9,3,1,2,1,1,5,0,0.14,0.05,0.18,0.09,0.14,Matches
Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,27-323,1993,2,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,25-294,1995,15,854,9.5,4,1,4,0,0,1,0,0.42,0.11,0.53,0.42,0.53,Matches
Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,35-030,1986,15,1275,14.2,2,0,0,2,2,3,0,0.14,0,0.14,0,0,Matches
Recio\Recio,es ESP,MFFW,Eibar,30-108,1991,14,578,6.4,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,24-034,1997,2,91,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,26-148,1994,10,563,6.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,26-036,1995,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,23-063,1998,1,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ricard\Ricard,es ESP,DF,Atlético Madrid,21-066,2000,1,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,36-176,1984,27,1851,20.6,1,2,1,0,0,1,0,0.05,0.1,0.15,0.05,0.15,Matches
Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,28-084,1993,22,1133,12.6,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,27-195,1993,30,1792,19.9,2,1,2,0,0,3,0,0.1,0.05,0.15,0.1,0.15,Matches
Rober\Rober,es ESP,DFMF,Levante,26-072,1995,14,983,10.9,0,1,0,0,0,3,1,0,0.09,0.09,0,0.09,Matches
Roberto\Roberto,es ESP,GK,Valladolid,35-078,1986,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,29-081,1992,11,785,8.7,1,2,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,Matches
Joel Robles\Joel-Robles,es ESP,GK,Betis,30-316,1990,18,1620,18,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,30-037,1991,24,1381,15.3,0,1,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
Rodrigo\Rodrigo,es ESP,FWMF,Betis,20-348,2000,11,381,4.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,27-055,1994,20,1041,11.6,1,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches
Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,22-305,1998,15,367,4.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,34-003,1987,29,1246,13.8,5,0,4,1,2,4,0,0.36,0,0.36,0.29,0.29,Matches
Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,27-017,1994,30,2414,26.8,1,0,1,0,0,10,0,0.04,0,0.04,0.04,0.04,Matches
Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,18-000,2003,4,30,0.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,31-280,1989,14,381,4.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rodrygo\Rodrygo,br BRA,FW,Real Madrid,20-110,2001,18,784,8.7,0,5,0,0,0,0,0,0,0.57,0.57,0,0.57,Matches
Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,34-078,1987,17,1232,13.7,1,1,1,0,0,3,1,0.07,0.07,0.15,0.07,0.15,Matches
Rubén\Ruben,es ESP,GKMF,Osasuna,36-311,1984,3,187,2.1,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,25-255,1995,10,375,4.2,1,0,0,1,1,1,0,0.24,0,0.24,0,0,Matches
Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,25-038,1996,24,1373,15.3,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,Matches
Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,20-074,2001,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,32-094,1989,22,1707,19,1,0,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,28-344,1992,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Modibo Sagnan\Modibo-Sagnan,ml MLI,DFMF,Real Sociedad,22-015,1999,15,564,6.3,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,20-087,2001,19,424,4.7,1,0,1,0,0,1,0,0.21,0,0.21,0.21,0.21,Matches
Salvi\Salvi,es ESP,MFFW,Cádiz,30-030,1991,27,1869,20.8,2,0,2,0,0,5,0,0.1,0,0.1,0.1,0.1,Matches
Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,24-044,1997,21,1269,14.1,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,25-056,1996,16,932,10.4,3,0,3,0,0,2,0,0.29,0,0.29,0.29,0.29,Matches
Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,21-004,2000,19,663,7.4,1,1,1,0,0,2,0,0.14,0.14,0.27,0.14,0.27,Matches
Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,31-118,1990,9,495,5.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Germán Sánchez\German-Sanchez,es ESP,DF,Granada,34-180,1986,28,2153,23.9,3,1,3,0,0,9,1,0.13,0.04,0.17,0.13,0.17,Matches
Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,24-046,1997,13,709,7.9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,20-248,2000,13,709,7.9,0,3,0,0,0,4,0,0,0.38,0.38,0,0.38,Matches
