Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Giampaolo Pazzini\Giampaolo-Pazzini,it ITA,FW,Hellas Verona,32,1984,19,7,992,11,4,0,0,4,4,1,0,0.36,0,0.36,0,0,4.4,1.3,0.5,1.9,0.43,0.05,0.48,0.13,0.18,Matches
João Pedro\Joao-Pedro,br BRA,MFFW,Cagliari,25,1992,22,19,1656,18.4,5,2,4,1,1,6,1,0.27,0.11,0.38,0.22,0.33,3.2,2.4,2,4.5,0.17,0.11,0.28,0.13,0.24,Matches
Gianluca Pegolo\Gianluca-Pegolo,it ITA,GK,Sassuolo,36,1981,2,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pietro Pellegri\Pietro-Pellegri,it ITA,FW,Genoa,16,2001,6,3,282,3.1,2,0,2,0,0,2,0,0.64,0,0.64,0.64,0.64,0.7,0.7,0.1,0.8,0.24,0.02,0.26,0.24,0.26,Matches
Lorenzo Pellegrini\Lorenzo-Pellegrini,it ITA,MF,Roma,21,1996,28,22,1797,20,3,2,3,0,0,2,1,0.15,0.1,0.25,0.15,0.25,3,3,5.6,8.6,0.15,0.28,0.43,0.15,0.43,Matches
Sergio Pellissier\Sergio-Pellissier,it ITA,FW,Chievo,38,1979,19,2,560,6.2,1,0,1,0,0,1,0,0.16,0,0.16,0.16,0.16,2.1,2.1,0.7,2.8,0.34,0.12,0.46,0.34,0.46,Matches
Federico Peluso\Federico-Peluso,it ITA,DF,Sassuolo,33,1984,31,28,2594,28.8,1,1,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,1,1,0.8,1.8,0.04,0.03,0.06,0.04,0.06,Matches
Pedro Pereira\Pedro-Pereira,pt POR,DF,Genoa,19,1998,6,4,381,4.2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
Bruno Peres\Bruno-Peres,br BRA,DF,Roma,27,1990,18,13,1155,12.8,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,1,1.5,0.03,0.08,0.11,0.03,0.11,Matches
Stipe Perica\Stipe-Perica,hr CRO,FWMF,Udinese,22,1995,22,9,943,10.5,1,0,1,0,0,6,0,0.1,0,0.1,0.1,0.1,2.3,2.3,0.5,2.7,0.22,0.05,0.26,0.22,0.26,Matches
Mattia Perin\Mattia-Perin,it ITA,GK,Genoa,24,1992,37,37,3330,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
Ivan Periši?\Ivan-Perisic,hr CRO,FW,Inter,28,1989,37,37,3313,36.8,11,7,11,0,0,4,0,0.3,0.19,0.49,0.3,0.49,10.3,10.3,7.5,17.8,0.28,0.2,0.48,0.28,0.48,Matches
Diego Perotti\Diego-Perotti,ar ARG,FWMF,Roma,29,1988,25,17,1609,17.9,5,3,3,2,4,0,0,0.28,0.17,0.45,0.17,0.34,5.6,2.6,4.2,6.8,0.31,0.24,0.55,0.14,0.38,Matches
Andrea Petagna\Andrea-Petagna,it ITA,FW,Atalanta,22,1995,29,22,1618,18,4,5,4,0,0,6,0,0.22,0.28,0.5,0.22,0.5,4.9,4.9,4.3,9.3,0.27,0.24,0.51,0.27,0.51,Matches
Bruno Petkovi?\Bruno-Petkovic,hr CRO,FWMF,Hellas Verona,22,1994,16,10,922,10.2,0,2,0,0,0,1,0,0,0.2,0.2,0,0.2,1.3,1.3,1.2,2.5,0.13,0.11,0.24,0.13,0.24,Matches
Bruno Petkovi?\Bruno-Petkovic,hr CRO,FW,Bologna,22,1994,9,3,329,3.7,0,1,0,0,0,3,0,0,0.27,0.27,0,0.27,0.2,0.2,0.8,1,0.05,0.22,0.27,0.05,0.27,Matches
Germán Pezzella\German-Pezzella,ar ARG,DF,Fiorentina,26,1991,34,34,2979,33.1,1,0,1,0,0,12,0,0.03,0,0.03,0.03,0.03,2,2,0.3,2.2,0.06,0.01,0.07,0.06,0.07,Matches
Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DF,Udinese,19,1997,15,10,903,10,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.8,1,0.01,0.08,0.1,0.01,0.1,Matches
Nicholas Pierini\Nicholas-Pierini,it ITA,FWMF,Sassuolo,18,1998,3,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Inter,18,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.38,0,0.38,0.38,0.38,Matches
Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,Juventus,27,1990,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,31,1986,24,22,1927,21.4,0,0,0,0,0,3,3,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,Matches
Miralem Pjani?\Miralem-Pjanic,ba BIH,MF,Juventus,27,1990,31,28,2484,27.6,5,5,5,0,0,5,0,0.18,0.18,0.36,0.18,0.36,2.8,2.8,5.2,8,0.1,0.19,0.29,0.1,0.29,Matches
Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,27,1989,32,32,2543,28.3,2,0,2,0,0,9,2,0.07,0,0.07,0.07,0.07,2.3,2.3,1.1,3.5,0.08,0.04,0.12,0.08,0.12,Matches
Matteo Politano\Matteo-Politano,it ITA,FW,Sassuolo,23,1993,36,33,2812,31.2,10,4,10,0,2,1,0,0.32,0.13,0.45,0.32,0.45,9.7,8.2,6.4,14.6,0.31,0.2,0.51,0.26,0.46,Matches
Simone Pontisso\Simone-Pontisso,it ITA,MF,Udinese,20,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,23,1994,32,31,2657,29.5,1,3,1,0,0,4,0,0.03,0.1,0.14,0.03,0.14,1.4,1.4,3.1,4.5,0.05,0.1,0.15,0.05,0.15,Matches
Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,26,1991,22,17,1380,15.3,2,0,2,0,0,3,0,0.13,0,0.13,0.13,0.13,1.7,1.7,0.9,2.6,0.11,0.06,0.17,0.11,0.17,Matches
Christian Puggioni\Christian-Puggioni,it ITA,GK,Benevento,36,1981,14,14,1179,13.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christian Puggioni\Christian-Puggioni,it ITA,GK,Sampdoria,36,1981,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,23,1994,32,31,2770,30.8,3,0,3,0,1,9,0,0.1,0,0.1,0.1,0.1,1.7,0.9,2.6,3.6,0.06,0.09,0.14,0.03,0.12,Matches
George Pu?ca?\George-Puscas,ro ROU,FWMF,Benevento,21,1996,11,7,702,7.8,1,0,1,0,0,0,0,0.13,0,0.13,0.13,0.13,2.6,2.6,0.3,2.9,0.33,0.04,0.37,0.33,0.37,Matches
Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,34,1983,35,33,2719,30.2,19,5,12,7,8,4,0,0.63,0.17,0.79,0.4,0.56,16.7,10.6,5.6,16.2,0.55,0.19,0.73,0.35,0.53,Matches
Ivan Radovanovi?\Ivan-Radovanovic,rs SRB,MF,Chievo,28,1988,35,35,3140,34.9,1,1,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,0.7,0.7,0.6,1.3,0.02,0.02,0.04,0.02,0.04,Matches
?tefan Radu\Stefan-Radu,ro ROU,DF,Lazio,30,1986,31,31,2588,28.8,0,1,0,0,0,9,2,0,0.03,0.03,0,0.03,0.4,0.4,0.7,1,0.01,0.02,0.04,0.01,0.04,Matches
Rafael\Rafael,br BRA,GK,Cagliari,35,1982,10,8,794,8.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rafinha\Rafinha,br BRA,MFFW,Inter,24,1993,17,12,1043,11.6,2,2,2,0,0,1,0,0.17,0.17,0.35,0.17,0.35,1.9,1.9,2.9,4.9,0.17,0.25,0.42,0.17,0.42,Matches
Antonino Ragusa\Antonino-Ragusa,it ITA,FWMF,Sassuolo,27,1990,30,7,825,9.2,0,1,0,0,0,6,0,0,0.11,0.11,0,0.11,2.6,2.6,0.8,3.4,0.29,0.09,0.38,0.29,0.38,Matches
Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,26,1990,37,28,2214,24.6,3,6,3,0,0,9,0,0.12,0.24,0.37,0.12,0.37,4,4,5.2,9.1,0.16,0.21,0.37,0.16,0.37,Matches
Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,29,1988,11,7,627,7,2,0,2,0,0,4,0,0.29,0,0.29,0.29,0.29,0.6,0.6,0,0.6,0.09,0,0.09,0.09,0.09,Matches
Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,26,1990,14,10,1077,12,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
Pepe Reina\Pepe-Reina,es ESP,GK,Napoli,34,1982,37,37,3330,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.01,0.01,0,0.01,Matches
Federico Ricci\Federico-Ricci,it ITA,FWMF,Crotone,23,1994,15,10,921,10.2,1,1,1,0,0,4,0,0.1,0.1,0.2,0.1,0.2,2.3,2.3,1.6,3.9,0.22,0.15,0.38,0.22,0.38,Matches
Federico Ricci\Federico-Ricci,it ITA,FWMF,Genoa,23,1994,5,2,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.09,0.12,0.2,0.09,0.2,Matches
Luca Rigoni\Luca-Rigoni,it ITA,MFFW,Genoa,32,1984,23,19,1574,17.5,2,2,2,0,0,5,0,0.11,0.11,0.23,0.11,0.23,3.8,3.8,2,5.7,0.22,0.11,0.33,0.22,0.33,Matches
Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,26,1990,15,12,933,10.4,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06,Matches
Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,29,1988,36,35,2995,33.3,1,0,1,0,0,12,0,0.03,0,0.03,0.03,0.03,0.8,0.8,1.8,2.5,0.02,0.05,0.08,0.02,0.08,Matches
Luca Rizzo\Luca-Rizzo,it ITA,MF,SPAL,25,1992,11,4,488,5.4,2,0,2,0,0,0,0,0.37,0,0.37,0.37,0.37,0.4,0.4,0.9,1.3,0.08,0.16,0.24,0.08,0.24,Matches
Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,24,1992,34,34,3005,33.4,1,0,0,1,2,4,2,0.03,0,0.03,0,0,2.4,0.9,1.7,2.6,0.07,0.05,0.12,0.03,0.08,Matches
Marko Rog\Marko-Rog,hr CRO,FWMF,Napoli,22,1995,28,0,289,3.2,1,0,1,0,0,2,0,0.31,0,0.31,0.31,0.31,0.6,0.6,0.6,1.2,0.2,0.22,0.42,0.2,0.42,Matches
Rogério\Rogerio,br BRA,DFMF,Sassuolo,19,1998,13,10,910,10.1,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.01,0.04,0.05,0.01,0.05,Matches
Marcus Rohdén\Marcus-Rohden,se SWE,MF,Crotone,26,1991,26,20,1632,18.1,2,0,2,0,0,2,0,0.11,0,0.11,0.11,0.11,1.2,1.2,1,2.2,0.07,0.06,0.12,0.07,0.12,Matches
Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,20,1997,23,21,1888,21,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.01,0,0.01,Matches
Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,22,1995,28,27,2353,26.1,2,0,2,0,0,8,2,0.08,0,0.08,0.08,0.08,0.7,0.7,0.1,0.8,0.03,0,0.03,0.03,0.03,Matches
Simone Romagnoli\Simone-Romagnoli,it ITA,DF,Bologna,27,1990,8,6,557,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Aristóteles Romero\Aristoteles-Romero,ve VEN,MF,Crotone,21,1995,6,0,86,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
Rômulo\Romulo,it ITA,MFDF,Hellas Verona,30,1987,37,36,3168,35.2,3,5,1,2,2,7,0,0.09,0.14,0.23,0.03,0.17,3.9,2.5,4.2,6.7,0.11,0.12,0.23,0.07,0.19,Matches
Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,26,1991,34,29,2571,28.6,3,3,2,1,2,9,2,0.11,0.11,0.21,0.07,0.18,3,1.5,2,3.5,0.1,0.07,0.17,0.05,0.12,Matches
Aleandro Rosi\Aleandro-Rosi,it ITA,DFMF,Genoa,30,1987,24,22,1700,18.9,0,1,0,0,0,5,0,0,0.05,0.05,0,0.05,0.9,0.9,0.6,1.5,0.05,0.03,0.08,0.05,0.08,Matches
Luca Rossettini\Luca-Rossettini,it ITA,DF,Genoa,32,1985,23,22,2027,22.5,0,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.02,0,0.03,0.02,0.03,Matches
Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,26,1991,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Giuseppe Rossi\Giuseppe-Rossi,it ITA,FWMF,Genoa,30,1987,9,1,260,2.9,1,0,1,0,0,0,0,0.35,0,0.35,0.35,0.35,2.3,2.3,0.3,2.6,0.81,0.1,0.91,0.81,0.91,Matches
Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,23,1994,22,22,1935,21.5,2,1,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,1.6,1.6,0.4,2,0.08,0.02,0.09,0.08,0.09,Matches
Mário Rui\Mario-Rui,pt POR,DF,Napoli,26,1991,25,24,2087,23.2,2,2,2,0,0,9,2,0.09,0.09,0.17,0.09,0.17,0.3,0.3,1.8,2.1,0.01,0.08,0.09,0.01,0.09,Matches
Umar Sadiq\Umar-Sadiq,ng NGA,FW,Torino,20,1997,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,0.23,0.06,0.3,0.23,0.3,Matches
Bacary Sagna\Bacary-Sagna,fr FRA,DF,Benevento,34,1983,13,10,957,10.6,1,0,1,0,0,1,0,0.09,0,0.09,0.09,0.09,0.5,0.5,0.7,1.2,0.05,0.06,0.11,0.05,0.11,Matches
Jacopo Sala\Jacopo-Sala,it ITA,DF,Sampdoria,25,1991,13,12,992,11,0,0,0,0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
Bartosz Salamon\Bartosz-Salamon,pl POL,DF,SPAL,26,1991,22,20,1725,19.2,0,0,0,0,0,5,0,0,0,0,0,0,0.7,0.7,0.2,1,0.04,0.01,0.05,0.04,0.05,Matches
Eddy Salcedo\Eddy-Salcedo,it ITA,MFFW,Genoa,15,2001,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.59,0,0.59,0.59,0.59,Matches
Mario Sampirisi\Mario-Sampirisi,it ITA,DF,Crotone,24,1992,31,24,2194,24.4,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.6,1,0.02,0.02,0.04,0.02,0.04,Matches
Carlos Sánchez\Carlos-Sanchez,co COL,MFFW,Fiorentina,31,1986,9,3,368,4.1,1,0,1,0,0,2,0,0.24,0,0.24,0.24,0.24,0.5,0.5,0,0.5,0.13,0,0.13,0.13,0.13,Matches
Sandro\Sandro,br BRA,MF,Benevento,28,1989,14,13,1153,12.8,1,0,1,0,0,4,0,0.08,0,0.08,0.08,0.08,0.6,0.6,0.2,0.8,0.05,0.01,0.06,0.05,0.06,Matches
Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,26,1991,26,23,2117,23.5,4,3,4,0,0,8,0,0.17,0.13,0.3,0.17,0.3,2.6,2.6,2.5,5.1,0.11,0.11,0.22,0.11,0.22,Matches
Siriki Sanogo\Siriki-Sanogo,ci CIV,MF,Benevento,15,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.21,0,0.21,0.21,0.21,Matches
Davide Santon\Davide-Santon,it ITA,DF,Inter,26,1991,15,9,836,9.3,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.02,0.01,0.02,0.02,0.02,Matches
Samir Santos\Samir-Santos,br BRA,DF,Udinese,22,1994,31,30,2569,28.5,2,0,2,0,0,7,1,0.07,0,0.07,0.07,0.07,1,1,0.2,1.2,0.04,0.01,0.04,0.04,0.04,Matches
Antonio Santurro\Antonio-Santurro,it ITA,GK,Bologna,25,1992,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Fiorentina,25,1991,18,10,900,10,0,4,0,0,0,3,0,0,0.4,0.4,0,0.4,1.6,1.6,2.9,4.4,0.16,0.29,0.44,0.16,0.44,Matches
Marco Sau\Marco-Sau,it ITA,FWMF,Cagliari,29,1987,29,16,1311,14.6,2,0,2,0,1,2,0,0.14,0,0.14,0.14,0.14,4.2,3.4,1,4.4,0.29,0.07,0.36,0.23,0.3,Matches
Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Sassuolo,18,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.46,2.04,2.5,0.46,2.5,Matches
Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,SPAL,30,1987,31,22,1990,22.1,1,3,1,0,0,12,0,0.05,0.14,0.18,0.05,0.18,0.8,0.8,4,4.8,0.04,0.18,0.22,0.04,0.22,Matches
Eros Schiavon\Eros-Schiavon,it ITA,MFDF,SPAL,34,1983,12,3,390,4.3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,Matches
Patrik Schick\Patrik-Schick,cz CZE,FW,Roma,21,1996,22,10,992,11,2,0,2,0,0,0,0,0.18,0,0.18,0.18,0.18,3.3,3.3,1.7,5,0.3,0.16,0.45,0.3,0.45,Matches
Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,21,1996,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,21,1995,17,10,1041,11.6,2,0,2,0,0,2,0,0.17,0,0.17,0.17,0.17,1.6,1.6,1.2,2.8,0.14,0.1,0.24,0.14,0.24,Matches
Luigi Sepe\Luigi-Sepe,it ITA,GK,Napoli,26,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lee Seung-woo\Lee-Seung-woo,kr KOR,MFFW,Hellas Verona,19,1998,14,1,358,4,1,0,1,0,0,4,0,0.25,0,0.25,0.25,0.25,0.6,0.6,0.1,0.7,0.15,0.03,0.18,0.15,0.18,Matches
Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,24,1992,33,25,2155,23.9,7,5,7,0,0,1,0,0.29,0.21,0.5,0.29,0.5,9.2,9.2,3.8,13,0.38,0.16,0.54,0.38,0.54,Matches
André Silva\Andre-Silva,pt POR,FW,Milan,21,1995,24,7,940,10.4,2,1,2,0,0,0,0,0.19,0.1,0.29,0.19,0.29,3.9,3.9,1.2,5.1,0.38,0.12,0.5,0.38,0.5,Matches
Jonathan Silva\Jonathan-Silva,ar ARG,DF,Roma,23,1994,2,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
Matías Silvestre\Matias-Silvestre,ar ARG,DF,Sampdoria,32,1984,34,34,3060,34,1,0,1,0,0,3,0,0.03,0,0.03,0.03,0.03,1.8,1.8,0.2,2,0.05,0,0.06,0.05,0.06,Matches
Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,26,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,22,1995,38,36,2998,33.3,14,4,14,0,0,3,0,0.42,0.12,0.54,0.42,0.54,14.4,14.4,3.4,17.9,0.43,0.1,0.53,0.43,0.53,Matches
Lorenco Šimi?\Lorenco-Simic,hr CRO,DF,SPAL,21,1996,6,3,318,3.5,1,0,1,0,0,1,0,0.28,0,0.28,0.28,0.28,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,Matches
Stefan Simi?\Stefan-Simic,cz CZE,DF,Crotone,22,1995,9,6,555,6.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03,Matches
Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,30,1987,37,37,3330,37,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
?ukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Roma,26,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,22,1995,38,38,3420,38,4,0,4,0,0,2,0,0.11,0,0.11,0.11,0.11,2.8,2.8,0.2,3,0.07,0.01,0.08,0.07,0.08,Matches
Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,38,1979,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Samuel Souprayen\Samuel-Souprayen,fr FRA,DF,Hellas Verona,28,1989,22,19,1582,17.6,0,0,0,0,0,2,2,0,0,0,0,0,0.2,0.2,0.5,0.7,0.01,0.03,0.04,0.01,0.04,Matches
Luca Sparandeo\Luca-Sparandeo,it ITA,DF,Benevento,17,1999,1,0,32,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Atalanta,24,1993,18,17,1503,16.7,0,3,0,0,0,1,0,0,0.18,0.18,0,0.18,0.6,0.6,2.5,3,0.03,0.15,0.18,0.03,0.18,Matches
Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,34,1983,21,20,1798,20,0,0,0,0,0,7,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.03,0.01,0.04,0.03,0.04,Matches
Marco Sportiello\Marco-Sportiello,it ITA,GK,Fiorentina,25,1992,37,37,3202,35.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mariusz St?pi?ski\Mariusz-Stepinski,pl POL,FW,Chievo,22,1995,22,6,713,7.9,5,0,5,0,0,1,0,0.63,0,0.63,0.63,0.63,2.2,2.2,0.3,2.5,0.28,0.04,0.32,0.28,0.32,Matches
Ognjen Stijepovi?\Ognjen-Stijepovic,me MNE,MF,Sampdoria,17,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adrian Stoian\Adrian-Stoian,ro ROU,MFFW,Crotone,26,1991,32,26,2133,23.7,2,4,2,0,0,5,0,0.08,0.17,0.25,0.08,0.25,2,1.5,2.1,3.5,0.08,0.09,0.17,0.06,0.15,Matches
Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,22,1995,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
Ivan Strini?\Ivan-Strinic,hr CRO,DF,Sampdoria,30,1987,17,16,1251,13.9,0,2,0,0,0,2,0,0,0.14,0.14,0,0.14,0,0,0.9,0.9,0,0.06,0.06,0,0.06,Matches
Kevin Strootman\Kevin-Strootman,nl NED,MF,Roma,27,1990,32,26,2258,25.1,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,1.5,4.4,0.12,0.06,0.17,0.12,0.17,Matches
Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,26,1991,30,28,2531,28.1,1,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,1.4,1.4,0.7,2.1,0.05,0.03,0.08,0.05,0.08,Matches
Stefano Sturaro\Stefano-Sturaro,it ITA,MFDF,Juventus,24,1993,12,7,613,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0.03,0.04,0.07,0.03,0.07,Matches
Suso\Suso,es ESP,FW,Milan,23,1993,35,33,2830,31.4,6,6,6,0,0,2,1,0.19,0.19,0.38,0.19,0.38,3.8,3.8,8,11.8,0.12,0.25,0.37,0.12,0.37,Matches
Wojciech Szcz?sny\Wojciech-Szczesny,pl POL,GK,Juventus,27,1990,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01,Matches
Adel Taarabt\Adel-Taarabt,ma MAR,FWMF,Genoa,28,1989,22,18,1615,17.9,2,2,2,0,0,4,1,0.11,0.11,0.22,0.11,0.22,1.3,1.3,3.9,5.3,0.07,0.22,0.29,0.07,0.29,Matches
Saphir Taïder\Saphir-Taider,dz ALG,MF,Bologna,25,1992,9,3,384,4.3,0,1,0,0,0,0,0,0,0.23,0.23,0,0.23,0.2,0.2,0.2,0.4,0.05,0.06,0.1,0.05,0.1,Matches
Cyril Théréau\Cyril-Thereau,fr FRA,FWMF,Fiorentina,34,1983,20,16,1112,12.4,5,2,2,3,3,2,0,0.4,0.16,0.57,0.16,0.32,5.6,3.3,2.2,5.5,0.45,0.18,0.62,0.27,0.44,Matches
Cyril Théréau\Cyril-Thereau,fr FRA,FW,Udinese,34,1983,2,2,180,2,2,0,1,1,1,0,0,1,0,1,0.5,0.5,1,0.3,0.1,0.3,0.52,0.03,0.55,0.14,0.17,Matches
Rafael Tolói\Rafael-Toloi,it ITA,DF,Atalanta,26,1990,31,29,2445,27.2,1,2,1,0,0,7,2,0.04,0.07,0.11,0.04,0.11,1.8,1.8,1.3,3.1,0.07,0.05,0.11,0.07,0.11,Matches
Nenad Tomovi?\Nenad-Tomovic,rs SRB,DF,Fiorentina,29,1987,2,2,135,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Nenad Tomovi?\Nenad-Tomovic,rs SRB,DF,Chievo,29,1987,27,26,2301,25.6,0,0,0,0,0,4,0,0,0,0,0,0,2.1,2.1,0.3,2.4,0.08,0.01,0.09,0.08,0.09,Matches
Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Napoli,27,1990,4,3,351,3.9,1,0,1,0,0,0,0,0.26,0,0.26,0.26,0.26,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03,Matches
