Player,Nation,Pos,Squad,Age,Born,MP,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Bart?omiej Dr?gowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,23-254,1997,33,2923,32.5,0,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Denis Dr?gu?\Denis-Dragus,ro ROU,FWMF,Crotone,21-298,1999,8,169,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Radu Dr?gu?in\Radu-Dragusin,ro ROU,DF,Juventus,19-086,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Léo Duarte\Leo-Duarte,br BRA,DF,Milan,24-287,1996,1,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alfred Duncan\Alfred-Duncan,gh GHA,MF,Cagliari,28-051,1993,14,791,8.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,28-051,1993,4,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Paulo Dybala\Paulo-Dybala,ar ARG,FW,Juventus,27-166,1993,16,885,9.8,3,2,3,0,0,0,0,0.31,0.2,0.51,0.31,0.51,Matches
Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,35-044,1986,23,1525,16.9,7,1,7,0,0,2,0,0.41,0.06,0.47,0.41,0.47,Matches
Steeve-Mike Ebongue\Steeve-Mike-Ebongue,fr FRA,MF,Genoa,20-069,2001,2,40,0.4,0,1,0,0,0,0,0,0,2.25,2.25,0,2.25,Matches
Simone Edera\Simone-Edera,it ITA,DFMF,Torino,24-111,1997,2,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,31-276,1989,27,1996,22.2,2,1,2,0,0,8,0,0.09,0.05,0.14,0.09,0.14,Matches
Elif Elmas\Elif-Elmas,mk MKD,MFFW,Napoli,21-218,1999,30,700,7.8,2,1,2,0,0,3,0,0.26,0.13,0.39,0.26,0.39,Matches
Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,it ITA,MF,Atalanta,19-221,2001,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alan Empereur\Alan-Empereur,br BRA,DF,Hellas Verona,27-051,1994,4,219,2.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MF,Inter,29-075,1992,22,1180,13.1,1,0,1,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
Martin Erlic\Martin-Erlic,hr CRO,DF,Spezia,23-096,1998,24,1691,18.8,2,1,2,0,0,6,0,0.11,0.05,0.16,0.11,0.16,Matches
Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Lazio,28-034,1993,21,665,7.4,0,1,0,0,0,5,0,0,0.14,0.14,0,0.14,Matches
Nahuel Estévez\Nahuel-Estevez,ar ARG,MF,Spezia,25-167,1995,22,1476,16.4,0,3,0,0,0,6,0,0,0.18,0.18,0,0.18,Matches
Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Fiorentina,29-036,1992,14,659,7.3,2,0,2,0,0,2,0,0.27,0,0.27,0.27,0.27,Matches
Nicolò Fagioli\Nicolo-Fagioli,it ITA,MF,Juventus,20-077,2001,1,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Iago Falque\Iago-Falque,es ESP,MFFW,Benevento,31-116,1990,10,305,3.4,1,1,1,0,0,0,0,0.3,0.3,0.59,0.3,0.59,Matches
Andri Fannar Baldursson\Andri-Fannar-Baldursson,is ISL,MF,Bologna,19-110,2002,7,206,2.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,28-077,1993,8,369,4.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Davide Faraoni\Davide-Faraoni,it ITA,DF,Hellas Verona,29-187,1991,29,2501,27.8,2,7,2,0,0,7,0,0.07,0.25,0.32,0.07,0.32,Matches
Mohamed Fares\Mohamed-Fares,dz ALG,DF,Lazio,25-074,1996,16,874,9.7,0,1,0,0,0,4,0,0,0.1,0.1,0,0.1,Matches
Diego Farias\Diego-Farias,br BRA,FW,Spezia,30-355,1990,26,1367,15.2,4,0,4,0,0,3,0,0.26,0,0.26,0.26,0.26,Matches
Andrea Favilli\Andrea-Favilli,it ITA,FW,Hellas Verona,23-348,1997,11,339,3.8,2,0,2,0,0,1,0,0.53,0,0.53,0.53,0.53,Matches
Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,34-044,1987,6,406,4.5,1,0,1,0,0,2,0,0.22,0,0.22,0.22,0.22,Matches
Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,24-039,1997,10,748,8.3,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,26-303,1994,11,801,8.9,0,1,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
Salvador Ferrer\Salvador-Ferrer,es ESP,DF,Spezia,23-099,1998,16,1010,11.2,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
Fernando Forestieri\Fernando-Forestieri,it ITA,FWMF,Udinese,31-105,1990,14,424,4.7,1,1,1,0,0,1,0,0.21,0.21,0.42,0.21,0.42,Matches
Daam Foulon\Daam-Foulon,be BEL,DF,Benevento,22-038,1999,22,965,10.7,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
Gianluca Frabotta\Gianluca-Frabotta,it ITA,DF,Juventus,21-310,1999,15,689,7.7,0,1,0,0,0,5,0,0,0.13,0.13,0,0.13,Matches
Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,29-015,1992,29,2326,25.8,2,3,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19,Matches
Matteo Gabbia\Matteo-Gabbia,it ITA,DF,Milan,21-191,1999,8,557,6.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Sampdoria,29-155,1991,12,591,6.6,2,2,1,1,1,1,0,0.3,0.3,0.61,0.15,0.46,Matches
Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,27-023,1994,26,1082,12,2,1,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,Matches
Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,31-002,1990,25,1770,19.7,2,2,2,0,0,5,0,0.1,0.1,0.2,0.1,0.2,Matches
Adolfo Gaich\Adolfo-Gaich,ar ARG,FW,Benevento,22-083,1999,10,608,6.8,2,0,2,0,0,0,0,0.3,0,0.3,0.3,0.3,Matches
Andrey Galabinov\Andrey-Galabinov,bg BUL,FW,Spezia,32-154,1988,12,430,4.8,3,1,3,0,1,0,0,0.63,0.21,0.84,0.63,0.84,Matches
Gervinho\Gervinho,ci CIV,FW,Parma,33-338,1987,23,1792,19.9,5,1,5,0,0,0,0,0.25,0.05,0.3,0.25,0.3,Matches
Paolo Ghiglione\Paolo-Ghiglione,it ITA,DFMF,Genoa,24-087,1997,20,1212,13.5,0,4,0,0,0,4,0,0,0.3,0.3,0,0.3,Matches
Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DFFW,Napoli,30-088,1991,11,289,3.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Kamil Glik\Kamil-Glik,pl POL,DF,Benevento,33-086,1988,31,2756,30.6,2,1,2,0,0,9,1,0.07,0.03,0.1,0.07,0.1,Matches
Diego Godín\Diego-Godin,uy URU,DF,Cagliari,35-073,1986,24,2148,23.9,1,0,1,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
Amer Gojak\Amer-Gojak,ba BIH,MFFW,Torino,24-076,1997,15,475,5.3,1,1,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Genoa,27-179,1993,21,1497,16.6,0,1,0,0,0,8,0,0,0.06,0.06,0,0.06,Matches
Vladimir Golemi?\Vladimir-Golemic,si SVN,DF,Crotone,29-306,1991,27,2138,23.8,2,0,1,1,1,4,0,0.08,0,0.08,0.04,0.04,Matches
Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,26-043,1995,21,1865,20.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tomislav Gomelt\Tomislav-Gomelt,hr CRO,MF,Crotone,26-113,1995,2,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Papu Gómez\Papu-Gomez,ar ARG,FWMF,Atalanta,33-074,1988,10,666,7.4,4,2,4,0,0,0,0,0.54,0.27,0.81,0.54,0.81,Matches
Robin Gosens\Robin-Gosens,de GER,DF,Atalanta,26-299,1994,27,2143,23.8,8,6,8,0,0,9,1,0.34,0.25,0.59,0.34,0.59,Matches
Alberto Grassi\Alberto-Grassi,it ITA,MFDF,Parma,26-054,1995,20,1037,11.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Koray Günter\Koray-Gunter,de GER,DF,Hellas Verona,26-257,1994,22,1411,15.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Emmanuel Gyasi\Emmanuel-Gyasi,gh GHA,FW,Spezia,27-109,1994,33,2567,28.5,4,6,4,0,0,4,0,0.14,0.21,0.35,0.14,0.35,Matches
Achraf Hakimi\Achraf-Hakimi,ma MAR,DF,Inter,22-177,1998,32,2307,25.6,6,6,6,0,0,6,0,0.23,0.23,0.47,0.23,0.47,Matches
Samir Handanovi?\Samir-Handanovic,si SVN,GK,Inter,36-290,1984,33,2970,33,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Lukáš Haraslín\Lukas-Haraslin,sk SVK,FWMF,Sassuolo,24-339,1996,13,313,3.5,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Hans Hateboer\Hans-Hateboer,nl NED,DF,Atalanta,27-111,1994,18,1469,16.3,2,0,2,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
Eduardo Henrique\Eduardo-Henrique,br BRA,MF,Crotone,25-348,1995,17,879,9.8,1,0,1,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
Theo Hernández\Theo-Hernandez,fr FRA,DF,Milan,23-206,1997,28,2520,28,4,5,4,0,0,9,0,0.14,0.18,0.32,0.14,0.32,Matches
Hernani\Hernani,br BRA,MF,Parma,27-034,1994,29,1836,20.4,7,2,6,1,1,9,0,0.34,0.1,0.44,0.29,0.39,Matches
Përparim Hetemaj\Perparim-Hetemaj,fi FIN,MF,Benevento,34-139,1986,27,1890,21,0,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
Aaron Hickey\Aaron-Hickey,sco SCO,DF,Bologna,18-324,2002,11,758,8.4,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Lazio,27-055,1994,16,862,9.6,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Elseid Hysaj\Elseid-Hysaj,al ALB,DF,Napoli,27-069,1994,19,1366,15.2,0,2,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
Simone Iacoponi\Simone-Iacoponi,it ITA,DF,Parma,34-000,1987,16,1193,13.3,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Roger Ibanez\Roger-Ibanez,br BRA,DF,Roma,22-158,1998,27,2289,25.4,0,2,0,0,0,7,1,0,0.08,0.08,0,0.08,Matches
Zlatan Ibrahimovi?\Zlatan-Ibrahimovic,se SWE,FW,Milan,39-209,1981,17,1338,14.9,15,2,12,3,6,2,1,1.01,0.13,1.14,0.81,0.94,Matches
Igor\Igor,br BRA,DF,Fiorentina,23-082,1998,17,1023,11.4,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Ivan Ili?\Ivan-Ilic,rs SRB,MF,Hellas Verona,20-044,2001,24,1449,16.1,2,0,2,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
Josip Ili?i?\Josip-Ilicic,si SVN,FWMF,Atalanta,33-091,1988,26,1449,16.1,6,8,4,2,2,1,0,0.37,0.5,0.87,0.25,0.75,Matches
Ciro Immobile\Ciro-Immobile,it ITA,FW,Lazio,31-069,1990,30,2399,26.7,18,5,15,3,6,4,1,0.68,0.19,0.86,0.56,0.75,Matches
Riccardo Improta\Riccardo-Improta,it ITA,DFMF,Benevento,27-132,1993,29,1999,22.2,1,0,1,0,0,7,0,0.05,0,0.05,0.05,0.05,Matches
Roberto Inglese\Roberto-Inglese,it ITA,FW,Parma,29-169,1991,14,576,6.4,0,2,0,0,0,2,0,0,0.31,0.31,0,0.31,Matches
Lorenzo Insigne\Lorenzo-Insigne,it ITA,FW,Napoli,29-330,1991,30,2415,26.8,17,6,10,7,7,2,1,0.63,0.22,0.86,0.37,0.6,Matches
Roberto Insigne\Roberto-Insigne,it ITA,MFFW,Benevento,26-354,1994,27,1414,15.7,2,4,2,0,0,2,0,0.13,0.25,0.38,0.13,0.38,Matches
Artur Ioni??\Artur-Ionita,md MDA,MF,Benevento,30-256,1990,32,2603,28.9,2,0,2,0,0,5,0,0.07,0,0.07,0.07,0.07,Matches
Ardian Ismajli\Ardian-Ismajli,al ALB,DF,Spezia,24-212,1996,14,1027,11.4,1,1,1,0,0,3,1,0.09,0.09,0.18,0.09,0.18,Matches
Armando Izzo\Armando-Izzo,it ITA,DF,Torino,29-059,1992,21,1701,18.9,2,0,2,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
Mato Jajalo\Mato-Jajalo,ba BIH,MF,Udinese,32-340,1988,1,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jakub Jankto\Jakub-Jankto,cz CZE,MF,Sampdoria,25-101,1996,30,2069,23,5,3,5,0,0,6,0,0.22,0.13,0.35,0.22,0.35,Matches
Juan Jesus\Juan-Jesus,br BRA,DF,Roma,29-324,1991,4,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Hamed Junior Traorè\Hamed-Junior-Traore,ci CIV,FWMF,Sassuolo,21-073,2000,30,1526,17,5,1,5,0,0,6,0,0.29,0.06,0.35,0.29,0.35,Matches
Musa Juwara\Musa-Juwara,gm GAM,DF,Bologna,19-125,2001,2,33,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Nikola Kalini?\Nikola-Kalinic,hr CRO,FW,Hellas Verona,33-115,1988,14,716,8,1,0,1,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
Pierre Kalulu\Pierre-Kalulu,fr FRA,DF,Milan,20-329,2000,13,727,8.1,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Parma,22-296,1998,24,1294,14.4,2,1,2,0,0,3,0,0.14,0.07,0.21,0.14,0.21,Matches
Isaac Karamoko\Isaac-Karamoko,fr FRA,DF,Sassuolo,18-339,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Augustus Kargbo\Augustus-Kargbo,sl SLE,FW,Crotone,21-249,1999,1,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rick Karsdorp\Rick-Karsdorp,nl NED,DF,Roma,26-078,1995,29,2165,24.1,1,5,1,0,0,1,0,0.04,0.21,0.25,0.04,0.25,Matches
Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,24-132,1996,32,2776,30.8,10,3,2,8,9,8,0,0.32,0.1,0.42,0.06,0.16,Matches
Omar Khailoti\Omar-Khailoti,it ITA,DF,Bologna,19-237,2001,1,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Giorgos Kiriakopoulos\Giorgos-Kiriakopoulos,gr GRE,DF,Sassuolo,25-084,1996,20,1230,13.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Simon Kjær\Simon-Kjaer,dk DEN,DF,Milan,32-035,1989,24,2033,22.6,0,2,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,35-182,1985,13,676,7.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Justin Kluivert\Justin-Kluivert,nl NED,FWMF,Roma,21-360,1999,2,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Aleksandr Kokorin\Aleksandr-Kokorin,ru RUS,FWMF,Fiorentina,30-042,1991,3,79,0.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Inter,35-171,1985,7,390,4.3,0,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
Christian Kouamé\Christian-Kouame,ci CIV,FW,Fiorentina,23-145,1997,29,906,10.1,1,1,1,0,0,4,0,0.1,0.1,0.2,0.1,0.2,Matches
Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,29-314,1991,25,2119,23.5,0,0,0,0,0,10,1,0,0,0,0,0,Matches
Viktor Kovalenko\Viktor-Kovalenko,ua UKR,FW,Atalanta,25-075,1996,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rade Kruni?\Rade-Krunic,ba BIH,MFFW,Milan,27-205,1993,22,644,7.2,1,0,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,34-063,1987,26,2169,24.1,7,2,3,4,4,7,0,0.29,0.08,0.37,0.12,0.21,Matches
Dejan Kulusevski\Dejan-Kulusevski,se SWE,FWMF,Juventus,21-005,2000,30,1630,18.1,4,1,4,0,0,6,0,0.22,0.06,0.28,0.22,0.28,Matches
Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Roma,21-081,2000,16,977,10.9,1,0,1,0,0,5,0,0.09,0,0.09,0.09,0.09,Matches
Jasmin Kurti?\Jasmin-Kurtic,si SVN,MF,Parma,32-110,1989,30,2410,26.8,4,0,4,0,0,4,0,0.15,0,0.15,0.15,0.15,Matches
Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,25-055,1996,9,341,3.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sam Lammers\Sam-Lammers,nl NED,FWMF,Atalanta,24-000,1997,13,255,2.8,2,0,2,0,0,0,0,0.71,0,0.71,0.71,0.71,Matches
Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Benevento,31-082,1990,32,2184,24.3,6,2,6,0,1,2,0,0.25,0.08,0.33,0.25,0.33,Matches
Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,36-355,1984,32,2862,31.8,0,1,0,0,0,8,0,0,0.03,0.03,0,0.03,Matches
Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,28-263,1992,17,1103,12.3,2,1,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,Matches
Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Hellas Verona,28-263,1992,14,1109,12.3,2,0,2,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,31-324,1989,10,619,6.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Darko Lazovi?\Darko-Lazovic,rs SRB,DF,Hellas Verona,30-227,1990,27,2053,22.8,3,4,3,0,0,3,0,0.13,0.18,0.31,0.13,0.31,Matches
Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,27-152,1993,26,2106,23.4,2,5,2,0,0,2,1,0.09,0.21,0.3,0.09,0.3,Matches
Rafael Leão\Rafael-Leao,pt POR,FW,Milan,21-324,1999,26,1705,18.9,6,5,6,0,0,5,0,0.32,0.26,0.58,0.32,0.58,Matches
Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,34-111,1987,27,1776,19.7,0,0,0,0,0,8,0,0,0,0,0,0,Matches
Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,27-292,1993,16,1159,12.9,0,1,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
Mehdi Léris\Mehdi-Leris,fr FRA,MFDF,Sampdoria,22-342,1998,18,231,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,30-305,1990,20,1352,15,3,0,3,0,0,2,0,0.2,0,0.2,0.2,0.2,Matches
Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,21-261,1999,22,1815,20.2,1,1,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,Matches
Karol Linetty\Karol-Linetty,pl POL,MF,Torino,26-087,1995,24,1734,19.3,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
Pol Lirola\Pol-Lirola,es ESP,DFFW,Fiorentina,23-260,1997,12,498,5.5,0,1,0,0,0,3,0,0,0.18,0.18,0,0.18,Matches
Fernando Llorente\Fernando-Llorente,es ESP,FW,Udinese,36-063,1985,12,664,7.4,1,0,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
Fernando Llorente\Fernando-Llorente,es ESP,FWMF,Napoli,36-063,1985,3,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,26-156,1994,15,154,1.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,23-112,1998,29,2443,27.1,3,1,2,1,1,8,0,0.11,0.04,0.15,0.07,0.11,Matches
Maxime Lopez\Maxime-Lopez,fr FRA,MF,Sassuolo,23-147,1997,25,1602,17.8,2,0,2,0,0,7,0,0.11,0,0.11,0.11,0.11,Matches
Pau López\Pau-Lopez,es ESP,GK,Roma,26-138,1994,21,1817,20.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,21-075,2000,23,1371,15.2,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,25-274,1995,27,1727,19.2,9,3,9,0,0,5,0,0.47,0.16,0.63,0.47,0.63,Matches
José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,31-115,1990,31,2217,24.6,1,2,1,0,0,3,0,0.04,0.08,0.12,0.04,0.12,Matches
Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,27-352,1993,32,2580,28.7,21,9,16,5,5,4,0,0.73,0.31,1.05,0.56,0.87,Matches
Saša Luki?\Sasa-Lukic,rs SRB,MF,Torino,24-260,1996,28,1831,20.3,3,0,3,0,0,4,0,0.15,0,0.15,0.15,0.15,Matches
Senad Luli?\Senad-Lulic,ba BIH,DF,Lazio,35-102,1986,11,412,4.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Crotone,24-236,1996,23,1879,20.9,0,0,0,0,0,5,1,0,0,0,0,0,Matches
Lyanco\Lyanco,br BRA,DF,Torino,24-088,1997,21,1829,20.3,0,0,0,0,0,8,0,0,0,0,0,0,Matches
Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,27-190,1993,26,2009,22.3,3,2,3,0,0,9,2,0.13,0.09,0.22,0.13,0.22,Matches
Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Crotone,27-215,1993,24,1821,20.2,1,2,1,0,0,8,0,0.05,0.1,0.15,0.05,0.15,Matches
Christian Maggio\Christian-Maggio,it ITA,DF,Benevento,39-078,1982,8,297,3.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Giulio Maggiore\Giulio-Maggiore,it ITA,MF,Spezia,23-049,1998,28,1863,20.7,3,1,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,Matches
Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,36-169,1984,10,440,4.9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Hellas Verona,25-208,1995,23,1389,15.4,0,0,0,0,0,8,0,0,0,0,0,0,Matches
Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Udinese,22-322,1998,14,357,4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Nikola Maksimovi?\Nikola-Maksimovic,rs SRB,DF,Napoli,29-156,1991,17,1207,13.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Fiorentina,29-273,1991,5,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kévin Malcuit\Kevin-Malcuit,ma MAR,MFFW,Napoli,29-273,1991,2,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daniel Maldini\Daniel-Maldini,it ITA,FWMF,Milan,19-201,2001,5,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,FWMF,Atalanta,27-361,1993,31,1525,16.9,6,9,5,1,1,3,0,0.35,0.53,0.89,0.3,0.83,Matches
Dennis Man\Dennis-Man,ro ROU,FWMF,Parma,22-247,1998,14,699,7.8,2,1,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,Matches
Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Roma,25-013,1996,29,2492,27.7,4,2,4,0,0,9,0,0.14,0.07,0.22,0.14,0.22,Matches
Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Torino,23-305,1997,12,1075,11.9,3,1,3,0,0,4,1,0.25,0.08,0.33,0.25,0.33,Matches
Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,23-305,1997,10,398,4.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mario Mandžuki?\Mario-Mandzukic,hr CRO,FW,Milan,34-344,1986,7,187,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,29-320,1991,25,1848,20.5,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Juan Manuel Ramos\Juan-Manuel-Ramos,uy URU,DF,Spezia,24-140,1996,5,271,3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,38-082,1983,3,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Riccardo Marchizza\Riccardo-Marchizza,it ITA,DF,Spezia,23-035,1998,21,1291,14.3,0,1,0,0,0,4,0,0,0.07,0.07,0,0.07,Matches
Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,29-074,1992,29,2609,29,0,3,0,0,0,6,0,0,0.1,0.1,0,0.1,Matches
R?zvan Marin\Razvan-Marin,ro ROU,MF,Cagliari,24-342,1996,33,2642,29.4,3,5,3,0,0,5,0,0.1,0.17,0.27,0.1,0.27,Matches
Marlon\Marlon,br BRA,DF,Sassuolo,25-235,1995,22,1578,17.5,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Luca Marrone\Luca-Marrone,it ITA,DF,Crotone,31-033,1990,18,1363,15.1,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,Fiorentina,24-355,1996,19,1392,15.5,1,0,1,0,0,4,1,0.06,0,0.06,0.06,0.06,Matches
Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,23-251,1997,33,2238,24.9,15,5,15,0,0,3,0,0.6,0.2,0.8,0.6,0.8,Matches
Adam Maruši?\Adam-Marusic,me MNE,DF,Lazio,28-195,1992,31,2534,28.2,2,3,2,0,0,3,0,0.07,0.11,0.18,0.07,0.18,Matches
