Player,Nation,Pos,Squad,Age,Born,MP,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Jordan Ikoko\Jordan-Ikoko,cd COD,DF,Guingamp,22,1994,27,2324,25.8,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,Montpellier,18,1998,14,669,7.4,1,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,Matches
Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,Paris S-G,18,1998,4,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jules Iloki\Jules-Iloki,fr FRA,MFFW,Nantes,24,1992,23,1215,13.5,1,4,1,0,0,2,0,0.07,0.3,0.37,0.07,0.37,Matches
Emmanuel Imorou\Emmanuel-Imorou,bj BEN,DF,Caen,27,1988,9,699,7.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Christophe Jallet\Christophe-Jallet,fr FRA,DF,Lyon,32,1983,13,1094,12.2,1,2,1,0,0,0,0,0.08,0.16,0.25,0.08,0.25,Matches
Nicolas Janvier\Nicolas-Janvier,fr FRA,MF,Rennes,17,1998,4,93,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Corentin Jean\Corentin-Jean,fr FRA,MF,Toulouse,21,1995,16,1258,14,1,2,1,0,0,1,0,0.07,0.14,0.21,0.07,0.21,Matches
Corentin Jean\Corentin-Jean,fr FRA,FW,Monaco,21,1995,2,101,1.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Benjamin Jeannot\Benjamin-Jeannot,fr FRA,FW,Lorient,24,1992,17,520,5.8,0,1,0,0,0,0,1,0,0.17,0.17,0,0.17,Matches
Jemerson\Jemerson,br BRA,DF,Monaco,23,1992,34,3058,34,2,0,2,0,0,8,2,0.06,0,0.06,0.06,0.06,Matches
Jesé\Jese,es ESP,FW,Paris S-G,23,1993,9,268,3,1,0,0,1,1,0,0,0.34,0,0.34,0,0,Matches
Karl-Johan Johnsson\Karl-Johan-Johnsson,se SWE,GK,Guingamp,26,1990,37,3280,36.4,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Jorge\Jorge,br BRA,DF,Monaco,20,1996,2,91,1,1,0,1,0,0,0,0,0.99,0,0.99,0.99,0.99,Matches
Jorginho\Jorginho,gw GNB,MF,Saint-Étienne,20,1995,5,259,2.9,1,0,1,0,0,1,2,0.35,0,0.35,0.35,0.35,Matches
Yann Jouffre\Yann-Jouffre,fr FRA,MF,Metz,32,1984,20,1283,14.3,4,2,2,2,2,1,0,0.28,0.14,0.42,0.14,0.28,Matches
Geoffrey Jourdren\Geoffrey-Jourdren,fr FRA,GK,Montpellier,30,1986,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vuka_in Jovanovi_\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,20,1996,8,704,7.8,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Christopher Jullien\Christopher-Jullien,fr FRA,DF,Toulouse,23,1993,35,3150,35,4,1,4,0,0,2,1,0.11,0.03,0.14,0.11,0.14,Matches
Alexander Ka_anikli_\Alexander-Kacaniklic,se SWE,MFFW,Nantes,24,1991,17,701,7.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Aldo Kalulu\Aldo-Kalulu,fr FRA,FW,Lyon,20,1996,4,78,0.9,1,0,1,0,0,0,0,1.15,0,1.15,1.15,1.15,Matches
Aldo Kalulu\Aldo-Kalulu,fr FRA,FWMF,Rennes,20,1996,10,420,4.7,0,1,0,0,0,1,0,0,0.21,0.21,0,0.21,Matches
François Kamano\Francois-Kamano,gn GUI,FW,Bordeaux,20,1996,30,1695,18.8,6,5,6,0,0,4,0,0.32,0.27,0.58,0.32,0.58,Matches
Abdelhamid El Kaoutari\Abdelhamid-El-Kaoutari,ma MAR,DF,Bastia,26,1990,18,1352,15,0,0,0,0,0,1,2,0,0,0,0,0,Matches
Yann Karamoh\Yann-Karamoh,fr FRA,MFFW,Caen,18,1998,35,2201,24.5,5,4,5,0,0,2,0,0.2,0.16,0.37,0.2,0.37,Matches
Benjamin Karamoko\Benjamin-Karamoko,ml MLI,DF,Saint-Étienne,21,1995,1,60,0.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Metz,33,1983,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Abdoulaye Keita\Abdoulaye-Keita,ml MLI,DFMF,Bastia,22,1994,21,1471,16.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Olivier Kemen\Olivier-Kemen,fr FRA,MF,Lyon,20,1996,2,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,29,1986,35,3134,34.8,0,2,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
Billy Ketkeophomphone\Billy-Ketkeophomphone,fr FRA,FWMF,Angers,26,1990,5,292,3.2,1,0,1,0,0,2,2,0.31,0,0.31,0.31,0.31,Matches
Hamidou Keyta\Hamidou-Keyta,fr FRA,MFFW,Saint-Étienne,21,1994,4,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MF,Marseille,21,1995,9,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Isaac Kiese Thelin\Isaac-Kiese-Thelin,se SWE,FW,Bordeaux,24,1992,7,238,2.6,2,0,1,1,1,1,0,0.76,0,0.76,0.38,0.38,Matches
Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,20,1995,19,1710,19,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Ricardo Kishna\Ricardo-Kishna,nl NED,MFFW,Lille,21,1995,11,504,5.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Erwin Koffi\Erwin-Koffi,fr FRA,DF,Lorient,21,1995,12,997,11.1,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lille,21,1995,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Anthony Koura\Anthony-Koura,bf BFA,FWMF,Nancy,23,1993,15,766,8.5,1,0,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
Vincent Koziello\Vincent-Koziello,fr FRA,MF,Nice,20,1995,27,1669,18.5,1,1,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11,Matches
Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,Paris S-G,26,1990,11,659,7.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,23,1992,18,1527,17,2,2,2,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches
Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,19,1997,7,430,4.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,22,1994,36,2033,22.6,6,5,6,0,0,3,0,0.27,0.22,0.49,0.27,0.49,Matches
Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Lyon,25,1991,30,2405,26.7,28,3,18,10,12,3,0,1.05,0.11,1.16,0.67,0.79,Matches
Léo Lacroix\Leo-Lacroix,ch SUI,DF,Saint-Étienne,24,1992,20,1681,18.7,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Alban Lafont\Alban-Lafont,fr FRA,GK,Toulouse,17,1999,36,3240,36,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Ádám Lang\Adam-Lang,hu HUN,DF,Dijon,23,1993,19,1625,18.1,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Paul Lasne\Paul-Lasne,fr FRA,MF,Montpellier,27,1989,24,1485,16.5,3,2,3,0,0,1,0,0.18,0.12,0.3,0.18,0.3,Matches
Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Lorient,28,1987,21,1507,16.7,1,0,1,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches
Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,26,1990,10,306,3.4,3,0,3,0,0,0,0,0.88,0,0.88,0.88,0.88,Matches
Vincent Le Goff\Vincent-Le-Goff,fr FRA,DF,Lorient,26,1989,38,3336,37.1,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Nice,26,1989,10,707,7.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
James Lea Siliki\James-Lea-Siliki,fr FRA,FWMF,Rennes,20,1996,1,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jordan Leborgne\Jordan-Leborgne,fr FRA,DF,Caen,20,1995,6,248,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jean-Louis Leca\Jean-Louis-Leca,fr FRA,GK,Bastia,30,1985,34,3017,33.5,0,0,0,0,0,5,1,0,0,0,0,0,Matches
Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Lorient,25,1991,31,2790,31,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MFFW,Dijon,23,1993,32,2484,27.6,7,3,7,0,0,3,0,0.25,0.11,0.36,0.25,0.36,Matches
Kevin Lejeune\Kevin-Lejeune,fr FRA,MF,Metz,31,1985,14,636,7.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Thomas Lemar\Thomas-Lemar,fr FRA,MF,Monaco,20,1995,34,2610,29,9,11,9,0,0,1,0,0.31,0.38,0.69,0.31,0.69,Matches
Fabien Lemoine\Fabien-Lemoine,fr FRA,MF,Saint-Étienne,29,1987,16,780,8.7,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Clément Lenglet\Clement-Lenglet,fr FRA,DF,Nancy,21,1995,18,1620,18,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Ermir Lenjani\Ermir-Lenjani,al ALB,DFFW,Rennes,26,1989,2,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Benjamin Leroy\Benjamin-Leroy,fr FRA,GK,Dijon,27,1989,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexandre Letellier\Alexandre-Letellier,fr FRA,GK,Angers,25,1990,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dorian Lévêque\Dorian-Leveque,fr FRA,DF,Guingamp,26,1989,2,165,1.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,31,1985,25,2113,23.5,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,MFFW,Marseille,18,1997,8,260,2.9,0,1,0,0,0,0,0,0,0.35,0.35,0,0.35,Matches
Lucas Lima\Lucas-Lima,br BRA,DF,Nantes,24,1991,38,3382,37.6,1,2,0,1,2,5,2,0.03,0.05,0.08,0,0.05,Matches
Alexandre Llovet\Alexandre-Llovet,fr FRA,FW,Montpellier,18,1997,2,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,20,1996,4,82,0.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,25,1990,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rony Lopes\Rony-Lopes,pt POR,MFFW,Lille,20,1995,25,1861,20.7,4,4,4,0,0,2,0,0.19,0.19,0.39,0.19,0.39,Matches
Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,18,1997,30,2173,24.1,3,7,3,0,0,4,0,0.12,0.29,0.41,0.12,0.41,Matches
Jordan Lotiès\Jordan-Loties,fr FRA,DF,Dijon,31,1984,24,2046,22.7,2,0,2,0,0,5,2,0.09,0,0.09,0.09,0.09,Matches
Jeff Louis\Jeff-Louis,ht HAI,MFFW,Caen,23,1992,5,230,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
David Luiz\David-Luiz,br BRA,DF,Paris S-G,29,1987,3,241,2.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Toulouse,18,1997,5,92,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Arnaud Lusamba\Arnaud-Lusamba,fr FRA,FWMF,Nice,19,1997,6,253,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DFMF,Saint-Étienne,28,1988,15,1179,13.1,0,1,0,0,0,4,0,0,0.08,0.08,0,0.08,Matches
Zinédine Machach\Zinedine-Machach,fr FRA,MF,Marseille,20,1996,10,417,4.6,0,0,0,0,0,4,2,0,0,0,0,0,Matches
Hicham Mahou\Hicham-Mahou,fr FRA,MF,Nice,17,1999,1,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Habib Maïga\Habib-Maiga,ci CIV,DFMF,Saint-Étienne,20,1996,5,295,3.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,20,1995,7,566,6.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Anthony Maisonnial\Anthony-Maisonnial,fr FRA,GK,Saint-Étienne,18,1998,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Lorient,24,1991,35,2840,31.6,9,5,8,1,3,5,0,0.29,0.16,0.44,0.25,0.41,Matches
Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Caen,18,1998,17,877,9.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Steed Malbranque\Steed-Malbranque,fr FRA,MF,Caen,36,1980,13,370,4.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Malcom\Malcom,br BRA,FWMF,Bordeaux,19,1997,37,2728,30.3,7,4,7,0,1,2,0,0.23,0.13,0.36,0.23,0.36,Matches
Kévin Malcuit\Kevin-Malcuit,ma MAR,DFMF,Saint-Étienne,25,1991,25,2092,23.2,0,2,0,0,0,4,2,0,0.09,0.09,0,0.09,Matches
Emanuel Mammana\Emanuel-Mammana,ar ARG,DF,Lyon,20,1996,17,1514,16.8,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,27,1989,33,2865,31.8,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
Christophe Mandanne\Christophe-Mandanne,fr FRA,FW,Nancy,31,1985,20,932,10.4,1,1,1,0,0,2,0,0.1,0.1,0.19,0.1,0.19,Matches
Georges Mandjeck\Georges-Mandjeck,cm CMR,MF,Metz,27,1988,29,2336,26,3,0,3,0,0,7,0,0.12,0,0.12,0.12,0.12,Matches
Alexis Mané\Alexis-Mane,sn SEN,MF,Guingamp,19,1997,4,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,29,1987,34,2844,31.6,3,6,1,2,2,3,0,0.09,0.19,0.28,0.03,0.22,Matches
Faitout Maouassa\Faitout-Maouassa,fr FRA,MFFW,Nancy,18,1998,14,1039,11.5,3,3,3,0,0,4,2,0.26,0.26,0.52,0.26,0.52,Matches
Mohamed Mara\Mohamed-Mara,gn GUI,MFFW,Lorient,19,1996,9,626,7,0,1,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
Florian Marange\Florian-Marange,fr FRA,DF,Bastia,30,1986,19,1452,16.1,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Fernando Marçal\Fernando-Marcal,br BRA,DF,Guingamp,27,1989,31,2688,29.9,0,6,0,0,0,4,2,0,0.2,0.2,0,0.2,Matches
Vincent Marcel\Vincent-Marcel,fr FRA,FWMF,Nice,19,1997,6,230,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vincent Marchetti\Vincent-Marchetti,fr FRA,MF,Nancy,19,1997,17,977,10.9,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,24,1991,24,1437,16,1,1,1,0,0,4,2,0.06,0.06,0.13,0.06,0.13,Matches
Marquinhos\Marquinhos,br BRA,DF,Paris S-G,22,1994,29,2501,27.8,3,0,3,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
Marvin Martin\Marvin-Martin,fr FRA,FWMF,Dijon,28,1988,12,499,5.5,0,1,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
Pablo Martinez\Pablo-Martinez,fr FRA,DF,Angers,27,1989,9,622,6.9,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Jonathan Martins Pereira\Jonathan-Martins-Pereira,fr FRA,DF,Guingamp,30,1986,13,1010,11.2,0,0,0,0,0,4,2,0,0,0,0,0,Matches
Joris Marveaux\Joris-Marveaux,mq MTQ,MF,Montpellier,33,1982,8,366,4.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,30,1986,24,1907,21.2,5,7,5,0,0,1,0,0.24,0.33,0.57,0.24,0.57,Matches
Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Lyon,19,1997,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Boris Mathis\Boris-Mathis,fr FRA,FW,Metz,18,1997,2,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Paris S-G,29,1987,34,2415,26.8,4,4,4,0,0,4,0,0.15,0.15,0.3,0.15,0.3,Matches
Rio Mavuba\Rio-Mavuba,fr FRA,MF,Lille,32,1984,18,1117,12.4,0,0,0,0,0,4,1,0,0,0,0,0,Matches
Maxwell\Maxwell,br BRA,DF,Paris S-G,34,1981,20,1713,19,0,6,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
Youssef Maziz\Youssef-Maziz,fr FRA,MF,Metz,18,1998,1,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kylian Mbappé\Kylian-Mbappe,fr FRA,FWMF,Monaco,17,1998,29,1498,16.6,15,7,15,0,0,2,0,0.9,0.42,1.32,0.9,1.32,Matches
Isaac Mbenza\Isaac-Mbenza,be BEL,MF,Montpellier,20,1996,16,945,10.5,3,1,3,0,0,0,0,0.29,0.1,0.38,0.29,0.38,Matches
Pedro Mendes\Pedro-Mendes,pt POR,DF,Rennes,25,1990,19,1664,18.5,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Ryan Mendes\Ryan-Mendes,cv CPV,MFFW,Lille,26,1990,7,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexandre Mendy\Alexandre-Mendy,gw GNB,FW,Guingamp,22,1994,22,814,9,3,0,3,0,0,2,0,0.33,0,0.33,0.33,0.33,Matches
Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Monaco,22,1994,25,2056,22.8,0,5,0,0,0,6,1,0,0.22,0.22,0,0.22,Matches
Hamza Mendyl\Hamza-Mendyl,ma MAR,DF,Lille,18,1997,1,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jérémy Ménez\Jeremy-Menez,fr FRA,FW,Bordeaux,29,1987,26,1472,16.4,3,3,3,0,1,4,1,0.18,0.18,0.37,0.18,0.37,Matches
Walid Mesloub\Walid-Mesloub,dz ALG,MF,Lorient,30,1985,21,1181,13.1,0,1,0,0,0,2,1,0,0.08,0.08,0,0.08,Matches
Thomas Meunier\Thomas-Meunier,be BEL,DF,Paris S-G,24,1991,22,1695,18.8,1,4,1,0,0,3,0,0.05,0.21,0.27,0.05,0.27,Matches
Mexer\Mexer,mz MOZ,DF,Rennes,27,1988,23,1817,20.2,1,1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,Matches
Mathieu Michel\Mathieu-Michel,fr FRA,GK,Angers,24,1991,23,2070,23,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Clément Michelin\Clement-Michelin,fr FRA,MFDF,Toulouse,19,1997,8,480,5.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Guido Milán\Guido-Milan,ar ARG,DF,Metz,29,1987,22,1734,19.3,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
Wilfried Moimbé\Wilfried-Moimbe,fr FRA,MF,Nantes,27,1988,8,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Florent Mollet\Florent-Mollet,fr FRA,MF,Metz,24,1991,25,892,9.9,0,1,0,0,0,4,0,0,0.1,0.1,0,0.1,Matches
Cédric Mongongu\Cedric-Mongongu,cd COD,DF,Montpellier,27,1989,3,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,27,1988,34,2368,26.3,4,4,4,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches
Steven Moreira\Steven-Moreira,fr FRA,DF,Rennes,21,1994,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Steven Moreira\Steven-Moreira,fr FRA,DF,Lorient,21,1994,28,2514,27.9,0,2,0,0,0,6,0,0,0.07,0.07,0,0.07,Matches
Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lyon,32,1984,29,2541,28.2,0,4,0,0,0,3,0,0,0.14,0.14,0,0.14,Matches
Mehdi Mostefa\Mehdi-Mostefa,dz ALG,MF,Bastia,32,1983,31,2339,26,0,1,0,0,0,9,0,0,0.04,0.04,0,0.04,Matches
Thiago Motta\Thiago-Motta,it ITA,MF,Paris S-G,33,1982,30,2228,24.8,0,1,0,0,0,7,1,0,0.04,0.04,0,0.04,Matches
François Moubandje\Francois-Moubandje,ch SUI,DF,Toulouse,26,1990,34,3035,33.7,0,1,0,0,0,4,0,0,0.03,0.03,0,0.03,Matches
Benjamin Moukandjo\Benjamin-Moukandjo,cm CMR,FWMF,Lorient,27,1988,25,1999,22.2,13,1,10,3,3,1,0,0.59,0.05,0.63,0.45,0.5,Matches
Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,30,1986,6,460,5.1,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Steve Mounié\Steve-Mounie,bj BEN,FW,Montpellier,21,1994,35,2825,31.4,14,2,14,0,0,5,2,0.45,0.06,0.51,0.45,0.51,Matches
Lucas Moura\Lucas-Moura,br BRA,FWMF,Paris S-G,23,1992,37,2421,26.9,12,6,11,1,1,0,0,0.45,0.22,0.67,0.41,0.63,Matches
João Moutinho\Joao-Moutinho,pt POR,MF,Monaco,29,1986,31,1778,19.8,2,4,2,0,0,0,0,0.1,0.2,0.3,0.1,0.3,Matches
Ndombe Mubele\Ndombe-Mubele,cd COD,MFFW,Rennes,22,1994,15,1163,12.9,3,0,3,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,Montpellier,18,1997,17,1440,16,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Vincent Muratori\Vincent-Muratori,fr FRA,DF,Nancy,28,1987,17,1399,15.5,0,0,0,0,0,5,1,0,0,0,0,0,Matches
Yrondu Musavu-King\Yrondu-Musavu-King,ga GAB,DF,Toulouse,24,1992,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Arnold Mvuemba\Arnold-Mvuemba,cd COD,MF,Lorient,31,1985,32,2776,30.8,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,Matches
Mamadou N'Diaye\Mamadou-NDiaye,sn SEN,MF,Montpellier,21,1995,3,88,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kévin N'Doram\Kevin-NDoram,fr FRA,MF,Monaco,20,1996,5,321,3.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cheikh N'Doye\Cheikh-NDoye,sn SEN,MF,Angers,30,1986,33,2912,32.4,5,3,5,0,0,5,1,0.15,0.09,0.25,0.15,0.25,Matches
Guy N'dy Assembé\Guy-Ndy-Assembe,cm CMR,GK,Nancy,30,1986,23,2043,22.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serge N'Guessan\Serge-NGuessan,ci CIV,MF,Nancy,22,1994,9,560,6.2,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Clinton N'Jie\Clinton-NJie,cm CMR,FWMF,Marseille,22,1993,22,1026,11.4,4,1,4,0,0,1,0,0.35,0.09,0.44,0.35,0.44,Matches
Mickael Nade\Mickael-Nade,fr FRA,DF,Saint-Étienne,17,1999,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Préjuce Nakoulma\Prejuce-Nakoulma,bf BFA,FWMF,Nantes,29,1987,11,814,9,6,1,6,0,0,3,0,0.66,0.11,0.77,0.66,0.77,Matches
Lenny Nangis\Lenny-Nangis,fr FRA,MFFW,Bastia,22,1994,30,1382,15.4,0,2,0,0,0,8,0,0,0.13,0.13,0,0.13,Matches
Axel Ngando\Axel-Ngando,fr FRA,MFFW,Bastia,23,1993,20,907,10.1,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
Exaucé Ngassaki\Exauce-Ngassaki,cg CGO,FW,Caen,19,1997,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Opa Nguette\Opa-Nguette,sn SEN,MFFW,Metz,22,1994,33,2219,24.7,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches
Casimir Ninga\Casimir-Ninga,td CHA,MFFW,Montpellier,23,1993,9,514,5.7,5,2,5,0,0,2,0,0.88,0.35,1.23,0.88,1.23,Matches
Pavle Ninkov\Pavle-Ninkov,rs SRB,DF,Toulouse,31,1985,9,196,2.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Nicolas Nkoulou\Nicolas-Nkoulou,cm CMR,DF,Lyon,26,1990,13,1170,13,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Christopher Nkunku\Christopher-Nkunku,fr FRA,MFFW,Paris S-G,18,1997,8,398,4.4,1,0,1,0,0,2,0,0.23,0,0.23,0.23,0.23,Matches
Arnaud Nordin\Arnaud-Nordin,fr FRA,MFFW,Saint-Étienne,18,1998,15,608,6.8,2,0,2,0,0,1,0,0.3,0,0.3,0.3,0.3,Matches
Paul-Georges Ntep\Paul-Georges-Ntep,cm CMR,MF,Rennes,24,1992,15,1123,12.5,2,5,2,0,0,1,0,0.16,0.4,0.56,0.16,0.56,Matches
Dickson Nwakaeme\Dickson-Nwakaeme,ng NGA,FW,Angers,30,1986,6,92,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mounir Obbadi\Mounir-Obbadi,ma MAR,MF,Lille,33,1983,5,335,3.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Mounir Obbadi\Mounir-Obbadi,ma MAR,MF,Nice,33,1983,6,304,3.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
David Oberhauser\David-Oberhauser,fr FRA,GK,Metz,25,1990,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sérgio Oliveira\Sergio-Oliveira,pt POR,MF,Nantes,24,1992,6,114,1.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
