Player,Nation,Pos,Squad,Age,Born,MP,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Kévin Bérigaud\Kevin-Berigaud,fr FRA,MFFW,Montpellier,28,1988,13,625,6.9,0,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
Kévin Bérigaud\Kevin-Berigaud,fr FRA,FW,Angers,28,1988,13,470,5.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Quentin Bernard\Quentin-Bernard,fr FRA,DF,Dijon,27,1989,7,554,6.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Vincent Bessat\Vincent-Bessat,fr FRA,DFMF,Caen,30,1985,37,2815,31.3,0,5,0,0,0,3,0,0,0.16,0.16,0,0.16,Matches
Thievy Bifouma\Thievy-Bifouma,cg CGO,FWMF,Bastia,24,1992,14,707,7.9,2,1,2,0,0,3,0,0.25,0.13,0.38,0.25,0.38,Matches
Milan Bi_evac\Milan-Bisevac,rs SRB,DF,Metz,32,1983,21,1834,20.4,0,0,0,0,0,4,1,0,0,0,0,0,Matches
Yves Bissouma\Yves-Bissouma,ml MLI,MFFW,Lille,19,1996,23,766,8.5,1,0,1,0,0,4,1,0.12,0,0.12,0.12,0.12,Matches
Ludovic Blas\Ludovic-Blas,fr FRA,MF,Guingamp,18,1997,24,1160,12.9,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
Alexis Blin\Alexis-Blin,fr FRA,MF,Toulouse,19,1996,26,2148,23.9,0,0,0,0,0,5,2,0,0,0,0,0,Matches
Yann Bodiger\Yann-Bodiger,fr FRA,MF,Toulouse,21,1995,29,1836,20.4,1,3,0,1,1,7,1,0.05,0.15,0.2,0,0.15,Matches
Mathieu Bodmer\Mathieu-Bodmer,fr FRA,MFDF,Guingamp,33,1982,10,671,7.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Mathieu Bodmer\Mathieu-Bodmer,fr FRA,MF,Nice,33,1982,12,587,6.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Olivier Boscagli\Olivier-Boscagli,fr FRA,DF,Nice,18,1997,1,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gabriel Boschilia\Gabriel-Boschilia,br BRA,MFFW,Monaco,20,1996,11,437,4.9,6,2,6,0,0,1,0,1.24,0.41,1.65,1.24,1.65,Matches
Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Montpellier,26,1990,33,2921,32.5,11,9,8,3,3,4,0,0.34,0.28,0.62,0.25,0.52,Matches
Arnold Bouka Moutou\Arnold-Bouka-Moutou,cg CGO,DF,Dijon,27,1988,10,755,8.4,0,0,0,0,0,3,2,0,0,0,0,0,Matches
Farid Boulaya\Farid-Boulaya,dz ALG,FW,Bastia,23,1993,2,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Grégory Bourillon\Gregory-Bourillon,fr FRA,DFMF,Angers,32,1984,5,345,3.8,1,0,1,0,0,1,0,0.26,0,0.26,0.26,0.26,Matches
Martin Braithwaite\Martin-Braithwaite,dk DEN,FWMF,Toulouse,25,1991,34,2945,32.7,11,3,7,4,6,7,0,0.34,0.09,0.43,0.21,0.31,Matches
Jimmy Briand\Jimmy-Briand,fr FRA,FW,Guingamp,30,1985,34,2882,32,12,6,9,3,3,2,0,0.37,0.19,0.56,0.28,0.47,Matches
Patrick Burner\Patrick-Burner,fr FRA,MFDF,Nice,20,1996,4,248,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexis Busin\Alexis-Busin,fr FRA,MFFW,Nancy,20,1995,6,243,2.7,1,0,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
Erick Cabaco\Erick-Cabaco,uy URU,DF,Nancy,21,1995,20,1613,17.9,0,1,0,0,0,1,1,0,0.06,0.06,0,0.06,Matches
Rémy Cabella\Remy-Cabella,fr FRA,FWMF,Marseille,26,1990,29,1587,17.6,2,4,2,0,0,4,0,0.11,0.23,0.34,0.11,0.34,Matches
Jimmy Cabot\Jimmy-Cabot,fr FRA,MFFW,Lorient,22,1994,25,1279,14.2,5,4,5,0,0,1,0,0.35,0.28,0.63,0.35,0.63,Matches
Jerson Cabral\Jerson-Cabral,nl NED,FW,Bastia,25,1991,6,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mathieu Cafaro\Mathieu-Cafaro,fr FRA,FWMF,Toulouse,19,1997,4,67,0.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Cafú\Cafu,pt POR,MF,Lorient,23,1993,18,1183,13.1,0,2,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
Yannick Cahuzac\Yannick-Cahuzac,fr FRA,MF,Bastia,31,1985,29,2427,27,1,0,1,0,0,8,7,0.04,0,0.04,0.04,0.04,Matches
Lorenzo Callegari\Lorenzo-Callegari,fr FRA,MF,Paris S-G,18,1998,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Souleymane Camara\Souleymane-Camara,sn SEN,MFFW,Montpellier,33,1982,28,1089,12.1,1,1,1,0,0,0,0,0.08,0.08,0.17,0.08,0.17,Matches
Pierrick Capelle\Pierrick-Capelle,fr FRA,FWMF,Angers,29,1987,32,1749,19.4,2,1,2,0,0,4,0,0.1,0.05,0.15,0.1,0.15,Matches
Yoan Cardinale\Yoan-Cardinale,fr FRA,GK,Nice,22,1994,36,3205,35.6,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Irvin Cardona\Irvin-Cardona,fr FRA,FW,Monaco,18,1997,3,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Diego Carlos\Diego-Carlos,br BRA,DF,Nantes,23,1993,34,2949,32.8,2,1,2,0,0,8,0,0.06,0.03,0.09,0.06,0.09,Matches
Cédric Carrasso\Cedric-Carrasso,fr FRA,GK,Bordeaux,34,1981,24,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Guido Carrillo\Guido-Carrillo,ar ARG,FW,Monaco,25,1991,19,598,6.6,7,1,7,0,0,0,0,1.05,0.15,1.2,1.05,1.2,Matches
Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FW,Monaco,22,1993,2,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,29,1987,36,2965,32.9,35,4,28,7,8,5,0,1.06,0.12,1.18,0.85,0.97,Matches
Dimitri Cavaré\Dimitri-Cavare,fr FRA,DF,Rennes,21,1995,2,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Julien Cétout\Julien-Cetout,fr FRA,MFDF,Nancy,28,1988,28,2332,25.9,1,2,1,0,0,3,0,0.04,0.08,0.12,0.04,0.12,Matches
Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,29,1986,27,2395,26.6,0,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,FW,Dijon,22,1994,8,224,2.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Clément Chantôme\Clement-Chantome,fr FRA,MF,Rennes,28,1987,7,336,3.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Paul Charruau\Paul-Charruau,fr FRA,GK,Bastia,23,1993,1,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sergei Chernik\Sergei-Chernik,by BLR,GK,Nancy,28,1988,17,1377,15.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Michaël Chrétien\Michael-Chretien,ma MAR,DF,Nancy,32,1984,13,1124,12.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Michaël Ciani\Michael-Ciani,fr FRA,DF,Lorient,32,1984,25,2167,24.1,3,0,3,0,0,5,0,0.12,0,0.12,0.12,0.12,Matches
Gilles Cioni\Gilles-Cioni,fr FRA,DF,Bastia,32,1984,25,2064,22.9,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Issa Cissokho\Issa-Cissokho,sn SEN,DF,Angers,31,1985,13,1158,12.9,0,2,0,0,0,2,1,0,0.16,0.16,0,0.16,Matches
Renato Civelli\Renato-Civelli,ar ARG,DF,Lille,32,1983,13,1098,12.2,1,0,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
Jérémy Clément\Jeremy-Clement,fr FRA,MF,Saint-Étienne,31,1984,5,335,3.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marcus Coco\Marcus-Coco,fr FRA,MFFW,Guingamp,20,1996,34,2612,29,4,2,4,0,0,6,0,0.14,0.07,0.21,0.14,0.21,Matches
Renaud Cohade\Renaud-Cohade,fr FRA,MF,Metz,31,1984,33,2782,30.9,1,4,1,0,0,11,1,0.03,0.13,0.16,0.03,0.16,Matches
Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,31,1985,24,1815,20.2,1,0,1,0,0,2,1,0.05,0,0.05,0.05,0.05,Matches
Diego Contento\Diego-Contento,de GER,DF,Bordeaux,26,1990,25,2103,23.4,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
Sébastien Corchia\Sebastien-Corchia,fr FRA,DFMF,Lille,25,1990,38,3416,38,1,1,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05,Matches
Benjamin Corgnet\Benjamin-Corgnet,fr FRA,FWMF,Saint-Étienne,29,1987,10,397,4.4,1,0,1,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,Lyon,19,1996,33,1899,21.1,6,2,6,0,0,1,0,0.28,0.09,0.38,0.28,0.38,Matches
Benoît Costil\Benoit-Costil,fr FRA,GK,Rennes,29,1987,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Karim Coulibaly\Karim-Coulibaly,fr FRA,FWMF,Nancy,23,1993,9,560,6.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MF,Bastia,20,1996,30,2277,25.3,0,2,0,0,0,4,0,0,0.08,0.08,0,0.08,Matches
Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Bastia,21,1995,24,2073,23,10,1,10,0,1,7,2,0.43,0.04,0.48,0.43,0.48,Matches
Joffrey Cuffaut\Joffrey-Cuffaut,fr FRA,DF,Nancy,28,1988,30,2568,28.5,1,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches
Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,21,1995,29,2431,27,8,3,8,0,0,2,0,0.3,0.11,0.41,0.3,0.41,Matches
Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Caen,28,1988,36,3167,35.2,0,2,0,0,0,4,3,0,0.06,0.06,0,0.06,Matches
Bryan Dabo\Bryan-Dabo,bf BFA,MFDF,Saint-Étienne,24,1992,14,643,7.1,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Mouhamadou Dabo\Mouhamadou-Dabo,fr FRA,DF,Caen,29,1986,2,146,1.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Maurice Dalé\Maurice-Dale,fr FRA,FW,Nancy,31,1985,25,1462,16.2,3,4,3,0,0,1,0,0.18,0.25,0.43,0.18,0.43,Matches
Gaël Danic\Gael-Danic,fr FRA,MF,Bastia,34,1981,29,1843,20.5,4,3,4,0,0,8,2,0.2,0.15,0.34,0.2,0.34,Matches
Dante\Dante,br BRA,DF,Nice,32,1983,33,2970,33,0,3,0,0,0,5,0,0,0.09,0.09,0,0.09,Matches
Romain Danzé\Romain-Danze,fr FRA,DF,Rennes,30,1986,35,3092,34.4,0,2,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
Sergi Darder\Sergi-Darder,es ESP,MF,Lyon,22,1993,23,1414,15.7,1,2,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches
Nill De Pauw\Nill-De-Pauw,cd COD,FWMF,Guingamp,26,1990,28,761,8.5,4,2,4,0,0,1,0,0.47,0.24,0.71,0.47,0.71,Matches
Morgan De Sanctis\Morgan-De-Sanctis,it ITA,GK,Monaco,39,1977,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,27,1988,38,3075,34.2,2,5,2,0,0,4,0,0.06,0.15,0.2,0.06,0.2,Matches
Jonathan Delaplace\Jonathan-Delaplace,fr FRA,MF,Caen,30,1986,33,2637,29.3,0,4,0,0,0,3,0,0,0.14,0.14,0,0.14,Matches
Paul Delecroix\Paul-Delecroix,fr FRA,GK,Lorient,27,1988,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Andy Delort\Andy-Delort,dz ALG,FW,Toulouse,24,1991,15,1218,13.5,5,1,4,1,2,0,0,0.37,0.07,0.44,0.3,0.37,Matches
Memphis Depay\Memphis-Depay,nl NED,MFFW,Lyon,22,1994,17,1188,13.2,5,6,5,0,0,1,0,0.38,0.45,0.83,0.38,0.83,Matches
Quentin Depehi\Quentin-Depehi,fr FRA,FW,Toulouse,19,1997,1,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,Montpellier,24,1991,19,1125,12.5,0,1,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
Ángel Di María\Angel-Di-Maria,ar ARG,FW,Paris S-G,28,1988,29,2036,22.6,6,7,6,0,0,1,1,0.27,0.31,0.57,0.27,0.57,Matches
Issiar Dia\Issiar-Dia,sn SEN,FW,Nancy,29,1987,31,2000,22.2,8,3,7,1,1,3,0,0.36,0.14,0.5,0.32,0.45,Matches
Cheick Diabaté\Cheick-Diabate,ml MLI,FW,Metz,28,1988,14,1055,11.7,8,1,5,3,3,2,0,0.68,0.09,0.77,0.43,0.51,Matches
Abou Diaby\Abou-Diaby,fr FRA,MF,Marseille,30,1986,2,128,1.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Fallou Diagne\Fallou-Diagne,sn SEN,MF,Metz,26,1989,12,999,11.1,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Modou Diagne\Modou-Diagne,sn SEN,DF,Nancy,22,1994,22,1846,20.5,1,0,1,0,0,1,1,0.05,0,0.05,0.05,0.05,Matches
Adama Diakhaby\Adama-Diakhaby,fr FRA,MF,Rennes,20,1996,25,728,8.1,4,0,3,1,1,2,0,0.49,0,0.49,0.37,0.37,Matches
Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Lyon,19,1996,22,1929,21.4,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,Matches
Abdou Diallo\Abdou-Diallo,sn SEN,DF,Monaco,20,1996,5,388,4.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Habib Diallo\Habib-Diallo,sn SEN,FWMF,Metz,21,1995,19,832,9.2,1,1,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches
Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Guingamp,30,1986,26,1744,19.4,5,1,5,0,0,8,2,0.26,0.05,0.31,0.26,0.31,Matches
Sadio Diallo\Sadio-Diallo,gn GUI,MFFW,Bastia,25,1990,28,1417,15.7,3,3,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38,Matches
Alou Diarra\Alou-Diarra,fr FRA,MF,Nancy,35,1981,18,1291,14.3,2,0,2,0,0,7,0,0.14,0,0.14,0.14,0.14,Matches
Lassana Diarra\Lassana-Diarra,fr FRA,MF,Marseille,31,1985,11,729,8.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Thomas Didillon\Thomas-Didillon,fr FRA,GK,Metz,20,1995,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,33,1983,28,2139,23.8,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,Matches
Famara Diedhiou\Famara-Diedhiou,sn SEN,FW,Angers,23,1992,31,2270,25.2,8,1,7,1,2,6,0,0.32,0.04,0.36,0.28,0.32,Matches
Ismaël Diomandé\Ismael-Diomande,ci CIV,MFDF,Caen,23,1992,12,792,8.8,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Lois Diony\Lois-Diony,fr FRA,FW,Dijon,23,1992,35,2807,31.2,11,7,11,0,0,2,1,0.35,0.22,0.58,0.35,0.58,Matches
Issa Diop\Issa-Diop,fr FRA,DF,Toulouse,19,1997,30,2700,30,2,1,2,0,0,9,0,0.07,0.03,0.1,0.07,0.1,Matches
Nabil Dirar\Nabil-Dirar,ma MAR,MFDF,Monaco,30,1986,18,876,9.7,1,3,1,0,0,2,0,0.1,0.31,0.41,0.1,0.41,Matches
Koffi Djidji\Koffi-Djidji,ci CIV,DFMF,Nantes,23,1992,28,2491,27.7,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Alexander Djiku\Alexander-Djiku,gh GHA,DF,Bastia,21,1994,23,1850,20.6,1,0,1,0,0,2,2,0.05,0,0.05,0.05,0.05,Matches
Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,23,1993,12,448,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Nice,19,1996,18,455,5.1,5,1,5,0,0,1,0,0.99,0.2,1.19,0.99,1.19,Matches
Férébory Doré\Ferebory-Dore,cg CGO,FW,Angers,27,1989,9,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dória\Doria,br BRA,DF,Marseille,21,1994,23,1372,15.2,1,0,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Lille,18,1997,1,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Metz,23,1992,29,2256,25.1,0,1,0,0,0,7,3,0,0.04,0.04,0,0.04,Matches
Tongo Doumbia\Tongo-Doumbia,ml MLI,MF,Toulouse,26,1989,10,476,5.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Julian Draxler\Julian-Draxler,de GER,FW,Paris S-G,22,1993,17,1012,11.2,4,1,4,0,0,2,0,0.36,0.09,0.44,0.36,0.44,Matches
Matthieu Dreyer\Matthieu-Dreyer,fr FRA,GK,Caen,27,1989,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Leo Dubois\Leo-Dubois,fr FRA,DF,Nantes,21,1994,36,3133,34.8,0,6,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
Maxime Dupé\Maxime-Dupe,fr FRA,GK,Nantes,23,1993,16,1440,16,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jimmy Durmaz\Jimmy-Durmaz,se SWE,MF,Toulouse,27,1989,27,1520,16.9,2,1,2,0,0,5,0,0.12,0.06,0.18,0.12,0.18,Matches
Éder\Eder,pt POR,FW,Lille,28,1987,31,2470,27.4,6,5,5,1,2,3,0,0.22,0.18,0.4,0.18,0.36,Matches
Odsonne Édouard\Odsonne-Edouard,fr FRA,FWMF,Toulouse,18,1998,16,572,6.4,1,0,1,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
Vincent Enyeama\Vincent-Enyeama,ng NGA,GK,Lille,33,1982,32,2854,31.7,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Kermit Erasmus\Kermit-Erasmus,za RSA,FW,Rennes,26,1990,8,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mevlüt Erdinç\Mevlut-Erdinc,tr TUR,FW,Metz,29,1987,24,1405,15.6,6,1,3,3,4,1,0,0.38,0.06,0.45,0.19,0.26,Matches
Patrice Evra\Patrice-Evra,fr FRA,DF,Marseille,35,1981,11,868,9.6,1,0,1,0,0,3,0,0.1,0,0.1,0.1,0.1,Matches
Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Nice,24,1992,29,2076,23.1,4,7,4,0,0,4,0,0.17,0.3,0.48,0.17,0.48,Matches
Fabinho\Fabinho,br BRA,MF,Monaco,22,1993,37,3073,34.1,9,1,2,7,7,8,0,0.26,0.03,0.29,0.06,0.09,Matches
Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,30,1986,29,1927,21.4,21,4,17,4,4,2,0,0.98,0.19,1.17,0.79,0.98,Matches
Simon Falette\Simon-Falette,gn GUI,DF,Metz,24,1992,35,3089,34.3,3,1,3,0,0,7,0,0.09,0.03,0.12,0.09,0.12,Matches
Rod Fanni\Rod-Fanni,fr FRA,DF,Marseille,34,1981,28,2396,26.6,1,0,1,0,0,7,0,0.04,0,0.04,0.04,0.04,Matches
Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Lyon,23,1993,32,2209,24.5,9,5,7,2,2,5,1,0.37,0.2,0.57,0.29,0.49,Matches
Julien Féret\Julien-Feret,fr FRA,MF,Caen,34,1982,35,3116,34.6,2,3,2,0,0,1,0,0.06,0.09,0.14,0.06,0.14,Matches
Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Rennes,29,1986,27,1836,20.4,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,24,1992,28,1052,11.7,1,2,1,0,0,4,0,0.09,0.17,0.26,0.09,0.26,Matches
Afonso Figueiredo\Afonso-Figueiredo,pt POR,DF,Rennes,23,1993,5,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Moryké Fofana\Moryke-Fofana,ci CIV,MF,Lorient,24,1991,7,353,3.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Milan Gaji_\Milan-Gajic,rs SRB,DF,Bordeaux,20,1996,14,1137,12.6,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Jordy Gaspar\Jordy-Gaspar,fr FRA,MFDF,Lyon,19,1997,2,172,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Johan Gastien\Johan-Gastien,fr FRA,MF,Dijon,28,1988,15,889,9.9,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Romain Genevois\Romain-Genevois,ht HAI,DF,Caen,28,1987,13,860,9.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Valère Germain\Valere-Germain,fr FRA,FW,Monaco,26,1990,36,2225,24.7,10,4,10,0,0,0,0,0.4,0.16,0.57,0.4,0.57,Matches
Anwar El Ghazi\Anwar-El-Ghazi,nl NED,MFFW,Lille,21,1995,12,703,7.8,1,0,1,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
Lamine Ghezali\Lamine-Ghezali,fr FRA,MF,Saint-Étienne,17,1999,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rachid Ghezzal\Rachid-Ghezzal,dz ALG,MFFW,Lyon,24,1992,26,1374,15.3,2,2,2,0,0,2,2,0.13,0.13,0.26,0.13,0.26,Matches
Guillaume Gillet\Guillaume-Gillet,be BEL,MF,Nantes,32,1984,38,3366,37.4,3,0,3,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
Thibault Giresse\Thibault-Giresse,fr FRA,MF,Guingamp,35,1981,13,433,4.8,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,28,1988,36,3240,36,6,2,6,0,0,6,0,0.17,0.06,0.22,0.17,0.22,Matches
Joris Gnagnon\Joris-Gnagnon,fr FRA,DF,Rennes,19,1997,27,2327,25.9,1,0,1,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
Mauro Goicoechea\Mauro-Goicoechea,uy URU,GK,Toulouse,28,1988,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bafétimbi Gomis\Bafetimbi-Gomis,fr FRA,FW,Marseille,30,1985,31,2599,28.9,20,4,17,3,3,6,0,0.69,0.14,0.83,0.59,0.73,Matches
Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Lyon,27,1989,30,2518,28,1,1,1,0,0,7,1,0.04,0.04,0.07,0.04,0.07,Matches
Mathieu Gorgelin\Mathieu-Gorgelin,fr FRA,GK,Lyon,25,1990,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yoann Gourcuff\Yoann-Gourcuff,fr FRA,MFFW,Rennes,30,1986,27,2289,25.4,4,3,4,0,0,3,0,0.16,0.12,0.28,0.16,0.28,Matches
Clément Grenier\Clement-Grenier,fr FRA,MF,Lyon,25,1991,4,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kamil Grosicki\Kamil-Grosicki,pl POL,MF,Rennes,28,1988,16,992,11,4,3,3,1,2,0,0,0.36,0.27,0.64,0.27,0.54,Matches
Gonçalo Guedes\Goncalo-Guedes,pt POR,FW,Paris S-G,19,1996,7,143,1.6,0,1,0,0,0,0,0,0,0.63,0.63,0,0.63,Matches
Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Lorient,17,1999,8,420,4.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Diallo Guidileye\Diallo-Guidileye,mr MTN,MF,Nancy,26,1989,24,1749,19.4,0,2,0,0,0,5,0,0,0.1,0.1,0,0.1,Matches
Frederic Guilbert\Frederic-Guilbert,fr FRA,DFMF,Caen,21,1994,23,2038,22.6,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Bordeaux,21,1994,3,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Théo Guivarch\Theo-Guivarch,fr FRA,GK,Guingamp,20,1995,1,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Oussama Haddadi\Oussama-Haddadi,tn TUN,DF,Dijon,24,1992,13,1078,12,0,2,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
Youssouf Hadji\Youssouf-Hadji,ma MAR,FW,Nancy,36,1980,26,1299,14.4,0,1,0,0,1,1,0,0,0.07,0.07,0,0.07,Matches
Pierre-Yves Hamel\Pierre-Yves-Hamel,fr FRA,FW,Lorient,22,1994,3,36,0.4,1,0,1,0,0,0,0,2.5,0,2.5,2.5,2.5,Matches
Romain Hamouma\Romain-Hamouma,fr FRA,MFFW,Saint-Étienne,29,1987,29,1969,21.9,7,5,5,2,2,2,0,0.32,0.23,0.55,0.23,0.46,Matches
Amine Harit\Amine-Harit,ma MAR,MF,Nantes,19,1997,30,2184,24.3,1,1,1,0,0,4,1,0.04,0.04,0.08,0.04,0.08,Matches
Gauthier Hein\Gauthier-Hein,fr FRA,MF,Metz,19,1996,13,518,5.8,1,0,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
Dalbert Henrique\Dalbert-Henrique,br BRA,DFMF,Nice,22,1993,33,2867,31.9,0,2,0,0,0,7,0,0,0.06,0.06,0,0.06,Matches
Pedro Henrique\Pedro-Henrique,br BRA,MF,Rennes,26,1990,13,331,3.7,0,1,0,0,0,3,0,0,0.27,0.27,0,0.27,Matches
Vitorino Hilton\Vitorino-Hilton,br BRA,DF,Montpellier,38,1977,32,2803,31.1,1,1,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,Matches
Tomá_ Hubo_an\Tomas-Hubocan,sk SVK,DF,Marseille,30,1985,13,997,11.1,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Adrien Hunou\Adrien-Hunou,fr FRA,MF,Rennes,22,1994,22,1139,12.7,1,0,1,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Lorient,22,1994,2,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,Matches
