Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Abdoulaye Ba\Abdoulaye-Ba,sn SEN,DF,Rayo Vallecano,27,1991,23.4,4,2,0,24,13,1,0,26,28,0,3,0,246,62,19,76.5,Matches
Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,31,1986,14.1,3,0,0,19,9,15,15,6,5,1,0,0,55,15,16,48.4,Matches
Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,29,1989,19.8,4,0,0,18,21,15,78,5,12,0,0,0,72,25,29,46.3,Matches
Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,30,1988,5.8,0,0,0,10,1,1,4,7,9,0,0,0,42,4,2,66.7,Matches
Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,30,1988,29.6,17,2,1,57,67,2,42,31,44,0,1,0,353,10,19,34.5,Matches
Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,25,1992,13.7,3,0,0,25,22,4,11,11,14,0,0,0,99,10,13,43.5,Matches
Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,23,1995,31.5,6,0,0,61,47,5,43,26,45,1,1,0,272,4,18,18.2,Matches
Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,31,1987,10.4,4,0,0,21,9,0,41,9,8,0,0,0,75,8,6,57.1,Matches
Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,16,2001,4.4,0,0,0,12,6,3,4,2,6,0,0,0,31,1,8,11.1,Matches
Marc Bartra\Marc-Bartra,es ESP,DF,Betis,27,1991,32.5,4,0,0,30,39,4,3,38,55,0,2,0,316,54,35,60.7,Matches
Borja Bastón\Borja-Baston,es ESP,FW,Alavés,25,1992,16,4,0,0,41,13,12,1,1,9,0,0,0,74,45,84,34.9,Matches
Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,24,1993,5.9,3,0,0,16,8,5,3,2,1,0,0,0,28,4,10,28.6,Matches
Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,23,1995,6.6,1,0,0,14,9,9,2,3,5,1,0,0,21,41,43,48.8,Matches
Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,28,1990,14.5,6,0,0,22,9,8,75,7,21,1,0,0,124,19,17,52.8,Matches
Bebé\Bebe,pt POR,MF,Eibar,28,1990,0.7,0,0,0,3,1,0,5,0,0,0,0,0,6,0,1,0,Matches
Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,19,1999,16.9,3,0,0,12,14,0,4,16,16,0,0,0,164,4,7,36.4,Matches
Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,27,1990,31.2,3,0,0,26,24,30,44,8,18,0,0,0,160,31,81,27.7,Matches
Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,30,1987,32.8,1,0,0,23,22,36,31,5,13,1,0,0,115,32,38,45.7,Matches
Yuri Berchiche\Yuri-Berchiche,es ESP,DFFW,Athletic Club,28,1990,34.7,8,0,0,38,78,3,85,29,42,0,0,0,394,66,33,66.7,Matches
Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,32,1986,0.6,0,0,0,1,0,0,1,2,1,0,0,0,6,0,0,,Matches
Pedro Bigas\Pedro-Bigas,es ESP,DF,Eibar,27,1990,6.5,1,0,0,5,4,0,0,8,5,0,0,0,98,12,7,63.2,Matches
Alejandro Blanco\Alejandro-Blanco,es ESP,FWMF,Alavés,19,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,23,1995,25,2,0,0,1,0,0,0,0,0,0,0,0,120,0,0,,Matches
Pablo de Blasis\Pablo-de-Blasis,ar ARG,DFMF,Eibar,30,1988,16.9,2,1,0,18,11,0,55,11,17,0,0,0,155,24,26,48,Matches
Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FW,Levante,22,1996,7.8,2,0,0,14,19,9,1,1,1,0,0,0,23,17,14,54.8,Matches
Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FW,Barcelona,31,1987,2.7,1,0,0,3,9,3,0,1,1,0,0,0,8,5,6,45.5,Matches
Daniele Bonera\Daniele-Bonera,it ITA,DF,Villarreal,37,1981,2.6,1,0,0,2,0,0,0,2,0,0,0,1,14,2,5,28.6,Matches
Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Betis,28,1990,6,1,0,0,5,8,1,17,2,5,0,0,0,36,2,10,16.7,Matches
Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MF,Celta Vigo,28,1990,8,2,1,0,6,9,0,26,2,5,0,1,0,59,7,13,35,Matches
Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Celta Vigo,24,1993,23.2,6,0,0,42,60,1,43,8,21,1,0,0,165,15,13,53.6,Matches
Yassine Bounou\Yassine-Bounou,ma MAR,GK,Girona,27,1991,31.8,2,0,0,0,3,0,0,0,0,0,0,0,133,1,0,100,Matches
Martin Braithwaite\Martin-Braithwaite,dk DEN,FW,Leganés,27,1991,15.6,5,0,0,24,16,14,7,1,5,1,0,0,67,30,41,42.3,Matches
Darko Brašanac\Darko-Brasanac,rs SRB,MF,Alavés,26,1992,17.6,5,0,0,34,15,0,9,13,19,0,0,0,213,25,23,52.1,Matches
Rajko Brežan?i?\Rajko-Brezancic,rs SRB,DF,Huesca,28,1989,0.7,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,,Matches
Bryan\Bryan,es ESP,MFFW,Sevilla,17,2001,1.9,0,0,0,3,8,0,7,2,2,0,0,0,12,1,3,25,Matches
Burgui\Burgui,es ESP,MFFW,Alavés,24,1993,6.2,1,0,0,10,20,3,5,0,5,0,0,0,44,3,3,50,Matches
Sergio Busquets\Sergio-Busquets,es ESP,MF,Barcelona,30,1988,30.2,10,0,0,38,54,0,1,35,57,0,0,0,337,32,44,42.1,Matches
Unai Bustinza\Unai-Bustinza,es ESP,DF,Leganés,26,1992,22.5,11,1,1,31,30,0,24,35,32,0,2,0,247,48,26,64.9,Matches
Erick Cabaco\Erick-Cabaco,uy URU,DF,Levante,23,1995,18.1,11,2,1,33,13,1,1,21,16,0,1,0,175,23,27,46,Matches
Gustavo Cabral\Gustavo-Cabral,ar ARG,DF,Celta Vigo,32,1985,21.1,6,2,2,19,6,4,0,20,19,0,0,1,211,55,31,64,Matches
Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Getafe,27,1991,31,11,1,1,35,14,2,38,38,29,0,0,1,422,141,41,77.5,Matches
Jordi Calavera\Jordi-Calavera,es ESP,DF,Eibar,22,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Fernando Calero\Fernando-Calero,es ESP,DF,Valladolid,22,1995,34.8,7,0,0,35,12,0,4,37,28,0,2,0,322,50,63,44.2,Matches
Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Alavés,24,1993,31.9,6,0,0,70,70,15,32,8,19,2,0,0,167,156,189,45.2,Matches
Juanjo Camacho\Juanjo-Camacho,es ESP,MF,Huesca,37,1980,0.4,0,0,0,0,0,0,0,2,1,0,0,0,8,1,4,20,Matches
Sergio Camello\Sergio-Camello,es ESP,FW,Atlético Madrid,17,2001,0.5,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,,Matches
José Campaña\Jose-Campana,es ESP,MF,Levante,25,1993,35.7,11,0,0,42,35,4,34,21,48,0,1,0,406,21,33,38.9,Matches
Sergio Canales\Sergio-Canales,es ESP,MFFW,Betis,27,1991,29.5,5,0,0,28,50,11,62,15,42,0,0,0,204,2,15,11.8,Matches
Ander Capa\Ander-Capa,es ESP,DF,Athletic Club,26,1992,18.2,9,0,0,44,16,8,42,19,21,0,0,0,185,25,12,67.6,Matches
Marc Cardona\Marc-Cardona,es ESP,FWMF,Eibar,23,1995,6.7,1,0,0,9,12,5,11,1,7,0,0,0,35,16,21,43.2,Matches
Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,29,1988,23.7,10,0,0,30,6,1,2,26,23,0,0,0,252,47,33,58.8,Matches
Guido Carrillo\Guido-Carrillo,ar ARG,FW,Leganés,27,1991,22.1,5,0,0,41,29,9,4,5,12,0,0,0,117,169,121,58.3,Matches
Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,26,1992,23.4,10,0,0,30,34,2,55,29,22,0,0,0,239,13,16,44.8,Matches
William Carvalho\William-Carvalho,pt POR,MF,Betis,26,1992,26.5,7,0,0,24,35,2,1,16,32,0,0,0,257,34,16,68,Matches
Casemiro\Casemiro,br BRA,MF,Real Madrid,26,1992,25.7,7,1,1,47,49,0,10,36,56,1,2,0,314,70,39,64.2,Matches
Santiago Cáseres\Santiago-Caseres,ar ARG,MF,Villarreal,21,1997,17.6,10,0,0,34,13,0,1,9,50,0,0,0,165,21,28,42.9,Matches
Catena\Catena,es ESP,DF,Rayo Vallecano,23,1994,2,1,0,0,4,2,0,0,1,0,0,1,0,10,7,3,70,Matches
Santi Cazorla\Santi-Cazorla,es ESP,MFFW,Villarreal,33,1984,29.4,2,0,0,22,58,0,53,23,42,0,0,0,249,7,27,20.6,Matches
Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,21,1996,13.9,3,0,0,16,40,1,10,16,22,0,0,0,144,8,18,30.8,Matches
Charles\Charles,br BRA,FW,Eibar,34,1984,19.3,4,0,0,39,29,13,8,7,6,1,0,0,118,92,94,49.5,Matches
Chechu\Chechu,es ESP,DF,Rayo Vallecano,36,1982,1,0,0,0,0,1,0,0,1,0,0,0,0,6,1,0,100,Matches
Chema\Chema,es ESP,DF,Levante,26,1992,13.9,7,0,0,19,5,0,0,19,12,0,0,0,100,20,9,69,Matches
Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,27,1990,19,2,0,0,42,19,10,83,17,35,0,0,0,143,26,34,43.3,Matches
Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Getafe,28,1990,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,Matches
Samuel Chukwueze\Samuel-Chukwueze,ng NGA,FWMF,Villarreal,19,1999,19,2,0,0,20,20,19,28,10,11,0,0,0,126,17,23,42.5,Matches
Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,29,1989,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,Matches
Coke\Coke,es ESP,DF,Levante,31,1987,20.2,5,1,1,26,31,1,30,17,17,0,0,0,179,24,27,47.1,Matches
Álex Collado\Alex-Collado,es ESP,FW,Barcelona,19,1999,0.9,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,,Matches
Santi Comesaña\Santi-Comesana,es ESP,MF,Rayo Vallecano,21,1996,22.6,6,0,0,28,28,1,7,16,36,0,0,0,266,20,38,34.5,Matches
Duje ?op\Duje-Cop,hr CRO,FW,Valladolid,28,1990,7.6,2,0,0,6,8,3,11,2,6,1,0,0,27,8,23,25.8,Matches
Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,27,1991,19.6,5,0,0,22,29,0,1,50,35,0,0,0,201,30,17,63.8,Matches
Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,21,1997,14.7,3,0,0,19,20,2,41,18,25,0,0,0,98,12,22,35.3,Matches
Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,23,1995,21.3,7,1,0,38,36,11,40,22,30,1,0,0,164,12,16,42.9,Matches
Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,29,1988,12.4,4,1,0,22,15,11,3,3,2,0,0,0,31,24,44,35.3,Matches
Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,30,1988,16.6,6,0,0,20,23,0,40,19,17,0,0,1,136,17,22,43.6,Matches
David Costas\David-Costas,es ESP,DF,Celta Vigo,23,1995,13,4,0,0,16,7,1,1,8,17,0,0,0,99,27,10,73,Matches
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,26,1992,27,2,0,0,0,5,0,0,0,0,0,0,0,118,0,0,,Matches
Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Barcelona,26,1992,22.4,2,0,0,19,45,8,19,8,12,1,0,0,132,4,20,16.7,Matches
Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MFFW,Getafe,24,1993,5,3,0,0,13,17,0,4,7,11,1,0,0,62,5,16,23.8,Matches
Cucho\Cucho,co COL,FW,Huesca,19,1999,23.9,6,0,0,33,40,14,41,11,18,1,0,0,121,40,78,33.9,Matches
Marc Cucurella\Marc-Cucurella,es ESP,MFFW,Eibar,20,1998,26.2,6,0,0,42,16,8,61,15,39,0,0,0,248,35,50,41.2,Matches
Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,34,1984,33.9,5,0,0,0,7,0,0,0,0,0,0,0,201,0,0,,Matches
Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,24,1993,30.1,8,1,1,31,30,1,27,19,31,0,0,0,229,14,19,42.4,Matches
Moisés Delgado\Moises-Delgado,es ESP,DF,Valladolid,24,1994,3,1,0,0,4,3,0,9,2,3,0,0,0,18,5,3,62.5,Matches
Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,21,1997,18.5,1,0,0,22,22,9,66,3,10,0,0,0,102,6,9,40,Matches
Franco Di Santo\Franco-Di-Santo,ar ARG,FW,Rayo Vallecano,29,1989,1.9,1,1,0,5,4,2,2,0,2,0,0,0,7,6,4,60,Matches
Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,21,1996,17.6,9,0,0,24,9,1,0,17,9,0,2,0,158,33,23,58.9,Matches
Brahim Díaz\Brahim-Diaz,es ESP,FW,Real Madrid,18,1999,4.2,0,0,0,4,14,0,4,0,5,0,0,0,25,1,6,14.3,Matches
Javier Díaz\Javier-Diaz,es ESP,GK,Sevilla,21,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Huesca,22,1996,8.3,3,0,0,9,9,0,0,11,10,0,0,0,63,9,10,47.4,Matches
Stole Dimitrievski\Stole-Dimitrievski,mk MKD,GK,Rayo Vallecano,24,1993,21,3,0,0,1,4,0,0,0,0,0,0,0,124,0,0,,Matches
Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,32,1986,26.1,11,0,0,68,47,1,6,27,46,0,0,0,442,85,56,60.3,Matches
Djené\Djene,tg TOG,DF,Getafe,26,1991,33.1,13,2,1,51,30,0,7,59,36,1,3,0,502,73,52,58.4,Matches
Marko Dmitrovi?\Marko-Dmitrovic,rs SRB,GK,Eibar,26,1992,24,3,0,0,3,0,0,0,0,0,0,1,0,156,0,0,,Matches
Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,27,1990,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,,Matches
Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,25,1992,3.5,1,0,0,13,6,0,0,5,10,0,1,0,28,2,7,22.2,Matches
Seydou Doumbia\Seydou-Doumbia,ci CIV,FW,Girona,30,1987,6,2,0,0,10,5,4,1,3,4,0,0,0,18,4,27,12.9,Matches
Óscar Duarte\Oscar-Duarte,cr CRC,DFMF,Espanyol,29,1989,7.3,0,0,0,8,2,1,0,8,5,0,0,1,77,20,5,80,Matches
Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,22,1995,30.8,10,1,0,35,61,1,55,34,40,0,0,0,321,41,33,55.4,Matches
Hugo Duro\Hugo-Duro,es ESP,MFFW,Getafe,18,1999,4.6,0,0,0,9,17,0,2,2,4,1,0,0,23,7,13,35,Matches
Raphael Dwamena\Raphael-Dwamena,gh GHA,FW,Levante,22,1995,2.5,0,0,0,8,6,4,6,0,0,1,0,0,13,3,13,18.8,Matches
Dennis Eckert\Dennis-Eckert,de GER,FW,Celta Vigo,21,1997,2.4,0,0,0,3,6,1,0,3,1,0,0,0,8,8,6,57.1,Matches
Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,24,1994,25,5,0,0,22,27,0,20,27,31,0,0,0,247,52,40,56.5,Matches
Gorka Elustondo\Gorka-Elustondo,es ESP,MF,Rayo Vallecano,31,1987,3.2,1,0,0,4,2,0,1,3,3,0,0,0,36,4,4,50,Matches
Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,24,1993,4.8,1,0,0,7,2,0,0,4,4,0,1,0,44,24,6,80,Matches
Adri Embarba\Adri-Embarba,es ESP,FWMF,Rayo Vallecano,26,1992,25.4,5,1,1,44,36,9,102,25,34,1,1,0,166,19,34,35.8,Matches
Emerson\Emerson,br BRA,DF,Betis,19,1999,3.5,1,0,0,5,14,0,6,1,10,0,0,0,23,5,3,62.5,Matches
Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Leganés,21,1997,23.4,7,0,0,36,40,17,30,9,11,0,0,1,86,95,75,55.9,Matches
Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,28,1990,28.7,4,0,0,65,31,39,5,5,26,2,0,0,156,127,177,41.8,Matches
Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,28,1990,7,2,0,0,16,11,1,11,3,3,1,0,0,44,4,11,26.7,Matches
Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,25,1993,19.9,6,0,0,32,18,0,10,19,39,0,0,0,282,34,47,42,Matches
Sergio Escudero\Sergio-Escudero,es ESP,DFMF,Sevilla,28,1989,17.2,8,1,1,21,21,1,37,17,20,0,0,0,177,23,26,46.9,Matches
Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,29,1989,30.3,6,2,2,33,6,3,3,31,12,0,1,0,296,111,52,68.1,Matches
Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,31,1987,22.6,8,0,0,30,17,0,34,20,35,0,1,0,239,21,19,52.5,Matches
Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Huesca,30,1987,29.7,10,0,0,34,12,1,10,25,28,0,1,1,237,61,44,58.1,Matches
Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,29,1989,18.9,7,0,0,29,9,0,6,15,18,0,2,0,212,54,22,71.1,Matches
Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,27,1991,16,0,0,0,0,4,0,0,0,0,0,0,1,91,0,0,,Matches
Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,31,1986,6,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,,Matches
Borja Fernández\Borja-Fernandez,es ESP,MFDF,Valladolid,37,1981,9.3,4,0,0,17,6,1,3,11,16,0,0,0,108,34,15,69.4,Matches
Joaquín Fernández\Joaquin-Fernandez,es ESP,DFMF,Valladolid,22,1996,9.3,2,0,0,8,8,0,0,11,8,0,0,1,69,35,14,71.4,Matches
David Ferreiro\David-Ferreiro,es ESP,FWMF,Huesca,30,1988,25.3,5,0,0,42,36,24,146,16,21,0,0,0,195,5,30,14.3,Matches
Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FWMF,Espanyol,27,1991,2.3,2,0,0,8,4,2,2,0,3,0,0,0,8,8,9,47.1,Matches
Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,21,1996,21.5,7,0,0,30,26,4,58,14,27,1,0,0,160,30,14,68.2,Matches
Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,34,1984,5,5,0,0,15,6,0,0,4,5,0,0,0,51,13,5,72.2,Matches
Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,22,1996,27.5,4,0,0,31,43,4,30,21,30,0,0,0,223,12,55,17.9,Matches
Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFFW,Getafe,25,1993,20,7,0,0,49,25,2,21,20,25,0,0,0,173,20,41,32.8,Matches
Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,34,1984,2.6,1,0,0,7,5,0,0,1,4,0,0,0,31,2,3,40,Matches
Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Villarreal,27,1991,29.2,15,0,0,32,22,2,3,32,26,0,0,1,315,59,25,70.2,Matches
Javi Galán\Javi-Galan,es ESP,DFMF,Huesca,23,1994,16,7,0,0,15,22,1,60,16,38,0,1,0,139,13,18,41.9,Matches
Álex Gallar\Alex-Gallar,es ESP,MFFW,Huesca,26,1992,11.2,2,0,0,6,16,3,24,7,13,0,0,0,85,3,3,50,Matches
Enric Gallego\Enric-Gallego,es ESP,FW,Huesca,31,1986,17.1,4,0,0,45,29,19,9,8,14,0,0,0,76,82,87,48.5,Matches
Álex Gálvez\Alex-Galvez,es ESP,DF,Rayo Vallecano,29,1989,15.7,6,0,0,22,13,1,1,29,25,0,2,0,154,27,24,52.9,Matches
Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,31,1987,17.9,1,0,0,11,12,17,17,6,9,1,0,0,59,12,29,29.3,Matches
Cristian Ganea\Cristian-Ganea,ro ROU,MF,Athletic Club,26,1992,0.5,0,0,0,2,1,0,1,2,0,0,0,0,2,0,0,,Matches
Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,31,1986,23.7,4,0,0,19,13,0,3,12,13,0,1,0,223,62,32,66,Matches
Borja Garcés\Borja-Garces,es ESP,FWMF,Atlético Madrid,18,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,Matches
