Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Bernard Tekpetey\Bernard-Tekpetey,gh GHA,MF,Schalke 04,18,1997,0.1,1,0,0,1,0,0,0,0,0,0,0,0,Matches
Marco Terrazzino\Marco-Terrazzino,de GER,MFFW,Hoffenheim,25,1991,4,0,0,0,5,7,2,3,3,5,0,0,0,Matches
Lennart Thy\Lennart-Thy,de GER,FW,Werder Bremen,24,1992,1,0,0,0,0,2,0,1,1,0,0,0,0,Matches
Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Ingolstadt 04,23,1993,26.5,9,0,0,44,14,2,0,63,21,0,4,0,Matches
Jeremy Toljan\Jeremy-Toljan,de GER,MF,Hoffenheim,21,1994,14.6,1,0,0,4,14,1,20,31,14,0,0,0,Matches
Ömer Toprak\Omer-Toprak,tr TUR,DF,Leverkusen,27,1989,23.3,6,0,0,31,9,0,1,57,27,0,0,0,Matches
Marc Torrejón\Marc-Torrejon,es ESP,DF,Freiburg,30,1986,10.4,1,0,0,5,5,0,0,23,9,0,1,0,Matches
Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,18,1997,5.4,1,0,0,6,8,0,1,17,5,0,1,0,Matches
Ibrahima Traoré\Ibrahima-Traore,gn GUI,MF,M'Gladbach,28,1988,9.3,0,0,0,5,18,5,55,8,20,0,1,0,Matches
Christian Träsch\Christian-Trasch,de GER,DFMF,Wolfsburg,28,1987,7.7,0,0,0,5,11,0,40,26,14,0,0,0,Matches
Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,27,1988,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,17,1998,7.4,3,0,0,15,3,0,1,27,17,0,0,0,Matches
Takashi Usami\Takashi-Usami,jp JPN,MF,Augsburg,24,1992,4.9,0,0,0,7,4,0,8,16,10,0,0,0,Matches
Mark Uth\Mark-Uth,de GER,FW,Hoffenheim,24,1991,12.8,4,0,0,24,26,10,12,17,10,0,0,0,Matches
Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Eint Frankfurt,19,1997,22.9,4,0,0,19,10,0,1,71,24,1,0,1,Matches
Guillermo Varela\Guillermo-Varela,uy URU,MFDF,Eint Frankfurt,23,1993,4.8,1,0,0,4,6,0,6,22,5,0,0,0,Matches
Eduardo Vargas\Eduardo-Vargas,cl CHI,FWMF,Hoffenheim,26,1989,1.1,1,0,0,3,1,0,2,3,0,0,0,0,Matches
Miloš Veljkovi?\Milos-Veljkovic,rs SRB,DF,Werder Bremen,20,1995,20.1,5,0,0,21,10,1,3,30,15,0,0,0,Matches
Paul Verhaegh\Paul-Verhaegh,nl NED,DF,Augsburg,32,1983,30.7,4,0,0,20,25,1,42,81,41,0,0,0,Matches
Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,M'Gladbach,23,1992,29.6,1,0,0,24,22,0,0,57,51,0,0,0,Matches
Arturo Vidal\Arturo-Vidal,cl CHI,MF,Bayern Munich,29,1987,20.2,8,0,0,49,22,2,10,58,55,0,0,0,Matches
Vieirinha\Vieirinha,pt POR,MFDF,Wolfsburg,30,1986,13.5,3,0,0,14,26,3,46,49,19,0,0,0,Matches
Kevin Vogt\Kevin-Vogt,de GER,DFMF,Hoffenheim,24,1991,28.8,6,0,0,21,28,1,0,46,30,0,1,0,Matches
Kevin Volland\Kevin-Volland,de GER,FWMF,Leverkusen,24,1992,16.4,3,1,0,36,19,6,14,5,13,1,0,0,Matches
Mario Vran?i?\Mario-Vrancic,ba BIH,MF,Darmstadt 98,27,1989,17.1,2,2,1,32,25,1,77,28,36,0,0,0,Matches
Sandro Wagner\Sandro-Wagner,de GER,FW,Hoffenheim,28,1987,28.9,3,1,0,76,84,31,17,16,22,1,0,0,Matches
Walace\Walace,br BRA,MF,Hamburger SV,21,1995,8,2,0,0,16,8,0,0,41,13,0,0,0,Matches
Luca Waldschmidt\Luca-Waldschmidt,de GER,MF,Hamburger SV,20,1996,4,0,0,0,4,4,2,0,5,5,0,0,0,Matches
Roman Weidenfeller\Roman-Weidenfeller,de GER,GK,Dortmund,35,1980,7,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Julian Weigl\Julian-Weigl,de GER,MF,Dortmund,20,1995,26.8,2,0,0,31,62,0,3,72,46,0,0,0,Matches
Mitchell Weiser\Mitchell-Weiser,de GER,MFDF,Hertha BSC,22,1994,12.5,2,0,0,19,40,5,33,31,19,0,0,0,Matches
Wendell\Wendell,br BRA,DF,Leverkusen,23,1993,28.1,9,2,1,42,33,1,55,77,71,1,1,0,Matches
Oscar Wendt\Oscar-Wendt,se SWE,DFMF,M'Gladbach,30,1985,27.3,3,0,0,27,15,3,78,69,40,0,1,0,Matches
Timo Werner\Timo-Werner,de GER,FW,RB Leipzig,20,1996,26.8,4,0,0,21,32,50,49,23,19,3,0,0,Matches
Felix Wiedwald\Felix-Wiedwald,de GER,GK,Werder Bremen,26,1990,24.5,2,0,0,0,4,0,0,2,0,0,0,0,Matches
Marius Wolf\Marius-Wolf,de GER,MF,Eint Frankfurt,21,1995,1.9,1,0,0,5,2,0,4,3,5,0,0,0,Matches
Philipp Wollscheid\Philipp-Wollscheid,de GER,DF,Wolfsburg,27,1989,6,0,0,0,3,4,0,0,14,13,0,0,0,Matches
Bobby Wood\Bobby-Wood,us USA,FW,Hamburger SV,23,1992,23.1,1,1,0,37,30,16,6,11,15,0,0,0,Matches
Sambou Yatabaré\Sambou-Yatabare,ml MLI,MF,Werder Bremen,27,1989,1.9,0,0,0,7,1,1,11,4,2,0,0,0,Matches
Vladlen Yurchenko\Vladlen-Yurchenko,ua UKR,MF,Leverkusen,22,1994,1.6,0,0,0,2,0,0,0,10,1,0,0,0,Matches
Simon Zoller\Simon-Zoller,de GER,MFFW,Köln,25,1991,11.5,3,0,0,12,10,5,13,17,8,0,0,0,Matches
Steven Zuber\Steven-Zuber,ch SUI,MF,Hoffenheim,24,1991,22.5,2,0,0,25,37,1,27,58,36,1,0,1,Matches
