Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Matches
Jean-Eudes Aholou\Jean-Eudes-Aholou,ci CIV,MF,Monaco,27-041,1994,0.4,0,0,0,0,1,0,0,2,0,0,0,0,3,Matches
Jean-Eudes Aholou\Jean-Eudes-Aholou,ci CIV,MF,Strasbourg,27-041,1994,21.1,8,0,0,46,26,0,5,47,29,0,0,0,211,Matches
Rayan Aït Nouri\Rayan-Ait-Nouri,fr FRA,DF,Angers,19-328,2001,2.1,0,0,0,2,3,0,4,1,2,0,0,0,12,Matches
Ludovic Ajorque\Ludovic-Ajorque,re REU,FW,Strasbourg,27-064,1994,29,5,0,0,30,42,12,30,10,16,1,0,0,107,Matches
Marley Aké\Marley-Ake,fr FRA,FW,Marseille,20-115,2001,1.6,0,0,0,6,5,0,1,1,0,0,0,0,7,Matches
Sofiane Alakouch\Sofiane-Alakouch,fr FRA,DF,Nîmes,22-275,1998,16.2,4,0,0,25,26,1,15,33,33,1,1,0,127,Matches
Mohamed Ali Cho\Mohamed-Ali-Cho,fr FRA,FWMF,Angers,17-101,2004,3.3,1,0,0,7,6,0,6,3,8,0,0,0,18,Matches
Rachid Alioui\Rachid-Alioui,ma MAR,FW,Angers,28-316,1992,0.2,0,0,0,0,1,0,0,0,0,0,0,0,3,Matches
Saturnin Allagbé\Saturnin-Allagbe,bj BEN,GK,Dijon,27-159,1993,8,2,0,0,2,1,0,0,0,0,0,1,0,50,Matches
Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MF,Angers,28-024,1993,16.6,6,0,0,34,5,0,3,29,30,0,0,0,143,Matches
Romain Amalfitano\Romain-Amalfitano,fr FRA,FWDF,Dijon,31-246,1989,1.3,0,0,0,2,1,0,4,1,1,0,0,0,9,Matches
Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,27-052,1994,8.2,3,1,0,9,13,1,8,12,11,1,0,0,82,Matches
Thierry Ambrose\Thierry-Ambrose,fr FRA,FW,Metz,24-033,1997,6.2,2,0,0,16,5,3,10,3,3,0,0,0,38,Matches
Joachim Andersen\Joachim-Andersen,dk DEN,DF,Lyon,24-334,1996,2.1,1,0,0,5,2,0,0,0,1,0,0,0,23,Matches
Benjamin André\Benjamin-Andre,fr FRA,MF,Lille,30-270,1990,29.4,9,0,0,64,53,0,11,55,81,0,0,0,372,Matches
Victorien Angban\Victorien-Angban,ci CIV,MF,Metz,24-213,1996,18.3,5,0,0,29,29,0,6,13,29,0,0,0,188,Matches
Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,22-304,1998,17.5,2,1,0,17,21,3,17,14,10,0,0,0,107,Matches
Adil Aouchiche\Adil-Aouchiche,fr FRA,MFFW,Saint-Étienne,18-289,2002,17.5,2,0,0,18,28,2,39,5,19,0,0,0,102,Matches
Dennis Appiah\Dennis-Appiah,fr FRA,DF,Nantes,28-325,1992,13.4,3,0,0,13,3,1,33,18,24,0,1,0,142,Matches
Luiz Araújo\Luiz-Araujo,br BRA,MF,Lille,24-332,1996,14.3,4,0,0,19,16,0,23,11,19,0,0,0,117,Matches
Karim Aribi\Karim-Aribi,dz ALG,FW,Nîmes,26-310,1994,3.3,0,0,0,2,2,0,1,0,0,1,0,0,12,Matches
Roger Assalé\Roger-Assale,ci CIV,FWMF,Dijon,27-168,1993,9.2,0,1,0,12,26,5,5,7,7,1,0,0,39,Matches
Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,24-348,1996,7.4,1,0,0,12,21,6,25,12,18,0,0,0,61,Matches
Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Nantes,23-318,1997,0.4,0,0,0,1,1,0,0,0,1,0,0,0,0,Matches
Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,34-341,1986,3.2,0,0,0,4,7,0,2,2,3,0,0,0,40,Matches
Loïc Bade\Loic-Bade,fr FRA,DF,Lens,21-019,2000,26,10,1,1,39,14,1,3,47,34,0,0,0,307,Matches
Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,28-337,1992,15.8,4,0,0,30,28,17,16,7,10,0,0,0,64,Matches
Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,19-128,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,6,Matches
Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,20-314,2000,17.8,1,0,0,15,8,3,46,16,26,0,0,0,171,Matches
Dilane Bakwa\Dilane-Bakwa,fr FRA,FWMF,Bordeaux,18-247,2002,0.6,0,0,0,1,6,0,0,1,2,0,0,0,5,Matches
Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DFMF,Marseille,22-094,1999,15.1,5,1,0,28,19,2,0,29,17,0,0,0,125,Matches
Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Monaco,24-117,1997,7,2,0,0,10,11,1,26,3,18,1,0,0,53,Matches
Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,31-005,1990,15,2,0,0,14,7,0,37,18,17,0,1,0,120,Matches
Jonathan Bamba\Jonathan-Bamba,fr FRA,MF,Lille,25-035,1996,30.2,2,0,0,26,58,3,60,27,31,0,0,0,251,Matches
Robson Bambu\Robson-Bambu,br BRA,DF,Nice,23-169,1997,11.6,3,1,0,20,10,1,0,12,13,0,0,0,114,Matches
Simon Banza\Simon-Banza,fr FRA,FW,Lens,24-260,1996,14.3,6,1,1,28,32,9,10,5,9,1,0,0,53,Matches
Danilo Barbosa\Danilo-Barbosa,br BRA,DF,Nice,25-061,1996,2.8,2,0,0,3,5,0,0,1,3,0,0,0,34,Matches
Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,20-175,2000,4.8,0,1,0,8,6,0,14,6,11,1,0,0,69,Matches
Toma Baši?\Toma-Basic,hr CRO,MF,Bordeaux,24-156,1996,26,6,0,0,38,27,2,28,21,21,0,0,0,170,Matches
Cristian Battocchio\Cristian-Battocchio,it ITA,MFFW,Brest,29-079,1992,3.9,0,0,0,1,2,0,7,3,3,0,0,0,36,Matches
Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,32-347,1988,27.7,5,1,1,21,15,0,2,36,21,0,0,0,239,Matches
Haris Belkebla\Haris-Belkebla,dz ALG,MF,Brest,27-092,1994,26.9,6,1,0,37,31,0,11,33,46,0,1,0,250,Matches
Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde,fr FRA,MFFW,Strasbourg,22-307,1998,20,3,0,0,28,41,0,31,18,38,3,0,0,165,Matches
Sami Ben Amar\Sami-Ben-Amar,ma MAR,MF,Nîmes,23-059,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Bordeaux,34-054,1987,18.6,2,0,0,21,33,5,36,3,10,1,0,0,76,Matches
Salim Ben Seghir\Salim-Ben-Seghir,fr FRA,DF,Nice,18-065,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,Matches
Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Monaco,30-261,1990,25.2,3,0,0,11,32,15,21,8,13,2,0,0,124,Matches
Samy Benchama\Samy-Benchama,fr FRA,MF,Montpellier,20-309,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Matches
Darío Benedetto\Dario-Benedetto,ar ARG,FW,Marseille,30-348,1990,16.5,3,2,1,17,19,13,15,3,1,0,0,0,60,Matches
Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,28-042,1993,34,3,0,0,0,3,0,0,0,0,0,0,0,128,Matches
Loris Benito\Loris-Benito,ch SUI,DF,Bordeaux,29-113,1992,26.5,5,1,0,36,16,2,33,38,33,0,0,0,212,Matches
Bilal Benkhedim\Bilal-Benkhedim,fr FRA,FW,Saint-Étienne,20-010,2001,0.8,0,0,0,1,1,0,4,0,0,0,0,0,10,Matches
Djamel Benlamri\Djamel-Benlamri,dz ALG,DF,Lyon,31-126,1989,1.7,0,0,0,2,7,0,0,6,4,0,0,0,14,Matches
Yassine Benrahou\Yassine-Benrahou,fr FRA,MF,Nîmes,22-096,1999,13.1,2,0,0,8,24,0,30,5,8,0,0,0,103,Matches
Yassine Benzia\Yassine-Benzia,dz ALG,MFFW,Dijon,26-234,1994,4.5,1,0,0,8,9,0,7,8,5,0,0,0,32,Matches
Valon Berisha\Valon-Berisha,xk KVX,MF,Reims,28-082,1993,18.3,2,0,0,16,16,1,20,17,27,0,0,0,145,Matches
Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Angers,24-012,1997,34,1,0,0,1,11,0,0,0,1,0,1,0,150,Matches
Juan Bernat\Juan-Bernat,es ESP,DF,Paris S-G,28-060,1993,2.2,2,0,0,6,1,0,1,1,2,0,0,0,11,Matches
Dimitry Bertaud\Dimitry-Bertaud,fr FRA,GK,Montpellier,22-328,1998,5.3,0,0,0,0,2,0,0,0,0,0,0,0,26,Matches
Giulian Biancone\Giulian-Biancone,fr FRA,DFMF,Monaco,21-030,2000,1,1,0,0,1,2,0,8,0,2,0,0,0,17,Matches
El Bilal Touré\El-Bilal-Toure,ml MLI,FWMF,Reims,19-209,2001,12.7,4,0,0,39,12,10,2,5,14,0,0,0,46,Matches
Ludovic Blas\Ludovic-Blas,fr FRA,MFFW,Nantes,23-120,1997,27.1,4,0,0,41,41,5,21,25,26,1,0,0,213,Matches
Antonin Bobichon\Antonin-Bobichon,fr FRA,MFFW,Angers,25-228,1995,7.4,0,0,0,8,10,0,15,6,12,1,0,0,54,Matches
Sacha Boey\Sacha-Boey,fr FRA,DF,Dijon,20-229,2000,20.7,1,0,0,36,13,2,37,35,44,0,1,0,178,Matches
Sacha Boey\Sacha-Boey,fr FRA,DF,Rennes,20-229,2000,1.4,0,1,0,2,1,0,2,1,4,0,0,0,16,Matches
Quentin Boisgard\Quentin-Boisgard,fr FRA,MFFW,Lorient,24-044,1997,14.6,5,0,0,25,18,2,37,12,18,0,0,0,95,Matches
Sven Botman\Sven-Botman,nl NED,DF,Lille,21-108,2000,32.8,2,0,0,12,23,2,1,36,27,0,0,0,358,Matches
Denis Bouanga\Denis-Bouanga,ga GAB,MFFW,Saint-Étienne,26-170,1994,26.5,7,0,0,55,30,10,46,19,39,1,0,1,144,Matches
Hicham Boudaoui\Hicham-Boudaoui,dz ALG,MFFW,Nice,21-219,1999,15.6,8,0,0,27,22,5,9,15,34,1,0,0,122,Matches
Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Saint-Étienne,31-070,1990,7.2,2,0,0,8,10,1,22,8,5,0,0,0,59,Matches
Sofiane Boufal\Sofiane-Boufal,ma MAR,FWMF,Angers,27-225,1993,8.1,3,0,0,22,23,0,13,5,13,2,0,0,66,Matches
Farid Boulaya\Farid-Boulaya,dz ALG,MFFW,Metz,28-064,1993,29.3,5,0,0,22,60,1,69,7,15,2,1,0,221,Matches
Ismaëlben Boura\Ismaelben-Boura,fr FRA,DF,Lens,20-259,2000,8.1,1,0,0,12,16,0,22,16,11,0,0,0,76,Matches
Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,MFFW,Rennes,27-106,1994,24.8,7,0,0,23,8,3,61,19,25,0,0,0,209,Matches
John Boye\John-Boye,gh GHA,DF,Metz,34-007,1987,31.2,6,2,1,31,19,2,0,44,32,0,0,2,250,Matches
Umut Bozok\Umut-Bozok,tr TUR,FWMF,Lorient,24-223,1996,0.7,0,0,0,0,6,0,0,0,0,0,0,0,7,Matches
Domagoj Bradari?\Domagoj-Bradaric,hr CRO,DF,Lille,21-141,1999,13.9,4,0,0,17,12,0,35,19,17,0,1,0,141,Matches
Lilian Brassier\Lilian-Brassier,fr FRA,DF,Brest,21-179,1999,10,3,0,0,18,10,0,4,18,15,0,0,0,85,Matches
Anthony Briançon\Anthony-Briancon,fr FRA,DF,Nîmes,26-153,1994,13.6,4,0,0,8,9,1,1,21,9,0,0,0,138,Matches
Jimmy Briand\Jimmy-Briand,fr FRA,FW,Bordeaux,35-271,1985,6.3,2,0,0,14,12,2,1,1,4,0,1,0,28,Matches
Dylan Bronn\Dylan-Bronn,tn TUN,DF,Metz,25-315,1995,33.9,2,0,0,34,13,0,4,27,41,0,2,0,290,Matches
Lucas Buadés\Lucas-Buades,fr FRA,FW,Nîmes,23-123,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Patrick Burner\Patrick-Burner,fr FRA,DF,Nice,25-019,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Patrick Burner\Patrick-Burner,fr FRA,DF,Nîmes,25-019,1996,12.9,0,0,0,12,10,0,22,18,11,0,0,0,107,Matches
Marcin Bu?ka\Marcin-Bulka,pl POL,GK,Paris S-G,21-208,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,11,Matches
Jimmy Cabot\Jimmy-Cabot,fr FRA,FW,Angers,27-012,1994,8.4,1,0,0,14,8,1,15,10,11,0,0,0,74,Matches
Anthony Caci\Anthony-Caci,fr FRA,DF,Strasbourg,23-303,1997,27.4,0,0,0,28,12,0,58,51,54,0,0,0,246,Matches
Mathieu Cafaro\Mathieu-Cafaro,fr FRA,MFFW,Reims,24-036,1997,21.7,3,0,0,28,36,5,53,18,19,0,0,0,146,Matches
Yannick Cahuzac\Yannick-Cahuzac,fr FRA,MF,Lens,36-102,1985,22.3,8,0,0,26,22,2,10,29,20,0,0,1,198,Matches
Marc-Aurèle Caillard\Marc-Aurele-Caillard,fr FRA,GK,Metz,26-353,1994,4,1,0,0,1,1,0,0,0,0,0,1,0,17,Matches
Duje ?aleta-Car\Duje-Caleta-Car,hr CRO,DF,Marseille,24-225,1996,27.6,8,1,0,30,14,1,0,31,16,0,0,0,239,Matches
Mahdi Camara\Mahdi-Camara,fr FRA,MFDF,Saint-Étienne,22-304,1998,32.6,4,0,0,45,40,0,21,48,64,0,0,0,288,Matches
Eduardo Camavinga\Eduardo-Camavinga,fr FRA,MF,Rennes,18-171,2002,24.2,6,0,0,52,49,0,4,17,61,0,0,0,192,Matches
Pierrick Capelle\Pierrick-Capelle,fr FRA,MFFW,Angers,34-015,1987,18.9,2,0,0,29,18,4,20,35,24,0,1,0,176,Matches
Maxence Caqueret\Maxence-Caqueret,fr FRA,MF,Lyon,21-074,2000,17.1,2,0,0,26,20,0,10,24,51,0,0,0,156,Matches
Irvin Cardona\Irvin-Cardona,fr FRA,FWMF,Brest,23-265,1997,21.6,2,0,0,18,15,16,32,9,4,1,0,0,67,Matches
Lionel Carole\Lionel-Carole,fr FRA,DF,Strasbourg,30-018,1991,13.6,1,0,0,14,18,1,34,28,26,0,0,0,139,Matches
Moreto Cassamã\Moreto-Cassama,gw GNB,MF,Reims,23-073,1998,19.1,8,3,0,26,22,0,5,31,28,0,0,0,197,Matches
Jean-Charles Castelletto\Jean-Charles-Castelletto,cm CMR,DF,Nantes,26-094,1995,19.5,4,0,0,33,8,0,2,28,13,0,2,0,175,Matches
Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,24-072,1997,22.6,6,0,0,47,11,2,40,24,32,0,0,1,172,Matches
Bersant Celina\Bersant-Celina,xk KVX,MFFW,Dijon,24-233,1996,24.1,5,0,0,14,18,3,45,13,11,0,1,0,147,Matches
Fabien Centonze\Fabien-Centonze,fr FRA,DF,Metz,25-104,1996,31.8,8,0,0,39,46,2,86,53,50,0,1,0,300,Matches
Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,34-196,1986,14.2,5,0,0,16,21,0,24,16,24,0,1,0,112,Matches
Mehdi Chahiri\Mehdi-Chahiri,ma MAR,FWMF,Strasbourg,24-279,1996,8.9,0,0,0,4,9,3,8,12,13,0,0,0,64,Matches
Aníbal Chalá\Anibal-Chala,ec ECU,DF,Dijon,24-356,1996,7.8,0,0,0,13,8,0,9,15,7,0,0,0,52,Matches
Trevoh Chalobah\Trevoh-Chalobah,eng ENG,MFDF,Lorient,21-299,1999,20.9,5,0,0,18,24,0,11,51,26,0,0,0,202,Matches
Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,MFFW,Brest,32-124,1988,13.6,3,0,0,22,16,9,14,8,14,0,0,0,70,Matches
Brendan Chardonnet\Brendan-Chardonnet,fr FRA,DF,Brest,26-129,1994,26.2,2,1,0,24,22,0,5,36,26,0,1,0,187,Matches
Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,30-054,1991,24.3,8,0,0,34,6,2,11,29,54,0,0,0,168,Matches
Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Dijon,23-265,1997,12.1,5,0,0,42,24,0,1,6,17,1,0,0,127,Matches
Rayan Cherki\Rayan-Cherki,fr FRA,FWMF,Lyon,17-256,2003,6.2,1,1,0,11,18,2,7,4,3,1,0,0,33,Matches
Pedro Chirivella\Pedro-Chirivella,es ESP,MF,Nantes,23-342,1997,21.3,4,0,0,23,13,0,5,26,14,0,0,0,220,Matches
Joris Chotard\Joris-Chotard,fr FRA,MF,Montpellier,19-218,2001,10.9,2,0,0,10,7,0,6,16,14,0,0,0,81,Matches
Mounir Chouiar\Mounir-Chouiar,fr FRA,FWMF,Dijon,22-097,1999,12.9,5,0,0,24,20,3,15,9,15,0,1,0,80,Matches
