Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Eden Hazard\Eden-Hazard,be BEL,MFFW,Chelsea,24,1991,24.3,2,0,,15,,,,,,,,,Matches
Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,25,1990,14.3,1,0,,10,,,,,,,,,Matches
Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,28,1987,29,1,0,,0,,,,,,,,,Matches
Rushian Hepburn-Murphy\Rushian-Hepburn-Murphy,eng ENG,FW,Aston Villa,16,1998,0,0,0,,0,,,,,,,,,Matches
Javier Hernández\Javier-Hernandez,mx MEX,FW,Manchester Utd,27,1988,0.3,0,0,,0,,,,,,,,,Matches
Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,25,1989,17,4,0,,28,,,,,,,,,Matches
Son Heung-min\Son-Heung-min,kr KOR,MF,Tottenham,23,1992,12.3,0,0,,11,,,,,,,,,Matches
Tony Hibbert\Tony-Hibbert,eng ENG,DF,Everton,34,1981,0.5,0,0,,0,,,,,,,,,Matches
José Holebas\Jose-Holebas,gr GRE,DF,Watford,31,1984,10.5,2,0,,8,,,,,,,,,Matches
George Honeyman\George-Honeyman,eng ENG,MF,Sunderland,20,1994,0.4,0,0,,0,,,,,,,,,Matches
Wes Hoolahan\Wes-Hoolahan,ie IRL,MF,Norwich City,33,1982,22.1,1,0,,19,,,,,,,,,Matches
Gary Hooper\Gary-Hooper,eng ENG,FW,Norwich City,27,1988,0.1,0,0,,0,,,,,,,,,Matches
Tim Howard\Tim-Howard,us USA,GK,Everton,36,1979,25,1,0,,0,,,,,,,,,Matches
Jonny Howson\Jonny-Howson,eng ENG,MF,Norwich City,27,1988,32.8,7,0,,27,,,,,,,,,Matches
Robert Huth\Robert-Huth,de GER,DF,Leicester City,30,1984,35,8,0,,35,,,,,,,,,Matches
Alan Hutton\Alan-Hutton,sco SCO,DF,Aston Villa,30,1984,25.9,7,1,,28,,,,,,,,,Matches
Víctor Ibarbo\Victor-Ibarbo,co COL,FWMF,Watford,25,1990,0.8,0,0,,1,,,,,,,,,Matches
Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Liverpool,19,1995,13.1,0,0,,10,,,,,,,,,Matches
Odion Ighalo\Odion-Ighalo,ng NGA,FWMF,Watford,26,1989,35,4,0,,47,,,,,,,,,Matches
Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Manchester City,18,1996,8.5,1,0,,17,,,,,,,,,Matches
Giannelli Imbula\Giannelli-Imbula,cd COD,MF,Stoke City,22,1992,14,4,0,,17,,,,,,,,,Matches
Danny Ings\Danny-Ings,eng ENG,FW,Liverpool,23,1992,3.8,1,0,,7,,,,,,,,,Matches
Gökhan Inler\Gokhan-Inler,ch SUI,MF,Leicester City,31,1984,2.2,0,0,,3,,,,,,,,,Matches
Stephen Ireland\Stephen-Ireland,ie IRL,MF,Stoke City,28,1986,2.7,2,0,,4,,,,,,,,,Matches
Juan Iturbe\Juan-Iturbe,py PAR,FWMF,Bournemouth,22,1993,0.6,0,0,,0,,,,,,,,,Matches
Branislav Ivanovi?\Branislav-Ivanovic,rs SRB,DF,Chelsea,31,1984,32.4,5,0,,32,,,,,,,,,Matches
Alex Iwobi\Alex-Iwobi,ng NGA,MFFW,Arsenal,19,1996,7,0,0,,3,,,,,,,,,Matches
Phil Jagielka\Phil-Jagielka,eng ENG,DF,Everton,32,1982,20.6,0,0,,9,,,,,,,,,Matches
Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Newcastle Utd,26,1989,30.6,6,1,,29,,,,,,,,,Matches
Adnan Januzaj\Adnan-Januzaj,be BEL,MF,Manchester Utd,20,1995,1.6,1,0,,5,,,,,,,,,Matches
Matt Jarvis\Matt-Jarvis,eng ENG,MF,Norwich City,29,1986,11.3,0,0,,4,,,,,,,,,Matches
Matt Jarvis\Matt-Jarvis,eng ENG,MF,West Ham,29,1986,0.8,0,0,,1,,,,,,,,,Matches
Mile Jedinak\Mile-Jedinak,au AUS,MF,Crystal Palace,30,1984,17.1,6,0,,36,,,,,,,,,Matches
Nikica Jelavi?\Nikica-Jelavic,hr CRO,FW,West Ham,29,1985,3.9,1,0,,7,,,,,,,,,Matches
Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,West Ham,23,1992,13.7,3,1,,13,,,,,,,,,Matches
Cameron Jerome\Cameron-Jerome,eng ENG,FWMF,Norwich City,28,1986,19.7,2,0,,36,,,,,,,,,Matches
Adam Johnson\Adam-Johnson,eng ENG,MF,Sunderland,28,1987,12.8,3,0,,7,,,,,,,,,Matches
Bradley Johnson\Bradley-Johnson,eng ENG,MF,Norwich City,28,1987,1.7,0,0,,4,,,,,,,,,Matches
Glen Johnson\Glen-Johnson,eng ENG,DF,Stoke City,30,1984,24.3,1,0,,11,,,,,,,,,Matches
Billy Jones\Billy-Jones,eng ENG,DF,Sunderland,28,1987,22.6,8,0,,32,,,,,,,,,Matches
Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,23,1992,5.9,0,0,,4,,,,,,,,,Matches
Siem de Jong\Siem-de-Jong,nl NED,MF,Newcastle Utd,26,1989,5,0,0,,7,,,,,,,,,Matches
Joselu\Joselu,es ESP,FW,Stoke City,25,1990,12.2,0,0,,19,,,,,,,,,Matches
Juanmi\Juanmi,es ESP,FWMF,Southampton,22,1993,1.9,0,0,,2,,,,,,,,,Matches
Younès Kaboul\Younes-Kaboul,fr FRA,DF,Sunderland,29,1986,22.3,4,1,,15,,,,,,,,,Matches
Sullay Kaikai\Sullay-Kaikai,eng ENG,FWMF,Crystal Palace,19,1995,0.5,0,0,,1,,,,,,,,,Matches
Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,22,1993,37.3,5,0,,42,,,,,,,,,Matches
N'Golo Kanté\NGolo-Kante,fr FRA,MF,Leicester City,24,1991,33.6,3,0,,43,,,,,,,,,Matches
Will Keane\Will-Keane,eng ENG,FW,Manchester Utd,22,1993,0.1,0,0,,0,,,,,,,,,Matches
Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,25,1990,11.6,3,0,,11,,,,,,,,,Matches
Kenedy\Kenedy,br BRA,DFMF,Chelsea,19,1996,6.2,0,0,,6,,,,,,,,,Matches
Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DFFW,Everton,18,1997,0.7,0,0,,0,,,,,,,,,Matches
Yann Kermorgant\Yann-Kermorgant,fr FRA,FW,Bournemouth,33,1981,1.4,0,0,,0,,,,,,,,,Matches
Wahbi Khazri\Wahbi-Khazri,tn TUN,MF,Sunderland,24,1991,11.9,3,0,,18,,,,,,,,,Matches
Andy King\Andy-King,wal WAL,MF,Leicester City,26,1988,11.8,2,0,,7,,,,,,,,,Matches
Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,23,1992,21.3,1,0,,37,,,,,,,,,Matches
Stephen Kingsley\Stephen-Kingsley,sco SCO,DF,Swansea City,21,1994,3.9,0,0,,2,,,,,,,,,Matches
Jan Kirchhoff\Jan-Kirchhoff,de GER,MF,Sunderland,24,1990,11.9,0,0,,20,,,,,,,,,Matches
Timm Klose\Timm-Klose,ch SUI,DF,Norwich City,27,1988,9.4,3,0,,6,,,,,,,,,Matches
Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Manchester City,29,1985,25.4,3,0,,20,,,,,,,,,Matches
Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,29,1986,13.1,5,0,,15,,,,,,,,,Matches
Arouna Koné\Arouna-Kone,ci CIV,MFFW,Everton,31,1983,16.2,1,0,,15,,,,,,,,,Matches
Lamine Koné\Lamine-Kone,ci CIV,DF,Sunderland,26,1989,14.6,0,0,,5,,,,,,,,,Matches
Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,29,1985,31.6,3,0,,31,,,,,,,,,Matches
Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,West Ham,25,1989,33.4,5,1,,36,,,,,,,,,Matches
Libor Kozák\Libor-Kozak,cz CZE,FW,Aston Villa,26,1989,2.9,0,0,,5,,,,,,,,,Matches
Andrej Kramari?\Andrej-Kramaric,hr CRO,FWMF,Leicester City,24,1991,0.3,0,0,,1,,,,,,,,,Matches
Bojan Krki?\Bojan-Krkic,es ESP,MFFW,Stoke City,24,1990,18.9,2,0,,9,,,,,,,,,Matches
Tim Krul\Tim-Krul,nl NED,GK,Newcastle Utd,27,1988,8,0,0,,0,,,,,,,,,Matches
Kyle Lafferty\Kyle-Lafferty,nir NIR,FW,Norwich City,27,1987,0.2,0,0,,0,,,,,,,,,Matches
Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,27,1988,23.4,2,0,,27,,,,,,,,,Matches
Rickie Lambert\Rickie-Lambert,eng ENG,FW,West Brom,33,1982,6.9,2,0,,6,,,,,,,,,Matches
Érik Lamela\Erik-Lamela,ar ARG,MF,Tottenham,23,1992,26.3,9,0,,66,,,,,,,,,Matches
Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,22,1993,21.2,3,0,,9,,,,,,,,,Matches
Seb Larsson\Seb-Larsson,se SWE,MF,Sunderland,30,1985,6.2,2,0,,9,,,,,,,,,Matches
Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,21,1993,12.8,1,1,,11,,,,,,,,,Matches
Miguel Layún\Miguel-Layun,mx MEX,MFDF,Watford,27,1988,1.5,0,0,,1,,,,,,,,,Matches
Joe Ledley\Joe-Ledley,wal WAL,MF,Crystal Palace,28,1987,10.9,1,0,,12,,,,,,,,,Matches
Lucas Leiva\Lucas-Leiva,br BRA,MFDF,Liverpool,28,1987,21.7,8,0,,49,,,,,,,,,Matches
Jonathan Leko\Jonathan-Leko,eng ENG,MF,West Brom,16,1999,3,0,0,,7,,,,,,,,,Matches
Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Everton,28,1987,17.1,1,0,,13,,,,,,,,,Matches
Jeremain Lens\Jeremain-Lens,nl NED,MFFW,Sunderland,27,1987,14.4,4,1,,27,,,,,,,,,Matches
Joleon Lescott\Joleon-Lescott,eng ENG,DF,Aston Villa,32,1982,29.2,2,0,,15,,,,,,,,,Matches
Joleon Lescott\Joleon-Lescott,eng ENG,DF,West Brom,32,1982,2,0,0,,1,,,,,,,,,Matches
Jesse Lingard\Jesse-Lingard,eng ENG,MF,Manchester Utd,22,1992,18.1,4,0,,24,,,,,,,,,Matches
Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,28,1986,37,0,0,,0,,,,,,,,,Matches
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MF,Chelsea,19,1996,4.6,0,0,,4,,,,,,,,,Matches
Shane Long\Shane-Long,ie IRL,FWMF,Southampton,28,1987,23.5,2,0,,43,,,,,,,,,Matches
Donald Love\Donald-Love,sco SCO,DFMF,Manchester Utd,20,1994,0.6,0,0,,1,,,,,,,,,Matches
Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,26,1989,21.1,2,0,,23,,,,,,,,,Matches
Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Everton,22,1993,35.2,3,0,,30,,,,,,,,,Matches
Jordan Lyden\Jordan-Lyden,au AUS,MFDF,Aston Villa,19,1996,1.7,0,0,,1,,,,,,,,,Matches
Yann M'Vila\Yann-MVila,fr FRA,MF,Sunderland,25,1990,35.4,1,0,,18,,,,,,,,,Matches
Shaun MacDonald\Shaun-MacDonald,wal WAL,MF,Bournemouth,27,1988,0.3,0,0,,0,,,,,,,,,Matches
Riyad Mahrez\Riyad-Mahrez,dz ALG,MF,Leicester City,24,1991,33.7,1,0,,19,,,,,,,,,Matches
Modibo Maïga\Modibo-Maiga,ml MLI,FWMF,West Ham,27,1987,0.3,0,0,,1,,,,,,,,,Matches
Sadio Mané\Sadio-Mane,sn SEN,MFFW,Southampton,23,1992,28.9,5,2,,44,,,,,,,,,Matches
Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,24,1991,22.3,8,0,,36,,,,,,,,,Matches
Vito Mannone\Vito-Mannone,it ITA,GK,Sunderland,27,1988,19,2,0,,0,,,,,,,,,Matches
José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MF,Watford,29,1986,22.3,3,0,,12,,,,,,,,,Matches
Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Crystal Palace,28,1986,2.8,0,0,,3,,,,,,,,,Matches
Anthony Martial\Anthony-Martial,fr FRA,MFFW,Manchester Utd,19,1995,29.2,2,0,,40,,,,,,,,,Matches
Russell Martin\Russell-Martin,sco SCO,DF,Norwich City,29,1986,30,4,1,,32,,,,,,,,,Matches
Cuco Martina\Cuco-Martina,cw CUW,DF,Southampton,25,1989,12.1,1,0,,15,,,,,,,,,Matches
Ryan Mason\Ryan-Mason,eng ENG,MF,Tottenham,24,1991,8.9,3,0,,9,,,,,,,,,Matches
Juan Mata\Juan-Mata,es ESP,MF,Manchester Utd,27,1988,32.1,5,1,,22,,,,,,,,,Matches
Nemanja Mati?\Nemanja-Matic,rs SRB,MF,Chelsea,26,1988,26.8,5,1,,38,,,,,,,,,Matches
Adam Matthews\Adam-Matthews,wal WAL,DF,Sunderland,23,1992,0.4,0,0,,0,,,,,,,,,Matches
Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Newcastle Utd,20,1995,1.6,0,0,,3,,,,,,,,,Matches
Chancel Mbemba\Chancel-Mbemba,cd COD,DF,Newcastle Utd,20,1994,32.5,5,0,,21,,,,,,,,,Matches
Dieumerci Mbokani\Dieumerci-Mbokani,cd COD,FW,Norwich City,29,1985,17.7,0,0,,17,,,,,,,,,Matches
James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,27,1987,24.3,5,0,,41,,,,,,,,,Matches
Gareth McAuley\Gareth-McAuley,nir NIR,DF,West Brom,35,1979,34,4,1,,32,,,,,,,,,Matches
Alex McCarthy\Alex-McCarthy,eng ENG,GK,Crystal Palace,25,1989,7,0,0,,0,,,,,,,,,Matches
James McCarthy\James-McCarthy,ie IRL,MF,Everton,24,1990,27,6,1,,37,,,,,,,,,Matches
James McClean\James-McClean,ie IRL,MFFW,West Brom,26,1989,26.8,7,1,,36,,,,,,,,,Matches
Callum McManaman\Callum-McManaman,eng ENG,MF,West Brom,24,1991,3.1,2,0,,2,,,,,,,,,Matches
Paddy McNair\Paddy-McNair,nir NIR,DF,Manchester Utd,20,1995,3.5,0,0,,4,,,,,,,,,Matches
Per Mertesacker\Per-Mertesacker,de GER,DF,Arsenal,30,1984,22.8,1,1,,7,,,,,,,,,Matches
Matt Miazga\Matt-Miazga,us USA,DF,Chelsea,20,1995,1.5,1,0,,1,,,,,,,,,Matches
Simon Mignolet\Simon-Mignolet,be BEL,GK,Liverpool,27,1988,34,2,0,,0,,,,,,,,,Matches
James Milner\James-Milner,eng ENG,MFFW,Liverpool,29,1986,26.8,10,1,,47,,,,,,,,,Matches
Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,22,1993,0.1,0,0,,0,,,,,,,,,Matches
Kevin Mirallas\Kevin-Mirallas,be BEL,MFFW,Everton,27,1987,11.3,1,2,,14,,,,,,,,,Matches
Aleksandar Mitrovi?\Aleksandar-Mitrovic,rs SRB,FW,Newcastle Utd,20,1994,23.5,4,2,,50,,,,,,,,,Matches
Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,29,1986,36.1,1,0,,28,,,,,,,,,Matches
Jefferson Montero\Jefferson-Montero,ec ECU,MFFW,Swansea City,25,1989,15.1,0,0,,11,,,,,,,,,Matches
Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,23,1992,28.3,3,0,,29,,,,,,,,,Matches
Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,31,1984,38,3,0,,27,,,,,,,,,Matches
James Morrison\James-Morrison,sco SCO,MF,West Brom,29,1986,14.9,3,0,,7,,,,,,,,,Matches
Victor Moses\Victor-Moses,ng NGA,MFFW,West Ham,24,1990,10.9,0,0,,17,,,,,,,,,Matches
Youssouf Mulumbu\Youssouf-Mulumbu,cd COD,MF,Norwich City,28,1987,4.1,1,0,,5,,,,,,,,,Matches
Marc Muniesa\Marc-Muniesa,es ESP,DF,Stoke City,23,1992,12.4,2,0,,9,,,,,,,,,Matches
Glenn Murray\Glenn-Murray,eng ENG,FW,Crystal Palace,31,1983,1.4,0,0,,3,,,,,,,,,Matches
Glenn Murray\Glenn-Murray,eng ENG,FW,Bournemouth,31,1983,7.5,2,0,,18,,,,,,,,,Matches
Jordon Mutch\Jordon-Mutch,eng ENG,MF,Crystal Palace,23,1991,8.9,0,0,,11,,,,,,,,,Matches
Boaz Myhill\Boaz-Myhill,wal WAL,GK,West Brom,32,1982,23,2,0,,0,,,,,,,,,Matches
Dame N'Doye\Dame-NDoye,sn SEN,MFFW,Sunderland,30,1985,6.4,2,0,,20,,,,,,,,,Matches
Clinton N'Jie\Clinton-NJie,cm CMR,FWMF,Tottenham,21,1993,2.1,0,0,,4,,,,,,,,,Matches
Charles N'Zogbia\Charles-NZogbia,fr FRA,DFFW,Aston Villa,29,1986,0.5,0,0,,1,,,,,,,,,Matches
Steven Naismith\Steven-Naismith,sco SCO,MF,Norwich City,28,1986,9.7,2,0,,30,,,,,,,,,Matches
Steven Naismith\Steven-Naismith,sco SCO,MF,Everton,28,1986,5,1,0,,10,,,,,,,,,Matches
Samir Nasri\Samir-Nasri,fr FRA,MFFW,Manchester City,28,1987,6,3,0,,4,,,,,,,,,Matches
Kyle Naughton\Kyle-Naughton,eng ENG,DF,Swansea City,26,1988,19.7,2,1,,23,,,,,,,,,Matches
Jesús Navas\Jesus-Navas,es ESP,MF,Manchester City,29,1985,25.4,1,0,,18,,,,,,,,,Matches
Oumar Niasse\Oumar-Niasse,sn SEN,MFFW,Everton,25,1990,1.6,0,0,,2,,,,,,,,,Matches
Mark Noble\Mark-Noble,eng ENG,MF,West Ham,28,1987,35.5,8,1,,36,,,,,,,,,Matches
Kevin Nolan\Kevin-Nolan,eng ENG,MF,West Ham,33,1982,0.6,0,0,,0,,,,,,,,,Matches
Kristoffer Nordfeldt\Kristoffer-Nordfeldt,se SWE,GK,Swansea City,26,1989,1,0,0,,0,,,,,,,,,Matches
Allan Nyom\Allan-Nyom,cm CMR,DF,Watford,27,1988,27.4,8,0,,36,,,,,,,,,Matches
Eunan O'Kane\Eunan-OKane,ie IRL,MF,Bournemouth,25,1990,8.4,2,0,,6,,,,,,,,,Matches
Gary O'Neil\Gary-ONeil,eng ENG,MF,Norwich City,32,1983,19.5,7,1,,40,,,,,,,,,Matches
John O'Shea\John-OShea,ie IRL,DF,Sunderland,34,1981,22.3,2,0,,19,,,,,,,,,Matches
Gabriel Obertan\Gabriel-Obertan,fr FRA,MF,Newcastle Utd,26,1989,3.1,1,0,,2,,,,,,,,,Matches
John Obi Mikel\John-Obi-Mikel,ng NGA,MFDF,Chelsea,28,1987,19.8,6,0,,33,,,,,,,,,Matches
Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,23,1992,12.1,2,0,,20,,,,,,,,,Matches
Peter Odemwingie\Peter-Odemwingie,ng NGA,FW,Stoke City,34,1981,1.2,0,0,,3,,,,,,,,,Matches
Vadis Odjidja-Ofoe\Vadis-Odjidja-Ofoe,be BEL,MF,Norwich City,26,1989,3.1,2,0,,5,,,,,,,,,Matches
Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,27,1988,25.8,5,0,,21,,,,,,,,,Matches
Sheyi Ojo\Sheyi-Ojo,eng ENG,MFFW,Liverpool,18,1997,4.4,0,0,,3,,,,,,,,,Matches
Shinji Okazaki\Shinji-Okazaki,jp JPN,FWMF,Leicester City,29,1986,22.8,1,0,,31,,,,,,,,,Matches
Jores Okore\Jores-Okore,dk DEN,DF,Aston Villa,22,1992,12,1,0,,8,,,,,,,,,Matches
Jonas Olsson\Jonas-Olsson,se SWE,DF,West Brom,32,1983,22.4,5,0,,22,,,,,,,,,Matches
Martin Olsson\Martin-Olsson,se SWE,DF,Norwich City,27,1988,19.7,2,0,,18,,,,,,,,,Matches
Josh Onomah\Josh-Onomah,eng ENG,FWMF,Tottenham,18,1997,0.9,0,0,,1,,,,,,,,,Matches
Divock Origi\Divock-Origi,be BEL,FW,Liverpool,20,1995,7.4,0,0,,11,,,,,,,,,Matches
Oscar\Oscar,br BRA,MF,Chelsea,23,1991,19.7,4,0,,21,,,,,,,,,Matches
Leon Osman\Leon-Osman,eng ENG,MFFW,Everton,34,1981,2.5,0,0,,2,,,,,,,,,Matches
David Ospina\David-Ospina,co COL,GK,Arsenal,26,1988,4,0,0,,0,,,,,,,,,Matches
Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,27,1988,29.7,9,0,,31,,,,,,,,,Matches
Obbi Oulare\Obbi-Oulare,be BEL,FW,Watford,19,1996,0.1,0,0,,1,,,,,,,,,Matches
Bryan Oviedo\Bryan-Oviedo,cr CRC,DF,Everton,25,1990,11.1,0,0,,17,,,,,,,,,Matches
Reece Oxford\Reece-Oxford,eng ENG,MFDF,West Ham,16,1998,2.4,0,0,,1,,,,,,,,,Matches
Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MF,Arsenal,21,1993,10.3,0,0,,11,,,,,,,,,Matches
Mesut Özil\Mesut-Ozil,de GER,MF,Arsenal,26,1988,33.7,4,0,,20,,,,,,,,,Matches
Alberto Paloschi\Alberto-Paloschi,it ITA,FWMF,Swansea City,25,1990,7.4,2,0,,17,,,,,,,,,Matches
Costel Pantilimon\Costel-Pantilimon,ro ROU,GK,Sunderland,28,1987,17,3,0,,0,,,,,,,,,Matches
Alexandre Pato\Alexandre-Pato,br BRA,FW,Chelsea,25,1989,1.5,0,0,,2,,,,,,,,,Matches
Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Arsenal,24,1990,19.6,4,1,,9,,,,,,,,,Matches
Dimitri Payet\Dimitri-Payet,fr FRA,FWMF,West Ham,28,1987,28.5,3,0,,13,,,,,,,,,Matches
Pedro\Pedro,es ESP,MF,Chelsea,28,1987,22.6,3,0,,23,,,,,,,,,Matches
Graziano Pellè\Graziano-Pelle,it ITA,FW,Southampton,30,1985,24.2,6,0,,38,,,,,,,,,Matches
Matthew Pennington\Matthew-Pennington,eng ENG,DF,Everton,20,1994,3.3,1,0,,2,,,,,,,,,Matches
Andreas Pereira\Andreas-Pereira,br BRA,MF,Manchester Utd,19,1996,0.9,2,0,,2,,,,,,,,,Matches
Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Newcastle Utd,22,1993,22.8,4,0,,36,,,,,,,,,Matches
Jordan Pickford\Jordan-Pickford,eng ENG,GK,Sunderland,21,1994,2,0,0,,0,,,,,,,,,Matches
Steven Pienaar\Steven-Pienaar,za RSA,MF,Everton,33,1982,1.4,0,0,,1,,,,,,,,,Matches
Erik Pieters\Erik-Pieters,nl NED,DF,Stoke City,26,1988,34.4,10,0,,58,,,,,,,,,Matches
Ivo Pinto\Ivo-Pinto,pt POR,DF,Norwich City,25,1990,9,0,0,,9,,,,,,,,,Matches
Sébastien Pocognoli\Sebastien-Pocognoli,be BEL,DFMF,West Brom,27,1987,0.4,0,0,,7,,,,,,,,,Matches
Nick Powell\Nick-Powell,eng ENG,FWMF,Manchester Utd,21,1994,0.2,0,0,,0,,,,,,,,,Matches
Alex Pritchard\Alex-Pritchard,eng ENG,FWMF,Tottenham,22,1993,0.1,0,0,,1,,,,,,,,,Matches
Alex Pritchard\Alex-Pritchard,eng ENG,FWMF,West Brom,22,1993,0.7,0,0,,2,,,,,,,,,Matches
Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,28,1987,19.8,5,0,,23,,,,,,,,,Matches
Marc Pugh\Marc-Pugh,eng ENG,MF,Bournemouth,28,1987,14.9,1,0,,10,,,,,,,,,Matches
Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,29,1986,29.1,3,0,,34,,,,,,,,,Matches
Baba Rahman\Baba-Rahman,gh GHA,DF,Chelsea,21,1994,11.3,1,0,,13,,,,,,,,,Matches
Ramires\Ramires,br BRA,MF,Chelsea,28,1987,6.8,1,0,,20,,,,,,,,,Matches
Gastón Ramírez\Gaston-Ramirez,uy URU,FWMF,Southampton,24,1990,0.3,0,0,,0,,,,,,,,,Matches
Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,24,1990,29.1,4,0,,47,,,,,,,,,Matches
Connor Randall\Connor-Randall,eng ENG,DF,Liverpool,19,1995,1.8,0,0,,2,,,,,,,,,Matches
Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,28,1987,6,0,0,,0,,,,,,,,,Matches
Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,32,1982,20.2,6,0,,19,,,,,,,,,Matches
Tokelo Rantie\Tokelo-Rantie,za RSA,FW,Bournemouth,24,1990,0.5,0,0,,3,,,,,,,,,Matches
Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,17,1997,9.5,0,0,,5,,,,,,,,,Matches
Nathan Redmond\Nathan-Redmond,eng ENG,MF,Norwich City,21,1994,26,0,0,,29,,,,,,,,,Matches
Harrison Reed\Harrison-Reed,eng ENG,MF,Southampton,20,1995,0.1,0,0,,0,,,,,,,,,Matches
Winston Reid\Winston-Reid,nz NZL,DF,West Ham,27,1988,23.7,5,0,,23,,,,,,,,,Matches
Loïc Rémy\Loic-Remy,fr FRA,FW,Chelsea,28,1987,3.2,0,0,,1,,,,,,,,,Matches
Micah Richards\Micah-Richards,eng ENG,DF,Aston Villa,27,1988,22.7,3,0,,16,,,,,,,,,Matches
Kieran Richardson\Kieran-Richardson,eng ENG,DFMF,Aston Villa,30,1984,8,4,0,,18,,,,,,,,,Matches
Matt Ritchie\Matt-Ritchie,sco SCO,MF,Bournemouth,25,1989,33,5,0,,41,,,,,,,,,Matches
Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FW,Newcastle Utd,25,1990,0.7,0,0,,1,,,,,,,,,Matches
Patrick Roberts\Patrick-Roberts,eng ENG,FWMF,Manchester City,18,1997,0.1,0,0,,0,,,,,,,,,Matches
Tyler Roberts\Tyler-Roberts,wal WAL,FWMF,West Brom,16,1999,0.2,1,0,,1,,,,,,,,,Matches
Joel Robles\Joel-Robles,es ESP,GK,Everton,25,1990,13,1,0,,0,,,,,,,,,Matches
Thomas Robson\Thomas-Robson,eng ENG,DF,Sunderland,19,1995,1,0,0,,0,,,,,,,,,Matches
Jay Rodriguez\Jay-Rodriguez,eng ENG,MFFW,Southampton,26,1989,3.9,1,0,,4,,,,,,,,,Matches
Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sunderland,24,1991,13,5,0,,17,,,,,,,,,Matches
Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,25,1990,13.9,3,0,,20,,,,,,,,,Matches
Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,28,1987,4,0,0,,0,,,,,,,,,Matches
Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,23,1991,17.9,7,0,,28,,,,,,,,,Matches
Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,25,1989,28.4,1,1,,34,,,,,,,,,Matches
Wayne Rooney\Wayne-Rooney,eng ENG,FWMF,Manchester Utd,29,1985,26.7,4,0,,28,,,,,,,,,Matches
Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,25,1990,23.7,7,0,,41,,,,,,,,,Matches
Jordan Rossiter\Jordan-Rossiter,eng ENG,MF,Liverpool,18,1997,0.2,0,0,,0,,,,,,,,,Matches
