Player,Nation,Pos,Squad,Age,Born,MP,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Opa Nguette\Opa-Nguette,sn SEN,FWMF,Metz,26-296,1994,16,1132,12.6,3,1,3,0,1,0,0,0.24,0.08,0.32,0.24,0.32,Matches
Ibrahima Niane\Ibrahima-Niane,sn SEN,FW,Metz,22-050,1999,7,494,5.5,6,0,5,1,1,0,0,1.09,0,1.09,0.91,0.91,Matches
M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,26-132,1994,9,422,4.7,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
Casimir Ninga\Casimir-Ninga,td CHA,FW,Angers,27-348,1993,1,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Arnaud Nordin\Arnaud-Nordin,fr FRA,MFFW,Saint-Étienne,22-317,1998,28,1511,16.8,3,4,3,0,0,1,0,0.18,0.24,0.42,0.18,0.42,Matches
Olivier Ntcham\Olivier-Ntcham,fr FRA,MF,Marseille,25-080,1996,4,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gerzino Nyamsi\Gerzino-Nyamsi,fr FRA,DF,Rennes,24-098,1997,12,777,8.6,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
Steven Nzonzi\Steven-Nzonzi,fr FRA,MF,Rennes,32-136,1988,31,2721,30.2,1,1,1,0,0,8,0,0.03,0.03,0.07,0.03,0.07,Matches
Jonas Omlin\Jonas-Omlin,ch SUI,GK,Montpellier,27-110,1994,30,2583,28.7,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Henry Onyekuru\Henry-Onyekuru,ng NGA,FW,Monaco,23-329,1997,4,140,1.6,0,1,0,0,0,0,0,0,0.64,0.64,0,0.64,Matches
Otávio\Otavio,br BRA,MF,Bordeaux,26-361,1994,18,1559,17.3,1,0,1,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches
Remi Oudin\Remi-Oudin,fr FRA,FWMF,Bordeaux,24-163,1996,34,2295,25.5,4,4,4,0,0,2,0,0.16,0.16,0.31,0.16,0.31,Matches
Alexandre Oukidja\Alexandre-Oukidja,dz ALG,GK,Metz,32-285,1988,30,2698,30,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Zinédine Ould Khaled\Zinedine-Ould-Khaled,fr FRA,MF,Angers,21-106,2000,3,38,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DF,Montpellier,29-312,1991,13,558,6.2,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,Matches
Pablo\Pablo,br BRA,DF,Bordeaux,29-313,1991,13,1076,12,1,0,1,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
Vincent Pajot\Vincent-Pajot,fr FRA,MF,Metz,30-254,1990,12,914,10.2,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Nicolas Pallois\Nicolas-Pallois,fr FRA,DF,Nantes,33-223,1987,28,2416,26.8,2,0,2,0,0,8,1,0.07,0,0.07,0.07,0.07,Matches
Jonathan Panzo\Jonathan-Panzo,eng ENG,DF,Dijon,20-187,2000,19,1596,17.7,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Lucas Paquetá\Lucas-Paqueta,br BRA,MF,Lyon,23-246,1997,26,1937,21.5,6,4,6,0,0,6,1,0.28,0.19,0.46,0.28,0.46,Matches
Gaëtan Paquiez\Gaetan-Paquiez,fr FRA,DF,Nîmes,27-074,1994,14,885,9.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rubén Pardo\Ruben-Pardo,es ESP,MFFW,Bordeaux,28-190,1992,2,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Leandro Paredes\Leandro-Paredes,ar ARG,MF,Paris S-G,26-305,1994,20,1288,14.3,1,2,1,0,0,7,1,0.07,0.14,0.21,0.07,0.21,Matches
Mateo Pavlovi?\Mateo-Pavlovic,ba BIH,DF,Angers,30-325,1990,10,744,8.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Strahinja Pavlovi?\Strahinja-Pavlovic,rs SRB,DF,Monaco,19-341,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dimitri Payet\Dimitri-Payet,fr FRA,FWMF,Marseille,34-032,1987,29,2057,22.9,7,9,7,0,1,3,2,0.31,0.39,0.7,0.31,0.7,Matches
Yohann Pelé\Yohann-Pele,fr FRA,GK,Marseille,38-177,1982,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pietro Pellegri\Pietro-Pellegri,it ITA,FWMF,Monaco,20-044,2001,14,220,2.4,1,0,1,0,0,2,0,0.41,0,0.41,0.41,0.41,Matches
Andy Pelmard\Andy-Pelmard,fr FRA,DF,Nice,21-049,2000,17,1175,13.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Timothee Pembele\Timothee-Pembele,fr FRA,DF,Paris S-G,18-233,2002,5,378,4.2,1,0,1,0,0,1,0,0.24,0,0.24,0.24,0.24,Matches
Mathias Pereira Lage\Mathias-Pereira-Lage,pt POR,FWMF,Angers,24-151,1996,24,1268,14.1,3,0,3,0,0,3,0,0.21,0,0.21,0.21,0.21,Matches
Danilo Pereira\Danilo-Pereira,pt POR,MFDF,Paris S-G,29-233,1991,19,1084,12,2,1,2,0,0,3,0,0.17,0.08,0.25,0.17,0.25,Matches
Manuel Perez\Manuel-Perez,fr FRA,MF,Lens,29-354,1991,4,128,1.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Romain Perraud\Romain-Perraud,fr FRA,DF,Brest,23-220,1997,32,2780,30.9,3,6,3,0,0,4,0,0.1,0.19,0.29,0.1,0.29,Matches
Lucas Perrin\Lucas-Perrin,fr FRA,DF,Marseille,22-162,1998,7,308,3.4,1,0,1,0,0,1,0,0.29,0,0.29,0.29,0.29,Matches
Rayan Philippe\Rayan-Philippe,fr FRA,FW,Dijon,20-189,2000,4,93,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Romain Philippoteaux\Romain-Philippoteaux,fr FRA,FW,Nîmes,33-059,1988,3,214,2.4,1,1,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,Matches
Romain Philippoteaux\Romain-Philippoteaux,fr FRA,MFFW,Brest,33-059,1988,17,581,6.5,1,0,1,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,32-066,1989,5,302,3.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Brest,22-321,1998,27,2125,23.6,1,0,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,28-257,1992,12,323,3.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sanjin Prci?\Sanjin-Prcic,ba BIH,MF,Strasbourg,27-161,1993,12,343,3.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,30-112,1991,30,1459,16.2,1,2,1,0,0,2,0,0.06,0.12,0.19,0.06,0.19,Matches
Anthony Racioppi\Anthony-Racioppi,ch SUI,GK,Dijon,22-120,1998,21,1890,21,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nemanja Radonji?\Nemanja-Radonjic,rs SRB,FW,Marseille,25-074,1996,12,396,4.4,2,1,2,0,0,2,0,0.45,0.23,0.68,0.45,0.68,Matches
Aleksandar Radovanovi?\Aleksandar-Radovanovic,rs SRB,DF,Lens,27-170,1993,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rafinha\Rafinha,br BRA,MF,Paris S-G,28-077,1993,19,1216,13.5,0,4,0,0,0,2,0,0,0.3,0.3,0,0.3,Matches
Predrag Rajkovi?\Predrag-Rajkovic,rs SRB,GK,Reims,25-181,1995,33,2925,32.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FW,Lyon,23-103,1998,1,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Nice,23-103,1998,14,1058,11.8,1,2,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26,Matches
Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Saint-Étienne,22-264,1998,4,272,3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Nîmes,30-184,1990,34,3060,34,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,27-241,1993,10,810,9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Renaud Ripart\Renaud-Ripart,fr FRA,MFFW,Nîmes,28-047,1993,34,2694,29.9,9,0,4,5,6,3,0,0.3,0,0.3,0.13,0.13,Matches
Mihailo Risti?\Mihailo-Ristic,rs SRB,DF,Montpellier,25-181,1995,30,1979,22,0,2,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
Maxence Rivera\Maxence-Rivera,fr FRA,MFFW,Saint-Étienne,18-335,2002,16,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,23-088,1998,2,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,26-144,1994,23,1713,19,1,2,1,0,0,6,0,0.05,0.11,0.16,0.05,0.16,Matches
Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,33-060,1988,19,651,7.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Daniele Rugani\Daniele-Rugani,it ITA,DF,Rennes,26-275,1994,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Kays Ruiz\Kays-Ruiz,ma MAR,FWMF,Paris S-G,18-247,2002,7,186,2.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Rennes,19-010,2002,4,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MF,Nantes,24-141,1996,3,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Idriss Saadi\Idriss-Saadi,dz ALG,FWMF,Strasbourg,29-081,1992,7,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,28-056,1993,29,2549,28.3,0,2,0,0,0,4,0,0,0.07,0.07,0,0.07,Matches
Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,31-018,1990,27,2265,25.2,0,1,0,0,0,6,1,0,0.04,0.04,0,0.04,Matches
Moïse Sakava\Moise-Sakava,cm CMR,MF,Reims,20-125,2000,1,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
William Saliba\William-Saliba,fr FRA,DF,Nice,20-037,2001,16,1440,16,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Romain Salin\Romain-Salin,fr FRA,GK,Rennes,36-275,1984,15,1350,15,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,25-175,1995,26,1974,21.9,6,0,6,0,0,4,0,0.27,0,0.27,0.27,0.27,Matches
Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,24-235,1996,33,2246,25,1,5,1,0,0,2,0,0.04,0.2,0.24,0.04,0.24,Matches
Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,35-038,1986,28,1015,11.3,0,1,0,0,0,4,1,0,0.09,0.09,0,0.09,Matches
Renato Sanches\Renato-Sanches,pt POR,MF,Lille,23-255,1997,21,1161,12.9,1,2,1,0,0,3,0,0.08,0.16,0.23,0.08,0.23,Matches
Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,26-255,1994,12,826,9.2,2,3,2,0,0,2,0,0.22,0.33,0.54,0.22,0.54,Matches
Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,26-052,1995,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,28-354,1992,25,1247,13.9,6,4,6,0,0,2,0,0.43,0.29,0.72,0.43,0.72,Matches
Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,29-089,1992,2,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,24-329,1996,8,418,4.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,29-129,1991,26,2086,23.2,5,5,3,2,3,6,1,0.22,0.22,0.43,0.13,0.35,Matches
Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,22-330,1998,10,342,3.8,1,0,1,0,0,1,0,0.26,0,0.26,0.26,0.26,Matches
Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,31-173,1989,25,2027,22.5,0,1,0,0,0,9,1,0,0.04,0.04,0,0.04,Matches
Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,21-040,2000,3,49,0.5,1,0,1,0,0,1,0,1.84,0,1.84,1.84,1.84,Matches
Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,29-063,1992,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,29-285,1991,11,701,7.8,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Mahame Siby\Mahame-Siby,fr FRA,MF,Strasbourg,24-297,1996,6,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Abdoulaye Sidibé\Abdoulaye-Sidibe,fr FRA,MF,Saint-Étienne,19-080,2002,1,11,0.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,28-275,1992,26,1684,18.7,0,2,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,23-003,1998,21,616,6.8,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Monaco,23-273,1997,27,2018,22.4,0,4,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
Florent da Silva\Florent-da-Silva,fr FRA,FW,Lyon,18-028,2003,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,29-352,1991,2,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,20-362,2000,19,1615,17.9,1,1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,Matches
Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,25-292,1995,29,2022,22.5,5,2,4,1,1,2,0,0.22,0.09,0.31,0.18,0.27,Matches
Xavi Simons\Xavi-Simons,nl NED,MF,Paris S-G,18-009,2003,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Issouf Sissokho\Issouf-Sissokho,ml MLI,MFDF,Bordeaux,19-090,2002,3,31,0.3,1,0,1,0,0,1,0,2.9,0,2.9,2.9,2.9,Matches
Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,23-185,1997,33,2515,27.9,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Nelson Sissoko\Nelson-Sissoko,fr FRA,DF,Saint-Étienne,24-054,1997,9,474,5.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jacques Siwe\Jacques-Siwe,fr FRA,FW,Dijon,19-275,2001,2,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Petar Škuleti?\Petar-Skuletic,rs SRB,FWMF,Montpellier,30-305,1990,16,191,2.1,2,0,2,0,0,0,0,0.94,0,0.94,0.94,0.94,Matches
Islam Slimani\Islam-Slimani,dz ALG,FW,Lyon,32-316,1988,15,489,5.4,2,0,2,0,0,0,1,0.37,0,0.37,0.37,0.37,Matches
Brandon Soppy\Brandon-Soppy,fr FRA,DF,Rennes,19-068,2002,8,546,6.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Florian Sotoca\Florian-Sotoca,fr FRA,FW,Lens,30-187,1990,30,2300,25.6,8,3,6,2,2,6,0,0.31,0.12,0.43,0.23,0.35,Matches
Cheick Souaré\Cheick-Souare,fr FRA,MF,Marseille,18-239,2002,1,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rayan Souici\Rayan-Souici,fr FRA,DF,Saint-Étienne,23-061,1998,1,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,28-316,1992,3,145,1.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,22-062,1999,28,1575,17.5,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Yaya Soumaré\Yaya-Soumare,fr FRA,FW,Lyon,21-097,2000,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,29-077,1992,20,1026,11.4,1,1,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
Ansou Sow\Ansou-Sow,fr FRA,MF,Lens,20-356,2000,1,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saidou Sow\Saidou-Sow,gn GUI,DF,Saint-Étienne,18-300,2002,13,820,9.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,31-076,1990,11,233,2.6,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Abdoulaye Sylla\Abdoulaye-Sylla,gn GUI,DF,Nantes,21-020,2000,2,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Lens,27-119,1994,20,1116,12.4,1,0,1,0,0,0,1,0.08,0,0.08,0.08,0.08,Matches
Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FWMF,Nice,21-244,1999,4,97,1.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Waniss Taibi\Waniss-Taibi,fr FRA,MF,Angers,19-054,2002,1,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,28-087,1993,20,1110,12.3,1,3,1,0,0,4,0,0.08,0.24,0.32,0.08,0.32,Matches
Heriberto Tavares\Heriberto-Tavares,pt POR,MFFW,Brest,24-070,1997,4,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Warren Tchimbembé\Warren-Tchimbembe,fr FRA,MFFW,Metz,23-009,1998,15,495,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,21-093,2000,32,2703,30,2,4,2,0,0,9,1,0.07,0.13,0.2,0.07,0.2,Matches
Martin Terrier\Martin-Terrier,fr FRA,FWMF,Rennes,24-057,1997,30,2132,23.7,9,7,8,1,1,2,1,0.38,0.3,0.68,0.34,0.63,Matches
Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,25-203,1995,1,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,28-094,1993,33,2477,27.5,8,8,8,0,2,4,0,0.29,0.29,0.58,0.29,0.58,Matches
Sada Thioub\Sada-Thioub,sn SEN,FWMF,Angers,25-333,1995,24,1093,12.1,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,Matches
Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,32-322,1988,30,2664,29.6,3,0,3,0,0,4,1,0.1,0,0.1,0.1,0.1,Matches
Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Strasbourg,27-141,1993,34,2354,26.2,5,1,5,0,0,7,1,0.19,0.04,0.23,0.19,0.23,Matches
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,20-035,2001,26,1325,14.7,2,0,2,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,sn SEN,MF,Metz,22-057,1999,1,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Nice,21-121,1999,11,970,10.8,1,0,1,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Lyon,28-228,1992,31,2470,27.4,12,5,12,0,0,3,0,0.44,0.18,0.62,0.44,0.62,Matches
Tyron Tormin\Tyron-Tormin,fr FRA,MFFW,Saint-Étienne,19-305,2001,3,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,27-058,1994,29,1681,18.7,2,2,1,1,1,2,0,0.11,0.11,0.21,0.05,0.16,Matches
Amadou Traore\Amadou-Traore,fr FRA,MFFW,Bordeaux,19-054,2002,16,214,2.4,0,1,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
Charles Traore\Charles-Traore,ml MLI,DF,Nantes,29-119,1992,21,1693,18.8,1,0,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
Cheick Traoré\Cheick-Traore,ml MLI,DF,Lens,26-030,1995,1,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,29-093,1992,31,2653,29.5,1,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches
Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,34-255,1986,33,2970,33,3,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,28-248,1992,24,1855,20.6,0,2,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
Alexis Trouillet\Alexis-Trouillet,fr FRA,MF,Nice,20-128,2000,5,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adrien Truffert\Adrien-Truffert,fr FRA,DFMF,Rennes,19-161,2001,27,1868,20.8,1,3,1,0,0,3,0,0.05,0.14,0.19,0.05,0.19,Matches
Marvin Tshibuabua\Marvin-Tshibuabua,fr FRA,DF,Saint-Étienne,19-112,2002,1,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,25-041,1996,22,1543,17.1,0,3,0,0,0,1,1,0,0.17,0.17,0,0.17,Matches
Naomichi Ueda\Naomichi-Ueda,jp JPN,DF,Nîmes,26-188,1994,5,371,4.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Chimuanya Ugochukwu\Chimuanya-Ugochukwu,fr FRA,MF,Rennes,17-035,2004,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,28-245,1992,32,2200,24.4,11,2,9,2,2,1,0,0.45,0.08,0.53,0.37,0.45,Matches
Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,28-176,1992,20,1461,16.2,0,2,0,0,0,6,0,0,0.12,0.12,0,0.12,Matches
Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,20-316,2000,1,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kevin Volland\Kevin-Volland,de GER,FWMF,Monaco,28-274,1992,31,2419,26.9,15,7,15,0,0,3,0,0.56,0.26,0.82,0.56,0.82,Matches
Franklin Wadja\Franklin-Wadja,cm CMR,MF,Lorient,25-364,1995,4,33,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Timothy Weah\Timothy-Weah,us USA,FWMF,Lille,21-067,2000,27,854,9.5,3,0,3,0,0,1,0,0.32,0,0.32,0.32,0.32,Matches
Yoane Wissa\Yoane-Wissa,cd COD,FWMF,Lorient,24-239,1996,34,2359,26.2,8,4,6,2,3,2,0,0.31,0.15,0.46,0.23,0.38,Matches
Xeka\Xeka,pt POR,MF,Lille,26-171,1994,29,1063,11.8,1,2,1,0,0,5,0,0.08,0.17,0.25,0.08,0.25,Matches
Yusuf Yaz?c?\Yusuf-Yazici,tr TUR,FWMF,Lille,24-091,1997,28,970,10.8,7,4,7,0,0,1,0,0.65,0.37,1.02,0.65,1.02,Matches
Burak Y?lmaz\Burak-Yilmaz,tr TUR,FW,Lille,35-289,1985,24,1736,19.3,12,5,10,2,2,6,0,0.62,0.26,0.88,0.52,0.78,Matches
Wilitty Younoussa\Wilitty-Younoussa,cm CMR,DFMF,Dijon,19-233,2001,2,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Zaydou Youssouf\Zaydou-Youssouf,fr FRA,MF,Saint-Étienne,21-293,1999,25,1199,13.3,1,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,Matches
Arthur Zagre\Arthur-Zagre,fr FRA,MF,Dijon,19-208,2001,1,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Arber Zeneli\Arber-Zeneli,xk KVX,MFFW,Reims,26-064,1995,25,1171,13,3,3,3,0,0,0,0,0.23,0.23,0.46,0.23,0.46,Matches
Mehdi Zerkane\Mehdi-Zerkane,dz ALG,MFFW,Bordeaux,21-289,1999,23,1059,11.8,0,1,0,0,0,2,1,0,0.08,0.08,0,0.08,Matches
Kévin Zohi\Kevin-Zohi,ml MLI,FWMF,Strasbourg,24-132,1996,22,427,4.7,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
