Player,Nation,Pos,Squad,Age,Born,MP,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Lamine Gueye\Lamine-Gueye,sn SEN,FWMF,Metz,23-048,1998,23,1343,14.9,2,2,2,0,0,1,0,0.13,0.13,0.27,0.13,0.27,Matches
Pape Gueye\Pape-Gueye,fr FRA,MF,Marseille,22-096,1999,29,1845,20.5,2,0,2,0,0,10,1,0.1,0,0.1,0.1,0.1,Matches
Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Strasbourg,26-127,1994,9,754,8.4,1,3,1,0,0,2,1,0.12,0.36,0.48,0.12,0.48,Matches
Bruno Guimarães\Bruno-Guimaraes,br BRA,MF,Lyon,23-165,1997,29,1538,17.1,1,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,Rennes,25-049,1996,23,1503,16.7,8,1,7,1,1,3,0,0.48,0.06,0.54,0.42,0.48,Matches
Malo Gusto\Malo-Gusto,fr FRA,MF,Lyon,17-346,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Massadio Haïdara\Massadio-Haidara,ml MLI,DF,Lens,28-149,1992,24,2042,22.7,2,1,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13,Matches
Pierre-Yves Hamel\Pierre-Yves-Hamel,fr FRA,FW,Lorient,27-086,1994,20,812,9,4,2,3,1,1,4,0,0.44,0.22,0.67,0.33,0.55,Matches
Romain Hamouma\Romain-Hamouma,fr FRA,FW,Saint-Étienne,34-032,1987,26,1612,17.9,5,1,5,0,0,5,0,0.28,0.06,0.33,0.28,0.33,Matches
Dalbert Henrique\Dalbert-Henrique,br BRA,DF,Rennes,27-234,1993,10,304,3.4,0,1,0,0,0,3,0,0,0.3,0.3,0,0.3,Matches
Luis Henrique\Luis-Henrique,br BRA,DFFW,Marseille,19-137,2001,15,449,5,0,4,0,0,0,0,0,0,0.8,0.8,0,0.8,Matches
Christophe Hérelle\Christophe-Herelle,mq MTQ,DF,Brest,28-251,1992,16,1377,15.3,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Jérôme Hergault\Jerome-Hergault,fr FRA,DF,Lorient,35-025,1986,18,1292,14.4,1,0,1,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
Ander Herrera\Ander-Herrera,es ESP,MF,Paris S-G,31-259,1989,27,1571,17.5,1,3,1,0,0,3,0,0.06,0.17,0.23,0.06,0.23,Matches
Vitorino Hilton\Vitorino-Hilton,br BRA,DF,Montpellier,43-229,1977,26,1847,20.5,0,0,0,0,0,3,2,0,0,0,0,0,Matches
Franck Honorat\Franck-Honorat,fr FRA,MFFW,Brest,24-262,1996,32,2098,23.3,8,4,8,0,0,3,0,0.34,0.17,0.51,0.34,0.51,Matches
Fraser Hornby\Fraser-Hornby,sco SCO,FW,Reims,21-229,1999,3,35,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Adrien Hunou\Adrien-Hunou,fr FRA,FWMF,Rennes,27-101,1994,20,589,6.5,4,0,4,0,0,1,0,0.61,0,0.61,0.61,0.61,Matches
Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Dijon,26-317,1994,28,2520,28,0,1,0,0,0,7,0,0,0.04,0.04,0,0.04,Matches
Mauro Icardi\Mauro-Icardi,ar ARG,FW,Paris S-G,28-070,1993,17,959,10.7,7,3,6,1,1,1,0,0.66,0.28,0.94,0.56,0.84,Matches
Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,Lille,22-363,1998,33,2108,23.4,4,5,3,1,1,0,0,0.17,0.21,0.38,0.13,0.34,Matches
Yun Il-lok\Yun-Il-lok,kr KOR,MFFW,Montpellier,29-054,1992,12,312,3.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Corentin Jean\Corentin-Jean,fr FRA,FW,Lens,25-289,1995,20,521,5.8,1,1,1,0,0,3,0,0.17,0.17,0.35,0.17,0.35,Matches
Jesé\Jese,es ESP,FW,Paris S-G,28-063,1993,2,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stevan Joveti?\Stevan-Jovetic,me MNE,FWMF,Monaco,31-179,1989,29,802,8.9,6,0,6,0,1,1,0,0.67,0,0.67,0.67,0.67,Matches
Abdoul Kader Bamba\Abdoul-Kader-Bamba,fr FRA,FWMF,Nantes,27-005,1994,29,917,10.2,3,1,3,0,1,2,0,0.29,0.1,0.39,0.29,0.39,Matches
Tino Kadewere\Tino-Kadewere,zw ZIM,FW,Lyon,25-115,1996,31,1919,21.3,10,3,10,0,0,3,0,0.47,0.14,0.61,0.47,0.61,Matches
Gaël Kakuta\Gael-Kakuta,cd COD,MFFW,Lens,29-313,1991,31,2217,24.6,11,5,4,7,9,2,0,0.45,0.2,0.65,0.16,0.37,Matches
Arnaud Kalimuendo\Arnaud-Kalimuendo,fr FRA,FWMF,Lens,19-099,2002,24,1081,12,7,2,7,0,0,0,0,0.58,0.17,0.75,0.58,0.75,Matches
Arnaud Kalimuendo\Arnaud-Kalimuendo,fr FRA,FW,Paris S-G,19-099,2002,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Samuel Kalu\Samuel-Kalu,ng NGA,FW,Bordeaux,23-247,1997,19,906,10.1,4,1,4,0,0,3,0,0.4,0.1,0.5,0.4,0.5,Matches
Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWMF,Dijon,26-054,1995,7,422,4.7,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Bingourou Kamara\Bingourou-Kamara,sn SEN,GK,Strasbourg,24-191,1996,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Boubacar Kamara\Boubacar-Kamara,fr FRA,MF,Marseille,21-158,1999,31,2572,28.6,0,2,0,0,0,6,0,0,0.07,0.07,0,0.07,Matches
Hassane Kamara\Hassane-Kamara,fr FRA,DF,Nice,26-223,1994,32,2621,29.1,0,1,0,0,0,3,0,0,0.03,0.03,0,0.03,Matches
Wilfried Kanga\Wilfried-Kanga,fr FRA,FW,Angers,23-068,1998,2,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Strasbourg,38-041,1983,22,1980,22,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Moise Kean\Moise-Kean,it ITA,FW,Paris S-G,21-061,2000,23,1593,17.7,12,0,12,0,0,4,0,0.68,0,0.68,0.68,0.68,Matches
Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,24-221,1996,22,1454,16.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,FWMF,Marseille,26-003,1995,17,606,6.7,2,1,2,0,0,4,0,0.3,0.15,0.45,0.3,0.45,Matches
Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,30-081,1991,18,877,9.7,7,0,4,3,3,4,1,0.72,0,0.72,0.41,0.41,Matches
Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,25-260,1995,25,2037,22.6,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FW,Nantes,22-146,1998,33,2680,29.8,5,3,5,0,0,3,0,0.17,0.1,0.27,0.17,0.27,Matches
Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,29-211,1991,21,1792,19.9,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,25-124,1995,28,2343,26,2,1,2,0,0,5,0,0.08,0.04,0.12,0.08,0.12,Matches
Moussa Konaté\Moussa-Konate,sn SEN,FW,Dijon,28-027,1993,24,1008,11.2,5,0,4,1,1,4,0,0.45,0,0.45,0.36,0.36,Matches
Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,32-088,1989,13,862,9.6,1,0,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
Moussa Koné\Moussa-Kone,sn SEN,FW,Nîmes,24-121,1996,29,1445,16.1,6,0,6,0,0,1,0,0.37,0,0.37,0.37,0.37,Matches
Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Bordeaux,35-232,1985,25,2128,23.6,0,2,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
Boubakar Kouyaté\Boubakar-Kouyate,ml MLI,DF,Metz,24-015,1997,23,1837,20.4,1,0,1,0,0,9,0,0.05,0,0.05,0.05,0.05,Matches
Jean-Philippe Krasso\Jean-Philippe-Krasso,fr FRA,FW,Saint-Étienne,23-287,1997,6,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,28-238,1992,18,1224,13.6,1,1,1,0,0,4,1,0.07,0.07,0.15,0.07,0.15,Matches
Dereck Kutesa\Dereck-Kutesa,ch SUI,MFFW,Reims,23-145,1997,24,597,6.6,1,2,1,0,0,2,0,0.15,0.3,0.45,0.15,0.45,Matches
Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,24-021,1997,14,678,7.5,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,26-362,1994,34,2932,32.6,13,8,13,0,0,3,0,0.4,0.25,0.64,0.4,0.64,Matches
Tom Lacoux\Tom-Lacoux,fr FRA,MF,Bordeaux,19-095,2002,9,248,2.8,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,22-097,1999,34,3060,34,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,29-209,1991,21,1834,20.4,3,2,0,3,3,1,0,0.15,0.1,0.25,0,0.1,Matches
Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,28-360,1992,16,1266,14.1,1,0,1,0,0,2,1,0.07,0,0.07,0.07,0.07,Matches
Julien Laporte\Julien-Laporte,fr FRA,DF,Lorient,27-177,1993,27,2430,27,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,24-066,1997,31,2790,31,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Paul Lasne\Paul-Lasne,fr FRA,MF,Brest,32-104,1989,22,1681,18.7,0,0,0,0,0,4,1,0,0,0,0,0,Matches
Armand Lauriente\Armand-Lauriente,fr FRA,FWMF,Lorient,22-147,1998,26,1555,17.3,3,4,3,0,0,4,0,0.17,0.23,0.41,0.17,0.41,Matches
Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,33-248,1987,24,1523,16.9,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Jérémy Le Douaron\Jeremy-Le-Douaron,fr FRA,FWMF,Brest,23-009,1998,25,778,8.6,1,2,1,0,0,0,0,0.12,0.23,0.35,0.12,0.35,Matches
Enzo Le Fée\Enzo-Le-Fee,fr FRA,MFFW,Lorient,21-086,2000,32,1495,16.6,0,3,0,0,0,5,0,0,0.18,0.18,0,0.18,Matches
Vincent Le Goff\Vincent-Le-Goff,fr FRA,DF,Lorient,31-197,1989,22,1946,21.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,31-011,1990,19,881,9.8,0,0,0,0,0,2,1,0,0,0,0,0,Matches
James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,24-322,1996,7,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jean-Louis Leca\Jean-Louis-Leca,fr FRA,GK,Lens,35-221,1985,34,3043,33.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,30-004,1991,24,2160,24,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,27-340,1993,26,1906,21.2,4,2,3,1,1,3,0,0.19,0.09,0.28,0.14,0.24,Matches
Fabien Lemoine\Fabien-Lemoine,fr FRA,MF,Lorient,34-045,1987,26,1598,17.8,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Metz,23-166,1997,21,1008,11.2,4,0,2,2,3,4,0,0.36,0,0.36,0.18,0.18,Matches
Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,33-076,1988,30,1522,16.9,2,3,1,1,2,2,0,0.12,0.18,0.3,0.06,0.24,Matches
Isaac Lihadji\Isaac-Lihadji,fr FRA,MFDF,Lille,19-020,2002,15,196,2.2,0,1,0,0,0,0,0,0,0.46,0.46,0,0.46,Matches
Pol Lirola\Pol-Lirola,es ESP,DF,Marseille,23-260,1997,15,1196,13.3,2,1,2,0,0,1,0,0.15,0.08,0.23,0.15,0.23,Matches
Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,30-211,1990,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rony Lopes\Rony-Lopes,pt POR,FWMF,Nice,25-123,1995,24,1517,16.9,2,1,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18,Matches
Maxime Lopez\Maxime-Lopez,fr FRA,FWMF,Marseille,23-147,1997,4,134,1.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Dion Lopy\Dion-Lopy,sn SEN,MF,Reims,19-087,2002,3,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jordan Lotomba\Jordan-Lotomba,ch SUI,DF,Nice,22-213,1998,27,2062,22.9,1,0,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
Adrien Louveau\Adrien-Louveau,fr FRA,DFMF,Lens,21-088,2000,1,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Imran Louza\Imran-Louza,fr FRA,MF,Nantes,21-364,1999,29,2026,22.5,5,1,1,4,4,4,1,0.22,0.04,0.27,0.04,0.09,Matches
Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,22-312,1998,8,172,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jean Lucas\Jean-Lucas,br BRA,MF,Brest,22-312,1998,13,887,9.9,0,2,0,0,0,3,1,0,0.2,0.2,0,0.2,Matches
Florentino Luís\Florentino-Luis,pt POR,MF,Monaco,21-254,1999,9,241,2.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Yann M'Vila\Yann-MVila,fr FRA,MFFW,Saint-Étienne,30-305,1990,1,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,22-211,1998,6,539,6,1,1,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches
Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,22-335,1998,9,358,4,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Hicham Mahou\Hicham-Mahou,fr FRA,DF,Nice,21-302,1999,2,34,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,25-119,1996,27,2333,25.9,1,3,1,0,0,8,0,0.04,0.12,0.15,0.04,0.15,Matches
Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,25-153,1995,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,22-124,1998,17,804,8.9,2,0,2,0,0,2,0,0.22,0,0.22,0.22,0.22,Matches
Rados?aw Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,21-165,1999,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,29-223,1991,15,552,6.1,1,0,0,1,1,0,0,0.16,0,0.16,0,0,Matches
Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,19-356,2001,7,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,19-183,2001,1,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,21-123,1999,11,454,5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,31-294,1989,23,1949,21.7,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,36-033,1985,33,2970,33,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,27-099,1994,25,1822,20.2,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,34-001,1987,31,2338,26,3,3,0,3,3,3,0,0.12,0.12,0.23,0,0.12,Matches
Vito Mannone\Vito-Mannone,it ITA,GK,Monaco,33-059,1988,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,22-075,1999,19,1077,12,3,1,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,Matches
Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,22-298,1998,19,959,10.7,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
Sekou Mara\Sekou-Mara,fr FRA,FWMF,Bordeaux,18-274,2002,4,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,32-070,1989,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marcelo\Marcelo,br BRA,DF,Lyon,33-345,1987,31,2638,29.3,2,0,2,0,0,6,1,0.07,0,0.07,0.07,0.07,Matches
Dario Maresic\Dario-Maresic,at AUT,DF,Reims,21-213,1999,7,424,4.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,29-213,1991,20,1093,12.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,26-359,1994,24,1757,19.5,5,1,5,0,0,4,0,0.26,0.05,0.31,0.26,0.31,Matches
Marquinhos\Marquinhos,br BRA,DF,Paris S-G,26-351,1994,21,1768,19.6,1,1,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,Matches
Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,31-021,1990,12,482,5.4,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,32-068,1989,7,540,6,0,1,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
Gelson Martins\Gelson-Martins,pt POR,MFFW,Monaco,25-354,1995,20,1384,15.4,3,2,3,0,0,3,0,0.2,0.13,0.33,0.2,0.33,Matches
Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,35-015,1986,9,200,2.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pape Matar Sarr\Pape-Matar-Sarr,sn SEN,MF,Metz,18-228,2002,18,1240,13.8,2,0,2,0,0,4,0,0.15,0,0.15,0.15,0.15,Matches
Eliot Matazo\Eliot-Matazo,be BEL,MF,Monaco,19-074,2002,7,200,2.2,0,1,0,0,0,0,1,0,0.45,0.45,0,0.45,Matches
Chrislain Matsima\Chrislain-Matsima,fr FRA,DF,Monaco,18-350,2002,8,351,3.9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Tony Mauricio\Tony-Mauricio,fr FRA,MF,Lens,27-039,1994,23,471,5.2,0,4,0,0,0,3,0,0,0.76,0.76,0,0.76,Matches
Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Montpellier,22-334,1998,31,1750,19.4,9,0,9,0,1,3,0,0.46,0,0.46,0.46,0.46,Matches
Youssef Maziz\Youssef-Maziz,fr FRA,MFFW,Metz,22-310,1998,9,206,2.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,22-131,1998,29,2214,24.6,25,7,19,6,6,5,0,1.02,0.28,1.3,0.77,1.06,Matches
Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,19-045,2002,28,1904,21.2,3,1,3,0,0,3,0,0.14,0.05,0.19,0.14,0.19,Matches
Facundo Medina\Facundo-Medina,ar ARG,DF,Lens,21-337,1999,21,1770,19.7,2,0,2,0,0,9,0,0.1,0,0.1,0.1,0.1,Matches
Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,23-291,1997,14,255,2.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Birger Meling\Birger-Meling,no NOR,DF,Nîmes,26-134,1994,22,1968,21.9,2,3,2,0,0,3,0,0.09,0.14,0.23,0.09,0.23,Matches
Houboulang Mendes\Houboulang-Mendes,fr FRA,DF,Lorient,22-361,1998,17,1297,14.4,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,30-211,1990,22,1626,18.1,2,0,2,0,0,5,0,0.11,0,0.11,0.11,0.11,Matches
Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,29-046,1992,28,2074,23,0,1,0,0,0,5,1,0,0.04,0.04,0,0.04,Matches
Batista Mendy\Batista-Mendy,fr FRA,MF,Nantes,21-108,2000,2,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,29-060,1992,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexer\Mexer,mz MOZ,DF,Bordeaux,32-234,1988,7,564,6.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Clément Michelin\Clement-Michelin,fr FRA,DF,Lens,23-354,1997,24,1040,11.6,0,4,0,0,0,1,1,0,0.35,0.35,0,0.35,Matches
Edouard Michut\Edouard-Michut,fr FRA,MF,Paris S-G,18-057,2003,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,24-241,1996,21,1538,17.1,0,0,0,0,0,4,2,0,0,0,0,0,Matches
Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Marseille,27-061,1994,11,861,9.6,5,1,4,1,1,0,0,0.52,0.1,0.63,0.42,0.52,Matches
Enzo Millot\Enzo-Millot,fr FRA,MF,Monaco,18-287,2002,2,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stefan Mitrovi?\Stefan-Mitrovic,rs SRB,DF,Strasbourg,30-343,1990,28,2424,26.9,1,0,1,0,0,3,1,0.04,0,0.04,0.04,0.04,Matches
Anthony Modeste\Anthony-Modeste,fr FRA,FW,Saint-Étienne,33-016,1988,7,293,3.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Terem Moffi\Terem-Moffi,ng NGA,FW,Lorient,21-340,1999,28,1756,19.5,14,2,13,1,1,2,0,0.72,0.1,0.82,0.67,0.77,Matches
Dion Moise Sahi\Dion-Moise-Sahi,ci CIV,FW,Strasbourg,19-131,2001,4,56,0.6,1,0,1,0,0,0,0,1.61,0,1.61,1.61,1.61,Matches
Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,29-162,1991,32,2227,24.7,3,4,3,0,0,5,1,0.12,0.16,0.28,0.12,0.28,Matches
Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Lorient,30-079,1991,24,1123,12.5,1,0,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,32-254,1988,15,545,6.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lorient,37-028,1984,24,2133,23.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Aimen Moueffek\Aimen-Moueffek,fr FRA,DFMF,Saint-Étienne,20-021,2001,17,703,7.8,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,Saint-Étienne,23-154,1997,24,2160,24,3,1,3,0,0,6,0,0.12,0.04,0.17,0.12,0.17,Matches
Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,35-107,1986,29,2610,29,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Steve Mounié\Steve-Mounie,bj BEN,FW,Brest,26-213,1994,31,2380,26.4,7,4,6,1,2,5,0,0.26,0.15,0.42,0.23,0.38,Matches
Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,FW,Nantes,24-261,1996,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Loris Mouyokolo\Loris-Mouyokolo,cg CGO,DF,Lorient,19-343,2001,1,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,20-035,2001,31,2570,28.6,2,1,2,0,0,3,0,0.07,0.04,0.11,0.07,0.11,Matches
Marshall Munetsi\Marshall-Munetsi,zw ZIM,MFDF,Reims,24-312,1996,24,1658,18.4,1,0,1,0,0,6,1,0.05,0,0.05,0.05,0.05,Matches
Kévin N'Doram\Kevin-NDoram,fr FRA,MF,Metz,25-098,1996,2,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Nice,22-021,1999,17,1225,13.6,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,Marseille,34-230,1986,23,1514,16.8,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
Kenny Nagera\Kenny-Nagera,fr FRA,FW,Paris S-G,19-068,2002,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Paul Nardi\Paul-Nardi,fr FRA,GK,Lorient,26-347,1994,19,1710,19,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Keylor Navas\Keylor-Navas,cr CRC,GK,Paris S-G,34-136,1986,25,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Papa Ndiaga Yade\Papa-Ndiaga-Yade,sn SEN,FWMF,Metz,21-115,2000,24,776,8.6,3,4,3,0,0,3,0,0.35,0.46,0.81,0.35,0.81,Matches
Bridge Ndilu\Bridge-Ndilu,fr FRA,FWMF,Nantes,20-283,2000,6,42,0.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Dan Ndoye\Dan-Ndoye,ch SUI,FWMF,Nice,20-187,2000,25,516,5.7,1,1,1,0,0,0,0,0.17,0.17,0.35,0.17,0.35,Matches
Neymar\Neymar,br BRA,FWMF,Paris S-G,29-084,1992,14,1056,11.7,6,3,3,3,3,6,2,0.51,0.26,0.77,0.26,0.51,Matches
Yvan Neyou\Yvan-Neyou,cm CMR,MF,Saint-Étienne,24-117,1997,28,2191,24.3,1,2,1,0,0,8,0,0.04,0.08,0.12,0.04,0.12,Matches
Muzinga Ngonda\Muzinga-Ngonda,cd COD,DF,Dijon,26-120,1994,27,2082,23.1,2,0,2,0,0,5,0,0.09,0,0.09,0.09,0.09,Matches
Ahmad Ngouyamsa\Ahmad-Ngouyamsa,cm CMR,DF,Dijon,20-130,2000,2,144,1.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
