Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Robert Bauer\Robert-Bauer,de GER,DFMF,Werder Bremen,21,1995,27,25,2122,23.6,1,3,1,0,0,5,0,0.04,0.13,0.17,0.04,0.17,Matches
Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,26,1990,34,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,28,1988,22,19,1561,17.3,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,Matches
Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,Wolfsburg,19,1996,12,12,969,10.8,0,1,0,0,0,5,0,0,0.09,0.09,0,0.09,Matches
Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,24,1991,31,30,2744,30.5,5,1,5,0,0,10,2,0.16,0.03,0.2,0.16,0.2,Matches
Karim Bellarabi\Karim-Bellarabi,de GER,MF,Leverkusen,26,1990,16,14,1113,12.4,2,5,2,0,0,4,0,0.16,0.4,0.57,0.16,0.57,Matches
Änis Ben-Hatira\Anis-Ben-Hatira,tn TUN,MF,Darmstadt 98,28,1988,11,8,586,6.5,1,0,1,0,0,3,0,0.15,0,0.15,0.15,0.15,Matches
Diego Benaglio\Diego-Benaglio,ch SUI,GK,Wolfsburg,32,1983,14,14,1260,14,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Lars Bender\Lars-Bender,de GER,MFDF,Leverkusen,27,1989,9,9,602,6.7,0,1,0,0,0,4,0,0,0.15,0.15,0,0.15,Matches
Sven Bender\Sven-Bender,de GER,DF,Dortmund,27,1989,6,3,272,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,18,1997,8,3,288,3.2,1,0,1,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,21,1994,32,28,2548,28.3,5,4,4,1,1,12,0,0.18,0.14,0.32,0.14,0.28,Matches
Bernardo\Bernardo,br BRA,DF,RB Leipzig,21,1995,22,21,1892,21,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
Juan Bernat\Juan-Bernat,es ESP,DF,Bayern Munich,23,1993,18,13,1238,13.8,2,2,2,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
Max Besuschkow\Max-Besuschkow,de GER,MF,Eint Frankfurt,19,1997,3,1,87,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Roman Bezjak\Roman-Bezjak,si SVN,MF,Darmstadt 98,27,1989,11,7,588,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ermin Bi?ak?i?\Ermin-Bicakcic,ba BIH,DFMF,Hoffenheim,26,1990,18,11,1055,11.7,1,0,1,0,0,4,0,0.09,0,0.09,0.09,0.09,Matches
Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MFFW,Köln,22,1993,16,12,968,10.8,3,5,3,0,0,3,0,0.28,0.46,0.74,0.28,0.74,Matches
Pablo de Blasis\Pablo-de-Blasis,ar ARG,MF,Mainz 05,28,1988,31,17,1661,18.5,5,3,4,1,1,5,0,0.27,0.16,0.43,0.22,0.38,Matches
Danny Blum\Danny-Blum,de GER,MF,Eint Frankfurt,25,1991,14,3,460,5.1,1,1,1,0,0,0,0,0.2,0.2,0.39,0.2,0.39,Matches
Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,27,1988,13,10,827,9.2,0,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
Raúl Bobadilla\Raul-Bobadilla,py PAR,FWMF,Augsburg,29,1987,18,13,1044,11.6,4,1,4,0,0,1,0,0.34,0.09,0.43,0.34,0.43,Matches
Mounir Bouziane\Mounir-Bouziane,fr FRA,FWMF,Mainz 05,25,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Terrence Boyd\Terrence-Boyd,us USA,FW,Darmstadt 98,25,1991,7,5,375,4.2,1,0,1,0,0,1,0,0.24,0,0.24,0.24,0.24,Matches
Julian Brandt\Julian-Brandt,de GER,MFFW,Leverkusen,20,1996,32,25,2299,25.5,3,7,3,0,0,0,0,0.12,0.27,0.39,0.12,0.39,Matches
Romain Brégerie\Romain-Bregerie,fr FRA,DF,Ingolstadt 04,29,1986,17,17,1527,17,3,0,3,0,0,3,1,0.18,0,0.18,0.18,0.18,Matches
Josip Brekalo\Josip-Brekalo,hr CRO,FWMF,Wolfsburg,18,1998,4,0,80,0.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
John Brooks\John-Brooks,us USA,DF,Hertha BSC,23,1993,24,24,2115,23.5,2,0,2,0,0,5,0,0.09,0,0.09,0.09,0.09,Matches
Daniel Brosinski\Daniel-Brosinski,de GER,DFMF,Mainz 05,28,1988,29,27,2454,27.3,1,2,0,1,1,6,0,0.04,0.07,0.11,0,0.07,Matches
Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Wolfsburg,24,1991,20,20,1717,19.1,1,0,1,0,0,6,1,0.05,0,0.05,0.05,0.05,Matches
Massimo Bruno\Massimo-Bruno,be BEL,FWMF,RB Leipzig,22,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Onur Bulut\Onur-Bulut,tr TUR,MF,Freiburg,22,1994,21,12,1002,11.1,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
Niko Bungert\Niko-Bungert,de GER,DF,Mainz 05,29,1986,10,9,755,8.4,1,0,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
Guido Burgstaller\Guido-Burgstaller,at AUT,FW,Schalke 04,27,1989,18,17,1461,16.2,9,2,9,0,1,1,0,0.55,0.12,0.68,0.55,0.68,Matches
Oliver Burke\Oliver-Burke,sco SCO,FWMF,RB Leipzig,19,1997,25,5,632,7,1,2,1,0,0,1,0,0.14,0.28,0.43,0.14,0.43,Matches
Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,25,1990,27,27,2430,27,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Dženis Burni?\Dzenis-Burnic,de GER,DF,Dortmund,18,1998,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Gaëtan Bussmann\Gaetan-Bussmann,fr FRA,DF,Mainz 05,25,1991,14,12,1049,11.7,0,2,0,0,0,1,1,0,0.17,0.17,0,0.17,Matches
Jakub B?aszczykowski\Jakub-Blaszczykowski,pl POL,MFDF,Wolfsburg,30,1985,28,20,1689,18.8,0,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
Júnior Caiçara\Junior-Caicara,br BRA,DF,Schalke 04,27,1989,3,1,109,1.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Caiuby\Caiuby,br BRA,MF,Augsburg,28,1988,5,2,248,2.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Luca Caldirola\Luca-Caldirola,it ITA,DF,Werder Bremen,25,1991,5,5,412,4.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Hakan Çalhano?lu\Hakan-Calhanoglu,tr TUR,MFFW,Leverkusen,22,1994,15,14,1215,13.5,6,5,5,1,2,1,0,0.44,0.37,0.81,0.37,0.74,Matches
Daniel Caligiuri\Daniel-Caligiuri,it ITA,MF,Wolfsburg,28,1988,16,13,1105,12.3,2,1,2,0,0,2,0,0.16,0.08,0.24,0.16,0.24,Matches
Daniel Caligiuri\Daniel-Caligiuri,it ITA,MFFW,Schalke 04,28,1988,16,14,1104,12.3,2,3,2,0,0,0,0,0.16,0.24,0.41,0.16,0.41,Matches
Jan-Ingwer Callsen-Bracker\Jan-Ingwer-Callsen-Bracker,de GER,DF,Augsburg,31,1984,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,24,1992,20,20,1800,20,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Gonzalo Castro\Gonzalo-Castro,de GER,MF,Dortmund,29,1987,28,23,1921,21.3,3,4,3,0,0,5,0,0.14,0.19,0.33,0.14,0.33,Matches
Timothy Chandler\Timothy-Chandler,us USA,MFDF,Eint Frankfurt,26,1990,32,31,2817,31.3,0,3,0,0,0,6,1,0,0.1,0.1,0,0.1,Matches
Andreas Christensen\Andreas-Christensen,dk DEN,DF,M'Gladbach,20,1996,31,31,2781,30.9,2,0,2,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
Max Christiansen\Max-Christiansen,de GER,MF,Ingolstadt 04,19,1996,11,4,443,4.9,0,0,0,0,0,2,2,0,0,0,0,0,Matches
Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,29,1987,26,25,2136,23.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Cléber\Cleber,br BRA,DF,Hamburger SV,25,1990,5,5,325,3.6,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,24,1991,12,10,805,8.9,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
Christian Clemens\Christian-Clemens,de GER,MF,Mainz 05,24,1991,3,2,188,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Almog Cohen\Almog-Cohen,il ISR,MF,Ingolstadt 04,27,1988,31,29,2494,27.7,7,1,6,1,1,2,0,0.25,0.04,0.29,0.22,0.25,Matches
Coke\Coke,es ESP,DFMF,Schalke 04,29,1987,8,7,627,7,1,0,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
Antonio ?olak\Antonio-Colak,hr CRO,FW,Darmstadt 98,22,1993,22,12,1276,14.2,4,1,3,1,2,1,2,0.28,0.07,0.35,0.21,0.28,Matches
Fabio Coltorti\Fabio-Coltorti,ch SUI,GK,RB Leipzig,35,1980,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kingsley Coman\Kingsley-Coman,fr FRA,MFFW,Bayern Munich,20,1996,19,10,917,10.2,2,1,2,0,0,1,0,0.2,0.1,0.29,0.2,0.29,Matches
Marvin Compper\Marvin-Compper,de GER,DF,RB Leipzig,31,1985,25,25,2098,23.3,2,0,2,0,0,6,0,0.09,0,0.09,0.09,0.09,Matches
Jhon Córdoba\Jhon-Cordoba,co COL,FW,Mainz 05,23,1993,29,27,2345,26.1,5,3,5,0,0,8,1,0.19,0.12,0.31,0.19,0.31,Matches
Danny da Costa\Danny-da-Costa,de GER,DF,Leverkusen,23,1993,3,1,111,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Douglas Costa\Douglas-Costa,br BRA,MFFW,Bayern Munich,25,1990,23,14,1420,15.8,4,4,4,0,0,2,0,0.25,0.25,0.51,0.25,0.51,Matches
Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,M'Gladbach,20,1996,28,26,2274,25.3,2,6,2,0,0,3,0,0.08,0.24,0.32,0.08,0.32,Matches
Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,17,1998,7,7,612,6.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,25,1990,25,21,2041,22.7,2,2,2,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches
Thomas Delaney\Thomas-Delaney,dk DEN,MF,Werder Bremen,24,1991,13,11,916,10.2,4,1,4,0,0,3,0,0.39,0.1,0.49,0.39,0.49,Matches
Ousmane Dembélé\Ousmane-Dembele,fr FRA,MFFW,Dortmund,19,1997,32,22,2036,22.6,6,11,6,0,0,7,0,0.27,0.49,0.75,0.27,0.75,Matches
Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,23,1993,28,27,2169,24.1,6,8,6,0,0,4,0,0.25,0.33,0.58,0.25,0.58,Matches
Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,24,1991,32,32,2870,31.9,1,3,1,0,0,4,0,0.03,0.09,0.13,0.03,0.13,Matches
Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,27,1989,12,3,323,3.6,0,2,0,0,0,2,0,0,0.56,0.56,0,0.56,Matches
Fallou Diagne\Fallou-Diagne,sn SEN,DF,Werder Bremen,26,1989,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daniel Didavi\Daniel-Didavi,de GER,MF,Wolfsburg,26,1990,18,11,986,11,4,2,4,0,0,0,0,0.37,0.18,0.55,0.37,0.55,Matches
Dennis Diekmeier\Dennis-Diekmeier,de GER,DF,Hamburger SV,26,1989,24,21,1780,19.8,0,1,0,0,0,6,2,0,0.05,0.05,0,0.05,Matches
Johan Djourou\Johan-Djourou,ch SUI,DF,Hamburger SV,29,1987,14,12,1144,12.7,0,0,0,0,1,6,0,0,0,0,0,0,Matches
Giulio Donati\Giulio-Donati,it ITA,DF,Mainz 05,26,1990,32,31,2802,31.1,0,1,0,0,0,4,0,0,0.03,0.03,0,0.03,Matches
Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,25,1991,34,24,2297,25.5,3,2,3,0,0,4,0,0.12,0.08,0.2,0.12,0.2,Matches
Bas Dost\Bas-Dost,nl NED,FW,Wolfsburg,27,1989,1,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Aleksandar Dragovi?\Aleksandar-Dragovic,at AUT,DF,Leverkusen,25,1991,19,15,1259,14,0,1,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches
Julian Draxler\Julian-Draxler,de GER,MFFW,Wolfsburg,22,1993,13,12,1050,11.7,0,2,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
Josip Drmi?\Josip-Drmic,ch SUI,FW,M'Gladbach,23,1992,12,2,282,3.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jaroslav Drobný\Jaroslav-Drobny,cz CZE,GK,Werder Bremen,36,1979,10,10,849,9.4,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Ondrej Duda\Ondrej-Duda,sk SVK,FWMF,Hertha BSC,21,1994,3,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Erik Durm\Erik-Durm,de GER,MFDF,Dortmund,24,1992,13,10,976,10.8,0,2,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,19,1996,15,8,891,9.9,1,0,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
Albin Ekdal\Albin-Ekdal,se SWE,MFDF,Hamburger SV,27,1989,21,13,1247,13.9,1,1,1,0,0,3,2,0.07,0.07,0.14,0.07,0.14,Matches
Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,19,1996,25,23,2106,23.4,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Breel Embolo\Breel-Embolo,ch SUI,FWMF,Schalke 04,19,1997,7,4,341,3.8,2,0,2,0,0,0,0,0.53,0,0.53,0.53,0.53,Matches
Michael Esser\Michael-Esser,de GER,GK,Darmstadt 98,28,1987,28,28,2484,27.6,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Alexander Esswein\Alexander-Esswein,de GER,MF,Hertha BSC,26,1990,29,15,1322,14.7,2,2,2,0,0,4,0,0.14,0.14,0.27,0.14,0.27,Matches
Marco Fabián\Marco-Fabian,mx MEX,MFFW,Eint Frankfurt,27,1989,24,23,2054,22.8,7,4,6,1,2,10,0,0.31,0.18,0.48,0.26,0.44,Matches
Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,27,1988,34,34,3060,34,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Artem Fedetskyi\Artem-Fedetskyi,ua UKR,DF,Darmstadt 98,31,1985,16,13,1110,12.3,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Markus Feulner\Markus-Feulner,de GER,MF,Augsburg,34,1982,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,27,1989,13,13,1128,12.5,3,1,3,0,0,1,1,0.24,0.08,0.32,0.24,0.32,Matches
Jonas Föhrenbach\Jonas-Fohrenbach,de GER,DF,Freiburg,20,1996,3,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,24,1991,30,27,2338,26,8,18,7,1,2,1,1,0.31,0.69,1,0.27,0.96,Matches
Raphael Framberger\Raphael-Framberger,de GER,MFDF,Augsburg,20,1995,3,2,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mike Frantz\Mike-Frantz,de GER,MF,Freiburg,29,1986,30,29,2495,27.7,0,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
Fabian Frei\Fabian-Frei,ch SUI,MF,Mainz 05,27,1989,24,19,1666,18.5,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
Clemens Fritz\Clemens-Fritz,de GER,MF,Werder Bremen,35,1980,18,17,1291,14.3,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Lukas Fröde\Lukas-Frode,de GER,MF,Werder Bremen,21,1995,3,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mijat Ga?inovi?\Mijat-Gacinovic,rs SRB,MFFW,Eint Frankfurt,21,1995,28,26,2233,24.8,2,0,2,0,0,9,0,0.08,0,0.08,0.08,0.08,Matches
Santiago García\Santiago-Garcia,ar ARG,DFMF,Werder Bremen,28,1988,19,16,1444,16,1,2,1,0,0,5,0,0.06,0.12,0.19,0.06,0.19,Matches
Ulisses Garcia\Ulisses-Garcia,ch SUI,DFMF,Werder Bremen,20,1996,7,3,353,3.9,0,1,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Mainz 05,20,1995,25,21,1823,20.3,0,0,0,0,0,4,5,0,0,0,0,0,Matches
Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DFMF,Werder Bremen,29,1986,30,26,2342,26,5,2,5,0,0,4,0,0.19,0.08,0.27,0.19,0.27,Matches
Johannes Geis\Johannes-Geis,de GER,MF,Schalke 04,22,1993,18,17,1324,14.7,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Yannick Gerhardt\Yannick-Gerhardt,de GER,MFDF,Wolfsburg,22,1994,27,25,2214,24.6,0,2,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
Matthias Ginter\Matthias-Ginter,de GER,DF,Dortmund,22,1994,29,26,2476,27.5,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
Serge Gnabry\Serge-Gnabry,de GER,MFFW,Werder Bremen,21,1995,27,23,1963,21.8,11,1,10,1,1,1,0,0.5,0.05,0.55,0.46,0.5,Matches
Mario Gómez\Mario-Gomez,de GER,FW,Wolfsburg,31,1985,33,32,2850,31.7,16,1,14,2,2,4,0,0.51,0.03,0.54,0.44,0.47,Matches
Jérôme Gondorf\Jerome-Gondorf,de GER,MF,Darmstadt 98,28,1988,29,29,2546,28.3,3,4,2,1,1,7,0,0.11,0.14,0.25,0.07,0.21,Matches
Leon Goretzka\Leon-Goretzka,de GER,MF,Schalke 04,21,1995,30,30,2563,28.5,5,3,5,0,0,2,0,0.18,0.11,0.28,0.18,0.28,Matches
Benjamin Gorka\Benjamin-Gorka,de GER,DF,Darmstadt 98,32,1984,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ashton Götz\Ashton-Gotz,de GER,DF,Hamburger SV,23,1993,1,1,65,0.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mario Götze\Mario-Gotze,de GER,MF,Dortmund,24,1992,11,9,760,8.4,1,2,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,Matches
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,25,1991,18,18,1548,17.2,2,1,2,0,0,4,0,0.12,0.06,0.17,0.12,0.17,Matches
Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Hamburger SV,22,1994,30,14,1305,14.5,5,1,5,0,0,4,0,0.34,0.07,0.41,0.34,0.41,Matches
Vincenzo Grifo\Vincenzo-Grifo,it ITA,MF,Freiburg,23,1993,30,27,2492,27.7,6,7,5,1,1,1,0,0.22,0.25,0.47,0.18,0.43,Matches
Florian Grillitsch\Florian-Grillitsch,at AUT,MF,Werder Bremen,20,1995,23,21,1712,19,2,0,2,0,0,4,0,0.11,0,0.11,0.11,0.11,Matches
Pascal Groß\Pascal-Gross,de GER,MF,Ingolstadt 04,25,1991,33,31,2720,30.2,5,3,2,3,3,5,0,0.17,0.1,0.26,0.07,0.17,Matches
Karim Guédé\Karim-Guede,sk SVK,FW,Freiburg,31,1985,5,3,184,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Raphaël Guerreiro\Raphael-Guerreiro,pt POR,MF,Dortmund,22,1993,24,17,1481,16.5,6,4,6,0,0,0,0,0.36,0.24,0.61,0.36,0.61,Matches
Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MF,Wolfsburg,25,1990,19,17,1541,17.1,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,Köln,20,1996,6,0,85,0.9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,26,1990,33,33,2970,33,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,25,1991,20,19,1684,18.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Christian Günter\Christian-Gunter,de GER,DFMF,Freiburg,23,1993,31,30,2696,30,0,2,0,0,0,4,1,0,0.07,0.07,0,0.07,Matches
Julian Günther-Schmidt\Julian-Gunther-Schmidt,de GER,FWMF,Augsburg,21,1994,4,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Luiz Gustavo\Luiz-Gustavo,br BRA,MFDF,Wolfsburg,29,1987,27,26,2344,26,0,0,0,0,0,7,2,0,0,0,0,0,Matches
Leon Guwara\Leon-Guwara,de GER,DF,Darmstadt 98,20,1996,17,11,1103,12.3,0,0,0,0,0,2,2,0,0,0,0,0,Matches
Janik Haberer\Janik-Haberer,de GER,FWMF,Freiburg,22,1994,32,22,1952,21.7,3,4,3,0,0,7,0,0.14,0.18,0.32,0.14,0.32,Matches
Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,22,1993,15,13,1296,14.4,0,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
