Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Matches
Melayro Bogarde\Melayro-Bogarde,nl NED,DFMF,Hoffenheim,18-336,2002,3.1,1,0,0,5,10,0,0,3,5,0,1,0,42,Matches
Dennis Borkowski\Dennis-Borkowski,de GER,MF,RB Leipzig,19-093,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,Köln,22-038,1999,20.1,2,0,0,20,11,2,0,19,19,0,2,0,151,Matches
Nassim Boujellab\Nassim-Boujellab,ma MAR,MFFW,Schalke 04,21-313,1999,6.7,2,0,0,16,18,0,1,6,13,0,0,0,65,Matches
Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Hertha BSC,30-152,1990,12.8,1,0,0,7,4,0,1,12,7,0,1,0,126,Matches
Can Bozdogan\Can-Bozdogan,de GER,MF,Schalke 04,20-024,2001,7,0,0,0,6,14,0,12,4,19,0,0,1,56,Matches
Julian Brandt\Julian-Brandt,de GER,FWMF,Dortmund,24-362,1996,15.2,0,0,0,7,15,2,25,13,14,0,0,0,119,Matches
Josip Brekalo\Josip-Brekalo,hr CRO,FW,Wolfsburg,22-310,1998,18.4,1,0,0,8,14,2,27,16,13,0,0,0,123,Matches
Joshua Brenet\Joshua-Brenet,nl NED,DF,Hoffenheim,27-040,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Matches
John Brooks\John-Brooks,us USA,DF,Wolfsburg,28-091,1993,28.2,5,0,0,27,17,0,2,44,34,0,2,1,341,Matches
Daniel Brosinski\Daniel-Brosinski,de GER,DF,Mainz 05,32-286,1988,14,0,0,0,7,1,0,50,12,6,0,0,0,112,Matches
Cédric Brunner\Cedric-Brunner,ch SUI,DF,Arminia,27-071,1994,26.5,5,0,0,32,30,1,50,29,25,0,0,0,273,Matches
Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,Hoffenheim,22-222,1998,1,0,0,0,2,0,2,1,0,0,0,0,0,4,Matches
Marius Bülter\Marius-Bulter,de GER,FWMF,Union Berlin,28-031,1993,10.2,1,0,0,12,14,3,22,6,9,0,0,0,85,Matches
Jonathan Burkardt\Jonathan-Burkardt,de GER,FWDF,Mainz 05,20-292,2000,14.4,0,0,0,25,41,2,11,4,13,1,0,0,111,Matches
Nishan Burkart\Nishan-Burkart,ch SUI,MF,Freiburg,21-088,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,Matches
Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,30-166,1990,16,0,0,0,0,0,0,0,0,0,0,0,0,69,Matches
Kerim Calhanoglu\Kerim-Calhanoglu,de GER,DF,Schalke 04,18-246,2002,3.3,0,0,0,1,1,0,6,6,2,0,0,0,31,Matches
Daniel Caligiuri\Daniel-Caligiuri,it ITA,MFDF,Augsburg,33-104,1988,28.6,5,0,0,34,59,3,41,38,45,0,0,0,230,Matches
Emre Can\Emre-Can,de GER,DFMF,Dortmund,27-107,1994,21.7,5,0,0,31,19,1,12,36,40,0,1,0,249,Matches
Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,28-308,1992,30,0,0,0,1,2,0,0,0,0,0,1,0,156,Matches
Gonzalo Castro\Gonzalo-Castro,de GER,MFFW,Stuttgart,33-322,1987,18,8,0,0,17,13,1,25,10,11,0,0,0,154,Matches
Sava Cestic\Sava-Cestic,de GER,DF,Köln,20-069,2001,10,3,0,0,15,4,0,0,29,14,0,1,0,74,Matches
Timothy Chandler\Timothy-Chandler,us USA,DF,Eint Frankfurt,31-031,1990,2.6,1,0,0,4,1,3,7,2,1,0,0,0,24,Matches
Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,26-303,1994,2.4,2,0,0,4,5,1,4,5,2,0,0,0,12,Matches
Tahith Chong\Tahith-Chong,nl NED,FWMF,Werder Bremen,21-146,1999,4.3,1,0,0,13,14,0,7,3,8,0,1,0,49,Matches
Darko Churlinov\Darko-Churlinov,mk MKD,DFFW,Stuttgart,20-292,2000,1.6,0,0,0,3,3,1,3,1,1,0,0,0,17,Matches
Tim Civeja\Tim-Civeja,de GER,MFDF,Augsburg,19-115,2002,0.4,0,0,0,0,0,0,0,1,0,0,0,0,10,Matches
Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,24-320,1996,17.9,1,0,0,13,33,6,71,11,12,1,0,0,121,Matches
Jhon Córdoba\Jhon-Cordoba,co COL,FW,Hertha BSC,27-353,1993,14.9,3,0,0,35,38,15,10,9,4,2,1,0,52,Matches
Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Arminia,23-263,1997,12.1,0,0,0,15,22,9,8,6,11,0,0,0,80,Matches
Danny da Costa\Danny-da-Costa,de GER,DF,Mainz 05,27-290,1993,10.1,2,0,0,3,4,1,28,11,8,0,0,0,83,Matches
Danny da Costa\Danny-da-Costa,de GER,DF,Eint Frankfurt,27-290,1993,1.2,0,0,0,2,0,0,3,0,2,0,0,0,10,Matches
Douglas Costa\Douglas-Costa,br BRA,FWMF,Bayern Munich,30-227,1990,3.6,0,0,0,7,2,3,12,3,2,0,0,0,25,Matches
Tanguy Coulibaly\Tanguy-Coulibaly,fr FRA,DFFW,Stuttgart,20-070,2001,16.3,2,0,0,31,17,11,29,7,20,0,0,0,102,Matches
Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,Bayern Munich,21-256,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,Matches
Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,21-337,1999,22.1,8,0,0,43,68,5,57,33,29,1,1,0,177,Matches
Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,30-350,1990,22.1,7,0,0,24,14,1,2,34,33,0,1,0,225,Matches
Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,28-350,1992,11.1,2,0,0,19,25,5,8,6,8,0,0,0,76,Matches
Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,23-033,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,6,Matches
Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,25-118,1996,11.8,2,0,0,22,17,0,7,18,19,0,1,0,148,Matches
Leon Dajaku\Leon-Dajaku,de GER,FW,Union Berlin,20-017,2001,0.4,0,0,0,0,1,2,0,0,1,0,0,0,5,Matches
Tiago Dantas\Tiago-Dantas,pt POR,MF,Bayern Munich,20-126,2000,0.8,0,0,0,0,1,0,1,1,0,0,0,0,7,Matches
Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,19-076,2002,6.1,0,0,0,10,1,0,6,10,7,0,0,0,41,Matches
Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,30-264,1990,18.2,2,1,0,20,20,2,42,26,22,0,0,0,182,Matches
Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,20-178,2000,16.6,1,1,0,10,33,3,25,33,29,1,0,0,218,Matches
Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,29-238,1991,12.9,6,0,0,36,24,1,7,22,32,0,0,0,147,Matches
Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,27-300,1993,16.6,2,0,0,37,23,0,25,12,33,0,0,0,169,Matches
Ermedin Demirovi?\Ermedin-Demirovic,ba BIH,FW,Freiburg,23-035,1998,14.2,5,0,0,40,15,7,10,5,11,1,0,0,63,Matches
Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FW,Köln,23-165,1997,5.3,0,0,0,15,5,7,8,3,7,0,0,0,27,Matches
Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Arminia,28-196,1992,15,3,0,0,11,9,0,0,8,7,0,2,0,154,Matches
Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,21-296,1999,25,5,0,0,27,15,10,97,15,6,0,0,0,138,Matches
Daniel Didavi\Daniel-Didavi,de GER,FWMF,Stuttgart,31-067,1990,9.6,2,0,0,15,13,4,17,6,6,0,0,0,56,Matches
Javairô Dilrosun\Javairo-Dilrosun,nl NED,FWMF,Hertha BSC,22-311,1998,3.3,0,0,0,5,5,1,5,5,4,0,0,0,18,Matches
Eren Dinkçi\Eren-Dinkci,de GER,FW,Werder Bremen,19-137,2001,1.1,0,0,0,0,0,1,1,2,0,0,0,0,9,Matches
Ritsu Doan\Ritsu-Doan,jp JPN,MFFW,Arminia,22-317,1998,27.9,1,0,0,31,62,5,56,25,36,1,0,0,178,Matches
Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,29-336,1991,0.7,1,0,0,3,1,0,0,0,0,0,0,0,10,Matches
Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,31-333,1989,9.1,3,0,0,16,9,3,4,2,4,0,0,0,34,Matches
Aleksandar Dragovi?\Aleksandar-Dragovic,at AUT,DF,Leverkusen,30-054,1991,9.6,3,0,0,12,6,0,5,14,9,0,0,0,135,Matches
Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,30-338,1990,12.6,1,0,0,18,21,6,33,15,22,0,0,0,88,Matches
Ondrej Duda\Ondrej-Duda,sk SVK,FWMF,Köln,26-145,1994,25.2,8,1,1,52,54,5,43,18,27,0,0,0,181,Matches
Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,28-352,1992,15.7,1,0,0,9,14,1,37,22,16,0,0,0,126,Matches
Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,22-356,1998,0.4,0,0,0,1,0,0,1,0,0,0,0,0,5,Matches
Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,24-142,1996,29.7,5,0,0,28,36,1,12,39,38,0,0,0,333,Matches
Lilian Egloff\Lilian-Egloff,de GER,MF,Stuttgart,18-252,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,25-339,1995,11.7,5,0,0,18,14,2,29,15,19,0,1,0,107,Matches
Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,24-211,1996,25.2,1,0,0,11,13,1,2,56,25,0,0,0,258,Matches
Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,24-074,1997,14.7,4,0,0,32,51,10,9,6,13,3,0,0,88,Matches
Keita Endo\Keita-Endo,jp JPN,FWMF,Union Berlin,23-158,1997,4.3,0,0,0,8,12,2,9,8,4,0,0,0,33,Matches
Wataru Endo\Wataru-Endo,jp JPN,MF,Stuttgart,28-079,1993,30.8,4,0,0,42,52,0,5,45,61,1,0,0,376,Matches
Patrick Erras\Patrick-Erras,de GER,FWMF,Werder Bremen,26-098,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0,7,Matches
Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,32-214,1988,16.8,2,0,0,0,3,0,0,0,0,0,0,0,89,Matches
Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Augsburg,23-232,1997,29,5,0,0,24,24,1,7,36,24,0,1,1,278,Matches
Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFDF,Mainz 05,25-014,1996,8.6,1,0,0,6,4,1,11,20,5,0,0,0,81,Matches
Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,32-087,1989,5.7,0,0,0,8,5,2,10,1,1,0,0,0,33,Matches
Emil Forsberg\Emil-Forsberg,se SWE,FWMF,RB Leipzig,29-188,1991,14.9,0,0,0,12,22,7,12,7,7,2,0,0,59,Matches
Philipp Förster\Philipp-Forster,de GER,FWMF,Stuttgart,26-084,1995,14.2,3,0,0,20,17,4,12,15,21,0,0,0,84,Matches
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Leverkusen,23-117,1998,4.5,2,0,0,5,4,0,5,6,5,0,0,0,39,Matches
Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,25-235,1995,16.6,6,1,1,13,11,1,42,26,15,0,2,1,153,Matches
Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,23-044,1998,29.6,6,0,0,30,30,0,9,61,38,0,0,0,248,Matches
Marvin Friedrich\Marvin-Friedrich,de GER,DF,Union Berlin,25-137,1995,31,1,0,0,23,21,2,8,39,37,0,1,0,324,Matches
Jeremie Frimpong\Jeremie-Frimpong,nl NED,DFFW,Leverkusen,20-140,2000,4.8,1,0,0,8,12,0,16,3,2,0,0,0,31,Matches
Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Werder Bremen,28-079,1993,7.9,1,0,0,12,12,10,1,4,5,1,0,0,24,Matches
Mijat Ga?inovi?\Mijat-Gacinovic,rs SRB,DFMF,Hoffenheim,26-080,1995,8.8,4,0,0,13,7,0,18,15,9,0,0,0,99,Matches
Christian Gebauer\Christian-Gebauer,at AUT,MFFW,Arminia,27-130,1993,7.5,0,0,0,6,8,0,8,8,6,0,1,0,67,Matches
Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,34-126,1986,30.7,2,0,0,22,39,7,27,56,29,0,0,0,219,Matches
Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,22-323,1998,7.3,4,1,0,15,9,0,12,5,11,0,1,0,55,Matches
Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,35-258,1985,8.9,0,0,0,4,11,2,6,7,12,0,0,0,68,Matches
Yannick Gerhardt\Yannick-Gerhardt,de GER,MFFW,Wolfsburg,27-047,1994,20.2,3,0,0,34,27,5,25,15,35,0,0,0,185,Matches
Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,ma MAR,MFFW,Stuttgart,30-219,1990,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,Matches
Niko Gießelmann\Niko-Giesselmann,de GER,DF,Union Berlin,29-215,1991,4.5,3,0,0,3,9,1,16,8,9,0,0,0,37,Matches
Rafa? Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Augsburg,33-185,1987,31,2,0,0,1,3,0,0,0,0,0,0,0,199,Matches
Daniel Ginczek\Daniel-Ginczek,de GER,FWMF,Wolfsburg,30-016,1991,2.1,0,0,0,2,0,1,1,0,2,0,0,0,20,Matches
Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,27-100,1994,31,2,0,0,11,32,2,16,36,16,0,0,0,311,Matches
Robert Glatzel\Robert-Glatzel,de GER,FW,Mainz 05,27-111,1994,3.1,0,0,0,12,6,1,3,1,1,0,0,0,35,Matches
Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,25-289,1995,16.3,4,0,0,21,20,5,43,22,20,1,0,0,105,Matches
Akaki Gogia\Akaki-Gogia,de GER,FW,Union Berlin,29-101,1992,1.6,1,0,0,5,4,0,3,0,1,1,0,0,11,Matches
Nicolás González\Nicolas-Gonzalez,ar ARG,FWDF,Stuttgart,23-023,1998,10.4,5,0,0,13,33,7,14,3,5,1,0,0,56,Matches
Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,26-082,1995,18.8,2,0,0,26,18,0,8,49,27,0,0,0,233,Matches
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,29-293,1991,28.5,9,0,0,24,6,2,4,45,29,0,0,0,297,Matches
Demarai Gray\Demarai-Gray,eng ENG,FW,Leverkusen,24-305,1996,3.3,0,0,0,3,4,1,16,0,2,0,0,0,21,Matches
Michael Gregoritsch\Michael-Gregoritsch,at AUT,FWMF,Augsburg,27-011,1994,9.2,1,0,0,12,15,4,13,1,10,0,0,0,52,Matches
Sebastian Griesbeck\Sebastian-Griesbeck,de GER,MF,Union Berlin,30-208,1990,8.8,3,0,0,13,6,3,3,5,11,1,0,0,70,Matches
Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,28-022,1993,22.2,2,0,0,11,15,2,53,20,12,0,0,0,142,Matches
Lennart Grill\Lennart-Grill,de GER,GK,Leverkusen,22-094,1999,4,0,0,0,1,0,0,0,0,0,0,0,0,24,Matches
Florian Grillitsch\Florian-Grillitsch,at AUT,MFDF,Hoffenheim,25-265,1995,17.9,6,1,1,27,30,0,10,37,19,1,1,0,227,Matches
Christian Groß\Christian-Gross,de GER,MFDF,Werder Bremen,32-080,1989,14.9,5,0,0,20,16,0,1,28,30,0,0,0,157,Matches
Ilia Gruev\Ilia-Gruev,bg BUL,FW,Werder Bremen,20-358,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,Augsburg,26-010,1995,22.2,4,0,0,33,12,0,1,34,44,0,0,0,244,Matches
Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Hertha BSC,22-015,1999,18.8,4,0,0,24,46,0,6,21,23,2,0,0,178,Matches
Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,Dortmund,27-128,1993,22.7,1,0,0,9,11,2,43,25,17,0,0,0,211,Matches
Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MFDF,Wolfsburg,30-222,1990,8.1,3,0,0,16,3,0,1,20,14,0,0,0,114,Matches
Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,30-358,1990,31,0,0,0,0,1,0,0,0,0,0,0,0,188,Matches
Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,30-076,1991,17.8,3,0,0,13,18,2,3,27,11,0,0,0,163,Matches
Robert Gumny\Robert-Gumny,pl POL,DF,Augsburg,22-329,1998,12.3,4,0,0,17,18,1,16,20,10,0,0,0,90,Matches
Christian Günter\Christian-Gunter,de GER,DF,Freiburg,28-060,1993,30,2,0,0,28,17,2,113,26,22,0,0,0,163,Matches
Erling Haaland\Erling-Haaland,no NOR,FW,Dortmund,20-282,2000,24.7,2,0,0,19,22,15,13,4,6,0,0,0,88,Matches
Janik Haberer\Janik-Haberer,de GER,MFFW,Freiburg,27-027,1994,4,0,0,0,14,6,0,3,4,5,0,1,0,54,Matches
Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,27-233,1993,12.6,2,0,0,13,13,0,2,23,18,0,1,0,166,Matches
André Hahn\Andre-Hahn,de GER,FWMF,Augsburg,30-259,1990,19.8,3,0,0,33,24,14,20,16,19,0,0,0,86,Matches
Amadou Haidara\Amadou-Haidara,ml MLI,MFFW,RB Leipzig,23-088,1998,19.5,3,0,0,23,14,5,31,27,26,0,0,0,193,Matches
Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,29-214,1991,17.2,2,0,0,18,10,4,24,17,23,0,0,0,197,Matches
Amine Harit\Amine-Harit,ma MAR,FWMF,Schalke 04,23-315,1997,19.5,3,0,0,20,67,7,23,16,14,1,0,0,103,Matches
Marcel Hartel\Marcel-Hartel,de GER,MF,Arminia,25-100,1996,18.5,1,0,0,6,16,5,30,16,21,0,0,0,183,Matches
Makoto Hasebe\Makoto-Hasebe,jp JPN,DFMF,Eint Frankfurt,37-101,1984,22.4,5,0,0,19,31,0,2,28,37,0,0,0,265,Matches
Thorgan Hazard\Thorgan-Hazard,be BEL,FWMF,Dortmund,28-031,1993,6.4,0,0,0,5,5,3,10,9,4,0,0,0,53,Matches
Jonas Hector\Jonas-Hector,de GER,MF,Köln,30-337,1990,12.3,2,0,0,8,19,1,6,17,12,1,0,0,105,Matches
Hwang Hee-chan\Hwang-Hee-chan,kr KOR,FWMF,RB Leipzig,25-093,1996,3.3,2,0,0,9,8,1,4,2,5,0,0,0,20,Matches
Dominique Heintz\Dominique-Heintz,de GER,DF,Freiburg,27-257,1993,15.2,3,0,0,16,6,0,6,21,16,0,0,0,148,Matches
Benjamin Henrichs\Benjamin-Henrichs,de GER,DFMF,RB Leipzig,24-065,1997,4.8,2,0,0,5,11,0,10,8,8,0,0,0,49,Matches
Lucas Hernández\Lucas-Hernandez,fr FRA,DF,Bayern Munich,25-074,1996,15.1,3,0,0,14,28,0,41,15,23,1,0,0,157,Matches
Patrick Herrmann\Patrick-Herrmann,de GER,FW,M'Gladbach,30-076,1991,9.6,3,0,0,13,13,8,24,8,12,0,0,0,73,Matches
Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Eint Frankfurt,28-234,1992,25.1,4,0,0,33,33,0,5,33,38,2,1,1,346,Matches
Marwin Hitz\Marwin-Hitz,ch SUI,GK,Dortmund,33-223,1987,15,1,0,0,0,2,0,0,0,0,0,0,0,66,Matches
Nicolas Höfler\Nicolas-Hofler,de GER,MF,Freiburg,31-051,1990,26.3,10,0,0,64,28,0,10,44,40,1,2,0,312,Matches
Jonas Hofmann\Jonas-Hofmann,de GER,FWMF,M'Gladbach,28-289,1992,18.5,1,0,0,18,19,9,35,28,19,0,0,0,133,Matches
Marco Höger\Marco-Hoger,de GER,DF,Köln,31-225,1989,0.6,0,0,0,0,1,0,2,1,3,0,0,0,8,Matches
Lucas Höler\Lucas-Holer,de GER,FWMF,Freiburg,26-293,1994,21,5,0,0,23,71,13,22,14,16,1,0,0,143,Matches
Matthew Hoppe\Matthew-Hoppe,us USA,FW,Schalke 04,20-047,2001,12,3,0,0,19,14,7,1,5,9,0,0,0,47,Matches
Jannes Horn\Jannes-Horn,de GER,DF,Köln,24-082,1997,18.3,5,0,0,13,19,0,38,16,15,0,0,0,158,Matches
Timo Horn\Timo-Horn,de GER,GK,Köln,27-352,1993,30.4,0,0,0,0,1,0,0,1,0,0,0,0,174,Matches
Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,Leverkusen,31-156,1989,25.5,1,0,0,1,4,0,0,0,0,0,1,1,144,Matches
Ajdin Hrustic\Ajdin-Hrustic,au AUS,MFFW,Eint Frankfurt,24-298,1996,1.2,0,0,0,4,1,0,4,3,3,0,0,0,14,Matches
Florian Hübner\Florian-Hubner,de GER,DF,Union Berlin,30-059,1991,5.8,3,0,0,10,8,0,1,11,4,0,0,0,62,Matches
Mats Hummels\Mats-Hummels,de GER,DF,Dortmund,32-134,1988,28.9,5,0,0,24,17,7,2,56,38,0,0,0,400,Matches
Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar,nl NED,FW,Schalke 04,37-260,1983,4.2,2,0,0,11,6,4,0,2,1,0,1,0,11,Matches
Iago\Iago,br BRA,DF,Augsburg,24-037,1997,15.4,2,0,0,11,8,1,31,16,17,0,1,0,142,Matches
Vedad Ibiševi?\Vedad-Ibisevic,ba BIH,FW,Schalke 04,36-266,1984,1.7,1,0,0,3,0,3,0,0,0,0,0,0,1,Matches
Stefan Ilsanker\Stefan-Ilsanker,at AUT,MFDF,Eint Frankfurt,31-346,1989,16.2,4,0,0,26,12,1,2,24,28,0,1,0,220,Matches
Marcus Ingvartsen\Marcus-Ingvartsen,dk DEN,MFFW,Union Berlin,25-115,1996,20,3,0,0,40,29,4,23,27,13,1,1,0,139,Matches
Ismail Jakobs\Ismail-Jakobs,de GER,DFMF,Köln,21-255,1999,17.7,5,0,0,21,12,3,56,18,11,0,0,0,133,Matches
Tony Jantschke\Tony-Jantschke,de GER,DF,M'Gladbach,31-022,1990,2.9,1,0,0,3,2,0,0,4,7,0,0,0,35,Matches
Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,36-212,1984,8,0,0,0,1,1,0,0,0,0,0,1,0,39,Matches
Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,25-152,1995,1.7,0,0,0,4,0,0,2,4,0,0,0,0,8,Matches
Fredrik Jensen\Fredrik-Jensen,fi FIN,FWMF,Augsburg,23-232,1997,3.7,0,0,0,6,1,1,4,4,1,0,0,0,27,Matches
Marco John\Marco-John,de GER,DF,Hoffenheim,19-027,2002,10.5,1,0,0,4,14,1,26,13,10,0,1,0,93,Matches
Luka Jovi?\Luka-Jovic,rs SRB,FWMF,Eint Frankfurt,23-127,1997,8.7,2,0,0,11,7,3,5,1,4,0,0,0,29,Matches
Ozan Kabak\Ozan-Kabak,tr TUR,DF,Schalke 04,21-035,2000,13.8,6,1,1,21,7,1,0,16,11,0,3,0,131,Matches
Pavel Kade?ábek\Pavel-Kaderabek,cz CZE,DF,Hoffenheim,29-004,1992,14.6,3,0,0,18,13,4,46,17,12,0,0,0,82,Matches
Florian Kainz\Florian-Kainz,at AUT,FWMF,Köln,28-187,1992,3,0,0,0,5,8,0,12,2,2,0,0,0,21,Matches
Sasa Kalajdzic\Sasa-Kalajdzic,at AUT,FW,Stuttgart,23-296,1997,20.8,1,0,0,25,35,3,5,5,6,1,0,0,77,Matches
Daichi Kamada\Daichi-Kamada,jp JPN,MFFW,Eint Frankfurt,24-267,1996,23.8,3,0,0,38,28,5,37,26,24,1,0,0,175,Matches
Marcin Kami?ski\Marcin-Kaminski,pl POL,DF,Stuttgart,29-104,1992,2.3,0,0,0,2,0,0,1,1,1,0,0,0,31,Matches
Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,30-202,1990,19.7,6,0,0,43,21,1,2,26,37,0,1,0,235,Matches
Atakan Karazor\Atakan-Karazor,de GER,DFMF,Stuttgart,24-198,1996,9,3,0,0,14,10,0,0,13,11,0,1,0,118,Matches
Loris Karius\Loris-Karius,de GER,GK,Union Berlin,27-311,1993,3.2,0,0,0,0,0,0,0,0,0,0,0,0,11,Matches
Noah Katterbach\Noah-Katterbach,de GER,DF,Köln,20-016,2001,11.3,1,0,0,9,17,1,23,10,12,0,0,0,111,Matches
Yannik Keitel\Yannik-Keitel,de GER,MF,Freiburg,21-073,2000,3.9,1,0,0,8,4,0,0,7,5,0,0,0,51,Matches
Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Stuttgart,26-091,1995,27.4,5,0,0,30,35,0,10,45,38,0,1,1,300,Matches
Rani Khedira\Rani-Khedira,de GER,MF,Augsburg,27-092,1994,18.2,5,0,0,23,16,0,7,19,18,0,1,0,171,Matches
Sami Khedira\Sami-Khedira,de GER,MF,Hertha BSC,34-025,1987,2.3,1,0,0,5,4,0,2,5,7,0,0,0,25,Matches
