Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Nícolas Andrade\Nicolas-Andrade,br BRA,GK,Hellas Verona,29,1988,36,2,1,0,0,12,0,0,0,0,0,1,0,194,0,0,,Matches
Marco Andreolli\Marco-Andreolli,it ITA,DF,Cagliari,31,1986,20.3,5,0,0,25,9,0,0,13,19,0,0,0,176,49,29,62.8,Matches
Gabriele Angella\Gabriele-Angella,it ITA,DF,Udinese,28,1989,9.9,3,0,0,17,4,0,2,13,13,0,3,0,116,32,10,76.2,Matches
Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,30,1986,20.8,6,2,1,24,35,0,65,14,33,1,1,0,175,7,17,29.2,Matches
Luca Antei\Luca-Antei,it ITA,DF,Benevento,25,1992,6.6,1,1,0,9,7,0,1,16,13,0,0,0,55,9,7,56.3,Matches
Mirco Antenucci\Mirco-Antenucci,it ITA,FW,SPAL,32,1984,28.6,1,0,0,36,71,33,29,13,12,1,0,0,123,21,46,31.3,Matches
Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Milan,30,1987,1.6,1,0,0,2,4,1,1,0,3,0,0,0,18,1,1,50,Matches
Mirko Antonucci\Mirko-Antonucci,it ITA,FW,Roma,18,1999,0.3,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,,Matches
Samuel Armenteros\Samuel-Armenteros,se SWE,FW,Benevento,27,1990,4.8,1,0,0,9,3,8,1,1,1,0,0,0,9,8,17,32,Matches
Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Juventus,28,1988,17.4,4,0,0,11,30,1,28,12,17,0,0,0,139,13,10,56.5,Matches
Davide Astori\Davide-Astori,it ITA,DF,Fiorentina,30,1987,25,5,0,0,22,22,1,11,33,32,0,1,0,320,53,28,65.4,Matches
Felipe Avenatti\Felipe-Avenatti,uy URU,FWMF,Bologna,24,1993,5.2,1,0,0,6,4,0,3,3,1,0,0,0,20,23,24,48.9,Matches
Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,24,1993,8.3,0,0,0,14,16,5,7,1,10,0,0,0,40,8,28,22.2,Matches
Khouma Babacar\Khouma-Babacar,sn SEN,FWMF,Fiorentina,24,1993,5,1,0,0,8,12,8,5,1,1,1,0,0,26,4,8,33.3,Matches
Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,28,1989,26.1,9,2,1,47,26,0,16,46,51,0,0,0,348,27,40,40.3,Matches
Riad Baji?\Riad-Bajic,ba BIH,FWMF,Udinese,23,1994,0.9,0,0,0,1,0,1,0,0,0,0,0,0,2,3,6,33.3,Matches
Andrija Bali?\Andrija-Balic,hr CRO,MF,Udinese,19,1997,12,2,0,0,15,10,1,12,17,17,0,0,0,148,6,9,40,Matches
Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,23,1993,14.6,5,1,0,16,12,1,1,23,15,0,0,0,132,37,16,69.8,Matches
Antonín Barák\Antonin-Barak,cz CZE,MF,Udinese,22,1994,30.1,5,0,0,46,28,0,21,20,31,0,0,0,266,34,30,53.1,Matches
Andrea Barberis\Andrea-Barberis,it ITA,MF,Crotone,23,1993,33.7,1,0,0,29,23,1,30,39,56,0,1,0,362,39,46,45.9,Matches
Nicolò Barella\Nicolo-Barella,it ITA,MF,Cagliari,20,1997,32.8,14,2,1,76,64,1,53,33,60,0,1,0,396,29,29,50,Matches
Antonio Barreca\Antonio-Barreca,it ITA,DFMF,Torino,22,1995,5.2,0,1,0,4,2,2,8,4,4,0,0,0,61,7,2,77.8,Matches
Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,33,1984,21.8,5,2,1,26,24,0,28,15,33,0,1,0,212,21,42,33.3,Matches
Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,18,1998,4.9,0,0,0,2,3,3,4,0,1,0,0,0,9,2,7,22.2,Matches
Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,36,1981,16.1,2,0,0,10,12,0,4,9,19,0,0,1,171,27,14,65.9,Matches
Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,25,1992,28,13,2,1,52,52,3,14,50,39,0,0,0,266,29,29,50,Matches
Dušan Basta\Dusan-Basta,rs SRB,DFMF,Lazio,32,1984,8.6,0,0,0,7,4,3,24,5,4,0,1,0,79,4,6,40,Matches
Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,FWMF,Fiorentina,20,1996,13.2,1,0,0,14,15,4,19,16,28,0,0,0,98,12,18,40,Matches
Samuel Bastien\Samuel-Bastien,be BEL,MFFW,Chievo,20,1996,15.1,3,2,1,15,15,3,9,18,17,0,0,0,125,16,32,33.3,Matches
Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Atalanta,18,1999,1,0,0,0,2,5,0,0,1,3,0,0,0,15,0,3,0,Matches
Bastos\Bastos,ao ANG,DF,Lazio,26,1991,15.6,4,0,0,12,5,0,2,14,24,0,3,0,138,18,10,64.3,Matches
Enrico Bearzotti\Enrico-Bearzotti,it ITA,DFFW,Hellas Verona,20,1996,4.6,0,0,0,2,2,0,10,5,1,0,1,0,35,3,2,60,Matches
Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,32,1985,15.5,5,0,0,46,23,0,0,12,49,0,0,0,187,19,5,79.2,Matches
Vid Belec\Vid-Belec,si SVN,GK,Sampdoria,27,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,Matches
Vid Belec\Vid-Belec,si SVN,GK,Benevento,27,1990,12.4,1,1,0,2,3,0,0,0,0,0,1,0,68,0,0,,Matches
Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,23,1993,29.8,2,0,0,56,94,22,20,5,24,1,0,0,124,73,99,42.4,Matches
Ahmad Benali\Ahmad-Benali,ly LBY,MF,Crotone,25,1992,9,2,0,0,8,15,0,6,6,19,0,0,0,88,7,13,35,Matches
Marco Benassi\Marco-Benassi,it ITA,MFFW,Fiorentina,22,1994,30.9,6,0,0,33,23,4,46,32,39,0,0,0,279,30,59,33.7,Matches
Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,30,1987,19.5,8,0,0,27,13,3,0,30,24,0,0,0,266,37,23,61.7,Matches
Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,20,1997,6.5,0,0,0,13,12,0,1,5,19,0,0,0,80,10,7,58.8,Matches
Domenico Berardi\Domenico-Berardi,it ITA,FW,Sassuolo,22,1994,25.5,8,1,0,43,48,21,60,13,21,0,0,0,194,14,34,29.2,Matches
Álex Berenguer\Alex-Berenguer,es ESP,FW,Torino,22,1995,11.6,1,0,0,22,20,3,20,7,12,0,0,0,87,9,14,39.1,Matches
Bartosz Bereszy?ski\Bartosz-Bereszynski,pl POL,DF,Sampdoria,25,1992,27.6,5,0,0,24,27,0,40,18,45,0,1,0,275,25,26,49,Matches
Etrit Berisha\Etrit-Berisha,al ALB,GK,Atalanta,28,1989,31,0,0,0,1,3,0,0,0,0,0,0,0,170,0,0,,Matches
Federico Bernardeschi\Federico-Bernardeschi,it ITA,FWMF,Juventus,23,1994,9.4,4,0,0,13,25,1,25,9,10,1,0,0,66,2,4,33.3,Matches
Andrea Bertolacci\Andrea-Bertolacci,it ITA,MF,Genoa,26,1991,32.2,7,1,0,68,86,0,10,44,56,1,0,0,354,25,21,54.3,Matches
Daniel Bessa\Daniel-Bessa,it ITA,MF,Genoa,24,1993,4.9,0,0,0,9,4,0,1,2,4,0,0,0,54,4,5,44.4,Matches
Daniel Bessa\Daniel-Bessa,it ITA,MFFW,Hellas Verona,24,1993,15.4,5,0,0,28,13,5,10,12,18,1,0,0,126,2,18,10,Matches
Matteo Bianchetti\Matteo-Bianchetti,it ITA,DF,Hellas Verona,24,1993,1.4,1,0,0,2,1,0,2,1,0,0,0,0,12,3,3,50,Matches
Lucas Biglia\Lucas-Biglia,ar ARG,MF,Milan,31,1986,22.7,5,0,0,35,41,0,3,17,41,0,0,0,317,15,17,46.9,Matches
Jean-Claude Billong\Jean-Claude-Billong,fr FRA,DF,Benevento,23,1993,3.3,0,0,0,3,1,0,1,4,7,0,0,0,24,2,3,40,Matches
Davide Biondini\Davide-Biondini,it ITA,MFFW,Sassuolo,34,1983,2.3,1,0,0,6,2,0,4,2,3,0,0,0,16,2,3,40,Matches
Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Fiorentina,24,1992,33.1,7,0,0,38,35,0,107,18,40,1,0,0,320,32,31,50.8,Matches
Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,23,1994,20,2,0,0,24,22,0,20,26,28,0,0,0,197,26,17,60.5,Matches
Valter Birsa\Valter-Birsa,si SVN,MFFW,Chievo,30,1986,27.8,3,0,0,24,32,1,77,19,16,0,0,0,213,25,45,35.7,Matches
Albano Bizzarri\Albano-Bizzarri,ar ARG,GK,Udinese,39,1977,32,0,1,0,2,3,0,0,0,0,0,0,0,186,0,0,,Matches
Deian Boldor\Deian-Boldor,ro ROU,DF,Hellas Verona,22,1995,1,1,0,0,1,0,0,0,4,0,0,0,0,7,2,2,50,Matches
Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Milan,27,1989,28.2,3,0,0,23,48,2,45,22,21,0,0,0,223,20,28,41.7,Matches
Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,SPAL,20,1997,2,0,0,0,4,7,0,1,0,2,0,0,0,5,2,6,25,Matches
Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Sampdoria,20,1997,0.3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,Matches
Kevin Bonifazi\Kevin-Bonifazi,it ITA,DFFW,Torino,21,1996,4.5,0,0,0,3,4,0,1,10,7,0,0,0,44,8,2,80,Matches
Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Milan,30,1987,34.3,5,1,0,25,27,9,8,28,16,0,0,0,306,44,32,57.9,Matches
Fabio Borini\Fabio-Borini,it ITA,FWDF,Milan,26,1991,17.9,5,0,0,19,43,1,43,17,14,0,0,0,152,13,20,39.4,Matches
Marco Borriello\Marco-Borriello,it ITA,FW,SPAL,35,1982,8.6,6,0,0,14,10,11,4,1,2,0,0,0,37,22,24,47.8,Matches
Lucas Boyé\Lucas-Boye,ar ARG,FWMF,Torino,21,1996,1.7,0,0,0,6,2,1,2,3,6,0,0,0,18,1,9,10,Matches
Enrico Brignola\Enrico-Brignola,it ITA,FWMF,Benevento,18,1999,15,5,0,0,32,13,8,13,4,18,0,0,0,81,3,13,18.8,Matches
Alberto Brignoli\Alberto-Brignoli,it ITA,GK,Benevento,25,1991,12.5,2,0,0,3,1,0,0,0,0,0,1,0,59,0,0,,Matches
Petar Brlek\Petar-Brlek,hr CRO,MF,Genoa,23,1994,2.6,1,0,0,3,1,0,1,0,4,0,0,0,21,2,4,33.3,Matches
Marcelo Brozovi?\Marcelo-Brozovic,hr CRO,MF,Inter,24,1992,21.4,9,0,0,34,16,0,36,14,35,0,0,0,199,17,28,37.8,Matches
Marcel Büchel\Marcel-Buchel,li LIE,MF,Hellas Verona,26,1991,18.8,9,0,0,44,19,0,7,24,24,0,0,0,251,48,27,64,Matches
Ante Budimir\Ante-Budimir,hr CRO,FW,Crotone,26,1991,17.6,8,0,0,41,45,20,2,6,15,0,0,0,80,91,107,46,Matches
Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Juventus,39,1978,20.7,1,0,0,2,4,0,0,0,0,0,1,0,86,0,0,,Matches
Alessandro Buongiorno\Alessandro-Buongiorno,it ITA,DF,Torino,18,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100,Matches
Nicolás Burdisso\Nicolas-Burdisso,ar ARG,DF,Torino,36,1981,23,6,0,0,17,8,0,1,17,10,0,0,0,234,46,20,69.7,Matches
Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Crotone,26,1991,4.1,0,0,0,7,3,0,1,5,5,0,0,0,50,6,4,60,Matches
Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Chievo,30,1986,31.9,5,1,0,15,21,3,105,22,30,0,0,0,332,46,35,56.8,Matches
Martín Cáceres\Martin-Caceres,uy URU,DF,Hellas Verona,30,1987,12.9,3,0,0,8,14,0,17,11,13,0,0,0,139,16,8,66.7,Matches
Martín Cáceres\Martin-Caceres,uy URU,DF,Lazio,30,1987,4.9,0,0,0,3,1,0,5,3,7,0,0,0,54,5,5,50,Matches
Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,28,1988,8,1,0,0,18,9,8,1,1,6,0,0,0,29,20,29,40.8,Matches
Davide Calabria\Davide-Calabria,it ITA,DF,Milan,20,1996,17.4,1,2,1,22,13,2,59,19,38,0,0,0,205,6,10,37.5,Matches
Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,23,1994,24,5,0,0,30,33,3,1,25,24,1,0,0,335,44,33,57.1,Matches
Hakan Çalhano?lu\Hakan-Calhanoglu,tr TUR,FWMF,Milan,23,1994,24.1,6,2,1,29,25,7,68,20,24,0,0,0,175,10,14,41.7,Matches
Fabrizio Caligara\Fabrizio-Caligara,it ITA,MF,Cagliari,17,2000,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
José Callejón\Jose-Callejon,es ESP,FW,Napoli,30,1987,36,3,0,0,22,47,18,93,19,27,1,0,0,240,15,42,26.3,Matches
Simone Calvano\Simone-Calvano,it ITA,MF,Hellas Verona,24,1993,7.2,1,0,0,18,7,0,8,9,12,0,0,0,73,12,11,52.2,Matches
João Cancelo\Joao-Cancelo,pt POR,DF,Inter,23,1994,20.6,4,0,0,30,25,3,89,24,31,0,0,0,184,14,15,48.3,Matches
Antonio Candreva\Antonio-Candreva,it ITA,FW,Inter,30,1987,28.2,4,0,0,18,29,17,170,17,13,0,0,0,153,1,7,12.5,Matches
Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Sassuolo,36,1981,16,3,0,0,15,12,1,2,10,12,0,0,0,132,22,16,57.9,Matches
Leonardo Capezzi\Leonardo-Capezzi,it ITA,MF,Sampdoria,22,1995,2.4,0,0,0,5,0,0,6,3,6,0,0,0,29,0,0,,Matches
Elio Capradossi\Elio-Capradossi,it ITA,DF,Roma,21,1996,0.9,0,0,0,1,0,0,0,1,1,0,0,0,15,4,3,57.1,Matches
Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,24,1993,20.1,5,2,1,20,40,5,25,7,13,0,1,0,104,6,31,16.2,Matches
Marco Capuano\Marco-Capuano,it ITA,DF,Cagliari,25,1991,7.7,2,0,0,8,2,0,7,5,11,0,0,0,69,14,11,56,Matches
Marco Capuano\Marco-Capuano,it ITA,DF,Crotone,25,1991,15.6,4,2,1,16,7,0,1,12,11,0,0,0,188,34,23,59.6,Matches
Antonio Caracciolo\Antonio-Caracciolo,it ITA,DF,Hellas Verona,27,1990,31.7,6,0,0,51,4,2,4,19,32,0,2,0,237,46,31,59.7,Matches
Francesco Cassata\Francesco-Cassata,it ITA,MF,Sassuolo,20,1997,5.1,3,1,0,15,11,0,9,2,7,0,0,0,36,4,5,44.4,Matches
Timothy Castagne\Timothy-Castagne,be BEL,DFMF,Atalanta,21,1995,16.7,4,0,0,21,16,0,29,11,32,0,0,0,162,17,29,37,Matches
Leandro Castán\Leandro-Castan,br BRA,DF,Cagliari,30,1986,12.7,5,0,0,16,13,0,2,9,14,0,1,0,121,14,10,58.3,Matches
Lucas Castro\Lucas-Castro,ar ARG,MF,Chievo,28,1989,22.1,3,0,0,37,39,2,46,22,36,0,0,0,246,28,35,44.4,Matches
Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Benevento,22,1994,25.4,10,2,1,37,27,0,23,21,28,0,0,0,270,5,9,35.7,Matches
Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Crotone,25,1992,35.9,4,1,0,40,37,5,1,49,23,0,2,0,395,75,49,60.5,Matches
Ricardo Centurión\Ricardo-Centurion,ar ARG,MFFW,Genoa,24,1993,0.6,0,0,0,1,0,1,1,0,0,0,0,0,8,0,0,,Matches
Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,27,1989,24.7,7,0,0,31,18,0,0,30,34,0,2,1,328,87,29,75,Matches
Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Benevento,30,1987,0.6,0,0,0,1,1,2,0,0,0,0,0,0,2,1,0,100,Matches
Alessio Cerci\Alessio-Cerci,it ITA,FWMF,Hellas Verona,30,1987,18.2,1,0,0,20,25,26,46,4,8,2,0,0,72,17,41,29.3,Matches
Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,35,1982,6.1,1,0,0,5,8,0,0,4,4,0,0,2,67,13,13,50,Matches
Damir Ceter\Damir-Ceter,co COL,FWMF,Cagliari,19,1997,2.2,0,0,0,3,4,1,3,0,1,0,0,0,11,12,12,50,Matches
Raman Chibsah\Raman-Chibsah,gh GHA,MF,Benevento,24,1993,11.6,4,0,0,21,10,0,3,5,16,0,1,0,86,6,15,28.6,Matches
Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,32,1984,24,2,0,0,28,27,1,6,28,15,0,0,0,299,45,27,62.5,Matches
Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,19,1997,33.5,7,0,0,49,59,13,88,9,37,3,0,0,249,8,32,20,Matches
Vlad Chiriche?\Vlad-Chiriches,ro ROU,DF,Napoli,27,1989,6.5,1,0,0,5,6,0,0,9,2,0,0,0,105,24,20,54.5,Matches
Amato Ciciretti\Amato-Ciciretti,it ITA,MFFW,Benevento,23,1993,9,0,0,0,8,17,1,31,3,7,0,0,0,68,4,16,20,Matches
Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,31,1986,22.5,13,2,1,47,26,1,25,19,37,0,0,0,322,19,27,41.3,Matches
Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,31,1986,15,5,0,0,20,27,0,4,27,16,0,0,0,180,23,19,54.8,Matches
Karamoko Cissé\Karamoko-Cisse,gn GUI,FWDF,Benevento,28,1988,0.2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,Matches
Massimo Coda\Massimo-Coda,it ITA,FW,Benevento,28,1988,15.7,1,0,0,16,9,22,6,1,6,1,0,0,56,37,47,44,Matches
Isaac Cofie\Isaac-Cofie,gh GHA,MF,Genoa,25,1991,6.6,1,0,0,11,7,0,0,10,13,0,0,0,97,15,17,46.9,Matches
Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,30,1987,36.8,2,0,0,1,11,0,0,0,0,0,0,0,194,0,0,,Matches
Andrea Conti\Andrea-Conti,it ITA,DF,Milan,23,1994,1.7,0,0,0,4,2,1,2,3,0,0,0,0,17,5,0,100,Matches
Duje ?op\Duje-Cop,hr CRO,FW,Cagliari,27,1990,1.1,0,0,0,1,3,0,0,0,1,1,0,0,3,1,5,16.7,Matches
Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,34,1983,38,2,0,0,2,2,0,0,0,0,0,0,0,215,0,0,,Matches
Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Atalanta,24,1993,10.4,0,0,0,19,20,10,12,1,5,0,0,0,43,55,57,49.1,Matches
Andrea Cossu\Andrea-Cossu,it ITA,MFFW,Cagliari,37,1980,2.7,0,0,0,5,6,0,11,2,1,0,0,0,23,0,1,0,Matches
Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,33,1983,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,,Matches
Andrea Costa\Andrea-Costa,it ITA,DF,Benevento,31,1986,15.3,5,0,0,20,12,0,5,23,20,0,0,0,151,21,19,52.5,Matches
Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,26,1990,19.9,1,0,0,22,19,3,78,11,11,1,0,0,121,10,21,32.3,Matches
Filippo Costa\Filippo-Costa,it ITA,DFMF,SPAL,22,1995,16.4,4,0,0,15,26,0,72,16,15,0,1,0,87,14,17,45.2,Matches
Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,23,1994,28.2,0,0,0,1,3,0,0,0,0,0,1,0,145,0,0,,Matches
Michele Cremonesi\Michele-Cremonesi,it ITA,DF,SPAL,29,1988,4.3,2,0,0,5,2,0,0,2,2,0,0,1,46,12,4,75,Matches
Lorenzo Crisetig\Lorenzo-Crisetig,it ITA,MF,Bologna,24,1993,6.2,4,0,0,11,6,0,1,7,11,1,0,0,73,5,3,62.5,Matches
Bryan Cristante\Bryan-Cristante,it ITA,MFFW,Atalanta,22,1995,31.4,4,0,0,56,16,5,26,32,51,2,0,0,269,89,80,52.7,Matches
Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,23,1993,3,1,0,0,7,8,0,2,4,12,0,0,0,49,3,3,50,Matches
Giovanni Crociata\Giovanni-Crociata,it ITA,FWMF,Crotone,19,1997,3.2,0,0,0,4,7,0,1,2,5,0,0,0,20,3,2,60,Matches
Luca Crosta\Luca-Crosta,it ITA,GK,Cagliari,19,1998,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,,Matches
Juan Cuadrado\Juan-Cuadrado,co COL,FWMF,Juventus,29,1988,15,5,0,0,18,52,3,50,7,15,0,0,0,109,9,9,50,Matches
Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Milan,19,1998,16.7,3,0,0,26,18,23,10,2,12,1,0,0,54,14,41,25.5,Matches
Marco D'Alessandro\Marco-DAlessandro,it ITA,MFFW,Benevento,26,1991,11.6,1,0,0,9,26,0,28,13,16,0,0,0,80,2,4,33.3,Matches
Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,28,1988,33.1,6,0,0,56,39,6,49,32,61,1,0,0,310,59,45,56.7,Matches
Bryan Dabo\Bryan-Dabo,bf BFA,MF,Fiorentina,25,1992,6.6,2,2,1,13,9,0,5,13,6,0,0,0,85,8,4,66.7,Matches
Dario Dainelli\Dario-Dainelli,it ITA,DF,Chievo,38,1979,16.7,4,0,0,17,10,0,1,28,18,0,0,0,174,53,16,76.8,Matches
Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,33,1984,28.6,6,1,0,44,17,1,8,27,37,0,1,0,271,49,31,61.3,Matches
Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,18,1999,4.4,1,0,0,6,1,0,0,5,6,0,0,0,30,3,2,60,Matches
Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,30,1987,22.8,7,0,0,32,5,3,2,19,18,0,0,1,247,37,21,63.8,Matches
Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,23,1994,25.8,4,0,0,29,62,4,86,15,22,0,0,0,144,4,24,14.3,Matches
Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,34,1983,20.3,6,1,0,20,23,0,2,26,13,0,0,0,232,18,17,51.4,Matches
Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,24,1992,10.8,1,0,0,6,3,1,16,13,19,0,0,0,98,12,3,80,Matches
Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,29,1988,32.8,3,2,1,41,22,3,64,14,18,0,2,0,274,88,36,71,Matches
Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Roma,26,1991,5.4,1,0,0,4,6,2,3,2,4,0,0,0,28,5,5,50,Matches
Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,21,1995,5,3,0,0,6,3,1,4,6,6,0,0,0,44,3,10,23.1,Matches
Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,27,1990,8.4,6,0,0,22,15,0,1,12,13,0,1,0,97,6,13,31.6,Matches
Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,23,1994,4.7,0,0,0,4,5,0,1,4,2,0,0,0,55,9,4,69.2,Matches
Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Chievo,20,1997,13.2,4,0,0,25,15,1,23,14,18,0,1,0,100,13,30,30.2,Matches
Gregory van der Wiel\Gregory-van-der-Wiel,nl NED,DF,Cagliari,29,1988,3.2,0,0,0,0,1,0,7,8,3,0,0,0,33,7,5,58.3,Matches
Daniele Dessena\Daniele-Dessena,it ITA,MFDF,Cagliari,30,1987,6.4,1,0,0,10,16,0,8,6,7,0,0,0,58,5,11,31.3,Matches
Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,26,1991,18,3,0,0,35,32,12,5,4,15,0,0,0,47,34,54,38.6,Matches
Gianluca Di Chiara\Gianluca-Di-Chiara,it ITA,DF,Benevento,23,1993,11.2,3,0,0,10,5,1,19,8,14,0,1,0,88,3,3,50,Matches
Federico Di Francesco\Federico-Di-Francesco,it ITA,FWDF,Bologna,23,1994,17.7,4,0,0,25,29,4,21,14,14,0,0,0,95,5,11,31.3,Matches
Davide Di Gennaro\Davide-Di-Gennaro,it ITA,MF,Lazio,29,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Cheick Diabaté\Cheick-Diabate,ml MLI,FWMF,Benevento,29,1988,7.4,1,2,1,14,9,6,0,0,0,0,0,0,23,14,31,31.1,Matches
