Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,25,1992,28.6,3,0,0,23,17,1,76,24,26,0,0,0,236,8,17,32,Matches
Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,28,1989,5.8,1,0,0,2,1,0,0,5,6,0,0,0,58,4,3,57.1,Matches
Petr ?ech\Petr-Cech,cz CZE,GK,Arsenal,35,1982,33.8,1,0,0,0,4,0,0,0,0,0,0,0,193,0,0,,Matches
Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,27,1989,2.9,1,0,0,1,0,0,4,0,0,0,0,0,19,0,0,,Matches
Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,22,1994,5,1,0,0,3,7,1,3,6,9,0,0,0,53,9,3,75,Matches
Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,22,1995,9.6,1,0,0,10,5,0,4,10,12,0,1,0,145,16,14,53.3,Matches
Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,20,1996,20.6,2,2,1,13,24,4,57,25,25,0,0,0,235,33,36,47.8,Matches
Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,19,1997,4.2,1,0,0,5,5,0,0,10,4,0,0,0,37,2,1,66.7,Matches
Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,23.2,0,0,0,8,15,2,0,21,10,0,0,0,260,45,11,80.4,Matches
Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,1.5,0,0,0,1,2,0,5,1,2,0,0,0,12,2,4,33.3,Matches
Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,19.4,3,0,0,17,13,0,0,17,7,0,2,0,236,25,22,53.2,Matches
Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,21.1,2,2,1,32,29,1,43,21,28,0,0,0,252,14,29,32.6,Matches
Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,22.7,2,0,0,10,14,3,27,23,16,0,0,0,186,23,19,54.8,Matches
Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,1.9,1,0,0,4,0,0,5,0,1,0,0,0,33,2,1,66.7,Matches
Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,11.5,0,0,0,3,14,0,23,8,9,0,0,0,105,5,3,62.5,Matches
James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,11.7,3,0,0,13,2,0,0,12,9,0,0,0,133,41,27,60.3,Matches
Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,24.9,5,0,0,33,21,1,15,30,38,0,0,0,295,9,20,31,Matches
Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,26,1991,30.7,5,0,0,22,21,1,13,39,15,0,0,1,429,89,37,70.6,Matches
Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,26,1991,1.9,0,0,0,1,1,0,0,5,3,0,0,0,17,2,1,66.7,Matches
Jack Cork\Jack-Cork,eng ENG,MF,Burnley,28,1989,38,7,0,0,23,53,2,10,41,39,0,0,0,503,29,40,42,Matches
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,25,1992,35,2,0,0,2,3,0,0,0,0,0,2,0,165,0,2,0,Matches
Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,25,1992,12.3,0,0,0,5,21,4,24,9,12,0,0,0,82,1,6,14.3,Matches
Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,30,1986,2,0,0,0,0,0,0,0,5,0,0,0,0,22,1,2,33.3,Matches
Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,27,1989,34.1,7,0,0,20,16,3,109,40,14,0,0,0,318,37,30,55.2,Matches
Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,36,1981,17.4,4,0,0,40,12,14,5,1,0,0,0,0,76,136,73,65.1,Matches
Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,21,1996,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,Matches
Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,30,1986,33.4,0,0,0,7,19,0,85,33,23,0,0,0,365,22,28,44,Matches
Danilo\Danilo,br BRA,DF,Manchester City,26,1991,15,2,0,0,12,11,0,23,22,23,0,0,0,113,7,6,53.8,Matches
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,30,1987,15.9,4,0,0,12,3,2,1,14,4,0,1,0,190,33,16,67.3,Matches
Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,26,1990,10,0,0,0,0,1,0,0,0,0,0,0,1,42,0,0,,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,4.9,0,0,0,5,3,0,4,3,9,0,0,0,30,1,1,50,Matches
Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,24,1993,25.8,3,0,0,24,25,0,89,26,26,0,0,0,277,32,37,46.4,Matches
Tom Davies\Tom-Davies,eng ENG,MF,Everton,19,1998,21.1,7,0,0,38,43,3,10,15,16,0,0,0,184,12,20,37.5,Matches
Steven Davis\Steven-Davis,nir NIR,MF,Southampton,32,1985,16.9,0,0,0,8,9,3,17,15,19,1,0,0,205,11,15,42.3,Matches
Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,27,1990,27.9,6,0,0,35,23,3,23,33,22,0,0,0,304,72,40,64.3,Matches
Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,26,1991,34.1,2,0,0,30,33,2,145,34,30,1,0,0,282,5,9,35.7,Matches
Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,29,1988,20.5,1,1,0,24,18,16,11,7,12,0,0,0,110,80,93,46.2,Matches
Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,34,1982,12.1,1,0,0,12,8,9,3,2,6,0,0,0,26,0,15,0,Matches
Steven Defour\Steven-Defour,be BEL,MF,Burnley,29,1988,22.2,6,0,0,13,7,0,29,40,23,0,0,0,276,2,2,50,Matches
Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,36,1981,1.1,0,0,0,0,0,0,0,1,1,0,0,0,13,1,1,50,Matches
Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,27,1989,19.3,2,0,0,15,18,0,15,25,21,0,0,0,215,10,14,41.7,Matches
Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,30,1987,20.9,6,0,0,46,28,0,3,31,27,0,0,0,249,6,14,30,Matches
Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,28,1988,20.2,1,0,0,28,16,7,1,13,8,1,0,0,90,80,86,48.2,Matches
Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,24,1992,21.6,4,0,0,22,18,0,7,33,18,0,1,0,209,35,31,53,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,23,1994,4.8,0,0,0,3,5,1,6,5,5,1,0,0,38,0,3,0,Matches
Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,21,1995,6.5,1,0,0,1,14,1,12,4,4,0,0,0,57,6,5,54.5,Matches
Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,30,1987,22.7,3,0,0,44,16,0,4,38,63,0,0,0,236,37,34,52.1,Matches
Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,17,1999,0.6,0,0,0,1,4,0,1,1,0,0,0,0,7,0,3,0,Matches
Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,23,1994,31.4,4,0,0,23,8,1,15,30,35,0,0,0,385,53,44,54.6,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,26,1991,14,1,0,0,14,11,0,1,16,8,0,1,0,215,39,10,79.6,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,26,1991,11,0,0,0,6,11,0,1,18,7,0,1,0,138,35,11,76.1,Matches
Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,24,1993,36.9,10,0,0,44,27,2,26,41,41,0,1,0,597,24,29,45.3,Matches
Aleksandar Dragovi?\Aleksandar-Dragovic,at AUT,DF,Leicester City,26,1991,8.5,2,0,0,7,4,0,1,7,4,0,0,0,98,6,4,60,Matches
Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,27,1990,5.9,0,0,0,10,4,0,4,4,9,0,0,0,55,3,1,75,Matches
Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,28,1989,12,0,0,0,0,2,0,0,0,0,0,0,0,45,0,0,,Matches
Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,25,1992,36.6,8,0,0,33,26,7,6,30,21,1,1,0,461,119,46,72.1,Matches
Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,25,1991,17.8,1,0,0,8,12,0,20,24,10,0,1,0,203,41,23,64.1,Matches
Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,25,1991,38,7,0,0,36,18,1,8,46,37,0,0,4,496,71,33,68.3,Matches
Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,29,1987,14.5,2,0,0,17,20,1,29,7,15,0,0,0,118,5,15,25,Matches
Ederson\Ederson,br BRA,GK,Manchester City,23,1993,35.5,1,0,0,0,6,0,0,0,0,0,0,0,177,0,0,,Matches
Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,18,1999,5.3,0,0,0,3,2,0,12,6,12,0,0,0,50,5,4,55.6,Matches
Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,31,1986,16,0,0,0,0,2,0,0,0,0,0,0,0,71,0,0,,Matches
Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,25,1992,9.6,3,1,0,4,6,1,3,10,6,0,0,0,110,4,2,66.7,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,25,1992,35.8,0,0,0,14,21,1,116,29,24,0,0,0,334,8,13,38.1,Matches
Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,29,1988,25.2,7,0,0,26,27,0,3,42,18,0,0,1,312,32,31,50.8,Matches
Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,36,1981,2.5,0,0,0,1,2,1,0,4,3,0,0,0,27,3,5,37.5,Matches
?ukasz Fabia?ski\Lukasz-Fabianski,pl POL,GK,Swansea City,32,1985,38,0,0,0,1,5,0,0,0,0,0,0,0,169,0,1,0,Matches
Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,30,1987,25.6,5,2,1,25,22,5,63,19,39,0,0,0,273,6,13,31.6,Matches
Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,29,1987,7.6,1,0,0,14,12,3,3,9,6,0,0,0,75,16,13,55.2,Matches
Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,26,1991,19,2,0,0,7,22,2,44,23,17,0,0,0,190,4,8,33.3,Matches
Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,27,1990,15.5,5,0,0,28,28,1,3,17,28,0,0,0,130,28,14,66.7,Matches
Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,21,1996,9.4,1,0,0,5,11,0,6,18,7,0,0,0,60,3,8,27.3,Matches
Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,28,1989,29.7,5,0,0,29,21,2,3,29,21,0,2,1,321,41,35,53.9,Matches
Fernandinho\Fernandinho,br BRA,MF,Manchester City,32,1985,32,7,0,0,41,27,0,10,37,37,0,0,0,437,54,34,61.4,Matches
Sam Field\Sam-Field,eng ENG,MF,West Brom,19,1998,6,3,0,0,11,7,0,3,11,8,0,0,0,56,5,6,45.5,Matches
Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,25,1991,30.7,1,0,0,58,18,14,43,18,44,1,0,0,185,22,69,24.2,Matches
Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,33,1984,24.7,0,0,0,14,25,0,24,24,22,0,0,0,278,16,9,64,Matches
Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,17,2000,0.5,0,0,0,1,4,0,3,0,1,0,0,0,4,0,2,0,Matches
José Fonte\Jose-Fonte,pt POR,DF,West Ham,33,1983,7.6,0,0,0,6,6,0,1,9,4,0,1,0,95,14,13,51.9,Matches
Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,29,1988,20,0,0,0,0,1,0,0,0,0,0,0,0,84,0,0,,Matches
Ben Foster\Ben-Foster,eng ENG,GK,West Brom,34,1983,37,2,0,0,1,4,0,0,0,0,0,0,0,182,0,0,,Matches
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,17.7,2,0,0,18,13,0,11,24,24,0,0,0,191,15,17,46.9,Matches
Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,32,1985,30.1,9,2,1,24,17,1,65,33,29,0,0,0,426,99,52,65.6,Matches
Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,23,1994,22.3,0,0,0,6,47,1,89,11,2,0,0,0,171,5,14,26.3,Matches
Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,31,1986,21.3,1,0,0,12,4,0,76,43,24,0,0,1,240,40,27,59.7,Matches
Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,23,1994,0.2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,Matches
Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,26,1991,1.3,1,0,0,3,2,0,0,3,0,0,0,0,23,4,2,66.7,Matches
Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,25,1991,12,2,0,0,14,7,10,7,5,4,0,0,0,39,6,19,24,Matches
Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,32,1985,1.1,0,0,0,0,1,0,4,2,2,0,0,0,6,1,0,100,Matches
Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,27,1989,30.6,7,2,1,48,52,1,7,48,76,0,0,0,457,16,26,38.1,Matches
Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,26,1990,21.8,3,0,0,23,28,22,5,6,7,0,0,0,70,34,48,41.5,Matches
