Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,31,1987,19.7,2,0,0,25,31,1,30,15,23,0,0,0,167,18,17,51.4,Matches
Hanno Behrens\Hanno-Behrens,de GER,MF,Nürnberg,28,1990,29.3,3,0,0,40,23,3,6,22,25,0,1,0,260,74,90,45.1,Matches
Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,26,1992,20.7,3,0,0,27,15,22,26,2,9,1,0,0,77,35,41,46.1,Matches
Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,26,1991,25,7,0,0,41,14,5,8,36,19,0,0,0,294,66,21,75.9,Matches
Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,28,1990,11.7,4,1,0,17,13,3,57,9,10,0,0,0,83,1,0,100,Matches
Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,29,1989,15.1,2,0,0,27,28,2,15,13,31,0,0,0,195,21,24,46.7,Matches
Sven Bender\Sven-Bender,de GER,DF,Leverkusen,29,1989,22.1,3,0,0,21,12,2,0,36,23,0,0,1,316,59,34,63.4,Matches
László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,20,1997,0.3,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,,Matches
Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,23,1994,19.9,4,0,0,30,16,1,14,20,21,0,0,0,253,23,15,60.5,Matches
Louis Beyer\Louis-Beyer,de GER,DF,M'Gladbach,18,2000,8,1,0,0,7,4,0,2,8,18,0,0,0,56,7,11,38.9,Matches
Ermin Bi?ak?i?\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,28,1990,19.9,0,0,0,18,16,2,6,34,17,0,1,1,226,47,22,68.1,Matches
Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,Hoffenheim,24,1993,11.9,1,0,0,17,31,3,25,13,25,0,0,0,118,2,10,16.7,Matches
Pablo de Blasis\Pablo-de-Blasis,ar ARG,FW,Mainz 05,30,1988,1,0,0,0,1,0,1,3,0,0,0,0,0,5,0,0,,Matches
Danny Blum\Danny-Blum,de GER,FW,Eint Frankfurt,27,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,29,1988,18.8,1,0,0,16,9,0,6,12,9,0,2,0,239,20,3,87,Matches
Adam Bodzek\Adam-Bodzek,de GER,MFDF,Düsseldorf,32,1985,17.7,5,1,0,33,41,0,0,13,26,0,2,0,154,15,9,62.5,Matches
Jean-Paul Boëtius\Jean-Paul-Boetius,nl NED,MFFW,Mainz 05,24,1994,23.6,8,0,0,51,47,3,26,31,36,0,0,0,239,16,23,41,Matches
Robin Bormuth\Robin-Bormuth,de GER,DF,Düsseldorf,22,1995,6.8,2,0,0,5,3,1,2,2,1,0,0,0,59,10,7,58.8,Matches
Nassim Boujellab\Nassim-Boujellab,ma MAR,MF,Schalke 04,19,1999,4.2,0,0,0,11,8,0,0,2,5,0,0,0,34,5,13,27.8,Matches
Julian Brandt\Julian-Brandt,de GER,MFFW,Leverkusen,22,1996,29.6,0,0,0,13,22,4,61,17,15,0,0,0,231,19,27,41.3,Matches
Fabian Bredlow\Fabian-Bredlow,de GER,GK,Nürnberg,23,1995,12.5,1,0,0,0,3,0,0,0,0,0,0,0,79,0,0,,Matches
Josip Brekalo\Josip-Brekalo,hr CRO,FWMF,Wolfsburg,20,1998,15.7,2,0,0,17,21,2,24,11,12,0,0,0,95,5,11,31.3,Matches
Joshua Brenet\Joshua-Brenet,nl NED,DFMF,Hoffenheim,24,1994,10.1,0,0,0,20,4,0,43,10,12,0,0,0,90,6,11,35.3,Matches
John Brooks\John-Brooks,us USA,DF,Wolfsburg,25,1993,29,7,0,0,14,12,0,1,19,25,0,1,0,309,49,16,75.4,Matches
Daniel Brosinski\Daniel-Brosinski,de GER,DF,Mainz 05,30,1988,24.5,2,0,0,16,13,1,75,16,11,0,1,0,240,13,20,39.4,Matches
Bruma\Bruma,pt POR,MFFW,RB Leipzig,23,1994,6.1,1,0,0,4,5,0,5,2,3,0,0,0,50,0,5,0,Matches
Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Schalke 04,26,1991,6.9,4,0,0,9,2,0,1,1,5,0,1,1,61,16,9,64,Matches
Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FWMF,Dortmund,19,1998,14.1,0,0,0,3,9,5,7,10,11,0,0,0,78,9,17,34.6,Matches
Niko Bungert\Niko-Bungert,de GER,DF,Mainz 05,31,1986,3.2,0,0,0,1,2,0,0,1,3,0,0,0,34,7,4,63.6,Matches
Guido Burgstaller\Guido-Burgstaller,at AUT,FW,Schalke 04,29,1989,17,4,0,0,24,24,29,21,1,8,0,0,0,63,23,46,33.3,Matches
Jonathan Burkardt\Jonathan-Burkardt,de GER,FWMF,Mainz 05,18,2000,2.9,0,0,0,2,2,0,5,3,1,0,0,0,22,3,2,60,Matches
Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,27,1990,32,1,0,0,0,10,0,0,0,0,0,0,0,189,0,0,,Matches
Gaëtan Bussmann\Gaetan-Bussmann,fr FRA,DF,Mainz 05,27,1991,1,0,0,0,4,1,0,1,1,2,0,0,0,13,2,1,66.7,Matches
Jakub B?aszczykowski\Jakub-Blaszczykowski,pl POL,FW,Wolfsburg,32,1985,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Caiuby\Caiuby,br BRA,FWMF,Augsburg,30,1988,11.2,3,0,0,19,18,3,21,4,11,0,0,0,93,33,24,57.9,Matches
Daniel Caligiuri\Daniel-Caligiuri,it ITA,DF,Schalke 04,30,1988,30.6,9,0,0,31,38,0,80,35,65,1,1,0,320,24,26,48,Matches
Jan-Ingwer Callsen-Bracker\Jan-Ingwer-Callsen-Bracker,de GER,DF,Augsburg,33,1984,0.1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
Ignacio Camacho\Ignacio-Camacho,es ESP,MF,Wolfsburg,28,1990,6,3,0,0,14,12,1,2,5,8,0,0,0,98,18,5,78.3,Matches
Jonas Carls\Jonas-Carls,de GER,DF,Schalke 04,21,1997,1,0,0,0,0,0,0,4,2,1,0,0,0,7,0,0,,Matches
Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,26,1992,25.5,0,0,0,0,2,0,0,0,0,0,0,0,142,0,0,,Matches
Gonzalo Castro\Gonzalo-Castro,de GER,MF,Stuttgart,31,1987,18.8,4,0,0,29,16,0,26,20,38,0,2,0,209,9,13,40.9,Matches
Timothy Chandler\Timothy-Chandler,us USA,FW,Eint Frankfurt,28,1990,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,100,Matches
Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,31,1987,11.1,3,0,0,16,10,1,6,8,20,0,0,0,147,6,9,40,Matches
Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,22,1996,15.3,2,0,0,17,41,3,67,4,6,0,0,0,103,9,14,39.1,Matches
Sergio Córdova\Sergio-Cordova,ve VEN,FW,Augsburg,20,1997,5.9,1,0,0,16,19,4,5,3,9,0,0,0,38,7,22,24.1,Matches
Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,25,1993,33.7,1,0,0,33,20,13,101,30,37,0,0,0,308,41,32,56.2,Matches
Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,M'Gladbach,18,1999,3.1,3,0,0,8,2,0,3,2,5,0,0,0,31,1,3,25,Matches
Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,19,1999,9.5,1,0,0,33,15,5,11,2,5,1,0,0,58,12,23,34.3,Matches
Christoph Daferner\Christoph-Daferner,de GER,FW,Freiburg,20,1998,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,22,1996,7.7,2,0,0,12,7,0,0,8,15,0,0,0,78,0,5,0,Matches
Leon Dajaku\Leon-Dajaku,de GER,MFFW,Stuttgart,17,2001,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,19,1998,13.9,3,0,0,16,16,0,1,14,14,0,0,1,146,36,20,64.3,Matches
Palkó Dárdai\Palko-Dardai,hu HUN,MFFW,Hertha BSC,19,1999,1.3,0,0,0,3,2,0,3,0,1,0,0,0,7,0,0,,Matches
Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,27,1990,4.2,1,0,0,14,6,0,6,5,4,0,0,0,55,4,5,44.4,Matches
Alphonso Davies\Alphonso-Davies,ca CAN,FWMF,Bayern Munich,17,2000,0.9,1,0,0,1,0,0,0,1,1,0,1,0,8,1,1,50,Matches
Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,26,1991,25.4,7,0,0,46,25,2,6,35,50,0,0,0,316,42,27,60.9,Matches
Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,25,1993,22.4,6,0,0,46,34,2,40,23,36,0,0,0,279,10,17,37,Matches
Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,26,1991,22.8,4,0,0,37,51,0,31,20,50,0,0,0,307,16,16,50,Matches
Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,29,1989,2.7,0,0,0,5,7,2,7,0,3,0,0,0,17,3,5,37.5,Matches
Abdou Diallo\Abdou-Diallo,sn SEN,DF,Dortmund,22,1996,26.4,1,1,0,21,13,1,18,26,23,0,0,0,252,35,19,64.8,Matches
Daniel Didavi\Daniel-Didavi,de GER,MFFW,Stuttgart,28,1990,10.6,0,0,0,12,31,6,30,6,14,0,0,0,67,4,11,26.7,Matches
Tim Dierßen\Tim-Dierssen,de GER,FW,Hannover 96,22,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Javairô Dilrosun\Javairo-Dilrosun,nl NED,FWMF,Hertha BSC,20,1998,10,2,0,0,8,21,0,30,9,9,0,0,0,57,1,11,8.3,Matches
Giulio Donati\Giulio-Donati,it ITA,DF,Mainz 05,28,1990,6.9,2,0,0,6,6,0,26,11,8,0,0,0,66,5,10,33.3,Matches
Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,27,1991,9.9,2,0,0,15,9,1,14,3,9,0,0,0,97,22,18,55,Matches
Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,21,1996,10.7,4,0,0,21,13,15,25,4,15,0,0,0,37,4,36,10,Matches
Aleksandar Dragovi?\Aleksandar-Dragovic,at AUT,DF,Leverkusen,27,1991,14.8,4,0,0,11,7,3,0,17,11,0,1,0,171,20,16,55.6,Matches
Josip Drmi?\Josip-Drmic,ch SUI,FW,M'Gladbach,25,1992,2.5,0,0,0,4,0,1,2,2,0,0,0,0,11,3,5,37.5,Matches
Jaroslav Drobný\Jaroslav-Drobny,cz CZE,GK,Düsseldorf,38,1979,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
Marvin Ducksch\Marvin-Ducksch,de GER,FW,Düsseldorf,24,1994,9.1,1,0,0,3,8,4,16,4,1,0,0,0,42,9,7,56.3,Matches
Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,23,1994,28.5,7,0,0,77,44,6,25,18,33,0,0,0,279,22,34,39.3,Matches
Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,20,1998,12.4,0,0,0,15,15,1,13,6,5,0,0,0,106,9,28,24.3,Matches
Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,21,1996,33.9,4,0,0,37,40,0,35,28,47,0,0,0,368,32,36,47.1,Matches
Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,24,1994,7.2,1,0,0,6,2,0,1,4,4,0,0,0,79,10,7,58.8,Matches
Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,21,1996,29.1,1,0,0,18,14,1,1,47,25,0,0,0,333,58,35,62.4,Matches
Breel Embolo\Breel-Embolo,ch SUI,FW,Schalke 04,21,1997,14.9,4,0,0,30,31,9,9,5,16,1,0,0,66,19,42,31.1,Matches
Patrick Erras\Patrick-Erras,de GER,MF,Nürnberg,23,1995,13.6,1,0,0,9,2,0,1,13,13,0,1,0,142,31,21,59.6,Matches
Michael Esser\Michael-Esser,de GER,GK,Hannover 96,30,1987,32,3,0,0,0,6,0,1,0,1,0,0,0,173,0,1,0,Matches
Alexander Esswein\Alexander-Esswein,de GER,FWMF,Stuttgart,28,1990,13.9,3,0,0,18,17,10,43,10,12,0,0,0,73,11,21,34.4,Matches
Ewerton\Ewerton,br BRA,DF,Nürnberg,29,1989,14.9,2,0,0,17,3,1,0,19,18,0,0,1,150,53,20,72.6,Matches
Marco Fabián\Marco-Fabian,mx MEX,FW,Eint Frankfurt,29,1989,0.7,0,0,0,1,1,0,1,5,2,0,0,0,3,0,0,,Matches
Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,29,1988,16.3,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,,Matches
Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,26,1992,6.7,0,0,0,5,4,1,1,8,8,0,0,0,94,8,5,61.5,Matches
Felipe\Felipe,br BRA,DF,Hannover 96,31,1987,12.2,5,1,1,17,17,0,3,22,20,0,1,0,139,23,15,60.5,Matches
Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,20,1997,2.7,2,0,0,8,5,0,2,5,6,0,0,0,18,5,1,83.3,Matches
Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,31,1986,24.7,10,1,1,56,6,0,3,35,52,0,0,0,308,27,40,40.3,Matches
Oliver Fink\Oliver-Fink,de GER,MF,Düsseldorf,36,1982,11.7,4,0,0,25,19,3,11,9,33,0,0,0,101,51,61,45.5,Matches
Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,29,1989,14.8,2,0,0,34,11,24,6,2,5,1,0,0,59,13,19,40.6,Matches
Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,25,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,26,1991,13.9,0,0,0,7,24,3,18,3,6,0,0,0,84,7,6,53.8,Matches
Iver Fossum\Iver-Fossum,no NOR,MFFW,Hannover 96,22,1996,5.1,0,0,0,2,3,0,7,2,2,0,0,0,54,1,5,16.7,Matches
Raphael Framberger\Raphael-Framberger,de GER,DFMF,Augsburg,22,1995,6.1,2,0,0,6,7,0,20,3,5,0,0,0,71,2,4,33.3,Matches
Mike Frantz\Mike-Frantz,de GER,MFFW,Freiburg,31,1986,24.6,2,0,0,20,35,5,30,9,19,1,0,0,153,34,32,51.5,Matches
Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,20,1998,5.3,3,0,0,8,5,0,2,8,8,0,1,0,32,7,2,77.8,Matches
Alexander Fuchs\Alexander-Fuchs,de GER,MF,Nürnberg,21,1997,7.3,3,0,0,14,12,0,3,6,11,0,0,0,61,2,5,28.6,Matches
Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,25,1993,12.4,1,0,0,20,14,5,4,0,0,1,0,0,40,46,33,58.2,Matches
Mijat Ga?inovi?\Mijat-Gacinovic,rs SRB,MF,Eint Frankfurt,23,1995,18.1,3,0,0,20,41,2,19,25,17,1,0,0,166,5,17,22.7,Matches
Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Mainz 05,22,1995,29.7,3,0,0,40,30,1,16,31,32,0,1,0,389,39,33,54.2,Matches
Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,31,1986,31.3,2,0,0,33,33,3,35,54,41,1,0,0,266,74,46,61.7,Matches
Dennis Geiger\Dennis-Geiger,de GER,MFFW,Hoffenheim,20,1998,2.7,1,0,0,5,6,0,2,3,1,1,0,0,26,1,5,16.7,Matches
Christian Gentner\Christian-Gentner,de GER,MF,Stuttgart,32,1985,22.4,3,0,0,31,31,3,27,22,34,0,0,1,238,21,16,56.8,Matches
Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,24,1994,27.3,2,0,0,29,41,5,39,20,34,1,0,0,232,15,33,31.3,Matches
Fabian Giefer\Fabian-Giefer,de GER,GK,Augsburg,28,1990,4,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,,Matches
Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,26,1991,28.8,2,0,0,27,39,4,51,19,34,1,0,0,232,37,21,63.8,Matches
Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,27,1991,14.2,4,0,0,14,14,4,19,2,9,0,0,0,78,16,19,45.7,Matches
Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,24,1994,26.4,2,0,0,12,15,2,7,17,16,0,0,0,227,55,34,61.8,Matches
Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,23,1995,19.6,0,0,0,25,15,13,43,15,32,0,0,0,110,3,13,18.8,Matches
Kevin Goden\Kevin-Goden,de GER,DFFW,Nürnberg,19,1999,3,1,0,0,2,0,0,3,6,4,0,0,0,24,5,1,83.3,Matches
Mario Gómez\Mario-Gomez,de GER,FW,Stuttgart,33,1985,24.6,4,1,1,33,22,13,11,6,16,0,0,0,82,52,50,51,Matches
Jérôme Gondorf\Jerome-Gondorf,de GER,MFFW,Freiburg,30,1988,14.4,3,0,0,30,25,2,27,12,23,0,0,0,160,9,17,34.6,Matches
Nicolás González\Nicolas-Gonzalez,ar ARG,FWMF,Stuttgart,20,1998,24,2,1,0,29,49,10,34,8,16,0,0,0,133,86,64,57.3,Matches
Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,23,1995,22.5,3,0,0,28,20,1,16,14,24,0,0,1,206,22,31,41.5,Matches
Felix Götze\Felix-Gotze,de GER,MF,Augsburg,20,1998,1.4,0,0,0,2,2,0,0,1,1,0,0,0,14,1,4,20,Matches
Mario Götze\Mario-Gotze,de GER,FWMF,Dortmund,26,1992,18.6,0,0,0,21,26,11,29,6,17,0,0,0,120,3,20,13,Matches
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,27,1991,23.2,4,0,0,22,9,0,4,26,32,0,0,0,343,33,29,53.2,Matches
Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,24,1994,27.6,4,0,0,28,28,17,19,9,20,0,0,0,192,46,65,41.4,Matches
Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,25,1993,15.9,1,0,0,8,17,9,38,4,11,1,0,0,123,5,12,29.4,Matches
Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Hoffenheim,25,1993,3.7,0,0,0,5,2,1,6,1,3,0,0,0,29,1,0,100,Matches
Florian Grillitsch\Florian-Grillitsch,at AUT,MF,Hoffenheim,22,1995,26.6,8,0,0,42,47,0,9,53,45,0,1,0,387,36,38,48.6,Matches
Marko Gruji?\Marko-Grujic,rs SRB,MF,Hertha BSC,22,1996,19.8,5,0,0,45,22,0,12,17,31,0,1,0,211,59,30,66.3,Matches
Raphaël Guerreiro\Raphael-Guerreiro,pt POR,FWDF,Dortmund,24,1993,17,2,0,0,10,22,3,29,17,24,0,0,0,129,5,14,26.3,Matches
Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MF,Wolfsburg,27,1990,17.4,5,0,0,24,8,0,3,40,23,0,0,0,240,31,12,72.1,Matches
Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,28,1990,32.5,0,0,0,0,2,0,0,0,0,0,0,0,216,0,0,,Matches
Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,27,1991,19,3,0,0,10,21,1,1,11,15,0,0,0,195,17,13,56.7,Matches
