Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,28,1990,23.4,3,0,0,35,44,10,45,13,22,2,0,0,154,58,72,44.6,Matches
Stuart Armstrong\Stuart-Armstrong,sco SCO,MFFW,Southampton,26,1992,15.9,2,0,0,19,21,3,13,12,14,0,1,0,125,13,16,44.8,Matches
Marko Arnautovi?\Marko-Arnautovic,at AUT,FW,West Ham,29,1989,22.1,3,0,0,31,12,21,28,2,6,0,1,0,79,11,20,35.5,Matches
Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,23,1994,36,2,0,0,0,4,0,0,0,0,0,0,0,162,0,0,,Matches
Harry Arter\Harry-Arter,ie IRL,MF,Cardiff City,28,1989,22.2,10,0,0,25,14,2,14,20,40,0,0,0,228,5,12,29.4,Matches
Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,26,1992,16.6,2,0,0,14,25,4,30,3,16,0,0,0,127,6,47,11.3,Matches
Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,29,1989,30.3,0,0,0,13,23,23,42,5,12,1,0,0,100,23,58,28.4,Matches
Serge Aurier\Serge-Aurier,ci CIV,DFMF,Tottenham,25,1992,6.3,1,0,0,17,2,1,17,7,12,0,0,0,72,9,9,50,Matches
Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,29,1989,10.9,1,0,0,14,18,9,2,3,5,0,0,0,50,27,51,34.6,Matches
Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,26,1991,13.1,3,0,0,32,25,9,10,7,28,0,0,0,58,28,67,29.5,Matches
Floyd Ayité\Floyd-Ayite,tg TOG,FWMF,Fulham,29,1988,5.3,0,0,0,6,7,4,5,5,6,0,0,0,47,5,5,50,Matches
César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,28,1989,37.8,4,0,0,40,15,2,91,35,56,1,1,0,411,46,37,55.4,Matches
Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,31,1986,13.9,3,0,0,15,16,9,17,11,7,0,0,0,66,9,14,39.1,Matches
Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,20,1997,15.7,4,0,0,34,22,1,13,28,26,0,1,0,184,16,19,45.7,Matches
Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,26,1991,6.2,2,0,0,13,3,0,4,13,9,0,0,0,77,6,6,50,Matches
Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,24,1994,7.1,0,1,0,5,5,0,1,8,7,0,1,0,70,11,3,78.6,Matches
Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,33,1984,4.2,0,0,0,2,1,1,8,3,4,0,1,0,31,1,2,33.3,Matches
Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,26,1991,22.4,2,0,0,19,5,0,0,38,27,0,1,0,222,48,47,50.5,Matches
Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,30,1988,6.6,2,0,0,5,2,1,0,8,7,0,1,0,61,13,5,72.2,Matches
Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,33,1985,27.5,7,0,0,35,13,3,3,64,34,0,1,0,315,76,27,73.8,Matches
Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,33,1985,18.6,9,0,0,22,11,0,22,25,19,0,0,1,189,32,19,62.7,Matches
Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,24,1993,13.8,1,0,0,14,27,0,12,10,11,0,0,0,136,15,5,75,Matches
Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,28,1989,26.5,8,0,0,53,65,23,13,4,14,1,0,1,134,74,182,28.9,Matches
Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,20,1997,11.2,0,0,0,7,7,2,29,1,4,0,0,0,65,4,6,40,Matches
Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,23,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,24,1993,8.3,0,0,0,7,2,13,3,5,1,0,0,0,50,10,25,28.6,Matches
Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,22,1996,23.9,7,0,0,22,7,0,1,52,28,0,0,0,286,69,52,57,Matches
Asmir Begovi?\Asmir-Begovic,ba BIH,GK,Bournemouth,31,1987,24,0,0,0,0,3,0,0,0,0,0,0,0,117,0,0,,Matches
Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,23,1995,17,3,0,0,16,7,2,39,11,9,0,0,1,153,14,16,46.7,Matches
Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,28,1990,29.3,5,0,0,21,35,1,26,37,27,0,0,0,296,25,11,69.4,Matches
Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,28,1990,34,12,0,0,37,11,1,4,24,36,0,2,0,328,84,62,57.5,Matches
Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,27,1990,9,1,0,0,18,9,10,2,0,4,0,0,0,38,74,47,61.2,Matches
Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,27,1990,19.5,2,0,0,10,22,2,65,27,14,0,0,0,145,16,21,43.2,Matches
Bernard\Bernard,br BRA,FWMF,Everton,25,1992,23.5,5,0,0,17,27,2,44,31,32,0,0,0,199,2,11,15.4,Matches
Bernardo\Bernardo,br BRA,DF,Brighton,23,1995,19.5,4,0,0,18,24,2,23,34,39,0,0,0,214,38,27,58.5,Matches
Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,28,1989,24,8,0,0,27,22,0,51,26,19,0,0,0,205,30,30,50,Matches
Marcus Bettinelli\Marcus-Bettinelli,eng ENG,GK,Fulham,26,1992,7,1,0,0,0,1,0,0,0,0,0,0,0,32,0,0,,Matches
Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,22,1996,24.3,7,0,0,38,30,2,74,55,44,0,0,0,319,78,19,80.4,Matches
Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,21,1996,19.7,5,0,0,40,25,2,5,20,40,0,0,0,181,17,27,38.6,Matches
Willy Boly\Willy-Boly,ci CIV,DF,Wolves,27,1991,35.2,2,1,0,29,14,3,0,43,45,0,0,0,386,122,43,73.9,Matches
Léo Bonatini\Leo-Bonatini,br BRA,FW,Wolves,24,1994,1.5,0,0,0,0,0,0,3,0,2,0,0,0,12,0,2,0,Matches
Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,30,1988,20.1,0,0,0,11,4,0,32,16,15,0,1,0,197,13,18,41.9,Matches
Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,38,1980,12,2,0,0,0,0,0,0,0,0,0,0,0,61,0,0,,Matches
Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,26,1992,8,3,1,0,12,4,0,27,8,8,0,0,0,71,7,5,58.3,Matches
Miguel Britos\Miguel-Britos,uy URU,DF,Watford,33,1985,2.1,0,0,0,3,1,0,1,1,1,0,0,0,21,2,0,100,Matches
David Brooks\David-Brooks,wal WAL,MFFW,Bournemouth,21,1997,25.1,3,0,0,15,46,2,21,22,22,0,0,0,165,6,26,18.8,Matches
Bruno\Bruno,es ESP,DF,Brighton,37,1980,12.6,2,0,0,4,9,3,13,7,19,0,0,0,97,11,6,64.7,Matches
Joe Bryan\Joe-Bryan,eng ENG,DF,Fulham,24,1993,26.1,5,0,0,25,28,2,71,30,39,0,0,0,233,26,22,54.2,Matches
David Button\David-Button,eng ENG,GK,Brighton,29,1989,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,,Matches
Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,36,1981,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,32,1985,0.3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
Tom Cairney\Tom-Cairney,sco SCO,MFFW,Fulham,27,1991,24.4,0,0,0,11,40,0,19,15,30,0,0,0,185,6,11,35.3,Matches
Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,21,1997,19.8,3,0,0,34,32,6,17,9,8,1,0,0,86,86,118,42.2,Matches
Rafael Camacho\Rafael-Camacho,pt POR,DF,Liverpool,18,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Víctor Camarasa\Victor-Camarasa,es ESP,MF,Cardiff City,24,1994,28.5,6,0,0,25,29,1,42,23,16,0,0,0,272,13,34,27.7,Matches
Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,30,1988,32.7,14,1,0,47,58,0,8,62,67,0,0,0,466,57,29,66.3,Matches
Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,29,1989,5.1,2,0,0,11,8,3,2,2,1,0,0,0,25,31,29,51.7,Matches
Jonny Castro\Jonny-Castro,es ESP,DFMF,Wolves,24,1994,30.8,6,0,0,23,34,5,37,51,41,1,0,0,264,26,37,41.3,Matches
Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,29,1989,34.4,2,0,0,18,8,1,2,25,30,0,0,2,381,67,54,55.4,Matches
Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Wolves,24,1993,7.7,1,0,0,13,5,6,33,6,5,0,1,0,48,10,17,37,Matches
Petr ?ech\Petr-Cech,cz CZE,GK,Arsenal,36,1982,6.5,0,0,0,0,2,0,0,0,0,0,0,0,31,0,0,,Matches
Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MFFW,Watford,23,1994,3,2,0,0,5,3,0,0,4,2,0,0,0,43,6,3,66.7,Matches
Calum Chambers\Calum-Chambers,eng ENG,MFDF,Fulham,23,1995,28.8,9,0,0,35,4,0,13,53,42,0,0,0,390,54,40,57.4,Matches
Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,21,1996,36,4,0,0,32,44,2,109,34,36,0,0,0,348,86,58,59.7,Matches
Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,18,1999,0.4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,Matches
Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,20,1997,6.6,0,0,0,7,2,0,2,15,8,0,0,0,56,3,6,33.3,Matches
Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,22,1996,6.9,1,0,0,8,4,0,0,6,4,0,0,0,86,16,14,53.3,Matches
Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,25,1992,21.6,7,0,0,29,13,2,67,23,23,0,1,0,199,47,28,62.7,Matches
Ibrahima Cissé\Ibrahima-Cisse,gn GUI,MFFW,Fulham,24,1994,1,0,0,0,1,0,0,0,4,0,0,0,0,12,1,0,100,Matches
Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,28,1989,9.5,1,0,0,6,6,0,1,10,10,0,0,0,106,27,19,58.7,Matches
Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,28,1989,5.3,2,0,0,8,4,1,1,4,14,0,0,0,58,4,9,30.8,Matches
Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,27,1991,12.7,2,0,0,9,3,0,12,12,13,0,0,0,119,9,7,56.3,Matches
Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,27,1991,1.2,0,0,0,0,2,0,3,1,1,0,0,0,9,0,0,,Matches
Conor Coady\Conor-Coady,eng ENG,DF,Wolves,25,1993,38,5,0,0,11,11,0,0,24,16,0,0,3,357,28,14,66.7,Matches
Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,22,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,29,1988,28.4,1,0,0,22,20,3,74,25,32,0,1,1,317,32,28,53.3,Matches
Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,21,1997,8,2,0,0,12,5,0,8,6,8,0,0,0,97,4,7,36.4,Matches
Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,27,1991,31,3,0,0,18,27,1,14,28,21,0,1,1,343,97,52,65.1,Matches
Jack Cork\Jack-Cork,eng ENG,MF,Burnley,29,1989,36.8,6,0,0,32,37,4,10,29,27,0,0,0,423,39,60,39.4,Matches
Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,24,1994,14.9,3,0,0,20,24,6,37,8,14,0,0,0,92,4,24,14.3,Matches
Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,28,1989,17.7,1,0,0,2,12,1,46,15,15,0,0,0,167,19,14,57.6,Matches
Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,37,1981,1,1,0,0,3,0,0,0,0,0,0,0,0,2,16,7,69.6,Matches
Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,27,1991,7,3,0,0,8,13,0,9,9,7,0,0,0,64,5,5,50,Matches
Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,19,1999,11.3,3,0,0,12,2,2,38,9,13,0,1,0,105,18,3,85.7,Matches
Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,17,2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50,Matches
Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,27,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100,Matches
Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,31,1986,17.6,4,0,0,8,7,0,26,16,16,0,0,0,195,21,16,56.8,Matches
Danilo\Danilo,br BRA,DF,Manchester City,27,1991,9,1,0,0,10,8,0,10,12,9,0,0,0,115,16,10,61.5,Matches
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,7.4,1,0,0,4,0,0,1,2,1,0,0,0,62,22,15,59.5,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,4.9,0,0,0,3,4,1,3,6,6,0,0,0,34,1,3,25,Matches
Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,20.5,2,0,0,18,14,0,33,13,24,0,0,0,211,40,27,59.7,Matches
Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,10.9,3,0,0,21,17,1,2,12,13,0,0,0,125,7,10,41.2,Matches
Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,1.1,0,0,0,2,0,1,1,1,3,0,0,0,14,0,0,,Matches
Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,10.8,2,0,0,10,15,1,47,5,16,0,0,0,91,7,9,43.8,Matches
Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,28.3,4,1,0,42,36,13,14,10,19,0,0,0,149,159,190,45.6,Matches
Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,5,0,0,0,1,2,0,3,7,4,0,0,0,56,0,3,0,Matches
Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,8.1,1,1,0,6,7,0,4,10,7,0,0,0,85,7,9,43.8,Matches
Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,5.7,1,0,0,12,4,0,0,7,9,0,0,0,65,6,1,85.7,Matches
Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,16.3,1,0,0,11,11,1,8,16,35,0,0,0,150,45,39,53.6,Matches
Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,11.9,1,0,0,19,10,7,4,6,9,0,0,0,44,51,64,44.3,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,23,3,0,0,14,13,34,52,18,8,0,0,0,140,2,14,12.5,Matches
Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,0.6,0,0,0,0,1,1,2,1,3,0,0,0,3,2,2,50,Matches
Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,6.1,1,0,0,7,9,2,14,1,3,0,0,0,33,2,15,11.8,Matches
Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,24.1,3,0,0,36,20,0,9,31,48,0,0,0,228,21,42,33.3,Matches
Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,6.8,0,0,0,4,10,1,7,0,10,0,0,0,60,6,14,30,Matches
Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,16.7,4,0,0,24,9,0,6,7,12,0,0,0,172,27,25,51.9,Matches
Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,32.9,5,1,0,39,33,2,158,45,45,0,0,1,386,73,35,67.6,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,27,1991,37.6,1,0,0,12,22,1,7,31,25,0,1,0,528,148,35,80.9,Matches
Issa Diop\Issa-Diop,fr FRA,DF,West Ham,21,1997,33,4,0,0,19,17,3,0,48,34,0,0,1,304,65,31,67.7,Matches
Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,26,1992,34.9,5,0,0,30,21,3,71,32,33,1,0,1,310,98,83,54.1,Matches
Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,25,1993,34,7,0,0,37,14,2,24,36,48,0,0,1,465,30,32,48.4,Matches
Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,19,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,29,1989,38,1,0,0,1,5,0,0,0,0,0,0,0,195,0,0,,Matches
Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,26,1992,34.3,4,1,0,23,10,4,5,19,20,0,2,0,355,155,47,76.7,Matches
Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,19,1998,0.5,0,0,0,0,2,0,1,0,1,0,0,0,6,0,1,0,Matches
Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,26,1991,22.1,1,0,0,11,10,1,16,28,16,0,0,0,222,44,20,68.8,Matches
Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,26,1991,35,6,1,1,22,15,0,7,32,32,0,0,0,376,79,40,66.4,Matches
Erik Durm\Erik-Durm,de GER,DF,Huddersfield,26,1992,22.8,0,0,0,13,22,1,53,28,28,0,0,0,223,15,27,35.7,Matches
Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Cardiff City,30,1988,37.5,0,0,0,15,11,1,15,52,43,0,2,0,460,72,38,65.5,Matches
Ederson\Ederson,br BRA,GK,Manchester City,24,1993,38,2,0,0,2,3,0,0,0,1,0,2,0,152,0,0,,Matches
Harvey Elliot\Harvey-Elliot,eng ENG,MF,Fulham,15,2003,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,26,1992,4.2,0,0,0,1,0,1,1,0,5,0,0,0,38,2,6,25,Matches
Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MFFW,Southampton,23,1994,8.8,0,0,0,10,13,2,14,4,11,0,0,0,67,6,11,35.3,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,26,1992,30.8,3,0,0,17,16,2,58,11,27,0,0,0,297,6,30,16.7,Matches
Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,28,1990,38,2,0,0,0,5,0,0,0,0,0,0,0,220,0,0,,Matches
Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,30,1988,22.2,2,0,0,21,17,0,1,42,17,0,1,0,236,55,23,70.5,Matches
?ukasz Fabia?ski\Lukasz-Fabianski,pl POL,GK,West Ham,33,1985,38,0,0,0,0,6,0,0,0,0,0,0,0,201,0,0,,Matches
Fabinho\Fabinho,br BRA,MF,Liverpool,24,1993,22.4,6,0,0,30,30,0,10,22,34,0,0,0,278,48,32,60,Matches
Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,31,1987,2,1,0,0,1,3,0,0,2,9,0,0,0,13,3,3,50,Matches
Fabricio\Fabricio,es ESP,GK,Fulham,30,1987,2,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,,Matches
Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,30,1987,8.4,1,0,0,15,9,2,4,4,15,1,0,0,80,24,14,63.2,Matches
Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,27,1991,22.8,1,0,0,12,14,3,58,31,30,0,1,0,186,6,14,30,Matches
Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,29,1989,16.5,2,0,0,12,7,1,5,27,16,0,0,0,161,28,19,59.6,Matches
Fernandinho\Fernandinho,br BRA,MF,Manchester City,33,1985,26.4,5,0,0,40,27,2,6,30,50,0,1,0,321,49,45,52.1,Matches
Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,26,1991,29,0,0,0,40,11,9,24,9,29,0,0,0,167,21,57,26.9,Matches
Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,18,2000,3.7,0,0,0,4,5,0,5,2,7,0,0,0,31,1,5,16.7,Matches
Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,30,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Ben Foster\Ben-Foster,eng ENG,GK,Watford,35,1983,38,1,0,0,2,9,0,0,0,0,0,2,0,202,0,0,,Matches
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,20,1998,8.8,3,0,0,7,1,0,10,8,7,0,1,1,60,3,8,27.3,Matches
Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,20,1998,9.9,3,1,0,16,9,0,6,10,21,0,2,0,101,22,15,59.5,Matches
Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,33,1985,13.7,1,0,0,10,8,3,37,18,13,0,0,0,143,34,27,55.7,Matches
Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,24,1994,35.2,2,0,0,6,67,10,156,13,6,1,0,0,215,8,21,27.6,Matches
Fred\Fred,br BRA,MF,Manchester Utd,25,1993,11.6,2,0,0,25,18,1,6,15,25,0,1,0,141,3,12,20,Matches
Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,25,1992,12.1,5,0,0,9,10,1,20,7,17,0,1,0,99,17,9,65.4,Matches
Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,32,1986,2.3,0,0,0,3,2,0,14,3,2,0,0,0,29,2,2,50,Matches
Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,26,1991,5.3,0,0,0,9,8,1,3,4,2,0,0,0,28,5,19,20.8,Matches
Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,22,1995,0.4,0,0,0,4,1,0,0,0,0,0,0,0,2,2,9,18.2,Matches
Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,28,1989,31.4,6,0,0,54,38,0,7,53,97,0,1,0,447,24,29,45.3,Matches
James Garner\James-Garner,eng ENG,MF,Manchester Utd,17,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,26,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,Matches
David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,27,1990,38,1,0,0,1,4,0,0,0,1,0,0,0,166,0,0,,Matches
Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,26,1992,8.3,3,0,0,13,8,0,24,9,9,0,0,0,74,5,9,35.7,Matches
Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,18,2000,7.4,1,0,0,8,6,2,7,1,2,0,0,0,61,8,12,40,Matches
Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,25,1993,0.7,1,0,0,2,0,0,0,0,2,0,0,0,10,3,1,75,Matches
Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,31,1986,9.4,1,0,0,12,6,6,0,3,2,0,0,0,22,27,15,64.3,Matches
André Gomes\Andre-Gomes,pt POR,MF,Everton,25,1993,22,7,0,0,49,27,0,18,21,32,0,0,0,266,31,25,55.4,Matches
Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,17,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,21,1997,11.8,2,0,0,12,9,0,9,17,11,0,0,0,141,17,10,63,Matches
