Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Jon Gorenc Stankovi?\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,22,1996,7.9,2,0,0,9,12,0,1,4,15,0,0,0,76,16,15,51.6,Matches
Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,28,1990,19.3,8,0,0,29,24,2,4,17,25,0,0,0,226,19,28,40.4,Matches
Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,20,1997,9.7,0,0,0,8,8,4,8,3,1,1,0,0,52,6,37,14,Matches
Andre Gray\Andre-Gray,jm JAM,FW,Watford,27,1991,15.2,2,0,0,12,9,16,9,3,3,0,0,0,49,11,43,20.4,Matches
Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,22,1996,22.1,2,0,0,15,16,3,38,12,13,0,0,0,137,8,19,29.6,Matches
Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,16,2001,1.3,0,0,0,0,1,2,3,0,1,0,0,0,9,0,1,0,Matches
Pascal Groß\Pascal-Gross,de GER,MF,Brighton,27,1991,20.7,1,0,0,12,14,5,65,9,15,1,1,0,151,4,25,13.8,Matches
Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,31,1987,19.5,2,0,0,1,6,0,0,0,0,0,1,0,99,0,0,,Matches
Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,19,1999,23.9,9,0,0,25,62,0,11,26,25,0,0,0,272,16,14,53.3,Matches
?lkay Gündo?an\Ilkay-Gundogan,de GER,MF,Manchester City,27,1990,23.7,3,0,0,14,23,0,28,21,10,0,0,0,239,17,18,48.6,Matches
Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,22,1996,12,0,0,0,0,2,0,0,0,0,0,0,0,44,0,0,,Matches
Aron Gunnarsson\Aron-Gunnarsson,is ISL,MF,Cardiff City,29,1989,25.2,5,0,0,27,30,0,50,34,48,0,0,0,348,38,28,57.6,Matches
Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,24,1994,20.5,1,0,0,12,19,2,68,17,11,0,1,0,183,15,13,53.6,Matches
Ben Hamer\Ben-Hamer,eng ENG,GK,Huddersfield,30,1987,6.1,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,,Matches
Kadeem Harris\Kadeem-Harris,eng ENG,MFFW,Cardiff City,25,1993,4.2,1,0,0,4,5,1,14,1,2,0,0,0,24,5,4,55.6,Matches
Joe Hart\Joe-Hart,eng ENG,GK,Burnley,31,1987,19,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,,Matches
Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,23,1995,20.7,3,1,0,32,14,0,9,34,43,0,0,0,225,34,30,53.1,Matches
Eden Hazard\Eden-Hazard,be BEL,FW,Chelsea,27,1991,32.5,2,0,0,12,104,11,82,13,6,1,0,0,173,14,20,41.2,Matches
Rhys Healey\Rhys-Healey,wal WAL,FWMF,Cardiff City,23,1994,0.6,0,0,0,1,1,0,4,0,0,0,0,0,2,1,1,50,Matches
Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,32,1986,19,3,0,0,1,2,0,0,0,0,0,0,0,87,0,0,,Matches
Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,28,1990,22.1,2,1,1,26,12,2,31,22,37,0,0,0,278,16,16,50,Matches
Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,26,1992,22.9,4,0,0,18,13,9,27,15,25,0,1,0,185,12,24,33.3,Matches
Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,31,1987,17.5,0,0,0,0,1,0,0,0,0,0,0,0,86,0,0,,Matches
Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,30,1988,14.8,2,0,0,9,34,12,8,5,2,2,0,0,46,5,16,23.8,Matches
Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,28,1989,15.6,4,0,0,21,20,0,7,36,37,0,1,0,156,4,9,30.8,Matches
Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,26,1992,22.7,2,1,0,11,19,22,25,11,7,1,0,0,129,5,23,17.9,Matches
Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,Chelsea,30,1987,12.1,0,0,0,6,2,11,4,0,5,0,0,0,39,4,13,23.5,Matches
Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,24,1994,13,2,0,0,15,14,0,3,15,11,0,0,2,170,16,14,53.3,Matches
Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,29,1988,26.3,8,1,0,58,35,1,7,58,60,0,0,0,452,23,26,46.9,Matches
Junior Hoilett\Junior-Hoilett,ca CAN,FWMF,Cardiff City,28,1990,23.8,4,0,0,35,38,8,45,22,24,1,0,0,189,13,43,23.2,Matches
Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,22,1995,9,1,0,0,6,2,0,0,8,10,0,0,0,93,17,6,73.9,Matches
José Holebas\Jose-Holebas,gr GRE,DF,Watford,34,1984,26.6,12,1,0,34,15,2,91,21,45,0,0,0,293,44,31,58.7,Matches
Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,21,1996,4.5,1,0,0,2,7,1,0,2,2,0,0,0,65,7,9,43.8,Matches
Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,17,2000,4.4,0,0,0,1,6,3,20,3,6,0,0,0,22,0,2,0,Matches
Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,23,1995,26.9,5,0,0,54,71,0,21,22,42,0,0,0,254,19,27,41.3,Matches
Emerson Hyndman\Emerson-Hyndman,us USA,MF,Bournemouth,22,1996,0.4,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,Matches
Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,22,1995,30.7,8,2,1,50,47,0,19,58,64,0,0,0,441,30,24,55.6,Matches
Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,22,1995,8.9,1,0,0,8,10,0,22,0,3,0,0,0,59,1,5,16.7,Matches
Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,30,1988,2.5,0,0,0,6,1,0,1,5,4,0,0,0,28,6,2,75,Matches
Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,21,1996,10.5,2,0,0,14,7,8,7,0,6,1,0,0,51,9,24,27.3,Matches
Danny Ings\Danny-Ings,eng ENG,FW,Southampton,26,1992,18.3,1,0,0,16,22,6,17,11,16,3,0,0,82,14,32,30.4,Matches
Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Arsenal,22,1996,21.9,0,0,0,8,13,2,66,13,17,0,0,0,126,3,15,16.7,Matches
José Izquierdo\Jose-Izquierdo,co COL,MFFW,Brighton,26,1992,8.8,1,0,0,6,6,4,7,5,8,1,0,0,68,4,11,26.7,Matches
Phil Jagielka\Phil-Jagielka,eng ENG,DFMF,Everton,35,1982,3.7,0,1,0,2,3,0,0,1,5,0,0,0,45,11,12,47.8,Matches
Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,24,1993,11.3,2,0,0,19,8,6,16,8,24,0,1,0,87,8,14,36.4,Matches
Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,29,1989,16.9,3,0,0,16,1,1,56,20,16,0,0,0,196,9,8,52.9,Matches
Vincent Janssen\Vincent-Janssen,nl NED,FW,Tottenham,24,1994,0.4,0,0,0,2,0,1,0,0,0,0,0,0,2,2,2,50,Matches
Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,Arsenal,26,1992,1.8,0,0,0,1,0,0,2,0,3,0,0,0,12,1,1,50,Matches
Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,21,1997,11.5,1,0,0,12,18,15,6,5,6,0,0,0,57,6,28,17.6,Matches
Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,27,1991,34.6,4,0,0,41,39,33,39,22,17,1,0,0,194,49,73,40.2,Matches
Stefan Johansen\Stefan-Johansen,no NOR,MF,Fulham,27,1991,4.6,4,0,0,6,2,0,4,3,5,0,0,0,53,1,2,33.3,Matches
Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,18,2000,0.7,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,,Matches
Tyreke Johnson\Tyreke-Johnson,eng ENG,FW,Southampton,19,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,26,1992,14,1,0,0,8,10,0,2,20,18,0,0,0,154,35,16,68.6,Matches
Jorginho\Jorginho,it ITA,MF,Chelsea,26,1991,35.1,8,0,0,33,22,0,4,43,55,0,0,0,426,8,17,32,Matches
Joselu\Joselu,es ESP,FW,Newcastle Utd,28,1990,6.6,1,0,0,5,7,4,4,1,7,0,0,0,35,23,28,45.1,Matches
Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,21,1996,26.2,11,0,0,42,55,6,46,10,19,0,0,0,167,16,45,26.2,Matches
Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,28,1990,23.9,6,0,0,33,14,0,0,46,22,0,1,0,287,28,34,45.2,Matches
Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,27,1991,17.6,4,1,1,23,14,0,0,17,18,0,1,0,175,46,25,64.8,Matches
Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,26,1992,13.1,2,0,0,24,21,9,13,8,9,0,1,0,74,16,21,43.2,Matches
Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWMF,Fulham,23,1995,7.7,2,0,0,24,4,7,17,2,8,1,0,0,57,11,11,50,Matches
Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,25,1993,26.9,5,0,0,31,52,10,21,4,7,1,0,0,88,34,54,38.6,Matches
N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,27,1991,34.4,3,0,0,35,15,6,23,43,61,0,0,0,356,17,33,34,Matches
Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,30,1988,10.4,4,0,0,18,7,0,6,8,27,0,1,0,98,11,19,36.7,Matches
Michael Keane\Michael-Keane,eng ENG,DF,Everton,25,1993,33,2,0,0,23,7,0,4,34,27,0,0,0,416,167,88,65.5,Matches
Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,26,1992,1.2,0,0,0,0,1,0,2,1,2,0,0,0,6,4,2,66.7,Matches
Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,23,1995,15.4,0,0,0,24,16,0,6,9,20,0,0,0,142,8,15,34.8,Matches
Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,28,1990,12.3,2,0,0,6,1,0,0,10,14,0,0,1,85,29,22,56.9,Matches
Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,22,1996,15,1,0,0,18,22,5,19,22,23,0,0,0,164,6,11,35.3,Matches
Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,21,1997,8.8,1,0,0,10,1,0,15,7,12,0,0,0,108,19,8,70.4,Matches
Max Kilman\Max-Kilman,eng ENG,DF,Wolves,21,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Joshua King\Joshua-King,no NOR,FW,Bournemouth,26,1992,32.9,3,0,0,52,45,7,49,7,25,2,0,0,194,52,78,40,Matches
Anthony Knockaert\Anthony-Knockaert,fr FRA,FWMF,Brighton,26,1991,20.4,4,1,0,23,20,3,50,20,17,0,0,0,154,11,7,61.1,Matches
Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,25,1993,21,5,0,0,21,10,11,50,16,18,1,1,1,186,13,23,36.1,Matches
Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,32,1986,13.6,6,0,0,17,0,1,1,9,9,0,0,0,143,30,12,71.4,Matches
Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,24,1994,30.2,4,0,0,20,26,2,19,57,45,0,1,1,246,45,27,62.5,Matches
Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,32,1985,14.8,1,0,0,11,15,0,1,21,10,0,0,0,140,26,26,50,Matches
Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,28,1989,21.1,3,0,0,35,17,4,10,18,34,1,0,0,241,52,57,47.7,Matches
Mateo Kova?i?\Mateo-Kovacic,hr CRO,MF,Chelsea,24,1994,19.3,3,0,0,19,33,0,11,10,34,0,0,0,142,7,5,58.3,Matches
Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,27,1991,4.5,0,0,0,4,14,0,5,2,6,0,0,0,27,3,4,42.9,Matches
Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,27,1991,27.8,2,0,0,51,54,24,29,11,28,1,0,0,104,29,71,29,Matches
Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,30,1988,5.2,1,0,0,4,11,0,5,4,11,0,0,0,39,8,10,44.4,Matches
Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,26,1992,10.8,2,0,0,23,18,1,12,5,15,0,0,0,76,5,7,41.7,Matches
Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,25,1993,7.6,2,0,0,5,7,0,7,5,9,1,0,0,50,0,9,0,Matches
Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,24,1994,34,3,0,0,22,18,2,7,23,27,0,0,0,352,60,32,65.2,Matches
Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,24,1993,30.5,4,0,0,16,9,1,0,30,16,0,0,0,375,64,36,64,Matches
Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,28,1989,25,5,0,0,28,7,3,11,38,30,0,1,0,300,39,36,52,Matches
Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,27,1991,11.7,0,0,0,11,6,0,3,17,14,0,1,0,140,26,12,68.4,Matches
Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,24,1993,17.9,5,0,0,31,23,1,9,28,40,0,0,0,192,17,13,56.7,Matches
Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,31,1987,13.5,1,0,0,12,16,0,18,9,20,0,1,0,70,0,8,0,Matches
Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,26,1992,31.5,0,0,0,0,5,0,0,0,0,0,0,0,166,0,0,,Matches
Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,23,1994,27.8,12,0,0,44,51,3,9,38,35,1,0,1,423,61,51,54.5,Matches
Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Arsenal,34,1984,10.4,3,0,0,11,10,2,24,1,5,0,0,0,93,20,15,57.1,Matches
Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,24,1994,28.9,1,0,0,20,16,0,1,25,21,0,0,1,296,56,30,65.1,Matches
Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,25,1992,18.5,3,0,0,27,25,7,13,10,10,2,0,0,101,1,17,5.6,Matches
Fernando Llorente\Fernando-Llorente,es ESP,FW,Tottenham,33,1985,7.7,2,0,0,12,6,5,2,1,3,0,0,1,31,44,34,56.4,Matches
Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,31,1986,33,0,0,0,0,2,0,0,0,0,0,0,0,158,0,0,,Matches
Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,24,1993,13.7,1,0,0,22,11,11,20,8,14,0,0,0,90,14,19,42.4,Matches
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,22,1996,11.1,0,0,0,10,23,2,2,6,15,0,0,0,99,17,16,51.5,Matches
Kevin Long\Kevin-Long,ie IRL,DF,Burnley,27,1990,5.7,0,0,0,3,5,0,1,5,13,0,0,0,54,13,10,56.5,Matches
Shane Long\Shane-Long,ie IRL,FWMF,Southampton,31,1987,14.1,3,0,0,26,23,12,14,6,5,1,0,0,57,51,82,38.3,Matches
Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,20,1997,7.6,2,0,0,7,8,0,3,10,19,1,0,0,103,6,13,31.6,Matches
Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Everton,20,1997,6.9,0,0,0,8,22,2,12,8,8,0,0,0,54,3,7,30,Matches
Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,29,1989,30.9,1,0,0,0,5,0,1,0,0,0,0,0,156,2,1,66.7,Matches
Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,29,1989,11,1,0,0,3,10,0,3,10,10,1,0,0,137,39,18,68.4,Matches
Chris Löwe\Chris-Lowe,de GER,DFMF,Huddersfield,29,1989,22.9,2,0,0,14,13,2,76,17,10,0,1,0,214,20,23,46.5,Matches
Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,29,1989,19.4,7,0,0,22,12,0,42,27,34,0,0,0,224,17,12,58.6,Matches
David Luiz\David-Luiz,br BRA,DF,Chelsea,31,1987,36,3,0,0,34,29,0,5,30,34,0,0,0,397,63,39,61.8,Matches
Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,25,1993,23.7,4,0,0,18,3,23,47,4,8,1,0,0,67,71,58,55,Matches
James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,21,1996,31.5,4,1,1,26,78,2,52,12,34,2,0,0,203,8,30,21.1,Matches
Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,27,1990,0.4,0,0,0,2,1,0,0,0,1,0,0,0,1,1,3,25,Matches
Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,25,1993,28.8,6,1,0,20,16,4,5,32,19,0,0,0,403,93,26,78.2,Matches
Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,27,1991,14.9,0,0,0,10,15,9,49,14,10,0,0,0,106,10,15,40,Matches
Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,20,1997,11,2,1,1,8,13,1,19,14,23,0,0,0,97,7,9,43.8,Matches
Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,26,1992,34.2,2,0,0,35,64,26,45,20,31,1,0,0,198,20,54,27,Matches
Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,24,1994,12.2,2,0,0,13,8,1,21,16,15,0,0,0,116,12,10,54.5,Matches
Solly March\Solly-March,eng ENG,FWMF,Brighton,24,1994,27.4,1,0,0,29,30,7,92,17,24,1,0,0,186,12,38,24,Matches
Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,31,1986,21.4,3,0,0,19,4,1,3,16,14,0,0,0,188,50,40,55.6,Matches
Lazar Markovi?\Lazar-Markovic,rs SRB,FW,Fulham,24,1994,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,Matches
Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,22,1995,18,2,0,0,14,28,6,38,6,16,2,0,0,84,17,13,56.7,Matches
Adam Masina\Adam-Masina,ma MAR,DF,Watford,24,1994,11.2,5,0,0,17,10,1,9,10,14,0,0,0,130,19,17,52.8,Matches
Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,24,1993,19.5,2,0,0,16,5,0,36,30,36,0,0,0,188,16,11,59.3,Matches
Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,30,1988,14.3,3,0,0,10,9,8,34,6,3,2,0,0,95,2,5,28.6,Matches
Nemanja Mati?\Nemanja-Matic,rs SRB,MF,Manchester Utd,29,1988,27.1,7,1,1,27,20,1,11,35,29,0,0,0,377,38,24,61.3,Matches
Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,26,1991,17.1,3,0,0,12,17,0,0,19,23,0,0,0,216,62,22,73.8,Matches
Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,20,1997,1.6,1,0,0,2,0,0,0,3,2,0,0,0,16,5,2,71.4,Matches
Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,24,1994,12.6,2,0,0,6,5,0,1,13,6,0,0,0,138,24,18,57.1,Matches
Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Huddersfield,22,1996,11,1,0,0,9,6,6,25,5,7,0,0,0,67,2,5,28.6,Matches
James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,30,1987,34,7,0,0,61,39,2,22,37,56,0,1,0,359,36,42,46.2,Matches
Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,28,1989,25,1,0,0,0,3,0,0,0,0,0,0,0,114,0,0,,Matches
James McCarthy\James-McCarthy,ie IRL,MF,Everton,27,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Kevin McDonald\Kevin-McDonald,sco SCO,MF,Fulham,29,1988,9.3,5,1,1,12,6,0,1,8,10,0,0,0,111,10,4,71.4,Matches
Dwight McNeil\Dwight-McNeil,eng ENG,MFFW,Burnley,18,1999,17.7,2,0,0,15,10,1,76,17,11,0,0,0,146,16,20,44.4,Matches
Scott McTominay\Scott-McTominay,sco SCO,MFDF,Manchester Utd,21,1996,9.6,1,0,0,11,16,1,3,5,13,0,0,0,101,33,21,61.1,Matches
Ben Mee\Ben-Mee,eng ENG,DF,Burnley,28,1989,38,9,0,0,28,20,0,4,31,24,0,1,2,511,117,59,66.5,Matches
Nathaniel Mendez-Laing\Nathaniel-Mendez-Laing,eng ENG,MFFW,Cardiff City,26,1992,10.9,0,0,0,7,3,3,27,11,23,1,0,0,79,18,38,32.1,Matches
Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,24,1994,10,1,0,0,12,2,0,44,9,8,0,0,0,108,6,12,33.3,Matches
Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,26,1992,23.2,5,0,0,22,36,0,4,25,23,0,1,0,260,9,11,45,Matches
Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,20,1997,9.4,1,0,0,7,4,0,0,11,4,0,0,0,88,27,9,75,Matches
Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,22,1995,15.7,3,0,0,10,18,1,8,10,16,1,0,0,117,2,10,16.7,Matches
Luka Milivojevi?\Luka-Milivojevic,rs SRB,MF,Crystal Palace,27,1991,38,10,0,0,60,39,0,51,56,67,0,0,0,451,43,31,58.1,Matches
James Milner\James-Milner,eng ENG,MFDF,Liverpool,32,1986,19.9,6,1,1,28,27,0,56,19,26,0,0,0,193,12,24,33.3,Matches
Yerry Mina\Yerry-Mina,co COL,DF,Everton,23,1994,9.9,3,0,0,13,5,1,1,8,12,1,0,0,100,31,25,55.4,Matches
Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,25,1993,1.6,0,0,0,0,1,0,0,5,2,0,0,0,20,3,3,50,Matches
Aleksandar Mitrovi?\Aleksandar-Mitrovic,rs SRB,FW,Fulham,23,1994,36.4,7,0,0,61,59,34,8,8,10,1,0,0,137,168,171,49.6,Matches
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,29,1989,18.2,1,0,0,27,11,3,38,19,18,0,0,0,166,11,24,31.4,Matches
Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,32,1986,20.7,5,0,0,17,21,1,20,23,27,1,0,0,165,25,27,48.1,Matches
Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,27,1991,24.1,4,0,0,29,17,0,30,39,26,0,0,0,214,15,24,38.5,Matches
Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Huddersfield,27,1990,25.9,4,0,0,26,15,1,56,20,43,0,0,0,283,8,20,28.6,Matches
Álvaro Morata\Alvaro-Morata,es ESP,FW,Chelsea,25,1992,10.5,3,0,0,19,16,20,7,2,6,0,0,0,24,7,14,33.3,Matches
Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,26,1992,1.7,0,0,0,1,1,0,3,0,2,0,0,0,20,1,1,50,Matches
Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,34,1984,21.4,3,2,2,18,6,3,1,21,16,0,0,0,245,52,27,65.8,Matches
Sean Morrison\Sean-Morrison,eng ENG,DF,Cardiff City,27,1991,33.8,6,0,0,32,21,9,16,35,30,0,3,0,388,183,82,69.1,Matches
Victor Moses\Victor-Moses,ng NGA,FW,Chelsea,27,1990,0.3,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,100,Matches
Steve Mounié\Steve-Mounie,bj BEN,FW,Huddersfield,23,1994,19.8,1,1,0,32,15,15,9,3,8,0,0,0,83,153,112,57.7,Matches
Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,25,1992,23.6,3,0,0,25,48,14,26,22,23,0,0,0,143,26,38,40.6,Matches
Lys Mousset\Lys-Mousset,fr FRA,FWMF,Bournemouth,22,1996,4.1,1,0,0,7,5,4,1,2,4,0,0,0,21,7,7,50,Matches
João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,31,1986,33.7,4,0,0,55,37,0,67,29,65,0,1,0,379,16,32,33.3,Matches
Jacob Murphy\Jacob-Murphy,eng ENG,MFFW,Newcastle Utd,23,1995,3.4,0,0,0,4,0,1,13,3,4,0,0,0,22,3,3,50,Matches
Josh Murphy\Josh-Murphy,eng ENG,FWMF,Cardiff City,23,1995,20.2,2,0,0,14,54,11,49,18,9,0,0,0,122,6,17,26.1,Matches
Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,34,1983,27.9,5,0,0,80,54,38,9,2,7,1,1,0,87,109,124,46.8,Matches
Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,26,1992,29,9,0,0,42,9,4,10,36,36,0,2,0,308,86,48,64.2,Matches
Yoshinori Mut?\Yoshinori-Muto,jp JPN,FW,Newcastle Utd,26,1992,5.8,1,0,0,13,10,2,5,1,7,0,0,0,40,8,22,26.7,Matches
Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,23,1995,0.1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,Matches
Samir Nasri\Samir-Nasri,fr FRA,MF,West Ham,31,1987,2.7,0,0,0,3,2,3,2,1,0,0,0,0,13,0,1,0,Matches
Marc Navarro\Marc-Navarro,es ESP,DF,Watford,23,1995,0.9,0,0,0,1,0,0,4,0,1,0,0,0,7,0,2,0,Matches
Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,21,1996,36.6,8,0,0,47,23,2,13,55,109,0,0,0,536,103,66,60.9,Matches
Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,21,1997,33.4,8,0,0,37,19,0,14,60,39,0,0,0,445,21,27,43.8,Matches
Oumar Niasse\Oumar-Niasse,sn SEN,FW,Cardiff City,28,1990,10.3,0,0,0,8,17,9,5,2,6,0,0,0,43,21,66,24.1,Matches
Oumar Niasse\Oumar-Niasse,sn SEN,FWMF,Everton,28,1990,0.7,0,0,0,3,1,1,2,0,0,0,0,0,2,1,2,33.3,Matches
Eddie Nketiah\Eddie-Nketiah,eng ENG,MFFW,Arsenal,19,1999,0.7,0,0,0,1,2,2,1,0,1,0,0,0,4,0,2,0,Matches
Mark Noble\Mark-Noble,eng ENG,MF,West Ham,31,1987,25.5,6,1,0,24,39,1,16,28,38,0,0,0,245,7,6,53.8,Matches
