Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,21,1997,13,8,723,8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,27,1991,31,31,2786,31,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches
Jack Cork\Jack-Cork,eng ENG,MF,Burnley,29,1989,37,37,3312,36.8,1,2,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,Matches
Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,24,1994,25,16,1341,14.9,1,2,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,Matches
Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,28,1989,20,18,1589,17.7,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,Matches
Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,37,1981,6,0,92,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,27,1991,7,7,630,7,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,19,1999,16,12,1013,11.3,0,2,0,0,0,3,0,0,0.18,0.18,0,0.18,Matches
Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,17,2001,2,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,27,1991,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,31,1986,21,17,1585,17.6,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,Matches
Danilo\Danilo,br BRA,DF,Manchester City,27,1991,11,9,807,9,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,10,7,663,7.4,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,6,5,443,4.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,27,20,1844,20.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,16,10,980,10.9,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,3,1,98,1.1,0,1,0,0,0,0,0,0,0.92,0.92,0,0.92,Matches
Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,19,11,975,10.8,2,2,2,0,0,2,0,0.18,0.18,0.37,0.18,0.37,Matches
Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,32,28,2545,28.3,9,5,8,1,1,4,1,0.32,0.18,0.5,0.28,0.46,Matches
Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,4,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,6,6,448,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,11,8,725,8.1,0,1,0,0,0,1,1,0,0.12,0.12,0,0.12,Matches
Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,10,7,515,5.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,19,17,1467,16.3,2,0,2,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,23,10,1068,11.9,0,1,0,0,0,1,0,0,0.08,0.08,0,0.08,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,30,26,2066,23,10,5,10,0,0,3,0,0.44,0.22,0.65,0.44,0.65,Matches
Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,12,6,552,6.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,29,24,2166,24.1,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,17,6,609,6.8,0,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,20,18,1506,16.7,3,0,3,0,0,4,0,0.18,0,0.18,0.18,0.18,Matches
Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,35,33,2965,32.9,4,4,4,0,0,5,1,0.12,0.12,0.24,0.12,0.24,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,27,1991,38,38,3384,37.6,4,2,4,0,0,1,0,0.11,0.05,0.16,0.11,0.16,Matches
Issa Diop\Issa-Diop,fr FRA,DF,West Ham,21,1997,33,33,2970,33,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,26,1992,38,35,3144,34.9,4,5,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,Matches
Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,25,1993,35,34,3062,34,5,6,5,0,0,7,0,0.15,0.18,0.32,0.15,0.32,Matches
Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,29,1989,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,26,1992,35,35,3087,34.3,5,1,5,0,0,4,1,0.15,0.03,0.17,0.15,0.17,Matches
Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,19,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,26,1991,26,21,1990,22.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,26,1991,36,36,3151,35,2,1,2,0,0,6,1,0.06,0.03,0.09,0.06,0.09,Matches
Erik Durm\Erik-Durm,de GER,DF,Huddersfield,26,1992,28,21,2055,22.8,0,1,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Cardiff City,30,1988,38,37,3376,37.5,0,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Ederson\Ederson,br BRA,GK,Manchester City,24,1993,38,38,3420,38,0,1,0,0,0,2,0,0,0.03,0.03,0,0.03,Matches
Harvey Elliot\Harvey-Elliot,eng ENG,MF,Fulham,15,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,26,1992,8,5,380,4.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MFFW,Southampton,23,1994,16,8,793,8.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,26,1992,35,30,2774,30.8,8,12,8,0,0,3,0,0.26,0.39,0.65,0.26,0.65,Matches
Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,28,1990,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,30,1988,24,21,1996,22.2,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
?ukasz Fabia?ski\Lukasz-Fabianski,pl POL,GK,West Ham,33,1985,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fabinho\Fabinho,br BRA,MF,Liverpool,24,1993,28,21,2017,22.4,1,2,1,0,0,6,0,0.04,0.09,0.13,0.04,0.13,Matches
Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,31,1987,6,1,180,2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Fabricio\Fabricio,es ESP,GK,Fulham,30,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,30,1987,14,6,752,8.4,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,27,1991,29,22,2049,22.8,1,1,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,Matches
Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,29,1989,19,17,1484,16.5,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
Fernandinho\Fernandinho,br BRA,MF,Manchester City,33,1985,29,27,2377,26.4,1,3,1,0,0,5,0,0.04,0.11,0.15,0.04,0.15,Matches
Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,26,1991,34,31,2607,29,12,6,11,1,1,0,0,0.41,0.21,0.62,0.38,0.59,Matches
Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,18,2000,13,3,335,3.7,1,0,1,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,30,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ben Foster\Ben-Foster,eng ENG,GK,Watford,35,1983,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,20,1998,12,10,793,8.8,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,20,1998,12,10,888,9.9,1,0,1,0,0,3,1,0.1,0,0.1,0.1,0.1,Matches
Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,33,1985,17,13,1229,13.7,0,2,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,24,1994,38,35,3166,35.2,7,14,7,0,0,2,0,0.2,0.4,0.6,0.2,0.6,Matches
Fred\Fred,br BRA,MF,Manchester Utd,25,1993,17,13,1041,11.6,1,1,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,Matches
Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,25,1992,15,12,1086,12.1,1,0,1,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,32,1986,3,2,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,26,1991,12,4,476,5.3,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,22,1995,4,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,28,1989,33,32,2822,31.4,0,2,0,0,0,6,0,0,0.06,0.06,0,0.06,Matches
James Garner\James-Garner,eng ENG,MF,Manchester Utd,17,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,26,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,27,1990,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,26,1992,19,8,743,8.3,1,0,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,18,2000,26,5,663,7.4,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
