Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Nicolás Gaitán\Nicolas-Gaitan,ar ARG,MF,Atlético Madrid,28,1988,11.5,1,0,0,19,27,3,52,15,15,1,0,0,Matches
Álex Gálvez\Alex-Galvez,es ESP,DF,Eibar,27,1989,14.8,3,0,0,11,12,2,3,43,22,0,0,0,Matches
Bruno Gama\Bruno-Gama,pt POR,MF,La Coruña,28,1987,16,3,0,0,26,54,0,69,15,27,1,0,0,Matches
Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Atlético Madrid,29,1987,18.6,0,0,0,9,9,21,15,7,12,0,0,0,Matches
Ganso\Ganso,br BRA,MF,Sevilla,26,1989,5.4,0,0,0,5,8,0,0,4,11,0,0,0,Matches
Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,29,1986,26,7,0,0,23,16,0,5,60,27,0,0,1,Matches
Dani García\Dani-Garcia,es ESP,MF,Eibar,26,1990,35.4,9,1,0,52,32,0,8,74,81,0,0,0,Matches
David García\David-Garcia,es ESP,DF,Osasuna,22,1994,24.4,8,0,0,41,15,0,1,54,33,0,1,0,Matches
David García\David-Garcia,es ESP,DF,Las Palmas,34,1982,18.3,6,0,0,10,17,0,2,40,22,0,1,0,Matches
Imanol García\Imanol-Garcia,es ESP,MFDF,Osasuna,20,1995,5.8,1,0,0,13,7,0,0,20,16,0,0,0,Matches
Manu García\Manu-Garcia,es ESP,MF,Alavés,30,1986,22.3,6,0,0,59,44,6,11,33,52,1,0,0,Matches
Mateo García\Mateo-Garcia,ar ARG,FWMF,Las Palmas,19,1996,8.1,0,0,0,6,19,2,9,11,10,0,0,0,Matches
Raúl García\Raul-Garcia,es ESP,MF,Athletic Club,30,1986,31.7,11,0,0,95,81,14,63,32,50,0,0,0,Matches
Raúl García\Raul-Garcia,es ESP,DF,Alavés,27,1989,14.1,6,0,0,16,13,1,49,21,21,0,0,0,Matches
Samu García\Samu-Garcia,es ESP,MF,Leganés,26,1990,5.9,0,0,0,10,9,5,15,11,15,0,0,0,Matches
Unai García\Unai-Garcia,es ESP,DF,Osasuna,24,1992,20.8,4,0,0,20,15,1,10,63,34,0,0,2,Matches
Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,25,1990,36,6,0,0,46,16,2,75,75,65,0,1,0,Matches
Jon Gaztañaga\Jon-Gaztanaga,es ESP,DFMF,Real Sociedad,25,1991,0.3,1,0,0,1,2,0,0,0,0,0,0,0,Matches
Carles Gil\Carles-Gil,es ESP,MF,La Coruña,23,1992,15.6,6,0,0,22,34,5,56,12,11,0,0,0,Matches
Nacho Gil\Nacho-Gil,es ESP,MF,Valencia,20,1995,0.1,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Dani Giménez\Dani-Gimenez,es ESP,GK,Betis,33,1983,1,0,1,1,0,0,0,0,0,0,0,0,0,Matches
Diego Godín\Diego-Godin,uy URU,DF,Atlético Madrid,30,1986,30.1,11,2,1,30,32,8,1,80,33,0,0,0,Matches
André Gomes\Andre-Gomes,pt POR,MF,Barcelona,23,1993,17.5,3,0,0,39,17,4,14,11,27,1,0,0,Matches
Ibai Gómez\Ibai-Gomez,es ESP,MF,Alavés,26,1989,20.1,2,0,0,15,14,2,128,10,20,0,0,0,Matches
Moi Gómez\Moi-Gomez,es ESP,MF,Sporting Gijón,22,1994,20.5,5,0,0,45,11,3,101,12,23,0,1,0,Matches
Sergi Gómez\Sergi-Gomez,es ESP,DF,Celta Vigo,24,1992,21.2,4,4,2,20,3,0,0,61,42,0,1,0,Matches
Vicente Gómez\Vicente-Gomez,es ESP,MF,Las Palmas,27,1988,25.6,3,0,0,27,67,2,4,42,31,0,0,0,Matches
Adrián González\Adrian-Gonzalez,es ESP,MF,Eibar,28,1988,16.9,3,0,0,33,22,8,17,11,17,1,0,0,Matches
Álvaro González\Alvaro-Gonzalez,es ESP,DF,Villarreal,26,1990,21,6,0,0,15,18,0,1,27,24,0,2,0,Matches
Álvaro González\Alvaro-Gonzalez,es ESP,DF,Espanyol,26,1990,2,2,0,0,2,2,1,0,2,0,0,0,0,Matches
Bruno González\Bruno-Gonzalez,es ESP,DF,Betis,26,1990,14.8,9,0,0,18,7,1,4,42,18,0,0,0,Matches
Diego González\Diego-Gonzalez,es ESP,DF,Sevilla,21,1995,0.4,0,0,0,0,0,0,0,2,2,0,0,0,Matches
Mario González\Mario-Gonzalez,es ESP,FW,Villarreal,20,1996,0.3,0,0,0,2,1,0,0,0,0,0,0,0,Matches
Mikel González\Mikel-Gonzalez,es ESP,DF,Real Sociedad,30,1985,7.4,2,0,0,8,2,0,1,18,7,0,0,0,Matches
Esteban Granero\Esteban-Granero,es ESP,MF,Real Sociedad,29,1987,7.9,5,2,1,22,13,0,35,19,13,0,0,0,Matches
Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,Atlético Madrid,25,1991,33.8,3,0,0,28,33,28,25,19,33,1,0,0,Matches
John Guidetti\John-Guidetti,se SWE,FW,Celta Vigo,24,1992,11.8,8,0,0,27,17,13,3,4,6,1,0,0,Matches
Guilherme\Guilherme,br BRA,MF,La Coruña,25,1991,25.4,6,0,0,38,41,2,11,48,55,0,0,0,Matches
Jon Guridi\Jon-Guridi,es ESP,MF,Real Sociedad,21,1995,0.8,0,0,0,1,1,0,0,2,1,0,0,0,Matches
Felipe Gutiérrez\Felipe-Gutierrez,cl CHI,MF,Betis,25,1990,8.8,3,0,0,24,17,2,35,17,31,0,0,0,Matches
Munir El Haddadi\Munir-El-Haddadi,ma MAR,FWMF,Barcelona,20,1995,0.2,0,0,0,0,0,0,1,1,0,0,0,0,Matches
Munir El Haddadi\Munir-El-Haddadi,ma MAR,FWMF,Valencia,20,1995,22.5,4,2,1,24,55,16,39,31,29,0,0,0,Matches
Alen Halilovi?\Alen-Halilovic,hr CRO,MFFW,Las Palmas,20,1996,7.3,2,0,0,6,8,0,15,6,4,0,0,0,Matches
Uche Henry Agbo\Uche-Henry-Agbo,ng NGA,MF,Granada,20,1995,26.4,13,3,1,81,25,3,10,61,51,0,0,0,Matches
Hernán\Hernan,es ESP,MF,Las Palmas,25,1990,3.3,2,2,1,5,8,1,1,2,4,0,0,0,Matches
Héctor Hernández\Hector-Hernandez,es ESP,DFMF,Granada,25,1991,10.1,2,0,0,7,16,0,46,13,13,0,0,0,Matches
Héctor Hernández\Hector-Hernandez,es ESP,DF,Real Sociedad,25,1991,2.8,0,0,0,1,4,0,16,4,6,0,0,0,Matches
Lucas Hernández\Lucas-Hernandez,fr FRA,DF,Atlético Madrid,20,1996,14,2,0,0,14,17,0,7,22,15,0,0,0,Matches
Luis Hernández\Luis-Hernandez,es ESP,DF,Málaga,27,1989,18.6,3,0,0,14,6,0,3,42,27,0,0,0,Matches
Pablo Hernández\Pablo-Hernandez,cl CHI,MF,Celta Vigo,29,1986,21.2,10,2,1,57,60,2,6,53,34,0,0,0,Matches
Theo Hernández\Theo-Hernandez,fr FRA,DF,Alavés,18,1997,30.3,10,1,0,26,55,2,85,43,56,1,0,0,Matches
Iago Herrerín\Iago-Herrerin,es ESP,GK,Leganés,28,1988,20.3,0,1,0,0,1,0,0,1,1,0,0,0,Matches
Andrew Hjulsager\Andrew-Hjulsager,dk DEN,MF,Celta Vigo,21,1995,2.9,0,0,0,5,0,1,6,1,2,0,0,0,Matches
Martin Hongla\Martin-Hongla,cm CMR,DFMF,Granada,18,1998,8.8,2,0,0,16,3,0,3,10,9,0,0,0,Matches
Robert Ibáñez\Robert-Ibanez,es ESP,MF,Leganés,23,1993,1.9,0,0,0,2,11,0,3,2,2,0,0,0,Matches
Vicente Iborra\Vicente-Iborra,es ESP,MF,Sevilla,28,1988,16.6,9,0,0,36,24,4,4,34,13,0,0,1,Matches
Asier Illarramendi\Asier-Illarramendi,es ESP,MF,Real Sociedad,26,1990,33.4,13,0,0,54,65,0,42,113,78,1,0,1,Matches
Sverrir Ingi Ingason\Sverrir-Ingi-Ingason,is ISL,DF,Granada,22,1993,16.3,7,0,0,20,9,0,4,36,22,0,2,0,Matches
Andrés Iniesta\Andres-Iniesta,es ESP,MF,Barcelona,32,1984,14.8,2,0,0,17,31,0,15,12,23,0,0,0,Matches
Pablo Insua\Pablo-Insua,es ESP,DF,Leganés,22,1993,21.3,3,0,0,28,13,1,0,59,22,0,0,0,Matches
Takashi Inui\Takashi-Inui,jp JPN,MF,Eibar,28,1988,22.8,5,0,0,36,42,6,53,26,46,0,0,0,Matches
Gorka Iraizoz\Gorka-Iraizoz,es ESP,GK,Athletic Club,35,1981,15.6,0,0,0,0,3,0,0,0,0,0,0,0,Matches
Isco\Isco,es ESP,MFFW,Real Madrid,24,1992,18.2,4,0,0,18,41,4,40,19,34,0,0,0,Matches
Ander Iturraspe\Ander-Iturraspe,es ESP,MF,Athletic Club,27,1989,12.9,3,0,0,24,12,0,35,34,21,0,0,0,Matches
Jesé\Jese,es ESP,MFFW,Las Palmas,23,1993,12.9,5,0,0,19,24,0,16,8,18,1,0,0,Matches
Joaquín\Joaquin,es ESP,FWMF,Betis,35,1981,18.5,2,0,0,15,29,4,99,16,13,0,0,0,Matches
Ola John\Ola-John,nl NED,MFFW,La Coruña,24,1992,3.9,1,0,0,3,4,0,14,7,4,0,0,0,Matches
Jony\Jony,es ESP,MF,Málaga,25,1991,13.8,3,0,0,10,23,2,94,18,9,0,0,0,Matches
Willian José\Willian-Jose,br BRA,FW,Real Sociedad,24,1991,22.8,4,0,0,47,41,15,18,6,9,0,0,0,Matches
Joselu\Joselu,es ESP,FW,La Coruña,26,1990,9.8,7,0,0,19,14,2,3,2,8,0,0,0,Matches
Jota\Jota,es ESP,MF,Eibar,25,1991,2.2,0,0,0,4,2,0,5,1,1,0,0,0,Matches
Stevan Joveti?\Stevan-Jovetic,me MNE,FW,Sevilla,26,1989,13.4,4,0,0,17,16,16,10,1,5,0,0,0,Matches
Jozabed\Jozabed,es ESP,MF,Celta Vigo,25,1991,12.1,2,0,0,3,14,3,19,12,13,0,0,0,Matches
Juanfran\Juanfran,es ESP,DF,La Coruña,27,1988,32.8,3,2,1,21,46,1,203,63,49,0,0,1,Matches
Juanfran\Juanfran,es ESP,DF,Atlético Madrid,31,1985,22,2,0,0,25,19,5,66,33,29,0,0,0,Matches
Juankar\Juankar,es ESP,DFMF,Málaga,26,1990,22.9,8,1,0,25,42,3,49,61,41,0,1,0,Matches
Juanmi\Juanmi,es ESP,FWMF,Real Sociedad,23,1993,20.5,7,2,1,33,23,25,4,5,14,0,0,0,Matches
Juanpi\Juanpi,ve VEN,MFFW,Málaga,22,1994,16.3,4,2,1,19,43,2,52,11,25,0,0,0,Matches
David Juncà\David-Junca,es ESP,DF,Eibar,22,1993,7.6,1,0,0,10,3,0,36,16,17,0,1,1,Matches
Gaël Kakuta\Gael-Kakuta,cd COD,MF,La Coruña,25,1991,6,0,0,0,1,6,1,23,2,7,0,0,0,Matches
Carlos Kameni\Carlos-Kameni,cm CMR,GK,Málaga,32,1984,35,2,0,0,0,5,0,1,4,2,0,0,0,Matches
Aleksandar Katai\Aleksandar-Katai,rs SRB,MFFW,Alavés,25,1991,8.7,3,1,0,14,12,2,38,8,12,0,0,0,Matches
Keko\Keko,es ESP,MF,Málaga,24,1991,11.6,6,0,0,29,32,8,69,16,26,0,1,0,Matches
Kike\Kike,es ESP,FW,Eibar,26,1989,17,8,0,0,26,36,10,19,8,11,2,1,0,Matches
Hiroshi Kiyotake\Hiroshi-Kiyotake,jp JPN,MFFW,Sevilla,26,1989,3.2,0,0,0,3,4,0,9,2,2,0,0,0,Matches
Kenan Kodro\Kenan-Kodro,ba BIH,FW,Osasuna,22,1993,16.3,4,0,0,15,27,5,7,3,13,0,0,0,Matches
Koke\Koke,es ESP,MF,Atlético Madrid,24,1992,35.2,7,2,1,30,56,3,167,50,66,0,0,0,Matches
Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Sevilla,24,1991,3.7,1,0,0,3,2,1,8,13,9,0,0,0,Matches
Bakary Koné\Bakary-Kone,bf BFA,DF,Málaga,28,1988,6.7,2,2,1,6,2,0,0,13,5,0,0,0,Matches
Mamadou Koné\Mamadou-Kone,ci CIV,FW,Leganés,24,1991,2,0,0,0,5,4,2,3,1,2,0,0,0,Matches
Panagiotis Kone\Panagiotis-Kone,gr GRE,MF,Granada,29,1987,0.5,0,0,0,2,0,1,1,1,1,0,0,0,Matches
Mateo Kova?i?\Mateo-Kovacic,hr CRO,MF,Real Madrid,22,1994,18.7,2,0,0,19,38,0,4,23,46,0,0,0,Matches
Matías Kranevitter\Matias-Kranevitter,ar ARG,MF,Sevilla,23,1993,14.3,6,0,0,22,15,0,0,35,24,0,0,0,Matches
Artem Kravets\Artem-Kravets,ua UKR,FW,Granada,27,1989,15.3,2,0,0,15,18,14,10,4,7,0,0,0,Matches
Rene Krhin\Rene-Krhin,si SVN,MF,Granada,26,1990,10.4,0,0,0,4,14,0,1,17,5,0,0,0,Matches
Michael Krohn-Dehli\Michael-Krohn-Dehli,dk DEN,MFFW,Sevilla,33,1983,1.9,0,0,0,2,0,0,2,2,2,0,0,0,Matches
Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,26,1990,27.7,6,0,0,24,35,0,153,35,56,0,0,0,Matches
Nenad Krsti?i?\Nenad-Krsticic,rs SRB,MF,Alavés,26,1990,8.2,3,0,0,19,15,1,5,16,14,0,0,0,Matches
Zdravko Kuzmanovi?\Zdravko-Kuzmanovic,rs SRB,MF,Málaga,28,1987,2.3,1,0,0,2,3,0,0,3,2,0,0,0,Matches
Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,26,1989,23.9,5,0,0,21,13,1,5,51,27,0,1,1,Matches
Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Athletic Club,22,1994,31.8,10,0,0,30,34,6,13,66,41,0,0,0,Matches
Miguel de las Cuevas\Miguel-de-las-Cuevas,es ESP,MF,Osasuna,30,1986,19.9,3,0,0,22,25,8,61,19,27,0,1,0,Matches
Toni Lato\Toni-Lato,es ESP,DF,Valencia,18,1997,5.4,2,0,0,6,5,0,9,11,12,0,0,0,Matches
Laure\Laure,es ESP,DF,La Coruña,31,1985,4.8,0,1,0,15,5,0,10,11,7,0,0,0,Matches
Florian Lejeune\Florian-Lejeune,fr FRA,DF,Eibar,25,1991,33,7,2,1,18,9,2,5,72,34,0,2,0,Matches
Iñigo Lekue\Inigo-Lekue,es ESP,MFDF,Athletic Club,23,1993,17.6,1,0,0,17,12,2,61,16,41,0,0,0,Matches
Álvaro Lemos\Alvaro-Lemos,es ESP,DFMF,Celta Vigo,23,1993,4.8,2,0,0,8,4,0,14,12,6,0,0,0,Matches
Mauricio Lemos\Mauricio-Lemos,uy URU,DF,Las Palmas,20,1995,20.6,6,0,0,22,9,0,0,40,26,0,1,0,Matches
Clément Lenglet\Clement-Lenglet,fr FRA,DF,Sevilla,21,1995,15.1,2,0,0,36,8,3,4,25,28,0,1,0,Matches
Pedro León\Pedro-Leon,es ESP,MF,Eibar,29,1986,33.3,5,0,0,39,33,11,350,37,23,1,0,0,Matches
Sergio León\Sergio-Leon,es ESP,FW,Osasuna,27,1989,26.5,4,0,0,21,32,26,19,3,2,3,0,0,Matches
Lillo\Lillo,es ESP,DF,Sporting Gijón,27,1989,23.7,7,2,1,42,39,3,53,57,32,0,2,0,Matches
Marko Livaja\Marko-Livaja,hr CRO,FW,Las Palmas,22,1993,16,12,1,0,46,34,18,16,4,12,1,0,0,Matches
Raúl Lizoain\Raul-Lizoain,es ESP,GK,Las Palmas,25,1991,13,2,0,0,0,6,0,0,3,1,0,1,0,Matches
Diego Llorente\Diego-Llorente,es ESP,DFMF,Málaga,22,1993,22.6,2,1,0,32,19,1,4,77,28,0,0,0,Matches
Marcos Llorente\Marcos-Llorente,es ESP,MF,Alavés,21,1995,31.2,4,0,0,46,34,0,15,86,91,0,1,0,Matches
Raoul Loé\Raoul-Loe,cm CMR,MF,Osasuna,27,1989,6.3,2,0,0,12,2,0,0,23,8,0,0,0,Matches
David Lombán\David-Lomban,es ESP,DF,Granada,29,1987,20.4,6,0,0,20,3,0,3,39,17,0,1,0,Matches
Hélder Lopes\Helder-Lopes,pt POR,DF,Las Palmas,27,1989,13.6,3,0,0,17,24,1,46,19,19,0,0,0,Matches
Adrián López\Adrian-Lopez,es ESP,FWMF,Villarreal,28,1988,7.5,0,0,0,2,8,6,10,5,5,0,0,0,Matches
David López\David-Lopez,es ESP,DFMF,Espanyol,26,1989,36,3,0,0,22,34,1,4,67,66,0,0,0,Matches
Diego López\Diego-Lopez,es ESP,GK,Espanyol,34,1981,34.6,3,0,0,0,6,0,0,0,0,0,0,0,Matches
Isma López\Isma-Lopez,es ESP,DFMF,Sporting Gijón,26,1990,19.3,5,0,0,22,16,8,65,29,29,0,0,0,Matches
Javi López\Javi-Lopez,es ESP,DF,Espanyol,30,1986,16.9,3,0,0,28,20,0,47,35,44,0,0,0,Matches
Unai López\Unai-Lopez,es ESP,MF,Leganés,20,1995,13,2,0,0,25,9,1,49,8,18,0,0,0,Matches
Alberto Lora\Alberto-Lora,es ESP,DF,Sporting Gijón,29,1987,4.2,1,2,1,5,4,0,5,7,7,0,0,0,Matches
Luciano\Luciano,br BRA,FW,Leganés,23,1993,13.2,3,0,0,24,13,16,7,6,14,1,0,0,Matches
José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,21,1995,23.2,4,0,0,20,23,1,104,40,52,1,0,0,Matches
Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,30,1985,33.4,5,0,0,33,46,6,95,67,77,0,0,0,Matches
Luisinho\Luisinho,pt POR,DFMF,La Coruña,31,1985,21.2,6,0,0,44,29,2,82,43,43,0,0,0,Matches
Antonio Luna\Antonio-Luna,es ESP,DF,Eibar,25,1991,23.5,3,0,0,17,20,1,79,67,30,0,0,0,Matches
Germán Lux\German-Lux,ar ARG,GK,La Coruña,34,1982,24.5,5,0,0,0,4,0,0,3,0,0,0,0,Matches
Darwin Machís\Darwin-Machis,ve VEN,MFFW,Leganés,23,1993,12,1,0,0,13,37,7,48,13,11,0,0,0,Matches
Aly Mallé\Aly-Malle,ml MLI,MFFW,Granada,18,1998,5.6,2,0,0,16,13,2,29,10,9,0,0,0,Matches
Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,25,1991,22.1,10,1,0,39,13,3,61,65,36,0,0,0,Matches
Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,24,1991,24.6,4,0,0,29,10,4,2,56,34,0,1,0,Matches
Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,25,1991,29.4,11,1,0,41,14,1,2,69,40,0,1,0,Matches
Martín Mantovani\Martin-Mantovani,ar ARG,DF,Leganés,32,1984,29.9,10,0,0,38,44,2,1,69,30,0,1,0,Matches
José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MF,Espanyol,30,1986,27.3,1,0,0,8,49,0,57,20,33,0,0,0,Matches
Marcelo\Marcelo,br BRA,DF,Real Madrid,28,1988,25.3,2,0,0,18,27,2,148,44,37,0,0,0,Matches
Óscar de Marcos\Oscar-de-Marcos,es ESP,DF,Athletic Club,27,1989,23.9,3,0,0,28,13,4,83,36,40,0,0,0,Matches
José María Giménez\Jose-Maria-Gimenez,uy URU,DFMF,Atlético Madrid,21,1995,11.3,5,0,0,10,20,0,8,32,31,0,1,0,Matches
Mariano\Mariano,br BRA,DFMF,Sevilla,30,1986,29.4,9,0,0,27,24,1,110,43,55,0,0,0,Matches
Mariano\Mariano,do DOM,FW,Real Madrid,22,1993,1.4,0,0,0,6,1,5,1,0,0,0,0,0,Matches
Adrián Marín\Adrian-Marin,es ESP,DF,Leganés,19,1997,10.1,3,0,0,15,2,0,18,17,17,0,0,0,Matches
Diego Mariño\Diego-Marino,es ESP,GK,Sporting Gijón,26,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marlon\Marlon,br BRA,DF,Barcelona,20,1995,2,0,0,0,1,1,0,0,2,2,0,0,0,Matches
Iván Márquez\Ivan-Marquez,es ESP,DF,Osasuna,22,1994,4,4,0,0,8,1,0,0,5,5,0,1,0,Matches
Javi Márquez\Javi-Marquez,es ESP,MF,Granada,30,1986,4.4,2,0,0,9,14,0,15,12,5,0,0,0,Matches
Aarón Martín\Aaron-Martin,es ESP,DF,Espanyol,19,1997,28.8,5,0,0,50,26,2,121,52,50,0,0,0,Matches
Alberto Martín\Alberto-Martin,es ESP,MF,Leganés,27,1989,13.2,6,2,1,25,6,0,3,32,26,1,0,0,Matches
Jonas Martin\Jonas-Martin,fr FRA,MF,Betis,26,1990,12.7,5,0,0,20,17,1,9,13,11,0,0,0,Matches
Álex Martínez\Alex-Martinez,es ESP,DF,Betis,25,1990,10.8,2,0,0,8,5,3,60,18,13,0,1,0,Matches
Carlos Martínez\Carlos-Martinez,es ESP,DF,Real Sociedad,30,1986,9.6,2,0,0,9,12,0,38,22,13,0,0,0,Matches
Iñigo Martínez\Inigo-Martinez,es ESP,DF,Real Sociedad,25,1991,33.3,10,2,1,48,37,2,14,60,30,1,3,1,Matches
Luís Martins\Luis-Martins,pt POR,DF,Granada,24,1992,0.8,0,0,0,1,0,0,11,1,2,0,0,0,Matches
Javier Mascherano\Javier-Mascherano,ar ARG,DF,Barcelona,32,1984,21.4,6,0,0,22,19,1,4,43,38,0,0,0,Matches
Jérémy Mathieu\Jeremy-Mathieu,fr FRA,DF,Barcelona,32,1983,11.5,0,0,0,11,5,1,4,16,12,0,0,1,Matches
Carl Medjani\Carl-Medjani,dz ALG,DF,Leganés,31,1985,6.6,2,0,0,10,7,5,0,14,4,0,1,0,Matches
Álvaro Medrán\Alvaro-Medran,es ESP,MF,Valencia,22,1994,10.6,3,0,0,13,13,0,5,9,14,0,0,0,Matches
Óscar Melendo\Oscar-Melendo,es ESP,MF,Espanyol,18,1997,3.5,0,0,0,2,11,0,2,1,5,0,0,0,Matches
Tiago Mendes\Tiago-Mendes,pt POR,MF,Atlético Madrid,35,1981,5.1,2,0,0,13,14,0,0,18,6,0,0,0,Matches
Edgar Mendez\Edgar-Mendez,es ESP,MF,Alavés,26,1990,17.8,6,0,,41,,,,,,,,,Matches
Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,Sevilla,29,1987,24.3,10,0,0,52,16,2,13,47,46,0,0,0,Matches
Jorge Meré\Jorge-Mere,es ESP,DF,Sporting Gijón,19,1997,30.8,7,1,0,19,17,0,0,66,39,0,1,1,Matches
Fran Mérida\Fran-Merida,es ESP,MF,Osasuna,26,1990,9.1,5,0,0,31,7,0,18,14,25,0,1,0,Matches
Sabin Merino\Sabin-Merino,es ESP,FWMF,Athletic Club,24,1992,5.4,2,0,0,4,5,0,7,3,9,0,0,0,Matches
Roque Mesa\Roque-Mesa,es ESP,MF,Las Palmas,27,1989,33.7,14,0,0,57,53,0,9,40,36,1,1,0,Matches
Lionel Messi\Lionel-Messi,ar ARG,FW,Barcelona,29,1987,31.4,6,0,0,15,79,3,44,7,15,0,0,0,Matches
Michel\Michel,br BRA,DF,Las Palmas,26,1990,23.1,5,0,0,14,31,0,52,25,28,0,1,0,Matches
Santi Mina\Santi-Mina,es ESP,FWMF,Valencia,20,1995,15.7,2,0,0,30,39,7,12,8,24,2,0,0,Matches
Rafa Mir\Rafa-Mir,es ESP,FW,Valencia,19,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Luka Modri?\Luka-Modric,hr CRO,MF,Real Madrid,30,1985,20.9,2,0,0,24,31,1,29,42,25,1,0,0,Matches
Momo\Momo,es ESP,MFFW,Las Palmas,34,1982,13.8,3,0,0,7,30,2,49,13,24,1,0,0,Matches
Ángel Montoro\Angel-Montoro,es ESP,MF,Las Palmas,28,1988,12.3,1,0,0,19,9,0,16,25,20,0,0,0,Matches
Martín Montoya\Martin-Montoya,es ESP,DF,Valencia,25,1991,24.6,8,0,0,44,31,0,35,65,71,0,1,0,Matches
Walter Montoya\Walter-Montoya,ar ARG,FW,Sevilla,23,1993,1.3,0,0,0,4,5,0,0,4,1,0,0,0,Matches
Erik Morán\Erik-Moran,es ESP,MF,Leganés,25,1991,10.5,7,0,0,12,6,0,1,18,18,0,0,0,Matches
Álvaro Morata\Alvaro-Morata,es ESP,FW,Real Madrid,23,1992,14.8,8,0,0,32,34,21,18,3,13,0,0,0,Matches
Gerard Moreno\Gerard-Moreno,es ESP,FW,Espanyol,24,1992,36.3,6,0,0,55,49,13,34,29,40,1,0,0,Matches
Marlos Moreno\Marlos-Moreno,co COL,MFFW,La Coruña,19,1996,8.8,0,0,0,14,28,5,14,12,18,0,0,0,Matches
Pedro Mosquera\Pedro-Mosquera,es ESP,MF,La Coruña,28,1988,17.4,7,0,0,39,15,0,5,52,41,0,0,0,Matches
Iker Muniain\Iker-Muniain,es ESP,MF,Athletic Club,23,1992,26.6,5,0,0,29,83,4,44,16,28,2,0,0,Matches
Luis Muñoz\Luis-Munoz,es ESP,DF,Málaga,19,1997,4.3,0,0,0,5,7,1,2,5,8,0,0,0,Matches
Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Villarreal,25,1990,22.9,6,0,0,25,10,1,0,34,35,0,1,0,Matches
Charly Musonda Jr.\Charly-Musonda-Jr,be BEL,MF,Betis,19,1996,2.9,2,0,0,4,11,0,12,2,7,0,0,0,Matches
Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Valencia,24,1992,0.5,0,0,0,1,1,0,1,4,2,0,0,0,Matches
Alfred N'Diaye\Alfred-NDiaye,sn SEN,MF,Villarreal,26,1990,1.3,1,0,0,6,2,0,0,2,2,0,0,0,Matches
Nacho\Nacho,es ESP,DF,Real Madrid,26,1990,25.6,5,0,0,29,23,2,17,45,47,0,1,0,Matches
Matías Nahuel\Matias-Nahuel,es ESP,FWMF,Betis,19,1996,1.8,0,1,0,3,7,1,4,2,4,0,0,0,Matches
Nani\Nani,pt POR,MFFW,Valencia,29,1986,20.7,6,0,0,33,33,11,60,26,19,0,1,0,Matches
Nano\Nano,es ESP,FW,Eibar,21,1995,1.8,0,0,0,8,3,4,2,0,0,0,0,0,Matches
Samir Nasri\Samir-Nasri,fr FRA,MFFW,Sevilla,29,1987,20.4,7,0,0,27,15,4,59,14,21,0,0,0,Matches
Fernando Navarro\Fernando-Navarro,es ESP,DF,La Coruña,34,1982,22.8,6,0,0,27,25,0,39,45,35,0,0,0,Matches
Marc Navarro\Marc-Navarro,es ESP,DF,Espanyol,21,1995,8.7,0,0,0,5,12,0,35,16,13,0,0,0,Matches
Rafa Navarro\Rafa-Navarro,es ESP,DF,Betis,22,1994,14.2,4,0,0,14,10,0,32,12,21,0,0,0,Matches
Keylor Navas\Keylor-Navas,cr CRC,GK,Real Madrid,29,1986,27,2,0,0,0,5,0,0,2,1,0,0,0,Matches
Raúl Navas\Raul-Navas,es ESP,DF,Real Sociedad,28,1988,31.1,5,0,0,28,15,2,2,81,26,0,1,0,Matches
Dani Ndi\Dani-Ndi,cm CMR,MF,Sporting Gijón,20,1995,1.7,0,0,0,4,7,1,2,2,3,0,0,0,Matches
Neymar\Neymar,br BRA,FW,Barcelona,24,1992,29.4,7,2,1,35,126,22,202,13,31,3,0,0,Matches
Saúl Ñíguez\Saul-Niguez,es ESP,MF,Atlético Madrid,21,1994,28.2,8,0,0,73,31,3,22,60,68,0,0,0,Matches
Steven Nzonzi\Steven-Nzonzi,fr FRA,MF,Sevilla,27,1988,34,6,0,0,39,33,3,20,37,46,0,0,0,Matches
Jan Oblak\Jan-Oblak,si SVN,GK,Atlético Madrid,23,1993,29.4,1,0,0,0,3,0,0,1,0,0,0,0,Matches
