Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Matches
Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,26-243,1994,30.7,2,1,0,12,24,2,100,35,24,0,0,0,267,Matches
Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Sassuolo,26-171,1994,8.5,3,0,0,8,2,0,3,8,9,0,0,0,52,Matches
Milan Badelj\Milan-Badelj,hr CRO,MF,Genoa,32-064,1989,24.4,7,0,0,35,29,0,10,76,38,0,0,0,314,Matches
Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Napoli,26-256,1994,18.9,5,1,1,32,44,1,0,22,48,1,0,0,171,Matches
Keita Baldé\Keita-Balde,sn SEN,FW,Sampdoria,26-053,1995,11.2,4,1,0,29,31,3,10,3,6,1,1,0,32,Matches
Botond Balogh\Botond-Balogh,hu HUN,DF,Parma,18-328,2002,1.6,1,0,0,1,0,0,0,0,3,0,0,0,7,Matches
Mattia Bani\Mattia-Bani,it ITA,DF,Genoa,27-141,1993,10.2,4,0,0,13,8,1,0,18,8,0,0,0,115,Matches
Mattia Bani\Mattia-Bani,it ITA,DF,Parma,27-141,1993,10.7,5,0,0,15,8,0,2,14,9,0,0,0,59,Matches
Antonín Barák\Antonin-Barak,cz CZE,MFFW,Hellas Verona,26-148,1994,27.2,4,1,0,53,16,4,17,14,26,0,1,0,234,Matches
Federico Barba\Federico-Barba,it ITA,DF,Benevento,27-241,1993,25.2,7,0,0,22,7,1,20,53,17,0,0,1,204,Matches
Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,24-082,1997,28.8,5,0,0,40,50,2,42,30,38,0,1,0,284,Matches
Antonio Barreca\Antonio-Barreca,it ITA,DF,Fiorentina,26-043,1995,0.9,0,0,0,1,0,1,4,0,0,0,1,0,7,Matches
Musa Barrow\Musa-Barrow,gm GAM,FWMF,Bologna,22-167,1998,28.5,0,0,0,15,30,12,62,11,7,0,0,0,128,Matches
Paolo Bartolomei\Paolo-Bartolomei,it ITA,MF,Spezia,31-252,1989,3.6,1,0,0,4,1,0,9,0,2,0,1,0,18,Matches
Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,29-049,1992,2.2,1,0,0,4,6,0,2,2,6,0,0,0,27,Matches
Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Inter,22-017,1999,28.6,5,0,0,36,24,0,14,32,26,0,0,0,234,Matches
Simone Bastoni\Simone-Bastoni,it ITA,DF,Spezia,24-176,1996,15.2,7,0,0,31,25,2,41,19,28,0,1,0,148,Matches
Bastos\Bastos,ao ANG,DF,Lazio,30-034,1991,0.7,0,0,0,1,4,0,0,0,2,0,0,0,8,Matches
Rodrigo Becão\Rodrigo-Becao,br BRA,DF,Udinese,25-101,1996,26.9,5,0,0,43,40,0,8,38,30,0,1,0,213,Matches
Valon Behrami\Valon-Behrami,ch SUI,MF,Genoa,36-011,1985,8,1,0,0,19,16,0,2,5,8,1,0,0,63,Matches
Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,27-131,1993,28.1,4,0,0,52,119,16,21,5,26,3,1,0,125,Matches
Ahmad Benali\Ahmad-Benali,ly LBY,MF,Crotone,29-082,1992,9.3,2,0,0,9,14,0,12,5,18,0,0,0,95,Matches
Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Milan,23-150,1997,11.5,2,0,0,16,24,0,6,20,19,1,1,0,143,Matches
Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,23-329,1997,23.2,6,0,0,39,26,1,7,36,39,0,0,0,269,Matches
Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,26-272,1994,22.6,4,0,0,37,55,3,53,28,19,1,0,0,147,Matches
Álex Berenguer\Alex-Berenguer,es ESP,MF,Torino,25-300,1995,1.5,0,0,0,2,3,1,2,0,0,0,0,0,9,Matches
Bartosz Bereszy?ski\Bartosz-Bereszynski,pl POL,DF,Sampdoria,28-292,1992,25,2,0,0,22,25,0,26,32,41,0,0,0,243,Matches
Federico Bernardeschi\Federico-Bernardeschi,it ITA,DFMF,Juventus,27-073,1994,9.9,3,0,0,12,14,2,39,11,5,0,0,0,71,Matches
Daniel Bessa\Daniel-Bessa,it ITA,MFFW,Hellas Verona,28-106,1993,4.5,1,0,0,8,3,2,10,3,3,0,0,0,24,Matches
Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Fiorentina,28-241,1992,26.7,8,0,0,25,22,4,143,15,17,0,0,0,184,Matches
Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,26-302,1994,9.2,1,0,0,15,8,0,8,12,8,0,0,0,71,Matches
Jeremie Boga\Jeremie-Boga,ci CIV,FWMF,Sassuolo,24-117,1997,16.4,0,0,0,9,30,8,17,10,11,0,0,0,84,Matches
Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Fiorentina,31-251,1989,20.7,5,0,0,34,32,5,19,34,26,1,0,0,145,Matches
Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Sampdoria,23-344,1997,1.5,0,0,0,3,2,0,0,0,1,0,0,0,8,Matches
Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Torino,23-344,1997,5.1,2,0,0,10,13,3,3,1,3,0,0,0,26,Matches
Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,Udinese,24-346,1996,22.5,2,0,0,20,11,0,4,35,23,0,1,0,193,Matches
Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,33-364,1987,20,4,0,0,19,15,3,2,15,14,0,1,0,151,Matches
Mehdi Bourabia\Mehdi-Bourabia,ma MAR,MF,Sassuolo,29-266,1991,5.2,2,0,0,15,6,0,2,8,5,0,1,0,59,Matches
Jayden Braaf\Jayden-Braaf,nl NED,FW,Udinese,18-242,2002,1.3,0,0,0,2,1,0,1,1,0,0,0,0,8,Matches
Gleison Bremer\Gleison-Bremer,br BRA,DF,Torino,24-043,1997,26.6,1,0,0,20,9,0,1,55,37,0,1,0,225,Matches
Marcelo Brozovi?\Marcelo-Brozovic,hr CRO,MF,Inter,28-165,1992,25.3,6,0,0,28,13,0,24,36,34,0,0,0,240,Matches
Gastón Brugman\Gaston-Brugman,uy URU,MF,Parma,28-235,1992,16.6,7,0,0,25,21,1,15,35,22,0,0,0,157,Matches
Juan Brunetta\Juan-Brunetta,ar ARG,FWMF,Parma,23-353,1997,3.2,2,0,0,7,10,1,9,1,1,0,0,0,17,Matches
Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Juventus,43-092,1978,7,0,0,0,0,1,0,0,0,0,0,0,0,31,Matches
Alessandro Buongiorno\Alessandro-Buongiorno,it ITA,DF,Torino,21-328,1999,6.2,3,0,0,12,5,1,0,13,3,0,0,0,37,Matches
Maxime Busi\Maxime-Busi,be BEL,DF,Parma,21-198,1999,9.2,3,0,0,17,7,0,14,11,9,0,1,0,75,Matches
Martín Cáceres\Martin-Caceres,uy URU,DF,Fiorentina,34-023,1987,20.2,1,0,0,13,16,0,31,12,10,0,1,0,143,Matches
Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,32-237,1988,10,5,0,0,26,17,8,0,2,8,0,0,0,43,Matches
Arturo Calabresi\Arturo-Calabresi,it ITA,DF,Cagliari,25-044,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Matches
Arturo Calabresi\Arturo-Calabresi,it ITA,DFFW,Bologna,25-044,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,Matches
Davide Calabria\Davide-Calabria,it ITA,DF,Milan,24-145,1996,25.6,6,0,0,26,32,2,50,25,44,1,0,1,270,Matches
Riccardo Calafiori\Riccardo-Calafiori,it ITA,DF,Roma,18-346,2002,0.7,2,0,0,6,2,0,0,1,2,0,0,0,9,Matches
Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,26-360,1994,1.2,1,0,0,3,1,0,1,3,2,0,0,0,17,Matches
Luca Caldirola\Luca-Caldirola,it ITA,DF,Benevento,30-088,1991,13.6,4,0,0,15,19,1,3,8,10,0,0,0,98,Matches
Hakan Çalhano?lu\Hakan-Calhanoglu,tr TUR,MFFW,Milan,27-081,1994,24.4,4,0,0,23,40,3,56,21,12,1,0,0,160,Matches
Fabrizio Caligara\Fabrizio-Caligara,it ITA,MF,Cagliari,21-018,2000,2,2,0,0,11,2,0,4,3,3,0,1,0,15,Matches
José Callejón\Jose-Callejon,es ESP,FWMF,Fiorentina,34-078,1987,6.7,0,0,0,6,11,0,21,6,2,0,0,0,40,Matches
Antonio Candreva\Antonio-Candreva,it ITA,MF,Sampdoria,34-061,1987,23.9,1,0,0,13,26,9,125,25,13,1,0,0,183,Matches
Gianluca Caprari\Gianluca-Caprari,it ITA,MFFW,Benevento,27-274,1993,18.9,4,1,0,23,51,8,30,26,14,1,0,0,121,Matches
Francesco Caputo\Francesco-Caputo,it ITA,FW,Sassuolo,33-267,1987,18.1,1,0,0,15,28,18,3,4,1,2,0,0,40,Matches
Andrea Carboni\Andrea-Carboni,it ITA,DF,Cagliari,20-085,2001,8.1,0,0,0,5,5,0,5,8,4,0,0,0,53,Matches
Giuseppe Caso\Giuseppe-Caso,it ITA,MF,Genoa,22-142,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,3,Matches
Francesco Cassata\Francesco-Cassata,it ITA,DF,Genoa,23-288,1997,1.4,0,0,0,3,6,0,1,2,4,0,0,0,12,Matches
Samu Castillejo\Samu-Castillejo,es ESP,FW,Milan,26-102,1995,11.6,4,0,0,22,27,3,24,11,16,0,0,0,73,Matches
Gaetano Castrovilli\Gaetano-Castrovilli,it ITA,MF,Fiorentina,24-072,1997,23.3,6,1,0,37,60,1,28,30,28,0,1,0,168,Matches
Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Lazio,26-267,1994,4.1,2,0,0,3,3,0,6,7,7,0,0,0,42,Matches
Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Hellas Verona,28-354,1992,16.1,8,0,0,41,28,1,6,26,11,0,0,0,200,Matches
Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,28-354,1992,3,2,0,0,5,3,0,0,3,2,0,1,1,26,Matches
Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,31-262,1989,12.5,3,0,0,9,10,0,7,19,15,0,0,0,104,Matches
Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,25-014,1996,3,1,0,0,16,13,1,2,1,5,0,0,0,20,Matches
Julian Chabot\Julian-Chabot,de GER,DF,Spezia,23-077,1998,16.4,10,1,1,29,29,0,2,22,36,0,1,0,151,Matches
Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,36-259,1984,12.8,2,0,0,14,10,1,1,14,9,0,2,0,98,Matches
Federico Chiesa\Federico-Chiesa,it ITA,DF,Fiorentina,23-187,1997,2.7,0,0,0,2,3,2,9,1,2,0,0,0,20,Matches
Federico Chiesa\Federico-Chiesa,it ITA,MFDF,Juventus,23-187,1997,21.4,1,1,0,25,31,11,62,11,37,2,0,0,115,Matches
Vlad Chiriche?\Vlad-Chiriches,ro ROU,DF,Sassuolo,31-167,1989,16.5,5,0,0,27,10,1,2,24,12,0,0,1,168,Matches
Luca Cigarini\Luca-Cigarini,it ITA,MF,Crotone,34-314,1986,6.6,5,1,1,16,16,0,4,4,9,1,0,0,74,Matches
Antonio Cioffi\Antonio-Cioffi,it ITA,FW,Napoli,18-132,2002,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,Matches
Ebrima Colley\Ebrima-Colley,gm GAM,FWMF,Hellas Verona,21-088,2000,7.5,1,0,0,13,16,7,10,2,4,0,0,0,52,Matches
Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,28-188,1992,24.8,6,0,0,30,19,1,5,47,18,0,0,0,240,Matches
Simone Colombi\Simone-Colombi,it ITA,GK,Parma,29-303,1991,2,0,0,0,0,0,0,0,0,0,0,0,0,7,Matches
Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,19-053,2002,1,0,0,0,1,0,3,1,1,2,0,0,0,6,Matches
Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,34-093,1987,32,1,0,0,2,4,0,0,0,0,0,0,0,134,Matches
Andrea Conti\Andrea-Conti,it ITA,DF,Parma,27-059,1994,8.9,3,0,0,15,8,0,15,23,18,0,0,0,47,Matches
Andrea Conti\Andrea-Conti,it ITA,DF,Milan,27-059,1994,0.3,0,0,0,2,1,0,1,1,1,0,0,0,1,Matches
Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,38-119,1983,33,1,0,0,0,6,0,0,0,0,0,0,0,161,Matches
Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,28-045,1993,17.2,4,0,0,34,37,13,11,1,4,1,0,0,62,Matches
Joaquín Correa\Joaquin-Correa,ar ARG,FW,Lazio,26-260,1994,19,3,1,1,22,50,5,8,9,8,3,0,0,84,Matches
Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,37-169,1983,6,2,0,0,0,0,1,0,0,0,0,0,0,24,Matches
Douglas Costa\Douglas-Costa,br BRA,MFFW,Juventus,30-228,1990,0.5,0,0,0,0,0,0,1,1,0,0,0,0,1,Matches
Mamadou Coulibaly\Mamadou-Coulibaly,sn SEN,MF,Udinese,22-086,1999,2,0,0,0,3,1,1,1,1,7,0,0,0,29,Matches
Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,26-306,1994,29,1,0,0,3,5,0,0,0,0,0,2,0,113,Matches
Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,34-121,1986,19.2,6,0,0,23,26,0,18,35,27,0,0,0,191,Matches
Bryan Cristante\Bryan-Cristante,it ITA,DFMF,Roma,26-058,1995,19.2,6,0,0,22,9,3,5,28,26,0,0,1,163,Matches
Giovanni Crociata\Giovanni-Crociata,it ITA,DFMF,Crotone,23-262,1997,0.3,0,0,0,2,1,0,2,0,1,0,0,0,3,Matches
Juan Cuadrado\Juan-Cuadrado,co COL,DFMF,Juventus,32-339,1988,20.1,8,1,0,30,54,3,69,20,21,1,0,0,146,Matches
Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,23-087,1998,7.7,4,0,0,15,5,0,0,13,13,0,0,0,97,Matches
Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Fiorentina,23-117,1998,2.2,0,0,0,8,3,0,2,0,2,0,0,0,11,Matches
Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Parma,26-092,1995,4.6,2,0,0,6,7,0,3,3,6,0,0,0,36,Matches
Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Genoa,21-362,1999,13,2,0,0,11,4,0,17,12,7,0,0,0,85,Matches
Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,32-233,1988,4.8,2,0,0,9,11,0,4,4,9,0,0,0,35,Matches
Bryan Dabo\Bryan-Dabo,bf BFA,MF,Benevento,29-071,1992,9,5,0,0,17,14,1,10,12,6,0,0,0,97,Matches
Diogo Dalot\Diogo-Dalot,pt POR,DF,Milan,22-043,1999,10.3,4,0,0,22,4,2,22,16,15,0,0,0,84,Matches
Mikkel Damsgaard\Mikkel-Damsgaard,dk DEN,MFFW,Sampdoria,20-301,2000,18,3,0,0,25,26,3,30,26,28,0,1,0,132,Matches
Danilo\Danilo,br BRA,DF,Juventus,29-289,1991,28.7,5,0,0,23,17,2,25,40,33,0,0,0,249,Matches
Andrea Danzi\Andrea-Danzi,it ITA,MFDF,Hellas Verona,22-064,1999,1.2,1,0,0,1,0,0,0,1,0,0,0,0,12,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Inter,31-149,1989,10.8,3,0,0,19,16,1,24,16,12,1,0,0,68,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,31-149,1989,2.3,1,0,0,3,3,0,0,3,3,0,0,0,11,Matches
Pawe? Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,25-345,1995,18,6,0,0,29,6,1,5,25,27,0,0,0,208,Matches
Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,34-056,1987,8.9,1,0,0,9,3,3,1,10,11,0,0,0,103,Matches
Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,26-341,1994,30.8,4,2,1,32,111,1,101,14,28,0,0,0,246,Matches
Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,28-192,1992,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,Matches
Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Bologna,32-342,1988,21.1,4,0,0,36,15,1,28,22,14,0,0,0,165,Matches
Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,29-317,1991,12.3,1,0,0,10,18,4,7,6,12,0,0,0,64,Matches
Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,25-272,1995,3.2,0,0,0,6,1,0,3,7,4,0,0,0,27,Matches
Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Spezia,25-272,1995,4,1,0,0,6,5,0,3,2,6,0,0,0,34,Matches
Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,30-317,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Spezia,27-079,1994,2.9,0,0,0,2,2,0,0,4,1,0,0,0,37,Matches
Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,23-056,1998,10.2,1,0,0,11,1,2,0,12,11,0,1,0,82,Matches
Diego Demme\Diego-Demme,de GER,MF,Napoli,29-160,1991,15.6,5,0,0,28,27,1,6,15,32,0,0,0,147,Matches
Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,27-358,1993,1.3,0,0,0,0,2,0,0,1,2,0,0,0,11,Matches
Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Atalanta,24-006,1997,2.1,0,0,0,5,1,0,1,1,1,0,0,0,9,Matches
Fabio Depaoli\Fabio-Depaoli,it ITA,MF,Sampdoria,24-006,1997,0.9,0,0,0,5,2,2,1,0,0,0,0,0,5,Matches
Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Benevento,24-006,1997,10.1,2,0,0,12,4,1,10,13,10,0,0,1,55,Matches
Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,29-105,1992,1.1,0,0,0,2,2,0,0,1,0,0,0,0,7,Matches
Kiril Despodov\Kiril-Despodov,bg BUL,FW,Cagliari,24-170,1996,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
Mattia Destro\Mattia-Destro,it ITA,FW,Genoa,30-041,1991,16.1,5,0,0,37,33,22,4,1,7,0,0,0,58,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Udinese,27-048,1994,6.6,0,0,0,7,6,11,14,3,2,1,0,0,32,Matches
Jacopo Dezi\Jacopo-Dezi,it ITA,FWMF,Parma,29-079,1992,0.9,0,0,0,1,3,0,3,1,1,0,0,0,5,Matches
Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Crotone,32-222,1988,5.3,1,0,0,5,15,0,3,1,2,1,0,0,11,Matches
Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,32-222,1988,5.6,1,0,0,16,20,6,5,0,0,0,0,0,21,Matches
Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,27-269,1993,31,11,0,0,45,51,3,54,29,50,1,1,0,190,Matches
Alessandro Di Pardo\Alessandro-Di-Pardo,it ITA,MFDF,Juventus,21-286,1999,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,Matches
Giuseppe Di Serio\Giuseppe-Di-Serio,it ITA,MFFW,Benevento,19-284,2001,2.1,1,0,0,11,15,2,2,1,2,0,0,0,13,Matches
Amad Diallo\Amad-Diallo,ci CIV,MF,Atalanta,18-293,2002,0.2,1,0,0,1,2,0,0,0,0,0,0,0,0,Matches
Amadou Diawara\Amadou-Diawara,gn GUI,MF,Roma,23-287,1997,7.3,4,1,1,17,4,0,0,9,12,0,0,0,80,Matches
Brahim Díaz\Brahim-Diaz,es ESP,MFFW,Milan,21-270,1999,10.8,1,0,0,9,23,1,7,6,18,1,0,0,67,Matches
Daan Dierckx\Daan-Dierckx,be BEL,DF,Parma,18-065,2003,2,0,0,0,2,0,0,0,2,4,0,0,0,6,Matches
Mitchell Dijks\Mitchell-Dijks,nl NED,DF,Bologna,28-080,1993,14.1,6,1,1,31,14,1,30,16,17,0,1,0,93,Matches
Federico Dimarco\Federico-Dimarco,it ITA,DF,Hellas Verona,23-171,1997,25.4,5,0,0,25,42,5,95,32,18,0,1,0,212,Matches
Koffi Djidji\Koffi-Djidji,ci CIV,DF,Crotone,28-151,1992,11.9,3,0,0,16,2,1,2,17,15,0,0,0,92,Matches
Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,28-070,1993,24.8,6,0,0,25,22,1,6,38,23,0,0,0,284,Matches
Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,22-306,1998,13.9,8,0,0,23,15,1,11,25,35,0,1,0,167,Matches
Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,22-064,1999,32,1,0,0,1,3,0,0,0,0,0,0,0,127,Matches
Bart?omiej Dr?gowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,23-254,1997,32.5,0,0,0,1,3,0,0,0,0,0,1,0,155,Matches
Denis Dr?gu?\Denis-Dragus,ro ROU,FWMF,Crotone,21-298,1999,1.9,1,0,0,4,4,2,3,1,2,0,0,0,14,Matches
Radu Dr?gu?in\Radu-Dragusin,ro ROU,DF,Juventus,19-086,2002,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Matches
Léo Duarte\Leo-Duarte,br BRA,DF,Milan,24-287,1996,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,Matches
Alfred Duncan\Alfred-Duncan,gh GHA,MF,Cagliari,28-051,1993,8.8,2,0,0,14,12,0,7,13,11,0,0,0,92,Matches
Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,28-051,1993,1.8,0,0,0,2,2,0,1,3,1,0,0,0,16,Matches
Paulo Dybala\Paulo-Dybala,ar ARG,FW,Juventus,27-166,1993,9.8,0,0,0,6,23,4,21,1,8,0,0,0,51,Matches
Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,35-044,1986,16.9,2,0,0,25,32,6,12,3,5,1,0,0,69,Matches
Steeve-Mike Ebongue\Steeve-Mike-Ebongue,fr FRA,MF,Genoa,20-069,2001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,9,Matches
Simone Edera\Simone-Edera,it ITA,DFMF,Torino,24-111,1997,0.6,0,0,0,1,1,0,2,0,0,0,0,0,5,Matches
Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,31-276,1989,22.2,8,0,0,42,48,0,3,32,43,0,1,0,274,Matches
Elif Elmas\Elif-Elmas,mk MKD,MFFW,Napoli,21-218,1999,7.8,3,0,0,10,7,1,4,4,9,0,0,0,45,Matches
Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,it ITA,MF,Atalanta,19-221,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alan Empereur\Alan-Empereur,br BRA,DF,Hellas Verona,27-051,1994,2.4,1,0,0,3,1,0,0,5,1,0,0,0,24,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MF,Inter,29-075,1992,13.1,0,0,0,11,3,1,24,8,7,0,0,0,116,Matches
Martin Erlic\Martin-Erlic,hr CRO,DF,Spezia,23-096,1998,18.8,6,0,0,36,12,0,1,25,17,0,0,0,210,Matches
Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Lazio,28-034,1993,7.4,5,0,0,14,6,0,0,7,17,0,0,0,100,Matches
Nahuel Estévez\Nahuel-Estevez,ar ARG,MF,Spezia,25-167,1995,16.4,6,0,0,27,19,0,47,25,9,0,0,0,147,Matches
Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Fiorentina,29-036,1992,7.3,2,0,0,11,8,0,14,8,10,0,0,0,56,Matches
Nicolò Fagioli\Nicolo-Fagioli,it ITA,MF,Juventus,20-077,2001,0.2,0,0,0,1,2,0,0,0,0,0,0,0,2,Matches
Iago Falque\Iago-Falque,es ESP,MFFW,Benevento,31-116,1990,3.4,0,0,0,0,3,0,13,3,2,0,0,0,34,Matches
Andri Fannar Baldursson\Andri-Fannar-Baldursson,is ISL,MF,Bologna,19-110,2002,2.3,2,0,0,8,3,1,0,1,3,0,0,0,19,Matches
Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,28-077,1993,4.1,2,0,0,7,2,0,7,9,3,0,0,0,30,Matches
Davide Faraoni\Davide-Faraoni,it ITA,DF,Hellas Verona,29-187,1991,27.8,7,0,0,42,31,8,48,48,33,0,0,0,262,Matches
Mohamed Fares\Mohamed-Fares,dz ALG,DF,Lazio,25-074,1996,9.7,4,0,0,22,6,2,34,7,8,0,1,0,73,Matches
Diego Farias\Diego-Farias,br BRA,FW,Spezia,30-355,1990,15.2,3,0,0,15,13,2,22,10,7,0,0,0,62,Matches
Andrea Favilli\Andrea-Favilli,it ITA,FW,Hellas Verona,23-348,1997,3.8,1,0,0,14,8,9,0,0,3,0,0,0,13,Matches
Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,34-044,1987,4.5,2,0,0,6,3,0,2,5,4,0,1,0,44,Matches
Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,24-039,1997,8.3,3,0,0,11,6,1,1,18,24,0,0,0,75,Matches
Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,26-303,1994,8.9,3,0,0,9,7,0,4,14,20,0,0,0,79,Matches
Salvador Ferrer\Salvador-Ferrer,es ESP,DF,Spezia,23-099,1998,11.2,4,0,0,13,7,0,46,18,8,,,0,,Matches
Fernando Forestieri\Fernando-Forestieri,it ITA,FWMF,Udinese,31-105,1990,4.7,1,0,0,10,18,4,9,1,5,0,0,0,40,Matches
Daam Foulon\Daam-Foulon,be BEL,DF,Benevento,22-038,1999,10.7,4,0,0,15,21,0,19,6,8,0,0,1,58,Matches
Gianluca Frabotta\Gianluca-Frabotta,it ITA,DF,Juventus,21-310,1999,7.7,5,0,0,12,2,0,31,12,6,0,0,0,64,Matches
Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,29-015,1992,25.8,4,0,0,35,26,1,16,46,49,0,0,0,341,Matches
Matteo Gabbia\Matteo-Gabbia,it ITA,DF,Milan,21-191,1999,6.2,2,0,0,5,5,0,0,5,4,0,0,0,66,Matches
Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Sampdoria,29-155,1991,6.6,1,0,0,9,15,3,5,2,1,0,0,0,30,Matches
Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,27-023,1994,12,2,0,0,19,14,0,11,13,13,0,0,0,72,Matches
Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,31-002,1990,19.7,5,0,0,26,32,0,34,26,27,0,0,0,153,Matches
Adolfo Gaich\Adolfo-Gaich,ar ARG,FW,Benevento,22-083,1999,6.8,0,0,0,19,12,2,2,2,3,0,1,0,23,Matches
Andrey Galabinov\Andrey-Galabinov,bg BUL,FW,Spezia,32-154,1988,4.8,0,0,0,5,4,3,1,0,1,0,0,0,17,Matches
