Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Francisco Molinero\Francisco-Molinero,es ESP,DF,Getafe,32,1985,10,5,583,6.5,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.01,0.02,0.04,0.01,0.04,Matches
Momo\Momo,es ESP,FWMF,Las Palmas,35,1982,13,8,672,7.5,0,1,0,0,0,3,0,0,0.13,0.13,0,0.13,0.5,0.5,1.2,1.7,0.06,0.16,0.23,0.06,0.23,Matches
Jefferson Montero\Jefferson-Montero,ec ECU,FWMF,Getafe,27,1989,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Martín Montoya\Martin-Montoya,es ESP,DF,Valencia,26,1991,25,24,2152,23.9,0,4,0,0,0,7,0,0,0.17,0.17,0,0.17,0.2,0.2,2,2.2,0.01,0.08,0.09,0.01,0.09,Matches
Walter Montoya\Walter-Montoya,ar ARG,FW,Sevilla,24,1993,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
Shaquell Moore\Shaquell-Moore,us USA,DF,Levante,20,1996,6,5,425,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.5,0.1,0.01,0.12,0.1,0.12,Matches
Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,20,1997,23,4,679,7.5,1,1,1,0,0,4,0,0.13,0.13,0.27,0.13,0.27,0.6,0.6,2,2.6,0.08,0.28,0.36,0.08,0.36,Matches
Sergio Mora\Sergio-Mora,es ESP,MF,Getafe,37,1979,26,6,826,9.2,0,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
Erik Morán\Erik-Moran,es ESP,MF,Leganés,26,1991,6,2,231,2.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gerard Moreno\Gerard-Moreno,es ESP,FW,Espanyol,25,1992,38,38,3411,37.9,16,1,15,1,2,4,0,0.42,0.03,0.45,0.4,0.42,16,14.4,3.7,18.1,0.42,0.1,0.52,0.38,0.48,Matches
Héctor Moreno\Hector-Moreno,mx MEX,DF,Real Sociedad,29,1988,8,8,720,8,1,0,1,0,0,1,0,0.12,0,0.12,0.12,0.12,1,1,0.1,1.1,0.13,0.01,0.14,0.13,0.14,Matches
Marlos Moreno\Marlos-Moreno,co COL,MF,Girona,20,1996,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.21,0.21,0,0.21,Matches
Loren Morón\Loren-Moron,es ESP,FW,Betis,23,1993,15,12,1061,11.8,7,0,7,0,0,3,0,0.59,0,0.59,0.59,0.59,3.6,3.6,1.4,5,0.3,0.12,0.42,0.3,0.42,Matches
Pedro Mosquera\Pedro-Mosquera,es ESP,MF,La Coruña,29,1988,23,16,1395,15.5,0,2,0,0,0,7,0,0,0.13,0.13,0,0.13,1.5,1.5,0.5,2,0.1,0.03,0.13,0.1,0.13,Matches
Toni Moya\Toni-Moya,es ESP,DF,Atlético Madrid,19,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Álex Mula\Alex-Mula,es ESP,MFFW,Málaga,21,1996,11,7,560,6.2,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,Matches
Iker Muniain\Iker-Muniain,es ESP,MFFW,Athletic Club,24,1992,14,7,784,8.7,4,2,4,0,0,1,0,0.46,0.23,0.69,0.46,0.69,2,2,1.2,3.1,0.23,0.13,0.36,0.23,0.36,Matches
Marc Muniesa\Marc-Muniesa,es ESP,DF,Girona,25,1992,13,13,1125,12.5,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0.4,0.4,0,0.4,0.03,0,0.03,0.03,0.03,Matches
Ezequiel Muñoz\Ezequiel-Munoz,ar ARG,DF,Leganés,26,1990,19,17,1406,15.6,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,0.4,0.4,0.6,1.1,0.03,0.04,0.07,0.03,0.07,Matches
Sulley Muntari\Sulley-Muntari,gh GHA,MF,La Coruña,32,1984,8,6,402,4.5,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.04,0.05,0.08,0.04,0.08,Matches
Luis Muriel\Luis-Muriel,co COL,FW,Sevilla,26,1991,29,17,1610,17.9,7,2,7,0,0,4,0,0.39,0.11,0.5,0.39,0.5,7.4,7.4,2.2,9.5,0.41,0.12,0.54,0.41,0.54,Matches
Jeison Murillo\Jeison-Murillo,co COL,DF,Valencia,25,1992,17,15,1374,15.3,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches
Fahad Al-Muwallad\Fahad-Al-Muwallad,sa KSA,FWMF,Levante,20,1996,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Matches
Alfred N'Diaye\Alfred-NDiaye,sn SEN,DFMF,Villarreal,27,1990,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nacho\Nacho,es ESP,DF,Real Madrid,27,1990,27,22,2075,23.1,3,0,3,0,0,7,0,0.13,0,0.13,0.13,0.13,1.7,1.7,0.3,2,0.07,0.01,0.09,0.07,0.09,Matches
Matías Nahuel\Matias-Nahuel,es ESP,FWMF,Betis,20,1996,7,3,252,2.8,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.04,0.04,0.08,0.04,0.08,Matches
Naldo\Naldo,br BRA,DF,Espanyol,28,1988,11,10,920,10.2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
Nano\Nano,es ESP,FW,Levante,22,1995,9,2,282,3.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.32,0.01,0.32,0.32,0.32,Matches
Naranjo\Naranjo,es ESP,FWMF,Leganés,23,1994,16,6,567,6.3,1,1,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,0.9,0.9,0.5,1.4,0.15,0.07,0.22,0.15,0.22,Matches
Juanjo Narváez\Juanjo-Narvaez,co COL,MF,Betis,22,1995,7,4,303,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
Fernando Navarro\Fernando-Navarro,es ESP,DF,La Coruña,35,1982,15,11,1049,11.7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.03,0.03,0,0.03,Matches
Marc Navarro\Marc-Navarro,es ESP,DF,Espanyol,22,1995,19,10,1110,12.3,1,1,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,1,1,0.9,1.9,0.08,0.07,0.15,0.08,0.15,Matches
Rafa Navarro\Rafa-Navarro,es ESP,DF,Betis,23,1994,3,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.06,0.08,0.02,0.08,Matches
Ximo Navarro\Ximo-Navarro,es ESP,DF,Las Palmas,27,1990,31,29,2610,29,0,1,0,0,0,12,0,0,0.03,0.03,0,0.03,0.1,0.1,0.3,0.4,0,0.01,0.01,0,0.01,Matches
Jesús Navas\Jesus-Navas,es ESP,FWDF,Sevilla,31,1985,26,20,1765,19.6,1,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,1.4,1.4,3.5,4.8,0.07,0.18,0.25,0.07,0.25,Matches
Keylor Navas\Keylor-Navas,cr CRC,GK,Real Madrid,30,1986,27,27,2430,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Raúl Navas\Raul-Navas,es ESP,DF,Real Sociedad,29,1988,20,20,1790,19.9,0,2,0,0,0,4,0,0,0.1,0.1,0,0.1,0.7,0.7,0.3,1,0.04,0.02,0.05,0.04,0.05,Matches
Merveille Ndockyt\Merveille-Ndockyt,cg CGO,MF,Getafe,19,1998,6,0,71,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Neto\Neto,br BRA,GK,Valencia,28,1989,33,33,2970,33,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,Matches
Saúl Ñíguez\Saul-Niguez,es ESP,MF,Atlético Madrid,22,1994,36,35,3155,35.1,2,4,2,0,0,9,0,0.06,0.11,0.17,0.06,0.17,3.2,3.2,2.9,6.1,0.09,0.08,0.18,0.09,0.18,Matches
Nolito\Nolito,es ESP,FWMF,Sevilla,30,1986,30,17,1599,17.8,4,5,4,0,1,4,0,0.23,0.28,0.51,0.23,0.51,4.6,3.9,3.9,7.9,0.26,0.22,0.48,0.22,0.44,Matches
Unai Núñez\Unai-Nunez,es ESP,DF,Athletic Club,20,1997,32,32,2850,31.7,1,0,1,0,0,11,0,0.03,0,0.03,0.03,0.03,3,3,0.3,3.3,0.09,0.01,0.1,0.09,0.1,Matches
Steven Nzonzi\Steven-Nzonzi,fr FRA,MF,Sevilla,28,1988,27,26,2216,24.6,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,1.9,1.9,1.6,3.5,0.08,0.06,0.14,0.08,0.14,Matches
Jan Oblak\Jan-Oblak,si SVN,GK,Atlético Madrid,24,1993,37,37,3330,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,Real Sociedad,21,1995,35,32,2920,32.4,0,4,0,0,0,3,2,0,0.12,0.12,0,0.12,0.8,0.8,3.8,4.6,0.02,0.12,0.14,0.02,0.14,Matches
Oier Olazábal\Oier-Olazabal,es ESP,GK,Levante,27,1989,26,26,2340,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Paulo Oliveira\Paulo-Oliveira,pt POR,DF,Eibar,25,1992,26,25,2212,24.6,0,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0.03,0.01,0.04,0.03,0.04,Matches
Mathías Olivera\Mathias-Olivera,uy URU,FWMF,Getafe,19,1997,3,1,105,1.2,1,0,1,0,0,0,0,0.86,0,0.86,0.86,0.86,0.1,0.1,0.1,0.2,0.1,0.07,0.17,0.1,0.17,Matches
Michael Olunga\Michael-Olunga,ke KEN,FW,Girona,23,1994,14,4,439,4.9,3,0,3,0,0,0,0,0.62,0,0.62,0.62,0.62,3.1,3.1,0.7,3.8,0.65,0.15,0.8,0.65,0.8,Matches
Javier Ontiveros\Javier-Ontiveros,es ESP,MFFW,Málaga,19,1997,12,1,398,4.4,0,1,0,0,0,4,0,0,0.23,0.23,0,0.23,0.2,0.2,0.7,0.9,0.05,0.17,0.22,0.05,0.22,Matches
Fabián Orellana\Fabian-Orellana,cl CHI,MFFW,Eibar,31,1986,17,13,1178,13.1,3,2,3,0,0,5,2,0.23,0.15,0.38,0.23,0.38,2.5,2.5,3.6,6,0.19,0.27,0.46,0.19,0.46,Matches
Mikel Oyarzabal\Mikel-Oyarzabal,es ESP,FWMF,Real Sociedad,20,1997,35,31,2767,30.7,12,5,12,0,0,4,0,0.39,0.16,0.55,0.39,0.55,8.3,8.3,3.7,12,0.27,0.12,0.39,0.27,0.39,Matches
Daniel Pacheco\Daniel-Pacheco,es ESP,MFFW,Getafe,26,1991,11,0,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,0.04,0.44,0.48,0.04,0.48,Matches
Fernando Pacheco\Fernando-Pacheco,es ESP,GK,Alavés,25,1992,38,37,3360,37.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Costel Pantilimon\Costel-Pantilimon,ro ROU,GK,La Coruña,30,1987,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rubén Pardo\Ruben-Pardo,es ESP,MF,Real Sociedad,24,1992,6,3,222,2.5,0,1,0,0,0,0,1,0,0.41,0.41,0,0.41,0,0,0.5,0.5,0.01,0.18,0.19,0.01,0.19,Matches
Nicolás Pareja\Nicolas-Pareja,ar ARG,DF,Sevilla,33,1984,5,5,405,4.5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.2,0.03,0.01,0.04,0.03,0.04,Matches
Daniel Parejo\Daniel-Parejo,es ESP,MF,Valencia,28,1989,34,34,2998,33.3,7,8,1,6,6,15,1,0.21,0.24,0.45,0.03,0.27,6.9,2.4,4.9,7.3,0.21,0.15,0.36,0.07,0.22,Matches
Thomas Partey\Thomas-Partey,gh GHA,MFDF,Atlético Madrid,24,1993,33,28,2373,26.4,3,0,3,0,0,6,0,0.11,0,0.11,0.11,0.11,1.5,1.5,0.5,2.1,0.06,0.02,0.08,0.06,0.08,Matches
Paulinho\Paulinho,br BRA,MF,Barcelona,29,1988,34,21,1948,21.6,9,2,9,0,0,2,0,0.42,0.09,0.51,0.42,0.51,8.9,8.9,2,11,0.42,0.09,0.51,0.42,0.51,Matches
Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,26,1990,30,29,2586,28.7,0,0,0,0,0,6,2,0,0,0,0,0,0.9,0.9,0.1,1,0.03,0,0.03,0.03,0.03,Matches
Giampaolo Pazzini\Giampaolo-Pazzini,it ITA,FW,Levante,32,1984,9,5,446,5,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,0.9,0.9,0,0.9,0.19,0,0.19,0.19,0.19,Matches
Alfonso Pedraza\Alfonso-Pedraza,es ESP,MFDF,Alavés,21,1996,33,27,2440,27.1,3,5,3,0,0,5,0,0.11,0.18,0.3,0.11,0.3,3.5,3.5,3.7,7.2,0.13,0.14,0.26,0.13,0.26,Matches
Rubén Peña\Ruben-Pena,es ESP,DFFW,Eibar,26,1991,28,18,1733,19.3,1,1,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,0.6,0.6,1,1.6,0.03,0.05,0.08,0.03,0.08,Matches
Gabriel Peñalba\Gabriel-Penalba,ar ARG,MF,Las Palmas,32,1984,7,7,570,6.3,0,1,0,0,0,3,0,0,0.16,0.16,0,0.16,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03,Matches
Adalberto Peñaranda\Adalberto-Penaranda,ve VEN,FWMF,Málaga,20,1997,13,11,798,8.9,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0.2,1.2,0.11,0.03,0.14,0.11,0.14,Matches
Andreas Pereira\Andreas-Pereira,br BRA,MFFW,Valencia,21,1996,23,12,1083,12,1,3,1,0,0,5,0,0.08,0.25,0.33,0.08,0.33,0.7,0.7,2.1,2.8,0.06,0.18,0.24,0.06,0.24,Matches
Hernán Pérez\Hernan-Perez,py PAR,MF,Espanyol,28,1989,4,1,141,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,Matches
Hernán Pérez\Hernan-Perez,py PAR,MFFW,Alavés,28,1989,10,4,375,4.2,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.6,1,0.1,0.15,0.25,0.1,0.25,Matches
Lucas Pérez\Lucas-Perez,es ESP,FW,La Coruña,28,1988,35,31,2797,31.1,8,6,5,3,4,3,0,0.26,0.19,0.45,0.16,0.35,9.1,6,7.9,14,0.29,0.26,0.55,0.19,0.45,Matches
Rubén Pérez\Ruben-Perez,es ESP,MF,Leganés,28,1989,31,29,2513,27.9,0,0,0,0,0,13,0,0,0,0,0,0,0.3,0.3,1.1,1.3,0.01,0.04,0.05,0.01,0.05,Matches
Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Espanyol,28,1989,30,22,1733,19.3,2,4,1,1,1,0,0,0.1,0.21,0.31,0.05,0.26,3.5,2.7,3.5,6.2,0.18,0.18,0.36,0.14,0.32,Matches
Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,29,1987,30,28,2384,26.5,1,0,1,0,0,8,0,0.04,0,0.04,0.04,0.04,0.9,0.9,1.1,1.9,0.03,0.04,0.07,0.03,0.07,Matches
Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,30,1987,30,29,2631,29.2,2,0,2,0,0,8,0,0.07,0,0.07,0.07,0.07,3,3,0.9,3.8,0.1,0.03,0.13,0.1,0.13,Matches
Guido Pizarro\Guido-Pizarro,ar ARG,MF,Sevilla,27,1990,24,19,1755,19.5,1,0,1,0,0,9,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.8,1.3,0.03,0.04,0.07,0.03,0.07,Matches
Carles Planas\Carles-Planas,es ESP,DFMF,Girona,26,1991,5,2,193,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.03,0.23,0.27,0.03,0.27,Matches
Pere Pons\Pere-Pons,es ESP,MF,Girona,24,1993,31,30,2555,28.4,0,1,0,0,0,8,0,0,0.04,0.04,0,0.04,1.1,1.1,1.7,2.9,0.04,0.06,0.1,0.04,0.1,Matches
Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,27,1990,33,28,2449,27.2,2,3,1,1,2,6,0,0.07,0.11,0.18,0.04,0.15,2.7,1.1,2.9,4,0.1,0.11,0.21,0.04,0.15,Matches
Portu\Portu,es ESP,FWMF,Girona,25,1992,37,35,2981,33.1,11,4,11,0,0,5,0,0.33,0.12,0.45,0.33,0.45,6.9,6.9,5.9,12.8,0.21,0.18,0.38,0.21,0.38,Matches
Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,28,1988,30,27,2424,26.9,1,0,1,0,0,6,0,0.04,0,0.04,0.04,0.04,0.3,0.3,0.6,0.9,0.01,0.02,0.04,0.01,0.04,Matches
Darío Poveda\Dario-Poveda,es ESP,FW,Villarreal,20,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,3.18,3.18,3.18,Matches
Andrés Prieto\Andres-Prieto,es ESP,GK,Málaga,23,1993,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Xabi Prieto\Xabi-Prieto,es ESP,MF,Real Sociedad,33,1983,25,24,1914,21.3,3,5,2,1,1,1,0,0.14,0.24,0.38,0.09,0.33,2.7,2,4.5,6.5,0.13,0.21,0.33,0.09,0.3,Matches
Dani Raba\Dani-Raba,es ESP,MFFW,Villarreal,21,1995,21,14,1110,12.3,2,4,2,0,0,3,1,0.16,0.32,0.49,0.16,0.49,2.1,2.1,3.5,5.6,0.17,0.29,0.46,0.17,0.46,Matches
Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Celta Vigo,24,1993,26,11,1111,12.3,0,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.6,1.3,0.06,0.05,0.11,0.06,0.11,Matches
Ivan Rakiti?\Ivan-Rakitic,hr CRO,MF,Barcelona,29,1988,35,31,2831,31.5,1,3,1,0,0,4,0,0.03,0.1,0.13,0.03,0.13,1.9,1.9,4,5.9,0.06,0.13,0.19,0.06,0.19,Matches
Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Girona,24,1993,26,25,2299,25.5,0,0,0,0,0,3,0,0,0,0,0,0,1.6,1.6,0.1,1.6,0.06,0,0.06,0.06,0.06,Matches
Benito Ramírez\Benito-Ramirez,es ESP,FWMF,Las Palmas,22,1995,4,1,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Sevilla,22,1995,13,7,721,8,0,1,0,0,0,0,0,0,0.12,0.12,0,0.12,2.3,2.3,0.5,2.8,0.29,0.06,0.35,0.29,0.35,Matches
Toño Ramírez\Tono-Ramirez,es ESP,GK,Real Sociedad,30,1986,4,3,317,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,32,1984,16,15,1302,14.5,3,0,3,0,0,4,0,0.21,0,0.21,0.21,0.21,0.9,0.9,0,0.9,0.06,0,0.06,0.06,0.06,Matches
Omar Ramos\Omar-Ramos,es ESP,FWMF,Leganés,29,1988,23,18,1421,15.8,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,0.5,0.5,1.9,2.4,0.03,0.12,0.15,0.03,0.15,Matches
Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,31,1986,26,26,2290,25.4,4,1,2,2,3,9,4,0.16,0.04,0.2,0.08,0.12,6,3.7,1,4.8,0.24,0.04,0.28,0.15,0.19,Matches
Recio\Recio,es ESP,MF,Málaga,26,1991,22,21,1835,20.4,1,2,0,1,1,10,2,0.05,0.1,0.15,0,0.1,1.7,0.9,1.6,2.5,0.08,0.08,0.16,0.05,0.12,Matches
Alberto Redondo\Alberto-Redondo,es ESP,DF,Getafe,20,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Loïc Rémy\Loic-Remy,fr FRA,FWMF,Getafe,30,1987,11,6,456,5.1,3,0,2,1,1,3,2,0.59,0,0.59,0.39,0.39,1.7,0.9,0.3,1.2,0.33,0.05,0.39,0.18,0.24,Matches
Loïc Rémy\Loic-Remy,fr FRA,FW,Las Palmas,30,1987,12,6,768,8.5,5,0,5,0,0,1,0,0.59,0,0.59,0.59,0.59,3.9,3.9,0.2,4.1,0.47,0.02,0.49,0.47,0.49,Matches
Federico Ricca\Federico-Ricca,uy URU,DF,Málaga,22,1994,14,13,1107,12.3,0,1,0,0,0,4,0,0,0.08,0.08,0,0.08,0.1,0.1,0.2,0.3,0.01,0.02,0.02,0.01,0.02,Matches
Diego Rico\Diego-Rico,es ESP,DF,Leganés,24,1993,26,26,2228,24.8,2,2,2,0,0,9,2,0.08,0.08,0.16,0.08,0.16,1.7,1.7,3.6,5.3,0.07,0.15,0.22,0.07,0.22,Matches
Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,32,1984,17,13,1173,13,0,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,0.8,1.6,0.06,0.06,0.12,0.06,0.12,Matches
Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,23,1993,24,23,2157,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,33,1983,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cristian Rivera\Cristian-Rivera,es ESP,MF,Eibar,20,1997,7,2,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.03,0.05,0.01,0.05,Matches
Rober\Rober,es ESP,DFMF,Levante,22,1995,25,19,1912,21.2,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0,0.4,0.02,0,0.02,0.02,0.02,Matches
Roberto\Roberto,es ESP,GK,Málaga,31,1986,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,Matches
Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,25,1992,30,24,2221,24.7,1,7,1,0,0,3,2,0.04,0.28,0.32,0.04,0.32,0.9,0.9,3,4,0.04,0.12,0.16,0.04,0.16,Matches
Álex Robles\Alex-Robles,es ESP,DF,Málaga,18,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marc Roca\Marc-Roca,es ESP,MF,Espanyol,20,1996,8,2,269,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0.04,0.01,0.06,0.04,0.06,Matches
Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,26,1991,5,1,154,1.7,1,0,1,0,0,0,0,0.58,0,0.58,0.58,0.58,1.1,1.1,0,1.1,0.67,0.02,0.69,0.67,0.69,Matches
Rodri\Rodri,es ESP,MF,Villarreal,21,1996,37,36,3227,35.9,1,3,1,0,0,8,0,0.03,0.08,0.11,0.03,0.11,1.6,1.6,1.8,3.5,0.05,0.05,0.1,0.05,0.1,Matches
Rodrigo\Rodrigo,es ESP,FW,Valencia,26,1991,37,31,2670,29.7,16,4,15,1,1,4,0,0.54,0.13,0.67,0.51,0.64,13.7,13,3.7,16.6,0.46,0.12,0.58,0.43,0.56,Matches
Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,23,1994,20,18,1638,18.2,1,2,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,0.4,0.4,1,1.4,0.02,0.06,0.08,0.02,0.08,Matches
Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,30,1987,33,26,2288,25.4,13,3,13,0,1,6,0,0.51,0.12,0.63,0.51,0.63,10,9.3,3.8,13,0.39,0.15,0.54,0.36,0.51,Matches
Iván Rodríguez\Ivan-Rodriguez,es ESP,DF,Málaga,21,1996,1,0,21,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Diego Rolán\Diego-Rolan,uy URU,FWMF,Málaga,24,1993,26,21,1947,21.6,5,0,5,0,0,0,0,0.23,0,0.23,0.23,0.23,4.9,4.9,1,5.9,0.23,0.05,0.27,0.23,0.27,Matches
Esteban Rolón\Esteban-Rolon,ar ARG,MF,Málaga,22,1995,8,6,415,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.02,0.01,0.02,Matches
Óscar Romero\Oscar-Romero,py PAR,MFFW,Alavés,25,1992,5,2,253,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.08,0.04,0.13,0.08,0.13,Matches
Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Real Madrid,32,1985,27,27,2288,25.4,26,5,23,3,4,1,0,1.02,0.2,1.22,0.9,1.1,24.2,21,4.3,25.3,0.95,0.17,1.12,0.83,0.99,Matches
Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,30,1987,21,17,1511,16.8,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0,0.5,0.03,0,0.03,0.03,0.03,Matches
Roberto Rosales\Roberto-Rosales,ve VEN,DF,Málaga,28,1988,35,35,3122,34.7,1,0,1,0,0,10,0,0.03,0,0.03,0.03,0.03,0.5,0.5,3.3,3.9,0.02,0.1,0.11,0.02,0.11,Matches
Rubén\Ruben,es ESP,GK,La Coruña,33,1984,28,27,2480,27.6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Aitor Ruibal\Aitor-Ruibal,es ESP,FW,Betis,21,1996,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Betis,21,1996,34,30,2656,29.5,3,6,3,0,0,3,0,0.1,0.2,0.3,0.1,0.3,2,2,2.2,4.2,0.07,0.07,0.14,0.07,0.14,Matches
Víctor Ruiz\Victor-Ruiz,es ESP,DF,Villarreal,28,1989,27,27,2416,26.8,2,0,2,0,0,10,2,0.07,0,0.07,0.07,0.07,0.6,0.6,0.2,0.8,0.02,0.01,0.03,0.02,0.03,Matches
