Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Mariusz St_pi_ski\Mariusz-Stepinski,pl POL,FW,Nantes,21,1995,13,1,0,0,28,20,15,15,5,8,1,0,0,Matches
Danijel Suba_i_\Danijel-Subasic,hr CRO,GK,Monaco,31,1984,36,1,0,0,0,7,0,0,2,1,0,0,0,Matches
Gilles Sunu\Gilles-Sunu,tg TOG,FW,Angers,25,1991,9,1,0,0,4,20,4,27,7,7,0,0,0,Matches
Stoppila Sunzu\Stoppila-Sunzu,zm ZAM,DF,Lille,27,1989,2.2,0,0,0,0,0,1,0,5,4,0,1,0,Matches
Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,20,1995,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Issiaga Sylla\Issiaga-Sylla,gn GUI,MFDF,Toulouse,22,1994,18.6,6,0,0,38,17,4,66,34,41,0,0,0,Matches
Yacouba Sylla\Yacouba-Sylla,ml MLI,MF,Montpellier,25,1990,12,4,0,0,26,9,0,13,22,34,0,0,0,Matches
Alexander Søderlund\Alexander-Soderlund,no NOR,FW,Saint-Étienne,28,1987,10,2,0,0,24,8,6,1,3,9,0,0,0,Matches
Mehdi Tahrat\Mehdi-Tahrat,dz ALG,MF,Angers,26,1990,3.3,2,0,0,6,7,0,1,12,8,0,0,0,Matches
Flavien Tait\Flavien-Tait,fr FRA,FWMF,Angers,23,1993,4.9,1,0,0,6,7,1,14,14,11,0,0,0,Matches
Oussama Tannane\Oussama-Tannane,ma MAR,FWMF,Saint-Étienne,22,1994,14.2,3,2,1,36,35,3,79,12,25,0,0,0,Matches
Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,27,1988,30.7,3,0,0,32,42,30,19,21,12,2,1,0,Matches
Jordan Tell\Jordan-Tell,fr FRA,FW,Caen,19,1997,0.7,0,0,0,2,0,1,0,1,2,0,0,0,Matches
Martin Terrier\Martin-Terrier,fr FRA,MF,Lille,19,1997,2.8,0,0,0,8,6,0,8,2,5,0,0,0,Matches
Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,23,1993,32.8,2,0,0,33,43,11,204,20,31,1,0,0,Matches
Alexis Thébaux\Alexis-Thebaux,fr FRA,GK,Bastia,31,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kévin Théophile-Catherine\Kevin-Theophile-Catherine,fr FRA,DF,Saint-Étienne,26,1989,30.3,3,0,0,32,20,2,21,69,26,0,0,0,Matches
Vincent Thill\Vincent-Thill,lu LUX,MF,Metz,16,2000,0.1,0,0,0,3,0,0,0,0,0,0,0,0,Matches
Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,28,1988,35.6,5,1,0,26,13,2,4,59,33,0,1,0,Matches
Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Nantes,22,1993,21.5,5,1,0,41,33,4,39,24,39,0,0,0,Matches
Nicolaj Thomsen\Nicolaj-Thomsen,dk DEN,MFFW,Nantes,23,1993,8.3,1,0,0,13,3,3,22,6,6,0,0,0,Matches
Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Monaco,23,1993,1,1,0,0,0,1,0,2,2,1,0,0,0,Matches
Ola Toivonen\Ola-Toivonen,se SWE,MFFW,Toulouse,30,1986,20.1,9,0,0,44,33,8,4,8,14,2,0,0,Matches
Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Angers,23,1992,27,0,0,0,22,33,15,86,32,15,1,0,0,Matches
Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Lyon,21,1994,28.6,1,1,0,29,40,2,14,34,37,0,0,0,Matches
Jérémy Toulalan\Jeremy-Toulalan,fr FRA,MF,Bordeaux,32,1983,28.9,5,0,0,36,29,0,9,56,68,0,1,0,Matches
Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,22,1994,4.2,1,0,0,9,4,0,0,8,7,0,0,0,Matches
Almamy Touré\Almamy-Toure,ml MLI,DF,Monaco,20,1996,12,0,0,0,13,4,2,68,14,24,0,0,0,Matches
Thomas Touré\Thomas-Toure,ci CIV,MF,Bordeaux,22,1993,4.1,2,0,0,5,7,0,16,2,8,0,0,0,Matches
Zargo Touré\Zargo-Toure,sn SEN,DF,Lorient,26,1989,20.9,5,1,0,13,13,0,1,37,22,0,0,1,Matches
Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,19,1997,18.2,1,0,0,18,23,0,6,38,37,0,0,0,Matches
Abdou Traoré\Abdou-Traore,ml MLI,MF,Bordeaux,28,1988,1.1,0,0,0,1,2,1,1,0,3,0,0,0,Matches
Adama Traoré\Adama-Traore,ml MLI,MF,Monaco,21,1995,3.1,1,0,0,7,7,0,0,7,3,0,0,0,Matches
Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,29,1986,31.2,3,0,0,21,6,0,7,65,30,0,0,1,Matches
Kevin Trapp\Kevin-Trapp,de GER,GK,Paris S-G,26,1990,23.6,0,0,0,0,2,0,0,4,1,0,0,0,Matches
Óscar Trejo\Oscar-Trejo,ar ARG,MF,Toulouse,28,1988,25.6,4,0,0,58,58,2,140,28,63,0,0,0,Matches
Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,20,1996,3,0,0,0,2,5,0,8,8,3,0,0,0,Matches
Valentín Vada\Valentin-Vada,ar ARG,MF,Bordeaux,20,1996,20.9,4,0,0,27,26,2,76,25,37,0,0,0,Matches
William Vainqueur\William-Vainqueur,fr FRA,MF,Marseille,27,1988,28.3,6,0,0,52,29,1,12,70,80,0,1,0,Matches
Mathieu Valbuena\Mathieu-Valbuena,fr FRA,MFFW,Lyon,31,1984,17.3,6,0,0,29,41,3,102,10,13,0,1,0,Matches
Anthony Vanden Borre\Anthony-Vanden-Borre,be BEL,DF,Montpellier,28,1987,8.8,2,0,0,16,5,0,11,14,23,0,0,1,Matches
Cédric Varrault\Cedric-Varrault,fr FRA,DF,Dijon,36,1980,31,4,2,0,28,41,0,1,53,35,0,0,0,Matches
Rémy Vercoutre\Remy-Vercoutre,fr FRA,GK,Caen,36,1980,33.8,2,0,0,0,7,0,0,5,0,0,0,0,Matches
Jordan Veretout\Jordan-Veretout,fr FRA,MF,Saint-Étienne,23,1993,32.7,6,0,0,58,36,0,153,44,56,0,0,0,Matches
Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,23,1992,23.9,6,0,0,39,79,1,7,25,70,0,0,0,Matches
Du_an Ve_kovac\Dusan-Veskovac,rs SRB,DF,Toulouse,30,1986,1,0,0,0,3,2,0,0,4,1,0,0,0,Matches
Thomas Vincensini\Thomas-Vincensini,fr FRA,GK,Bastia,22,1993,3,0,0,0,0,2,0,0,0,0,0,0,0,Matches
Thibaut Vion\Thibaut-Vion,fr FRA,FWMF,Metz,22,1993,5.9,2,0,0,9,9,3,12,2,0,0,0,0,Matches
Oswaldo Vizcarrondo\Oswaldo-Vizcarrondo,ve VEN,DF,Nantes,32,1984,15.7,10,0,0,24,8,0,0,19,19,0,3,0,Matches
Alhassan Wakaso\Alhassan-Wakaso,gh GHA,MF,Lorient,24,1992,7.6,2,0,0,12,9,0,3,15,17,0,0,0,Matches
Anthony Walongwa\Anthony-Walongwa,cd COD,DF,Nantes,22,1993,2.8,1,0,0,6,3,0,0,6,5,0,0,0,Matches
Rémi Walter\Remi-Walter,fr FRA,MF,Nice,21,1995,15.7,0,0,0,12,17,3,8,14,26,0,0,0,Matches
Yoane Wissa\Yoane-Wissa,cd COD,FWMF,Angers,19,1996,0.3,0,0,0,2,0,0,1,0,0,0,0,0,Matches
Xeka\Xeka,pt POR,MF,Lille,21,1994,12.4,2,0,0,18,19,1,2,19,14,0,0,0,Matches
Steeve Yago\Steeve-Yago,bf BFA,DF,Toulouse,23,1992,20.7,13,0,0,35,25,0,12,51,38,1,1,0,Matches
Alaeddine Yahia\Alaeddine-Yahia,tn TUN,DF,Caen,34,1981,28.3,7,0,0,33,38,3,5,60,33,0,0,1,Matches
Mapou Yanga-Mbiwa\Mapou-Yanga-Mbiwa,fr FRA,DF,Lyon,27,1989,23.7,7,0,0,28,17,0,1,46,24,0,0,0,Matches
Zaydou Youssouf\Zaydou-Youssouf,fr FRA,MF,Bordeaux,17,1999,0.8,0,0,0,2,0,0,0,0,2,0,0,0,Matches
Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Marseille,20,1995,21.9,3,0,0,40,28,2,7,57,38,0,0,0,Matches
Mehdi Zeffane\Mehdi-Zeffane,dz ALG,MF,Rennes,24,1992,0.8,0,0,0,0,0,1,4,0,0,0,0,0,Matches
