Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Mandela Egbo\Mandela-Egbo,eng ENG,MF,M'Gladbach,19,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,Matches
Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,19,1998,1.1,0,0,0,0,2,1,1,1,0,0,0,0,8,2,5,28.6,Matches
Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,20,1996,29.9,3,0,0,48,45,2,20,21,38,0,0,0,302,60,50,54.5,Matches
Albin Ekdal\Albin-Ekdal,se SWE,MF,Hamburger SV,28,1989,12.3,3,0,0,14,33,2,2,13,25,0,0,0,186,27,29,48.2,Matches
Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,23,1994,8.6,1,0,0,9,3,0,3,9,14,0,0,0,82,18,15,54.5,Matches
Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,20,1996,32.4,6,0,0,19,30,1,25,30,30,1,0,0,335,78,48,61.9,Matches
Breel Embolo\Breel-Embolo,ch SUI,FWMF,Schalke 04,20,1997,10.2,4,0,0,42,31,11,6,3,14,2,0,0,58,10,38,20.8,Matches
Michael Esser\Michael-Esser,de GER,GK,Hannover 96,29,1987,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,,Matches
Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,27,1990,6.9,0,0,0,15,13,7,13,7,10,0,0,0,45,6,8,42.9,Matches
Franck Evina\Franck-Evina,cm CMR,FW,Bayern Munich,17,2000,1.2,0,0,0,1,1,0,4,0,2,0,0,0,6,3,1,75,Matches
Marco Fabián\Marco-Fabian,mx MEX,FWMF,Eint Frankfurt,28,1989,4.7,0,0,0,10,8,2,2,1,4,0,0,0,36,6,15,28.6,Matches
