Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,28,1988,33.5,1,0,0,0,11,0,0,0,1,0,0,0,119,0,1,0,Matches
Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,25,1992,24.6,10,1,0,39,26,0,9,42,28,0,0,0,313,62,31,66.7,Matches
Felipe\Felipe,br BRA,DF,Hannover 96,30,1987,5.1,0,0,0,9,8,0,1,7,4,0,0,0,72,8,3,72.7,Matches
Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,19,1997,17.3,2,1,1,18,11,1,1,18,18,0,0,0,188,30,19,61.2,Matches
Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,30,1986,11.5,4,0,0,34,1,0,1,9,31,0,0,0,129,7,13,35,Matches
Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,28,1989,20.2,2,0,0,29,16,12,12,12,9,1,0,0,83,16,53,23.2,Matches
Viktor Fischer\Viktor-Fischer,dk DEN,FWMF,Mainz 05,23,1994,3.7,1,0,0,4,2,3,3,1,3,0,0,0,20,1,7,12.5,Matches
Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,25,1991,15.2,0,1,0,16,23,1,22,9,8,0,0,0,88,6,11,35.3,Matches
Iver Fossum\Iver-Fossum,no NOR,MF,Hannover 96,21,1996,14.5,0,0,0,13,8,0,19,13,13,0,0,0,162,21,25,45.7,Matches
Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,21,1995,7.7,3,0,0,8,10,0,24,10,9,0,0,0,62,11,10,52.4,Matches
Mike Frantz\Mike-Frantz,de GER,MF,Freiburg,30,1986,11.6,0,0,0,20,17,0,7,9,15,0,0,0,87,21,13,61.8,Matches
Fabian Frei\Fabian-Frei,ch SUI,MF,Mainz 05,28,1989,8.9,1,0,0,12,8,0,0,11,10,0,0,0,101,7,6,53.8,Matches
Marco Friedl\Marco-Friedl,at AUT,DF,Bayern Munich,19,1998,0.5,0,0,0,0,1,0,4,0,0,0,0,0,8,1,0,100,Matches
Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,19,1998,6.7,0,0,0,5,8,0,9,8,5,0,0,0,63,8,7,53.3,Matches
Chris Führich\Chris-Fuhrich,de GER,MFFW,Köln,19,1998,1.1,0,0,0,0,1,0,0,0,2,0,0,0,9,2,1,66.7,Matches
Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,24,1993,26.5,2,0,0,60,46,10,25,8,8,0,0,0,99,131,136,49.1,Matches
Mijat Ga?inovi?\Mijat-Gacinovic,rs SRB,MF,Eint Frankfurt,22,1995,20.2,4,0,0,25,37,2,20,30,24,1,0,0,220,11,20,35.5,Matches
Ulisses Garcia\Ulisses-Garcia,ch SUI,DF,Werder Bremen,21,1996,1,0,0,0,4,1,0,0,0,2,0,0,0,5,2,1,66.7,Matches
Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MFDF,Mainz 05,21,1995,28.8,4,0,0,44,37,0,4,34,53,0,0,0,406,54,29,65.1,Matches
Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DFMF,Werder Bremen,30,1986,31.4,4,0,0,44,38,2,24,39,28,0,0,0,303,97,67,59.1,Matches
Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,19,1998,17.6,9,0,0,53,24,0,9,23,34,0,0,0,189,6,18,25,Matches
Christian Gentner\Christian-Gentner,de GER,MF,Stuttgart,31,1985,26.8,3,0,0,56,40,4,39,38,55,0,0,0,267,17,41,29.3,Matches
Yannick Gerhardt\Yannick-Gerhardt,de GER,DFMF,Wolfsburg,23,1994,13.6,1,0,0,10,16,4,23,10,20,1,0,0,142,15,21,41.7,Matches
Rafa? Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Freiburg,29,1987,1.7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,Matches
Daniel Ginczek\Daniel-Ginczek,de GER,FWMF,Stuttgart,26,1991,16.9,3,0,0,32,19,8,6,7,4,0,0,0,82,43,82,34.4,Matches
Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,23,1994,34,2,0,0,9,39,1,6,22,26,0,0,0,318,88,46,65.7,Matches
Serge Gnabry\Serge-Gnabry,de GER,FWDF,Hoffenheim,22,1995,16.7,0,0,0,20,16,13,27,10,23,2,0,0,106,10,28,26.3,Matches
Mario Gómez\Mario-Gomez,de GER,FW,Stuttgart,32,1985,15.4,3,0,0,23,26,5,11,1,11,0,0,0,63,68,67,50.4,Matches
Mario Gómez\Mario-Gomez,de GER,FW,Wolfsburg,32,1985,10.4,0,0,0,10,6,5,5,1,7,1,0,0,32,38,33,53.5,Matches
Sergio Gómez\Sergio-Gomez,es ESP,MF,Dortmund,16,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Jérôme Gondorf\Jerome-Gondorf,de GER,MFFW,Werder Bremen,29,1988,8.9,4,0,0,21,24,5,12,6,8,0,0,0,57,14,19,42.4,Matches
Leon Goretzka\Leon-Goretzka,de GER,MF,Schalke 04,22,1995,22,3,0,0,34,55,3,22,24,30,1,0,0,225,25,28,47.2,Matches
Mario Götze\Mario-Gotze,de GER,MF,Dortmund,25,1992,17.8,1,0,0,25,29,5,26,5,38,0,0,0,174,7,20,25.9,Matches
Mohamed Gouaida\Mohamed-Gouaida,tn TUN,MF,Hamburger SV,24,1993,0.6,0,0,0,0,2,1,1,1,1,0,0,0,5,1,2,33.3,Matches
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,26,1991,26.5,4,0,0,31,9,5,7,40,31,0,0,0,321,46,48,48.9,Matches
Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,23,1994,28.1,3,0,0,22,35,11,12,12,15,2,0,0,180,80,92,46.5,Matches
Anto Grgi?\Anto-Grgic,ch SUI,MF,Stuttgart,20,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,M'Gladbach,24,1993,8.7,0,0,0,2,7,3,22,6,4,1,0,0,82,5,6,45.5,Matches
Florian Grillitsch\Florian-Grillitsch,at AUT,MF,Hoffenheim,21,1995,21,5,0,0,29,43,0,9,28,47,0,0,0,289,30,37,44.8,Matches
Karim Guédé\Karim-Guede,sk SVK,FW,Freiburg,32,1985,0.7,0,0,0,1,2,0,0,0,1,0,0,0,1,0,2,0,Matches
Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DFMF,Dortmund,23,1993,6.1,0,0,0,2,8,0,12,7,5,0,0,0,50,1,9,10,Matches
Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MF,Wolfsburg,26,1990,26.7,7,1,1,43,22,4,10,47,49,0,2,1,336,46,21,68.7,Matches
Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,Köln,21,1996,9.5,2,0,0,19,32,9,1,0,4,1,1,0,39,40,40,50,Matches
Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,27,1990,33,1,0,0,0,2,0,1,1,0,0,0,0,170,0,0,,Matches
Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,26,1991,17,1,0,0,6,8,0,4,7,10,0,1,0,164,53,27,66.3,Matches
Christian Günter\Christian-Gunter,de GER,DFMF,Freiburg,24,1993,34,2,0,0,24,26,0,98,11,28,1,0,0,261,13,27,32.5,Matches
Jonathan de Guzmán\Jonathan-de-Guzman,nl NED,MF,Eint Frankfurt,29,1987,12.1,2,0,0,16,13,0,16,10,15,0,0,0,147,11,7,61.1,Matches
Janik Haberer\Janik-Haberer,de GER,MFFW,Freiburg,23,1994,30.5,9,0,0,72,68,6,21,23,35,0,0,0,271,54,85,38.8,Matches
Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,23,1993,14.3,2,0,0,10,19,1,4,14,33,0,0,0,164,77,28,73.3,Matches
Robin Hack\Robin-Hack,de GER,FWDF,Hoffenheim,18,1998,0.8,0,0,0,1,3,1,1,0,1,0,0,0,5,1,1,50,Matches
André Hahn\Andre-Hahn,de GER,FWMF,Hamburger SV,26,1990,15.1,0,0,0,38,18,13,28,4,11,0,0,0,90,53,66,44.5,Matches
Izet Hajrovi?\Izet-Hajrovic,ba BIH,MFFW,Werder Bremen,25,1991,2.1,3,0,0,6,3,0,5,1,2,0,0,0,19,2,4,33.3,Matches
Sébastien Haller\Sebastien-Haller,ci CIV,FW,Eint Frankfurt,23,1994,26.1,2,0,0,55,52,21,16,6,18,0,0,0,130,103,106,49.3,Matches
Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,25,1991,13.1,3,0,0,10,11,0,21,14,11,0,0,0,186,42,19,68.9,Matches
Tim Handwerker\Tim-Handwerker,de GER,DFMF,Köln,19,1998,4.4,0,0,0,1,5,1,18,4,6,0,0,0,30,2,7,22.2,Matches
Genki Haraguchi\Genki-Haraguchi,jp JPN,MFFW,Hertha BSC,26,1991,2.3,2,1,0,6,4,0,1,2,6,0,0,0,13,3,1,75,Matches
Amine Harit\Amine-Harit,ma MAR,MFFW,Schalke 04,20,1997,22.7,3,0,0,19,94,8,30,17,19,3,0,0,181,9,12,42.9,Matches
Martin Harnik\Martin-Harnik,at AUT,FWMF,Hannover 96,30,1987,21,2,0,0,40,23,10,17,3,5,0,1,0,133,52,52,50,Matches
Makoto Hasebe\Makoto-Hasebe,jp JPN,DFMF,Eint Frankfurt,33,1984,23.2,3,1,0,16,28,0,1,16,19,0,2,0,289,17,24,41.5,Matches
Kai Havertz\Kai-Havertz,de GER,MFFW,Leverkusen,18,1999,23.8,3,0,0,30,47,5,26,16,21,1,0,0,205,70,83,45.8,Matches
Thorgan Hazard\Thorgan-Hazard,be BEL,MFFW,M'Gladbach,24,1993,32.7,1,0,0,25,55,21,73,20,33,1,0,0,248,34,59,36.6,Matches
Jonas Hector\Jonas-Hector,de GER,DFMF,Köln,27,1990,19.5,4,0,0,20,30,0,27,24,27,0,1,0,237,53,37,58.9,Matches
Dominique Heintz\Dominique-Heintz,de GER,DF,Köln,23,1993,31,3,0,0,25,18,0,11,31,35,0,0,0,325,47,38,55.3,Matches
Marcel Heller\Marcel-Heller,de GER,FWMF,Augsburg,31,1986,14.4,1,1,0,22,16,11,53,10,24,1,0,0,98,6,12,33.3,Matches
Benjamin Henrichs\Benjamin-Henrichs,de GER,DF,Leverkusen,20,1997,14.1,1,1,0,16,22,2,37,19,22,0,0,0,186,20,19,51.3,Matches
Patrick Herrmann\Patrick-Herrmann,de GER,MFDF,M'Gladbach,26,1991,12.5,0,0,0,21,14,8,35,13,15,0,0,0,83,12,17,41.4,Matches
Kaylen Hinds\Kaylen-Hinds,eng ENG,MFFW,Wolfsburg,19,1998,1,0,0,0,0,1,1,1,1,1,0,0,0,5,0,2,0,Matches
Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Augsburg,24,1992,29.5,3,0,0,27,23,0,4,34,40,0,0,0,335,63,36,63.6,Matches
Marwin Hitz\Marwin-Hitz,ch SUI,GK,Augsburg,29,1987,32,2,0,0,2,5,0,0,0,0,0,1,0,176,0,0,,Matches
Nicolas Höfler\Nicolas-Hofler,de GER,MF,Freiburg,27,1990,25.1,7,1,1,43,55,0,2,30,23,1,1,0,317,44,28,61.1,Matches
Jonas Hofmann\Jonas-Hofmann,de GER,MFFW,M'Gladbach,25,1992,11.5,0,0,0,8,18,3,14,11,13,1,1,0,98,3,18,14.3,Matches
Marco Höger\Marco-Hoger,de GER,MF,Köln,27,1989,18.6,4,0,0,35,33,0,5,23,37,0,1,0,275,51,42,54.8,Matches
Lucas Höler\Lucas-Holer,de GER,MFFW,Freiburg,23,1994,10.1,0,0,0,20,24,2,7,3,12,0,0,0,66,24,22,52.2,Matches
Lewis Holtby\Lewis-Holtby,de GER,MFFW,Hamburger SV,26,1990,13.3,1,0,0,20,27,6,15,7,20,0,0,0,154,17,25,40.5,Matches
Gerrit Holtmann\Gerrit-Holtmann,de GER,DFFW,Mainz 05,22,1995,10,1,0,0,14,9,1,29,7,8,0,0,0,88,12,8,60,Matches
Jannes Horn\Jannes-Horn,de GER,DF,Köln,20,1997,9.2,0,0,0,5,14,0,16,8,7,0,0,0,93,6,9,40,Matches
Timo Horn\Timo-Horn,de GER,GK,Köln,24,1993,34,0,0,0,1,7,0,0,0,0,0,1,0,168,0,0,,Matches
Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,Eint Frankfurt,27,1989,34,1,0,0,0,3,0,0,0,0,0,0,0,240,0,0,,Matches
Branimir Hrgota\Branimir-Hrgota,se SWE,FWMF,Eint Frankfurt,24,1993,2.2,1,0,0,6,3,3,0,1,4,0,0,0,14,2,11,15.4,Matches
Timo Hübers\Timo-Hubers,de GER,DF,Hannover 96,21,1996,5,2,0,0,9,9,1,0,9,12,0,0,0,55,19,9,67.9,Matches
Benjamin Hübner\Benjamin-Hubner,de GER,DF,Hoffenheim,28,1989,25.7,9,0,0,46,29,0,2,34,41,1,0,0,290,66,40,62.3,Matches
Florian Hübner\Florian-Hubner,de GER,DF,Hannover 96,26,1991,3.6,2,0,0,6,7,0,0,5,6,0,0,0,28,7,4,63.6,Matches
Mats Hummels\Mats-Hummels,de GER,DF,Bayern Munich,28,1988,24.6,3,0,0,18,6,1,3,32,39,0,0,0,360,68,35,66,Matches
Aaron Hunt\Aaron-Hunt,de GER,MFFW,Hamburger SV,30,1986,23.1,1,0,0,27,42,5,66,14,22,0,0,0,213,22,37,37.3,Matches
Vedad Ibiševi?\Vedad-Ibisevic,ba BIH,FW,Hertha BSC,32,1984,16.1,4,1,0,41,25,7,3,4,6,0,0,0,62,32,55,36.8,Matches
Stefan Ilsanker\Stefan-Ilsanker,at AUT,DFMF,RB Leipzig,28,1989,14.3,3,1,1,32,14,1,7,15,23,0,0,0,240,35,22,61.4,Matches
Emiliano Insúa\Emiliano-Insua,ar ARG,DF,Stuttgart,28,1989,23.4,2,0,0,22,22,5,69,28,33,0,0,0,218,24,24,50,Matches
Pablo Insua\Pablo-Insua,es ESP,DF,Schalke 04,23,1993,0.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,Matches
Alexander Isak\Alexander-Isak,se SWE,FWMF,Dortmund,17,1999,1.3,0,0,0,2,0,2,0,0,0,0,0,0,4,4,4,50,Matches
Tatsuya Ito\Tatsuya-Ito,jp JPN,MFFW,Hamburger SV,20,1997,11.2,1,0,0,15,28,1,37,4,6,1,0,0,58,1,15,6.3,Matches
Gian-Luca Itter\Gian-Luca-Itter,de GER,DF,Wolfsburg,18,1999,4.6,1,0,0,4,4,0,7,7,6,0,1,0,37,1,2,33.3,Matches
Koo Ja-cheol\Koo-Ja-cheol,kr KOR,MFFW,Augsburg,28,1989,22.7,2,0,0,34,54,7,5,28,30,0,1,0,205,43,50,46.2,Matches
Paul Jaeckel\Paul-Jaeckel,de GER,DF,Wolfsburg,19,1998,3,0,0,0,3,0,0,4,8,4,0,0,0,22,10,3,76.9,Matches
Kilian Jakob\Kilian-Jakob,de GER,FW,Augsburg,19,1998,0.6,0,0,,0,,,2,0,0,0,0,,5,2,1,66.7,Matches
Vasilije Janjicic\Vasilije-Janjicic,ch SUI,MF,Hamburger SV,18,1998,3.6,1,0,0,6,5,0,0,0,7,0,0,0,63,6,10,37.5,Matches
Christoph Janker\Christoph-Janker,de GER,DFMF,Augsburg,32,1985,0.9,0,0,0,1,0,0,0,1,2,0,1,0,5,2,5,28.6,Matches
Tony Jantschke\Tony-Jantschke,de GER,DF,M'Gladbach,27,1990,8.1,2,0,0,8,9,0,6,4,7,0,0,0,59,16,9,64,Matches
Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,32,1984,31,2,0,0,0,5,0,0,0,0,0,0,0,177,0,1,0,Matches
Bakery Jatta\Bakery-Jatta,gm GAM,MFFW,Hamburger SV,19,1998,3.3,1,0,0,8,7,1,4,2,8,0,0,0,32,10,11,47.6,Matches
Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,21,1995,6.7,1,0,0,7,6,1,5,5,6,0,0,0,61,13,15,46.4,Matches
Aron Jóhannsson\Aron-Johannsson,us USA,MFFW,Werder Bremen,26,1990,3.1,0,0,0,4,7,2,3,2,3,0,1,0,24,9,12,42.9,Matches
Fabian Johnson\Fabian-Johnson,us USA,MFFW,M'Gladbach,29,1987,5.2,0,0,0,2,5,1,4,2,4,0,0,0,25,2,5,28.6,Matches
Miloš Joji?\Milos-Jojic,rs SRB,MFFW,Köln,25,1992,16.2,3,0,0,26,24,1,32,15,23,0,0,0,176,15,18,45.5,Matches
Jonathas\Jonathas,br BRA,FW,Hannover 96,28,1989,7,2,0,0,18,11,12,5,0,2,0,0,0,26,24,31,43.6,Matches
Nigel de Jong\Nigel-de-Jong,nl NED,MF,Mainz 05,32,1984,8.2,2,0,0,11,12,0,1,11,13,0,1,0,94,8,5,61.5,Matches
Luka Jovi?\Luka-Jovic,rs SRB,FW,Eint Frankfurt,19,1997,10.4,2,0,0,21,10,7,7,3,3,0,0,0,44,16,45,26.2,Matches
Gideon Jung\Gideon-Jung,de GER,MFDF,Hamburger SV,22,1994,28.6,7,1,0,60,53,2,5,28,31,0,0,0,322,42,38,52.5,Matches
Sebastian Jung\Sebastian-Jung,de GER,DF,Wolfsburg,27,1990,0.9,1,0,0,1,1,0,0,0,1,0,0,0,6,0,0,,Matches
Zlatko Junuzovi?\Zlatko-Junuzovic,at AUT,MFFW,Werder Bremen,29,1987,18.1,2,0,0,26,27,5,38,13,22,0,0,0,137,12,19,38.7,Matches
Gojko Ka?ar\Gojko-Kacar,rs SRB,DF,Augsburg,30,1987,2.5,1,0,0,1,1,0,0,4,3,0,0,0,28,6,7,46.2,Matches
Pavel Kade?ábek\Pavel-Kaderabek,cz CZE,DFMF,Hoffenheim,25,1992,24.4,5,0,0,35,22,1,66,19,22,0,0,0,173,46,38,54.8,Matches
Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,Dortmund,28,1989,13,0,0,0,9,17,1,15,4,18,1,0,0,91,1,11,8.3,Matches
Florian Kainz\Florian-Kainz,at AUT,MFFW,Werder Bremen,24,1992,19,5,0,0,35,29,3,60,11,14,0,0,0,141,14,14,50,Matches
Dominik Kaiser\Dominik-Kaiser,de GER,MFDF,RB Leipzig,28,1988,3.1,0,0,0,4,7,0,8,1,2,0,0,0,26,3,6,33.3,Matches
Salomon Kalou\Salomon-Kalou,ci CIV,FWMF,Hertha BSC,31,1985,24.5,0,0,0,22,33,11,15,13,11,0,0,0,153,35,55,38.9,Matches
Daichi Kamada\Daichi-Kamada,jp JPN,FWMF,Eint Frankfurt,20,1996,1.6,0,0,0,2,2,3,0,1,0,0,0,0,6,1,4,20,Matches
Marcin Kami?ski\Marcin-Kaminski,pl POL,DF,Stuttgart,25,1992,12.6,0,0,0,7,1,0,5,12,9,0,0,0,160,25,16,61,Matches
Kevin Kampl\Kevin-Kampl,si SVN,MF,Leverkusen,26,1990,0.3,0,0,0,0,0,0,1,0,1,0,0,0,6,0,1,0,Matches
Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,26,1990,22.4,3,0,0,30,21,7,29,22,29,0,0,0,226,6,18,25,Matches
Bartosz Kapustka\Bartosz-Kapustka,pl POL,FWMF,Freiburg,20,1996,2.6,0,0,0,4,3,2,5,2,4,0,0,0,18,1,7,12.5,Matches
Kenan Karaman\Kenan-Karaman,tr TUR,MFFW,Hannover 96,23,1994,9.5,2,0,0,11,18,0,11,4,6,0,0,0,72,16,15,51.6,Matches
Florian Kath\Florian-Kath,de GER,FWMF,Freiburg,22,1994,7.5,3,0,0,21,32,0,11,4,8,0,0,0,50,14,16,46.7,Matches
Ole Käuper\Ole-Kauper,de GER,MF,Werder Bremen,20,1997,0.8,1,0,0,6,0,0,0,3,3,0,0,0,7,0,2,0,Matches
Thilo Kehrer\Thilo-Kehrer,de GER,DF,Schalke 04,20,1996,26.3,4,0,0,35,29,2,3,29,45,1,0,0,258,45,35,56.3,Matches
Naby Keïta\Naby-Keita,gn GUI,MF,RB Leipzig,22,1995,21.8,8,2,1,52,60,0,14,22,33,0,0,0,294,12,24,33.3,Matches
Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Freiburg,22,1995,10,1,0,0,7,6,0,0,10,5,0,1,0,117,26,18,59.1,Matches
Ryan Kent\Ryan-Kent,eng ENG,FWMF,Freiburg,20,1996,2.7,1,0,0,3,3,0,3,0,3,0,0,0,17,0,9,0,Matches
Rani Khedira\Rani-Khedira,de GER,MFDF,Augsburg,23,1994,25.3,8,0,0,48,31,1,6,25,31,0,0,0,300,63,48,56.8,Matches
Stefan Kießling\Stefan-Kiessling,de GER,FWDF,Leverkusen,33,1984,0.9,0,0,0,1,3,1,0,0,0,0,0,0,4,8,5,61.5,Matches
Joshua Kimmich\Joshua-Kimmich,de GER,DF,Bayern Munich,22,1995,25.9,1,0,0,17,52,2,107,17,20,1,1,0,253,16,18,47.1,Matches
Felix Klaus\Felix-Klaus,de GER,MFFW,Hannover 96,24,1992,22,5,0,0,28,60,6,34,8,28,4,0,0,177,22,40,35.5,Matches
Tim Kleindienst\Tim-Kleindienst,de GER,FW,Freiburg,21,1995,12.6,2,0,0,31,13,4,12,4,12,0,0,0,73,70,69,50.4,Matches
Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,21,1996,24.3,2,0,0,13,15,1,36,21,27,0,0,0,250,42,34,55.3,Matches
Lukas Klünter\Lukas-Klunter,de GER,DFFW,Köln,21,1996,14.8,6,0,0,22,18,5,40,9,12,0,1,0,123,15,12,55.6,Matches
Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,25,1992,23.4,2,0,0,18,12,1,0,17,12,1,1,1,298,69,24,74.2,Matches
Törles Knöll\Torles-Knoll,de GER,MF,Hamburger SV,19,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
Robin Koch\Robin-Koch,de GER,MFDF,Freiburg,21,1996,21.3,3,0,0,31,16,0,2,25,23,0,0,0,274,76,62,55.1,Matches
Kenan Kodro\Kenan-Kodro,ba BIH,FW,Mainz 05,23,1993,2.6,0,0,0,1,2,1,3,1,1,0,0,0,11,7,6,53.8,Matches
Dominik Kohr\Dominik-Kohr,de GER,MF,Leverkusen,23,1994,18.5,9,1,1,45,23,1,7,17,20,0,0,0,212,20,24,45.5,Matches
Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,18,1999,13.6,1,0,0,13,10,0,0,15,18,0,1,0,142,38,16,70.4,Matches
Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,Schalke 04,27,1989,17.4,1,0,0,23,22,4,63,1,6,1,0,0,77,8,17,32,Matches
Julian Korb\Julian-Korb,de GER,DF,Hannover 96,25,1992,26,8,0,0,41,17,2,48,17,24,0,0,0,250,12,23,34.3,Matches
Filip Kosti?\Filip-Kostic,rs SRB,FWMF,Hamburger SV,24,1992,27.1,2,0,0,35,40,8,80,11,23,0,1,0,214,42,53,44.2,Matches
Vincent Koziello\Vincent-Koziello,fr FRA,MF,Köln,21,1995,8.8,3,0,0,16,14,0,1,12,20,0,0,0,106,8,4,66.7,Matches
Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,29,1988,3,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,Matches
Andrej Kramari?\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,26,1991,24.8,1,0,0,10,28,15,66,8,3,0,0,0,128,7,16,30.4,Matches
Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,26,1991,23.9,5,0,0,45,27,0,6,21,63,0,1,0,259,15,18,45.5,Matches
Max Kruse\Max-Kruse,de GER,FW,Werder Bremen,29,1988,27.3,2,0,0,14,32,10,50,9,14,0,0,0,182,21,58,26.6,Matches
Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,24,1992,12.8,3,0,0,9,13,0,12,11,12,0,0,0,135,27,11,71.1,Matches
Filip Kusi?\Filip-Kusic,rs SRB,DF,Köln,21,1996,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
Konrad Laimer\Konrad-Laimer,at AUT,DFMF,RB Leipzig,20,1997,14.9,2,0,0,33,9,0,13,7,33,0,0,0,165,18,26,40.9,Matches
Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,29,1988,4.6,2,0,0,14,6,0,0,6,2,0,0,0,63,9,4,69.2,Matches
Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Hertha BSC,29,1988,10.6,2,0,0,9,15,1,0,19,8,0,0,0,105,20,6,76.9,Matches
Danny Latza\Danny-Latza,de GER,MF,Mainz 05,27,1989,26.1,7,0,0,53,69,1,16,29,30,0,0,0,337,45,47,48.9,Matches
Valentino Lazaro\Valentino-Lazaro,at AUT,MFFW,Hertha BSC,21,1996,20.7,4,0,0,18,15,5,44,12,24,0,0,0,138,21,44,32.3,Matches
Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,26,1991,20.6,3,0,0,41,47,1,29,21,25,0,0,0,184,83,54,60.6,Matches
Matthias Lehmann\Matthias-Lehmann,de GER,MF,Köln,34,1983,16.8,3,0,0,11,8,0,2,12,16,0,1,0,210,8,9,47.1,Matches
Bernd Leno\Bernd-Leno,de GER,GK,Leverkusen,25,1992,33,1,0,0,0,10,0,0,0,0,0,0,0,155,0,0,,Matches
Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,28,1988,24.1,1,0,0,37,37,26,12,6,2,2,0,0,80,38,36,51.4,Matches
Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,21,1996,9.6,2,0,0,9,7,0,0,5,2,0,0,0,108,6,7,46.2,Matches
Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,19,1997,6.4,1,0,0,12,14,1,6,3,3,0,0,0,59,3,6,33.3,Matches
Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,17,2000,2,0,0,,2,,,0,3,2,0,0,,21,3,4,42.9,Matches
Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,29,1988,17.6,3,0,0,19,34,0,2,23,25,0,1,0,245,36,27,57.1,Matches
Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,30,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,18,1999,13.6,1,0,0,4,10,0,6,13,18,1,0,0,181,10,20,33.3,Matches
Sebastian Maier\Sebastian-Maier,de GER,MF,Hannover 96,23,1993,2.9,0,0,0,5,1,0,4,4,5,0,1,0,42,3,5,37.5,Matches
Linton Maina\Linton-Maina,de GER,MF,Hannover 96,18,1999,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Yunus Mall?\Yunus-Malli,tr TUR,FWMF,Wolfsburg,25,1992,24.9,3,0,0,14,44,3,30,11,14,0,1,0,168,6,29,17.1,Matches
Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,19,1998,8.7,2,0,0,17,12,0,3,10,15,0,1,0,85,3,11,21.4,Matches
Dominic Maroh\Dominic-Maroh,si SVN,DF,Köln,30,1987,10.2,0,0,0,5,10,1,1,14,11,0,0,0,127,23,12,65.7,Matches
