Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,22,1994,22.9,4,0,0,28,26,0,2,66,43,0,1,0,Matches
Leighton Baines\Leighton-Baines,eng ENG,DFMF,Everton,31,1984,31.3,4,0,0,35,31,0,114,42,49,0,0,0,Matches
Patrick Bamford\Patrick-Bamford,eng ENG,FWMF,Burnley,22,1993,0.4,0,0,0,1,2,1,0,0,0,0,0,0,Matches
Patrick Bamford\Patrick-Bamford,eng ENG,FW,Middlesbrough,22,1993,3.2,1,0,0,8,9,1,4,4,5,0,0,0,Matches
Phil Bardsley\Phil-Bardsley,sco SCO,DF,Stoke City,31,1985,13,5,2,1,25,16,0,28,30,27,0,1,0,Matches
Ross Barkley\Ross-Barkley,eng ENG,MFFW,Everton,22,1993,32.2,5,0,0,49,38,8,114,13,26,0,0,0,Matches
Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,26,1989,19.7,7,2,1,54,75,21,9,5,18,1,0,0,Matches
Antonio Barragán\Antonio-Barragan,es ESP,DF,Middlesbrough,29,1987,24.4,5,0,0,26,20,1,72,61,54,0,0,0,Matches
Modou Barrow\Modou-Barrow,gm GAM,MFFW,Swansea City,23,1992,12.7,1,0,0,13,36,10,59,6,18,0,0,0,Matches
Gareth Barry\Gareth-Barry,eng ENG,MF,Everton,35,1981,23.4,10,0,0,47,25,2,20,39,49,0,0,0,Matches
Joey Barton\Joey-Barton,eng ENG,MF,Burnley,33,1982,12.3,4,0,0,20,17,0,11,27,35,0,0,0,Matches
Borja Bastón\Borja-Baston,es ESP,FW,Swansea City,23,1992,6.2,0,0,0,4,9,4,6,4,2,0,0,0,Matches
Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,22,1993,2.8,0,0,0,9,4,4,2,2,2,0,0,0,Matches
Asmir Begovi?\Asmir-Begovic,ba BIH,GK,Chelsea,29,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Valon Behrami\Valon-Behrami,ch SUI,MF,Watford,31,1985,22.6,7,0,0,29,40,0,3,34,56,0,0,0,Matches
Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,Arsenal,21,1995,27.8,4,0,0,20,15,0,69,39,22,0,0,0,Matches
Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,29,1987,10.2,4,0,0,15,3,0,0,27,15,0,1,0,Matches
Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,25,1990,34.8,10,0,0,81,51,37,1,7,6,3,0,0,Matches
Jonathan Benteke\Jonathan-Benteke,be BEL,FW,Crystal Palace,21,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saido Berahino\Saido-Berahino,bi BDI,FW,Stoke City,22,1993,8,0,0,0,11,1,6,1,1,6,0,0,0,Matches
Saido Berahino\Saido-Berahino,bi BDI,FW,West Brom,22,1993,2.7,1,0,0,9,5,2,0,0,2,0,0,0,Matches
Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,25,1990,11.1,1,0,0,3,9,1,71,20,17,0,1,0,Matches
Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,26,1989,27.9,3,0,0,24,36,2,98,48,26,0,1,0,Matches
Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,MFFW,Stoke City,28,1987,15.4,3,0,0,28,23,9,26,18,26,0,0,0,Matches
Daley Blind\Daley-Blind,nl NED,DF,Manchester Utd,26,1990,20.3,2,0,0,14,15,0,87,44,34,0,0,0,Matches
Yannick Bolasie\Yannick-Bolasie,cd COD,FWMF,Crystal Palace,27,1989,0.3,1,0,0,1,0,0,2,0,0,0,0,0,Matches
Yannick Bolasie\Yannick-Bolasie,cd COD,MFFW,Everton,27,1989,11.4,2,0,0,22,15,3,82,3,13,0,0,0,Matches
Wilfried Bony\Wilfried-Bony,ci CIV,FW,Stoke City,27,1988,7.6,1,0,0,11,13,2,1,3,3,0,0,0,Matches
Fabio Borini\Fabio-Borini,it ITA,FWMF,Sunderland,25,1991,19.3,5,0,0,28,43,0,37,23,16,0,0,0,Matches
Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,36,1980,35,2,0,0,0,6,0,0,1,0,0,0,0,Matches
Sofiane Boufal\Sofiane-Boufal,ma MAR,FWMF,Southampton,22,1993,12.3,5,0,0,25,22,1,35,7,26,0,0,0,Matches
Jarrod Bowen\Jarrod-Bowen,eng ENG,MF,Hull City,19,1996,2,0,0,0,3,8,0,0,1,1,0,0,0,Matches
George Boyd\George-Boyd,sco SCO,MF,Burnley,30,1985,31.5,3,0,0,32,29,8,42,35,68,0,0,0,Matches
Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,24,1992,8,1,0,0,8,16,0,63,12,14,0,0,0,Matches
Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,33,1983,21.9,0,0,0,0,3,0,0,0,0,0,0,0,Matches
Miguel Britos\Miguel-Britos,uy URU,DF,Watford,31,1985,25.4,8,4,2,36,24,2,13,52,33,0,1,0,Matches
Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,33,1982,12.9,3,0,0,6,9,0,0,24,15,0,0,0,Matches
Chris Brunt\Chris-Brunt,nir NIR,MFDF,West Brom,31,1984,27.5,5,0,0,17,10,2,174,33,27,0,0,0,Matches
Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,23,1993,5,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Sam Byram\Sam-Byram,eng ENG,DFMF,West Ham,22,1993,13.9,6,2,1,20,13,2,27,44,20,0,0,0,Matches
Willy Caballero\Willy-Caballero,ar ARG,GK,Manchester City,34,1981,16.1,0,0,0,0,2,0,0,0,1,0,0,0,Matches
Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,30,1986,23.6,7,0,0,31,21,2,109,72,39,0,0,0,Matches
Martín Cáceres\Martin-Caceres,uy URU,DF,Southampton,29,1987,1,0,0,0,0,0,0,0,1,1,0,0,0,Matches
Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,30,1985,36.6,5,0,0,34,25,2,1,48,41,0,1,1,Matches
Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,West Ham,22,1993,6,0,0,0,10,8,9,16,4,5,0,0,0,Matches
Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,MFFW,Everton,19,1997,3.9,1,0,0,4,7,1,0,3,4,0,0,0,Matches
Geoff Cameron\Geoff-Cameron,us USA,MFDF,Stoke City,31,1985,18.1,1,0,0,17,19,2,14,34,36,0,0,0,Matches
Fraizer Campbell\Fraizer-Campbell,eng ENG,FW,Crystal Palace,28,1987,1.8,0,0,0,2,3,0,2,1,1,0,0,0,Matches
Emre Can\Emre-Can,de GER,MF,Liverpool,22,1994,26.3,6,0,0,70,30,2,23,32,54,0,0,0,Matches
Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,28,1988,35.6,5,0,0,52,46,1,80,61,44,0,0,0,Matches
Baily Cargill\Baily-Cargill,eng ENG,DF,Bournemouth,21,1995,0.1,0,0,0,0,0,0,0,0,1,0,0,0,Matches
Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,35,1981,17.8,2,0,0,5,19,0,5,44,18,0,0,0,Matches
Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,27,1989,14.6,3,0,0,25,29,5,10,6,3,0,0,0,Matches
Tom Carroll\Tom-Carroll,eng ENG,MF,Tottenham,24,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,24,1992,15.4,1,0,0,13,10,0,38,18,27,0,0,0,Matches
Joel Castro Pereira\Joel-Castro-Pereira,pt POR,GK,Manchester Utd,20,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,27,1989,12.9,3,0,0,13,2,0,6,16,18,0,0,0,Matches
Lee Cattermole\Lee-Cattermole,eng ENG,MF,Sunderland,28,1988,7,4,0,0,12,9,0,3,22,8,0,0,0,Matches
Santi Cazorla\Santi-Cazorla,es ESP,MF,Arsenal,31,1984,6.9,2,0,0,4,2,1,39,8,2,0,0,0,Matches
Petr ?ech\Petr-Cech,cz CZE,GK,Arsenal,34,1982,34.4,2,0,0,0,2,0,0,1,0,0,2,1,Matches
Nacer Chadli\Nacer-Chadli,be BEL,MFFW,West Brom,26,1989,23.7,2,0,0,17,16,3,58,22,20,0,0,0,Matches
Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Chelsea,21,1994,1.9,2,0,0,2,1,0,0,2,4,0,0,0,Matches
Calum Chambers\Calum-Chambers,eng ENG,DF,Middlesbrough,21,1995,24,4,0,0,23,11,1,22,50,38,0,1,0,Matches
Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,21,1995,1,0,0,0,0,2,0,0,1,1,0,0,0,Matches
Ben Chilwell\Ben-Chilwell,eng ENG,DFMF,Leicester City,19,1996,7.8,2,0,0,7,15,1,18,27,15,0,0,0,Matches
Lee Chung-yong\Lee-Chung-yong,kr KOR,MF,Crystal Palace,28,1988,5.2,0,0,0,5,11,0,14,4,14,0,0,0,Matches
Jordy Clasie\Jordy-Clasie,nl NED,MF,Southampton,25,1991,11.3,3,0,0,15,6,0,9,15,9,0,1,0,Matches
Adam Clayton\Adam-Clayton,eng ENG,MF,Middlesbrough,27,1989,31.2,10,0,0,52,44,0,24,68,54,0,0,0,Matches
Tom Cleverley\Tom-Cleverley,eng ENG,MF,Everton,26,1989,4.5,1,0,0,7,2,0,3,11,10,0,0,0,Matches
Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,26,1989,16,3,0,0,16,10,0,59,19,20,0,0,0,Matches
Gaël Clichy\Gael-Clichy,fr FRA,DF,Manchester City,31,1985,23.6,2,0,0,12,8,1,26,53,34,0,2,0,Matches
Sam Clucas\Sam-Clucas,eng ENG,MF,Hull City,25,1990,35.4,9,1,0,22,27,1,64,52,60,0,1,0,Matches
Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,25,1991,36.9,0,0,0,15,20,1,95,46,66,0,0,0,Matches
Séamus Coleman\Seamus-Coleman,ie IRL,DFMF,Everton,27,1988,25.7,3,0,0,18,26,4,89,28,45,0,0,0,Matches
James Collins\James-Collins,wal WAL,DF,West Ham,32,1983,18.4,3,0,0,7,7,1,0,37,18,0,0,0,Matches
Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,19,1997,4.8,1,0,0,3,3,0,2,7,9,0,0,0,Matches
Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,25,1991,38,5,0,0,16,16,0,12,83,33,0,0,0,Matches
Francis Coquelin\Francis-Coquelin,fr FRA,MF,Arsenal,25,1991,19.8,5,0,0,33,40,0,5,52,44,0,1,0,Matches
Jack Cork\Jack-Cork,eng ENG,MF,Swansea City,27,1989,24.8,7,0,0,24,32,1,21,57,46,0,0,2,Matches
Diego Costa\Diego-Costa,es ESP,FW,Chelsea,27,1988,34.2,10,0,0,42,92,26,9,9,11,1,0,0,Matches
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,24,1992,36,1,0,0,0,2,0,0,0,0,0,1,0,Matches
Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Liverpool,24,1992,24.7,2,0,0,18,36,5,126,18,25,0,0,0,Matches
Aaron Cresswell\Aaron-Cresswell,eng ENG,DFMF,West Ham,26,1989,23.5,3,2,1,11,8,4,97,25,16,0,0,0,Matches
Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,35,1981,14.9,3,0,0,26,18,7,0,3,4,0,0,0,Matches
Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,29,1986,34,1,0,0,12,27,0,87,51,40,1,1,0,Matches
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,29,1987,20,2,0,0,13,13,0,3,32,11,0,1,0,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,26,1989,14.8,3,0,0,19,15,1,19,38,28,0,0,0,Matches
Ben Davies\Ben-Davies,wal WAL,DFMF,Tottenham,23,1993,19.3,1,0,0,13,26,2,75,12,30,0,0,0,Matches
Curtis Davies\Curtis-Davies,eng ENG,DF,Hull City,31,1985,23.7,4,0,0,12,22,0,5,92,25,0,1,1,Matches
Tom Davies\Tom-Davies,eng ENG,MF,Everton,18,1998,17.2,4,0,0,25,37,4,11,20,26,0,0,0,Matches
Steven Davis\Steven-Davis,nir NIR,MF,Southampton,31,1985,29.4,3,0,0,18,13,1,71,26,41,0,1,0,Matches
Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,26,1990,36.4,10,0,0,55,37,2,85,61,46,0,0,0,Matches
Michael Dawson\Michael-Dawson,eng ENG,DF,Hull City,32,1983,19.1,4,0,0,13,6,1,0,29,12,0,1,1,Matches
Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,25,1991,32,4,0,0,37,40,3,276,24,35,1,0,0,Matches
Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Arsenal,31,1985,0.2,0,0,0,0,0,0,0,1,0,0,0,0,Matches
Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,28,1988,32.7,7,0,0,42,28,20,16,18,16,0,0,1,Matches
Jermain Defoe\Jermain-Defoe,eng ENG,FW,Sunderland,33,1982,36.9,1,0,0,25,30,36,19,4,14,1,0,0,Matches
Steven Defour\Steven-Defour,be BEL,MF,Burnley,28,1988,11.9,1,0,0,14,8,2,70,33,16,0,0,0,Matches
Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,35,1981,22.4,8,0,0,25,14,1,5,43,22,0,1,0,Matches
Fabian Delph\Fabian-Delph,eng ENG,MF,Manchester City,26,1989,2.5,1,0,0,6,5,0,1,7,4,0,0,0,Matches
Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,29,1987,22.8,5,0,0,43,21,0,3,26,55,1,0,0,Matches
Jason Denayer\Jason-Denayer,be BEL,MFDF,Sunderland,21,1995,20.9,2,0,0,18,9,1,10,36,26,0,1,1,Matches
Memphis Depay\Memphis-Depay,nl NED,FWMF,Manchester Utd,22,1994,0.3,1,0,0,1,0,1,4,0,1,0,0,0,Matches
Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,23,1992,7.4,1,0,0,13,9,0,0,19,8,0,1,0,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Everton,22,1994,5.1,1,0,0,2,3,10,37,4,5,0,0,0,Matches
Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,22,1994,33.8,6,0,0,25,19,3,20,37,34,0,0,0,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,25,1991,20.6,4,2,1,18,17,0,1,54,30,0,0,0,Matches
Adama Diomande\Adama-Diomande,no NOR,FWMF,Hull City,26,1990,13,1,0,0,20,16,10,4,8,22,0,0,0,Matches
Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Sunderland,27,1988,17.5,5,2,1,22,16,2,5,54,18,0,0,0,Matches
Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,23,1993,15.1,4,0,0,12,5,0,6,22,13,0,0,0,Matches
Stewart Downing\Stewart-Downing,eng ENG,MFFW,Middlesbrough,32,1984,24.6,1,0,0,9,14,6,165,34,20,0,0,0,Matches
Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Leicester City,26,1990,27.4,6,0,0,46,10,1,28,42,58,0,0,0,Matches
Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,28,1987,2.4,0,0,0,4,7,0,6,3,4,0,0,0,Matches
Ovie Ejaria\Ovie-Ejaria,eng ENG,MF,Liverpool,18,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Omar Elabdellaoui\Omar-Elabdellaoui,no NOR,DFMF,Hull City,24,1991,6.8,0,0,0,2,3,0,15,10,4,0,0,0,Matches
Andrew Eleftheriou\Andrew-Eleftheriou,eng ENG,DF,Watford,18,1997,0.6,0,0,0,0,0,0,1,2,1,0,0,0,Matches
Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DFMF,Hull City,28,1987,28,3,1,0,22,15,1,124,51,36,0,1,1,Matches
Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,24,1992,7.7,1,0,0,10,5,0,8,8,14,0,0,0,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MF,Tottenham,24,1992,35.1,0,0,0,20,27,2,246,25,35,0,0,0,Matches
Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Middlesbrough,27,1989,10.8,2,0,0,17,7,1,2,21,17,0,1,0,Matches
Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,28,1988,29.3,8,0,0,30,27,0,9,82,26,0,0,0,Matches
?ukasz Fabia?ski\Lukasz-Fabianski,pl POL,GK,Swansea City,31,1985,37,1,0,0,0,4,0,0,1,2,0,1,0,Matches
Fábio\Fabio,br BRA,DF,Middlesbrough,26,1990,20.5,8,0,0,29,21,4,71,37,51,0,0,0,Matches
Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,29,1987,14.9,8,0,0,23,18,0,85,14,27,0,0,0,Matches
Adam Federici\Adam-Federici,au AUS,GK,Bournemouth,31,1985,2,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Sofiane Feghouli\Sofiane-Feghouli,dz ALG,MFFW,West Ham,26,1989,11.6,1,1,0,11,18,2,64,14,13,0,1,0,Matches
Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,28,1987,17.8,9,1,0,41,20,3,4,30,41,0,2,0,Matches
Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,26,1990,26.7,9,0,0,48,50,1,15,23,41,0,0,0,Matches
Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MF,West Ham,20,1996,11.1,4,0,0,16,7,1,11,20,14,0,0,0,Matches
Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,27,1989,27,7,0,0,26,16,0,5,50,30,0,2,0,Matches
Fernandinho\Fernandinho,br BRA,MFDF,Manchester City,31,1985,30.6,4,2,0,48,36,2,24,65,55,0,2,0,Matches
Fernando\Fernando,br BRA,MFDF,Manchester City,29,1987,6.3,3,0,0,11,7,0,1,14,14,0,0,0,Matches
Sam Field\Sam-Field,eng ENG,MF,West Brom,18,1998,3.1,2,0,0,5,2,0,7,4,6,0,0,0,Matches
Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,24,1991,34,5,0,0,50,31,19,60,25,42,3,0,0,Matches
Viktor Fischer\Viktor-Fischer,dk DEN,FWMF,Middlesbrough,22,1994,4.9,0,0,0,1,7,3,16,1,4,0,0,0,Matches
Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Crystal Palace,32,1984,3,0,0,0,1,0,0,1,5,2,0,0,0,Matches
Jon Flanagan\Jon-Flanagan,eng ENG,DF,Burnley,23,1993,4,2,0,0,9,2,0,5,14,14,0,0,0,Matches
Ashley Fletcher\Ashley-Fletcher,eng ENG,FW,West Ham,20,1995,4.1,2,0,0,9,5,1,6,0,2,0,0,0,Matches
Darren Fletcher\Darren-Fletcher,sco SCO,MF,West Brom,32,1984,35.9,0,0,0,22,24,1,31,44,30,0,0,0,Matches
Michael Folivi\Michael-Folivi,eng ENG,FW,Watford,18,1998,0.1,0,0,0,1,0,0,0,0,0,0,0,0,Matches
José Fonte\Jose-Fonte,pt POR,DF,West Ham,32,1983,15.6,2,0,0,11,5,0,4,39,14,0,2,0,Matches
José Fonte\Jose-Fonte,pt POR,DF,Southampton,32,1983,17,2,0,0,17,12,0,3,37,20,0,2,0,Matches
Adam Forshaw\Adam-Forshaw,eng ENG,MF,Middlesbrough,24,1991,29.9,4,0,0,34,33,1,51,36,42,1,0,0,Matches
Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,28,1988,38,3,0,0,0,0,0,1,0,2,0,0,0,Matches
Ben Foster\Ben-Foster,eng ENG,GK,West Brom,33,1983,38,2,0,0,0,5,0,0,2,0,0,0,0,Matches
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,18,1998,1.1,0,0,0,3,0,0,0,2,4,0,0,0,Matches
Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,31,1985,32.7,4,1,0,27,20,0,67,56,51,0,2,0,Matches
Ryan Fraser\Ryan-Fraser,sco SCO,MF,Bournemouth,22,1994,19.6,3,0,0,18,64,2,127,13,13,5,0,0,Matches
George Friend\George-Friend,eng ENG,DF,Middlesbrough,28,1987,21.8,4,0,0,29,24,0,36,56,49,0,0,0,Matches
Zeki Fryers\Zeki-Fryers,eng ENG,DF,Crystal Palace,23,1992,2.1,0,0,0,4,2,0,9,2,1,0,0,0,Matches
Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,30,1986,34.5,10,0,0,29,10,1,96,68,76,0,0,0,Matches
Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,22,1994,7.7,2,0,0,10,11,1,5,7,20,0,0,0,Matches
Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Everton,25,1991,17.1,0,0,0,11,15,1,5,33,17,0,0,0,Matches
Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Southampton,24,1991,8,1,0,0,9,10,10,3,3,3,0,0,0,Matches
Brendan Galloway\Brendan-Galloway,eng ENG,DF,West Brom,20,1996,2.7,0,0,0,6,3,0,3,7,6,0,1,0,Matches
Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,26,1989,29.8,11,0,0,51,53,0,13,77,103,1,0,0,Matches
Aleix García\Aleix-Garcia,es ESP,MF,Manchester City,19,1997,0.9,0,0,0,0,4,0,1,4,2,0,0,0,Matches
Craig Gardner\Craig-Gardner,eng ENG,MF,West Brom,29,1986,2.4,1,0,0,8,2,0,12,2,3,0,0,0,Matches
David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,25,1990,35,2,0,0,0,2,0,0,0,0,0,0,0,Matches
Rudy Gestede\Rudy-Gestede,bj BEN,FW,Middlesbrough,27,1988,5.9,3,0,0,8,12,3,2,3,6,0,0,0,Matches
Kieran Gibbs\Kieran-Gibbs,eng ENG,MFDF,Arsenal,26,1989,7.8,3,0,0,11,1,0,31,10,7,0,0,0,Matches
Ben Gibson\Ben-Gibson,eng ENG,DF,Middlesbrough,23,1993,38,4,0,0,19,16,1,0,59,27,0,0,0,Matches
Darron Gibson\Darron-Gibson,ie IRL,MF,Sunderland,28,1987,7.1,4,0,0,12,0,0,12,13,11,0,0,0,Matches
Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,29,1986,13.4,2,0,0,21,12,12,3,7,9,1,0,0,Matches
Shay Given\Shay-Given,ie IRL,GK,Stoke City,40,1976,5,1,0,0,0,1,0,0,0,0,0,0,1,Matches
Evandro Goebel\Evandro-Goebel,br BRA,MF,Hull City,29,1986,6.4,1,0,0,14,20,0,18,3,14,0,0,0,Matches
Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,35,1981,37.1,1,0,0,0,4,0,0,3,0,0,1,1,Matches
Lynden Gooch\Lynden-Gooch,us USA,MF,Sunderland,20,1995,4.1,3,0,0,8,6,0,13,6,11,0,0,0,Matches
Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,26,1990,15.2,6,0,0,26,31,1,7,26,40,0,0,0,Matches
Lewis Grabban\Lewis-Grabban,eng ENG,FWMF,Bournemouth,28,1988,0.7,0,0,0,1,0,0,1,0,1,0,0,0,Matches
Max Gradel\Max-Gradel,ci CIV,FWMF,Bournemouth,28,1987,1.5,3,0,0,4,1,2,8,3,4,0,0,0,Matches
Lee Grant\Lee-Grant,eng ENG,GK,Stoke City,33,1983,28,1,0,0,0,2,0,0,1,1,0,0,0,Matches
Andre Gray\Andre-Gray,jm JAM,FW,Burnley,25,1991,25.1,2,0,0,17,17,36,28,5,4,0,0,0,Matches
Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,20,1996,11.7,2,0,0,12,14,2,82,11,14,1,0,0,Matches
Kamil Grosicki\Kamil-Grosicki,pl POL,MF,Hull City,28,1988,12.7,1,0,0,12,6,6,108,13,4,0,0,0,Matches
Marko Gruji?\Marko-Grujic,rs SRB,MF,Liverpool,20,1996,0.5,1,0,0,2,2,0,0,0,0,0,0,0,Matches
Adlène Guedioura\Adlene-Guedioura,dz ALG,MF,Watford,30,1985,8,2,0,0,21,8,1,27,10,17,0,0,0,Matches
Adlène Guedioura\Adlene-Guedioura,dz ALG,MF,Middlesbrough,30,1985,1.6,0,0,0,2,1,0,6,3,5,0,0,0,Matches
?lkay Gündo?an\Ilkay-Gundogan,de GER,MF,Manchester City,25,1990,7.8,0,0,0,2,10,0,7,9,9,0,0,0,Matches
Brad Guzan\Brad-Guzan,us USA,GK,Middlesbrough,31,1984,10,0,0,0,0,1,0,0,1,1,0,1,0,Matches
Josh Harrop\Josh-Harrop,eng ENG,FW,Manchester Utd,20,1995,1,0,0,0,4,1,0,4,0,3,0,0,0,Matches
Eden Hazard\Eden-Hazard,be BEL,FWMF,Chelsea,25,1991,33.1,3,0,0,19,101,8,87,28,14,1,0,0,Matches
Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,30,1986,35,1,0,0,0,1,0,0,2,2,0,0,0,Matches
Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,26,1990,23.5,8,0,0,28,17,0,65,47,64,0,0,0,Matches
Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Burnley,24,1992,29.9,6,1,0,42,37,4,17,44,15,0,0,0,Matches
Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,29,1987,29,1,0,0,0,3,0,0,1,2,0,0,0,Matches
Markus Henriksen\Markus-Henriksen,no NOR,MF,Hull City,24,1992,7.1,1,0,0,15,12,1,12,5,9,0,1,0,Matches
Abel Hernández\Abel-Hernandez,uy URU,FW,Hull City,25,1990,15.8,0,0,0,18,11,11,1,4,6,0,0,0,Matches
Luis Hernández\Luis-Hernandez,es ESP,DF,Leicester City,27,1989,3.6,1,0,0,5,1,0,10,9,5,0,0,0,Matches
Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,26,1989,27.4,6,2,1,48,45,0,50,86,63,0,0,0,Matches
Son Heung-min\Son-Heung-min,kr KOR,MFFW,Tottenham,24,1992,22.9,2,0,0,10,33,22,62,7,13,2,0,0,Matches
Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,20,1995,9,3,0,0,10,2,0,2,11,9,0,1,0,Matches
José Holebas\Jose-Holebas,gr GRE,DFMF,Watford,32,1984,32.3,14,0,0,43,24,1,166,58,47,0,0,0,Matches
Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,19,1996,15.2,2,0,0,13,16,0,52,22,33,0,0,0,Matches
George Honeyman\George-Honeyman,eng ENG,MF,Sunderland,21,1994,2.6,1,0,0,4,8,2,9,4,8,0,0,0,Matches
Tom Huddlestone\Tom-Huddlestone,eng ENG,MF,Hull City,29,1986,22.5,5,1,0,33,16,1,14,48,25,0,2,1,Matches
James Husband\James-Husband,eng ENG,DF,Middlesbrough,22,1994,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
