Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Marco Festa\Marco-Festa,it ITA,GK,Crotone,24,1992,2,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Riccardo Fiamozzi\Riccardo-Fiamozzi,it ITA,MF,Genoa,23,1993,1.2,0,0,0,1,1,0,6,2,1,0,0,0,Matches
Vincenzo Fiorillo\Vincenzo-Fiorillo,it ITA,GK,Pescara,26,1990,9,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Sergio Floccari\Sergio-Floccari,it ITA,FW,Bologna,34,1981,2.7,0,0,0,0,3,4,1,1,5,0,0,0,Matches
Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFMF,Roma,25,1991,8.3,3,0,0,9,12,0,47,19,12,0,1,0,Matches
Antonio Floro Flores\Antonio-Floro-Flores,it ITA,FW,Chievo,33,1983,6.1,0,0,0,6,18,9,4,2,8,0,0,0,Matches
Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,21,1995,20.2,3,0,0,25,15,2,18,32,19,0,1,0,Matches
Michele Fornasier\Michele-Fornasier,it ITA,DF,Pescara,22,1993,18,4,0,0,11,5,1,5,35,14,0,1,0,Matches
Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,24,1992,29,5,0,0,51,35,1,66,62,55,0,0,0,Matches
Nicolas Frey\Nicolas-Frey,fr FRA,DF,Chievo,32,1984,13.1,2,0,0,14,8,0,26,23,14,0,0,0,Matches
Andrea Fulignati\Andrea-Fulignati,it ITA,GK,Palermo,21,1994,9,0,0,0,0,3,0,0,0,0,0,0,0,Matches
Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Napoli,24,1991,5.7,0,1,0,6,8,6,2,3,1,0,0,0,Matches
Gabriel\Gabriel,br BRA,GK,Cagliari,23,1992,3,1,0,0,0,0,0,0,1,0,0,1,0,Matches
Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,22,1994,17.5,2,0,0,32,29,0,14,35,35,0,0,0,Matches
Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Atalanta,22,1994,8.6,5,0,0,22,16,0,6,19,16,0,0,0,Matches
Serge Gakpé\Serge-Gakpe,tg TOG,FW,Genoa,29,1987,3.5,1,0,0,7,5,1,9,3,2,0,0,0,Matches
Serge Gakpé\Serge-Gakpe,tg TOG,FW,Chievo,29,1987,2.8,1,0,0,1,10,4,3,1,1,1,0,0,Matches
Alessandro Gamberini\Alessandro-Gamberini,it ITA,DF,Chievo,34,1981,18.5,1,0,0,9,11,0,1,33,13,0,0,0,Matches
Daniele Gastaldello\Daniele-Gastaldello,it ITA,DF,Bologna,33,1983,21.3,12,3,1,31,21,3,3,59,34,0,1,0,Matches
Alessandro Gazzi\Alessandro-Gazzi,it ITA,MF,Palermo,33,1983,21.6,8,4,2,32,21,0,0,72,26,0,0,0,Matches
Marcello Gazzola\Marcello-Gazzola,it ITA,DF,Sassuolo,31,1985,15.2,3,0,0,17,5,0,52,23,21,0,0,0,Matches
Santiago Gentiletti\Santiago-Gentiletti,ar ARG,DF,Genoa,31,1985,13.5,2,2,1,19,4,0,9,18,15,0,1,0,Matches
Gerson\Gerson,br BRA,MF,Roma,19,1997,1.5,1,0,0,6,2,0,0,3,3,0,0,0,Matches
Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,25,1991,26.5,1,0,0,18,24,4,216,28,27,0,1,0,Matches
Emanuele Giaccherini\Emanuele-Giaccherini,it ITA,FW,Napoli,31,1985,3.3,0,0,0,3,7,1,11,3,0,0,0,0,Matches
Niccolò Giannetti\Niccolo-Giannetti,it ITA,FW,Cagliari,25,1991,2.8,0,0,0,7,10,2,2,0,1,0,0,0,Matches
Alberto Gilardino\Alberto-Gilardino,it ITA,FW,Pescara,34,1982,1.2,0,0,0,2,1,1,0,1,0,0,0,0,Matches
Alberto Gilardino\Alberto-Gilardino,it ITA,FW,Empoli,34,1982,6.7,2,0,0,18,12,12,1,2,1,0,0,0,Matches
Eddy Gnahoré\Eddy-Gnahore,fr FRA,MF,Crotone,22,1993,0.3,0,0,0,0,0,0,1,1,0,0,0,0,Matches
Assane Gnoukouri\Assane-Gnoukouri,ci CIV,MF,Inter,19,1996,1.6,0,0,0,7,0,0,3,4,2,0,0,0,Matches
Massimo Gobbi\Massimo-Gobbi,it ITA,DF,Chievo,35,1980,28.9,5,0,0,30,21,1,60,42,34,0,0,0,Matches
Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Palermo,22,1993,25.8,11,1,0,40,22,3,2,75,22,0,0,1,Matches
Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,21,1995,4,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Gustavo Gómez\Gustavo-Gomez,py PAR,DF,Milan,23,1993,12.1,4,0,0,10,7,0,3,26,13,0,0,0,Matches
Papu Gómez\Papu-Gomez,ar ARG,FWMF,Atalanta,28,1988,34.7,6,0,0,35,109,27,359,27,19,3,0,0,Matches
Giancarlo González\Giancarlo-Gonzalez,cr CRC,DF,Palermo,28,1988,18.5,8,3,1,18,5,2,1,46,21,0,1,0,Matches
Alberto Grassi\Alberto-Grassi,it ITA,MF,Atalanta,21,1995,7.8,2,0,0,16,20,4,9,11,13,0,0,0,Matches
Clément Grenier\Clement-Grenier,fr FRA,MF,Roma,25,1991,1.7,1,0,0,5,2,0,10,4,0,0,0,0,Matches
Samuel Gustafson\Samuel-Gustafson,se SWE,MF,Torino,21,1995,2.5,1,0,0,5,5,0,2,5,1,0,0,0,Matches
Jonathan de Guzmán\Jonathan-de-Guzman,nl NED,MF,Chievo,28,1987,15.2,3,0,0,14,12,1,38,8,8,0,0,0,Matches
Norbert Gyömbér\Norbert-Gyomber,sk SVK,DF,Pescara,24,1992,9.4,4,0,0,13,7,0,0,15,13,0,0,0,Matches
Ianis Hagi\Ianis-Hagi,ro ROU,FWMF,Fiorentina,17,1998,0.6,1,0,0,1,5,0,4,0,2,0,0,0,Matches
Emil Hallfreðsson\Emil-Hallfredsson,is ISL,MF,Udinese,32,1984,22,10,0,0,52,28,0,79,37,52,0,0,0,Matches
Marek Hamšík\Marek-Hamsik,sk SVK,MF,Napoli,29,1987,33.7,1,0,0,15,31,3,35,16,30,1,0,0,Matches
Samir Handanovi?\Samir-Handanovic,si SVN,GK,Inter,32,1984,37,4,0,0,0,3,0,0,3,2,0,0,1,Matches
Joe Hart\Joe-Hart,eng ENG,GK,Torino,29,1987,36,2,0,0,0,1,0,0,5,2,0,0,0,Matches
Hans Hateboer\Hans-Hateboer,nl NED,MF,Atalanta,22,1994,3.2,2,0,0,9,2,2,5,5,3,0,0,0,Matches
Filip Helander\Filip-Helander,se SWE,DF,Bologna,23,1993,9.3,3,0,0,8,4,0,1,14,11,0,0,0,Matches
Bruno Henrique\Bruno-Henrique,br BRA,MF,Palermo,26,1989,24.6,7,0,0,53,42,3,77,27,61,0,1,0,Matches
Hernanes\Hernanes,br BRA,MF,Juventus,31,1985,8,3,0,0,20,11,0,7,13,12,0,0,0,Matches
Përparim Hetemaj\Perparim-Hetemaj,fi FIN,MF,Chievo,29,1986,20.8,6,0,0,42,70,1,59,32,39,0,0,0,Matches
Thomas Heurtaux\Thomas-Heurtaux,fr FRA,DF,Udinese,28,1988,5.9,3,0,0,7,1,0,6,12,9,0,0,0,Matches
Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,Juventus,28,1987,33,1,0,0,36,37,30,27,8,17,0,0,0,Matches
Oscar Hiljemark\Oscar-Hiljemark,se SWE,MF,Genoa,24,1992,8.9,0,0,0,11,6,1,23,7,9,0,0,0,Matches
Oscar Hiljemark\Oscar-Hiljemark,se SWE,MF,Palermo,24,1992,11.8,1,0,0,13,7,2,23,14,11,0,0,0,Matches
Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Lazio,22,1994,20.9,5,0,0,33,9,2,4,30,23,0,1,1,Matches
Keisuke Honda\Keisuke-Honda,jp JPN,FW,Milan,30,1986,2.5,0,0,0,4,4,0,22,2,3,0,0,0,Matches
Elseid Hysaj\Elseid-Hysaj,al ALB,DF,Napoli,22,1994,33.7,8,0,0,28,30,5,81,37,54,0,1,1,Matches
Víctor Ibarbo\Victor-Ibarbo,co COL,FWMF,Cagliari,26,1990,0.4,0,0,0,0,3,1,0,1,0,0,0,0,Matches
Mauro Icardi\Mauro-Icardi,ar ARG,FW,Inter,23,1993,33.6,1,0,0,26,33,22,22,5,7,4,0,0,Matches
Pietro Iemmello\Pietro-Iemmello,it ITA,FW,Sassuolo,24,1992,5.7,1,0,0,10,6,3,3,1,0,0,0,0,Matches
Josip Ili?i?\Josip-Ilicic,si SVN,MFFW,Fiorentina,28,1988,20.8,2,0,0,21,59,7,135,13,14,0,0,0,Matches
Ciro Immobile\Ciro-Immobile,it ITA,FW,Lazio,26,1990,34.6,5,0,0,38,47,43,28,7,12,3,0,0,Matches
Roberto Inglese\Roberto-Inglese,it ITA,FW,Chievo,24,1991,21.8,0,0,0,41,37,23,21,2,19,2,0,0,Matches
Lorenzo Insigne\Lorenzo-Insigne,it ITA,FW,Napoli,25,1991,32.5,2,0,0,9,22,25,71,27,32,1,0,0,Matches
Artur Ioni??\Artur-Ionita,md MDA,MF,Cagliari,25,1990,14.5,5,0,0,34,14,2,13,20,25,1,1,0,Matches
Mauricio Isla\Mauricio-Isla,cl CHI,DFMF,Cagliari,28,1988,31.9,10,0,0,37,27,4,54,39,63,0,1,0,Matches
Juan Iturbe\Juan-Iturbe,py PAR,FWMF,Roma,23,1993,0.5,0,0,0,1,0,0,3,0,1,0,0,0,Matches
Juan Iturbe\Juan-Iturbe,py PAR,MFFW,Torino,23,1993,6.1,1,0,0,8,22,2,49,8,11,0,1,0,Matches
Armando Izzo\Armando-Izzo,it ITA,DF,Genoa,24,1992,28.7,5,0,0,33,43,2,22,77,44,0,0,2,Matches
Mato Jajalo\Mato-Jajalo,ba BIH,MF,Palermo,28,1988,20.6,5,0,0,31,18,0,25,36,35,0,0,0,Matches
Arnel Jakupovi?\Arnel-Jakupovic,at AUT,FW,Empoli,18,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lamin Jallow\Lamin-Jallow,gm GAM,FW,Chievo,22,1994,0.2,0,0,0,1,0,0,0,0,1,0,0,0,Matches
Jakub Jankto\Jakub-Jankto,cz CZE,MF,Udinese,20,1996,21.1,6,0,0,17,26,2,116,20,23,0,0,0,Matches
Juan Jesus\Juan-Jesus,br BRA,DF,Roma,25,1991,13.3,5,0,0,25,8,0,4,30,25,0,0,0,Matches
Jorginho\Jorginho,it ITA,MF,Napoli,24,1991,23.7,3,0,0,29,26,0,13,56,49,0,0,0,Matches
Stevan Joveti?\Stevan-Jovetic,me MNE,FWMF,Inter,26,1989,0.8,1,0,0,3,1,2,2,1,0,0,0,0,Matches
Mariano Julio Izco\Mariano-Julio-Izco,ar ARG,MFDF,Chievo,33,1983,13,1,0,0,26,8,0,34,15,30,0,1,0,Matches
Omar El Kaddouri\Omar-El-Kaddouri,ma MAR,MF,Empoli,25,1990,13.8,5,0,0,31,26,4,80,9,17,0,0,0,Matches
Omar El Kaddouri\Omar-El-Kaddouri,ma MAR,MF,Napoli,25,1990,0.5,0,0,0,2,2,0,2,1,2,0,0,0,Matches
Nikola Kalini?\Nikola-Kalinic,hr CRO,FW,Fiorentina,28,1988,27.6,5,1,0,43,67,34,10,6,4,1,0,0,Matches
Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Udinese,31,1985,32.9,3,0,0,0,5,0,0,2,0,0,1,0,Matches
Grigoris Kastanos\Grigoris-Kastanos,cy CYP,MFFW,Pescara,18,1998,3.1,1,0,0,2,12,0,2,4,2,0,0,0,Matches
Moise Kean\Moise-Kean,it ITA,FW,Juventus,16,2000,0.2,0,0,0,1,1,0,1,0,0,0,0,0,Matches
Franck Kessié\Franck-Kessie,ci CIV,MF,Atalanta,19,1996,24.7,6,3,1,56,31,2,37,35,28,1,0,0,Matches
Sami Khedira\Sami-Khedira,de GER,MF,Juventus,29,1987,28.2,2,0,0,14,29,6,28,32,26,0,0,0,Matches
Ricardo Kishna\Ricardo-Kishna,nl NED,FW,Lazio,21,1995,1.8,0,0,0,1,2,0,5,3,0,0,0,0,Matches
Sofian Kiyine\Sofian-Kiyine,ma MAR,MF,Chievo,18,1997,0.8,1,0,0,3,1,0,7,1,3,0,0,0,Matches
Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Inter,23,1993,19,5,1,0,43,31,1,4,38,48,0,0,0,Matches
Panagiotis Kone\Panagiotis-Kone,gr GRE,MF,Udinese,29,1987,3.3,1,0,0,3,7,2,11,4,4,0,0,0,Matches
Abdoulay Konko\Abdoulay-Konko,fr FRA,MFDF,Atalanta,32,1984,6.9,2,0,0,14,7,0,6,16,9,0,0,0,Matches
Andrej Kotnik\Andrej-Kotnik,si SVN,MF,Crotone,20,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,25,1991,27.5,6,0,0,43,13,2,8,67,51,0,0,0,Matches
Emil Krafth\Emil-Krafth,se SWE,DF,Bologna,21,1994,18.4,1,2,0,18,9,0,44,33,24,0,0,0,Matches
Ladislav Krej?í\Ladislav-Krejci,cz CZE,FWMF,Bologna,24,1992,30.8,2,0,0,29,43,19,134,23,22,0,0,0,Matches
Rade Kruni?\Rade-Krunic,ba BIH,MF,Empoli,22,1993,27,10,0,0,50,79,0,34,53,62,1,0,0,Matches
Juraj Kucka\Juraj-Kucka,sk SVK,MF,Milan,29,1987,23.1,10,5,2,48,40,3,18,31,39,0,2,1,Matches
Sven Kums\Sven-Kums,be BEL,MF,Udinese,28,1988,20.3,3,0,0,21,18,0,60,38,55,0,0,0,Matches
Jasmin Kurti?\Jasmin-Kurtic,si SVN,MFFW,Atalanta,27,1989,30.4,7,0,0,56,58,8,54,28,32,0,0,0,Matches
Han Kwang-song\Han-Kwang-song,kp PRK,FW,Cagliari,17,1998,0.7,0,0,0,2,2,4,1,0,2,0,0,0,Matches
Eugenio Lamanna\Eugenio-Lamanna,it ITA,GK,Genoa,26,1989,20.9,0,0,0,0,2,0,0,4,0,0,1,0,Matches
Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Milan,26,1990,14,3,0,0,49,31,18,4,2,11,2,0,0,Matches
Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Udinese,32,1984,35.6,9,1,0,37,11,3,13,54,36,0,1,1,Matches
Vincent Laurini\Vincent-Laurini,fr FRA,DF,Empoli,27,1989,21.2,2,1,0,23,31,0,35,42,35,0,0,0,Matches
Diego Laxalt\Diego-Laxalt,uy URU,MF,Genoa,23,1993,34.8,5,0,0,47,68,1,149,46,47,0,0,0,Matches
Darko Lazovi?\Darko-Lazovic,rs SRB,MFFW,Genoa,25,1990,27.2,4,2,1,20,15,4,196,34,36,0,0,0,Matches
Moritz Leitner\Moritz-Leitner,de GER,MF,Lazio,23,1992,0.2,0,0,0,0,0,0,0,1,1,0,0,0,Matches
Mario Lemina\Mario-Lemina,ga GAB,MF,Juventus,22,1993,10.1,1,0,0,15,11,2,6,13,21,0,0,0,Matches
Timo Letschert\Timo-Letschert,nl NED,DF,Sassuolo,23,1993,7.4,2,1,0,9,3,0,4,14,8,0,1,0,Matches
Luca Lezzerini\Luca-Lezzerini,it ITA,GK,Fiorentina,21,1995,0.6,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DFMF,Juventus,32,1984,20.7,5,0,0,22,25,2,79,19,20,0,1,0,Matches
Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,21,1995,26.5,5,0,0,52,52,1,17,28,74,0,0,0,Matches
Pol Lirola\Pol-Lirola,es ESP,DF,Sassuolo,18,1997,17.2,3,0,0,13,12,0,64,25,31,1,1,0,Matches
Adem Ljaji?\Adem-Ljajic,rs SRB,FWMF,Torino,24,1991,27.9,5,0,0,9,31,3,74,18,9,1,0,0,Matches
Simone Lo Faso\Simone-Lo-Faso,it ITA,MF,Palermo,18,1998,2.8,0,0,0,3,5,0,6,0,1,0,0,0,Matches
Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Milan,18,1998,18.8,7,0,0,29,32,0,7,20,41,0,0,0,Matches
Francesco Lodi\Francesco-Lodi,it ITA,MF,Udinese,32,1984,0.1,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Cristiano Lombardi\Cristiano-Lombardi,it ITA,FW,Lazio,20,1995,4.9,4,0,0,12,8,3,27,2,8,1,0,1,Matches
Maxi López\Maxi-Lopez,ar ARG,FW,Torino,32,1984,4.9,2,0,0,24,7,5,4,0,5,0,0,0,Matches
Jordan Lukaku\Jordan-Lukaku,be BEL,MFDF,Lazio,22,1994,9.5,2,0,0,11,2,5,24,10,16,0,0,0,Matches
Saša Luki?\Sasa-Lukic,rs SRB,MF,Torino,19,1996,8.6,6,0,0,18,12,0,12,24,13,0,0,0,Matches
Senad Luli?\Senad-Lulic,ba BIH,MFFW,Lazio,30,1986,27.6,8,2,1,46,29,5,92,51,58,1,0,0,Matches
Massimo Maccarone\Massimo-Maccarone,it ITA,FW,Empoli,36,1979,16.8,3,1,0,26,43,19,22,3,9,1,0,0,Matches
Christian Maggio\Christian-Maggio,it ITA,DF,Napoli,34,1982,4.4,0,0,0,2,7,0,19,9,10,0,0,0,Matches
Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,31,1984,13.3,2,0,0,25,35,0,4,38,34,0,0,0,Matches
Raffaele Maiello\Raffaele-Maiello,it ITA,MF,Empoli,25,1991,0.7,0,0,0,1,0,0,0,1,0,0,0,0,Matches
Domenico Maietta\Domenico-Maietta,it ITA,DF,Bologna,33,1982,26.4,8,0,0,31,12,0,6,88,52,0,0,0,Matches
Nikola Maksimovi?\Nikola-Maksimovic,rs SRB,DF,Napoli,24,1991,7.5,1,0,0,7,8,0,1,10,7,0,0,0,Matches
Rey Manaj\Rey-Manaj,al ALB,FW,Pescara,19,1997,5.3,2,0,0,12,10,9,1,0,4,0,0,0,Matches
Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Juventus,19,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Mario Mandžuki?\Mario-Mandzukic,hr CRO,FWMF,Juventus,30,1986,27.6,5,0,0,42,43,13,28,28,28,0,0,0,Matches
Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,25,1991,30.8,7,0,0,36,20,0,5,68,31,0,0,0,Matches
Giovanni Marchese\Giovanni-Marchese,it ITA,DF,Genoa,31,1984,0.1,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Federico Marchetti\Federico-Marchetti,it ITA,GK,Lazio,33,1983,16.5,0,0,0,0,2,0,0,0,0,0,0,0,Matches
Claudio Marchisio\Claudio-Marchisio,it ITA,MF,Juventus,30,1986,13.9,2,0,0,23,12,0,8,38,12,0,0,0,Matches
Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Crotone,24,1992,37,8,0,0,49,30,0,3,74,46,0,3,0,Matches
Guido Marilungo\Guido-Marilungo,it ITA,FW,Empoli,26,1989,10.5,2,0,0,13,27,5,14,2,12,0,0,0,Matches
João Mário\Joao-Mario,pt POR,MF,Inter,23,1993,22.3,5,0,0,33,43,1,92,31,25,0,0,0,Matches
Bruno Martella\Bruno-Martella,it ITA,DFMF,Crotone,23,1992,25.8,4,0,0,19,3,4,112,55,33,0,0,0,Matches
Josef Martínez\Josef-Martinez,ve VEN,FW,Torino,23,1993,5.9,3,0,0,6,6,4,14,2,6,0,0,0,Matches
Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,30,1986,32.5,9,0,0,37,23,3,10,91,38,0,0,0,Matches
Adam Masina\Adam-Masina,ma MAR,DF,Bologna,22,1994,27,6,1,0,48,25,5,51,61,53,0,0,0,Matches
Ryder Matos\Ryder-Matos,br BRA,FWMF,Udinese,23,1993,6.2,0,0,0,13,29,1,24,8,6,0,0,0,Matches
Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,31,1984,16.2,1,0,0,9,16,20,18,6,0,0,0,0,Matches
José Mauri\Jose-Mauri,it ITA,MF,Empoli,20,1996,9.7,4,0,0,15,22,0,6,13,23,0,0,0,Matches
Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,20,1995,11.6,8,0,0,36,23,1,18,26,28,0,0,0,Matches
Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,21,1994,11.9,4,0,0,19,17,0,4,26,24,0,0,2,Matches
Levan Mchedlidze\Levan-Mchedlidze,ge GEO,FW,Empoli,26,1990,10.5,3,0,0,25,20,14,11,2,7,1,0,0,Matches
Gary Medel\Gary-Medel,cl CHI,DFMF,Inter,28,1987,24,5,0,0,20,23,0,0,41,41,0,2,0,Matches
Riccardo Meggiorini\Riccardo-Meggiorini,it ITA,FW,Chievo,30,1985,19.7,6,0,0,47,45,18,17,12,19,2,0,0,Matches
Federico Melchiorri\Federico-Melchiorri,it ITA,FW,Cagliari,29,1987,5.2,1,0,0,6,6,7,7,4,6,2,0,0,Matches
Filippo Melegoni\Filippo-Melegoni,it ITA,MF,Atalanta,17,1999,0.5,0,0,0,2,1,0,0,1,2,0,0,0,Matches
Felipe Melo\Felipe-Melo,br BRA,MF,Inter,33,1983,2,2,2,1,7,2,0,0,4,4,0,0,0,Matches
Ledian Memushaj\Ledian-Memushaj,al ALB,MF,Pescara,29,1986,32.8,3,0,0,43,66,8,59,45,47,2,0,0,Matches
Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,29,1987,28.4,6,0,0,44,55,16,47,10,15,3,0,0,Matches
Djamel Mesbah\Djamel-Mesbah,dz ALG,DF,Crotone,31,1984,7.6,1,0,0,9,15,0,17,9,10,1,0,0,Matches
Senna Miangue\Senna-Miangue,be BEL,DF,Cagliari,19,1997,1.5,1,0,0,4,0,0,1,2,1,0,0,0,Matches
Senna Miangue\Senna-Miangue,be BEL,DF,Inter,19,1997,1.4,0,0,0,2,1,0,3,4,5,0,0,0,Matches
Giulio Migliaccio\Giulio-Migliaccio,it ITA,DFMF,Atalanta,35,1981,0.1,0,0,0,0,0,0,0,0,1,0,0,0,Matches
Hrvoje Mili?\Hrvoje-Milic,hr CRO,MFDF,Fiorentina,27,1989,13.9,4,0,0,18,15,3,72,17,19,0,0,0,Matches
Hrvoje Mili?evi?\Hrvoje-Milicevic,hr CRO,DF,Pescara,23,1993,1.5,1,0,0,2,1,0,1,4,4,0,0,0,Matches
Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Napoli,22,1994,6.2,1,0,0,12,7,5,5,1,2,0,0,0,Matches
Sergej Milinkovi?-Savi?\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,21,1995,30.3,8,0,0,69,62,8,34,39,54,1,0,0,Matches
Miranda\Miranda,br BRA,DF,Inter,31,1984,32,6,0,0,55,55,2,4,74,56,0,0,0,Matches
Antonio Mirante\Antonio-Mirante,it ITA,GK,Bologna,33,1983,20.9,0,0,0,0,1,0,0,0,1,0,0,0,Matches
Simone Missiroli\Simone-Missiroli,it ITA,MF,Sassuolo,30,1986,8.5,3,0,0,11,14,0,2,15,12,0,0,0,Matches
Alexandru Mitri??\Alexandru-Mitrita,ro ROU,MFFW,Pescara,21,1995,6.1,1,0,0,10,16,0,15,5,5,1,0,0,Matches
Jan Mlakar\Jan-Mlakar,si SVN,FW,Fiorentina,17,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cristian Molinaro\Cristian-Molinaro,it ITA,DF,Torino,33,1983,8.3,2,0,0,15,6,0,21,22,20,0,0,0,Matches
Riccardo Montolivo\Riccardo-Montolivo,it ITA,MF,Milan,31,1985,8.6,2,0,0,6,8,0,5,17,11,0,0,0,Matches
Emiliano Moretti\Emiliano-Moretti,it ITA,DF,Torino,35,1981,22.9,5,0,0,23,25,0,6,49,30,0,0,0,Matches
Michel Morganella\Michel-Morganella,ch SUI,MFDF,Palermo,27,1989,7.2,3,0,0,14,7,0,13,13,14,0,1,0,Matches
Archimede Morleo\Archimede-Morleo,it ITA,DF,Bologna,32,1983,0.3,0,0,0,1,2,0,0,3,0,0,0,0,Matches
Leonardo Morosini\Leonardo-Morosini,it ITA,MF,Genoa,20,1995,1,0,0,0,1,2,1,3,0,1,0,0,0,Matches
Anthony Mounier\Anthony-Mounier,fr FRA,FWMF,Atalanta,28,1987,1.2,0,0,0,1,2,1,13,1,2,0,0,0,Matches
Anthony Mounier\Anthony-Mounier,fr FRA,FW,Bologna,28,1987,3.2,0,0,0,6,3,2,6,1,2,0,0,0,Matches
Gianni Munari\Gianni-Munari,it ITA,MF,Cagliari,33,1983,3.9,5,0,0,6,5,0,1,10,5,0,0,0,Matches
Ezequiel Muñoz\Ezequiel-Munoz,ar ARG,DF,Genoa,25,1990,26.1,3,0,0,40,12,4,5,52,60,0,1,1,Matches
Sulley Muntari\Sulley-Muntari,gh GHA,MF,Pescara,31,1984,5.9,5,1,0,17,5,0,9,7,8,0,0,0,Matches
Alessandro Murgia\Alessandro-Murgia,it ITA,MF,Lazio,19,1996,5.5,1,0,0,12,15,0,9,10,18,0,0,0,Matches
Robert Muri?\Robert-Muric,hr CRO,FW,Pescara,20,1996,2.1,0,0,0,2,3,0,10,1,2,0,0,0,Matches
Luis Muriel\Luis-Muriel,co COL,FW,Sampdoria,25,1991,25,4,1,0,32,34,26,54,5,22,2,0,0,Matches
Jeison Murillo\Jeison-Murillo,co COL,DF,Inter,24,1992,23.1,6,0,0,32,42,0,5,50,43,0,1,0,Matches
Nicola Murru\Nicola-Murru,it ITA,DF,Cagliari,21,1994,24.1,3,0,0,32,26,4,55,43,42,1,1,0,Matches
Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,Inter,29,1986,11.3,2,0,0,24,10,2,20,22,24,0,0,0,Matches
Ádám Nagy\Adam-Nagy,hu HUN,MF,Bologna,21,1995,20,4,0,0,21,14,0,18,28,23,0,0,0,Matches
Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Roma,28,1988,33.7,2,0,0,46,57,9,89,44,58,0,0,0,Matches
Andrea Nalini\Andrea-Nalini,it ITA,MFFW,Crotone,26,1990,9.1,2,0,0,14,24,6,24,15,18,0,0,0,Matches
Ilija Nestorovski\Ilija-Nestorovski,mk MKD,FW,Palermo,26,1990,34.5,5,0,0,68,102,39,10,16,21,0,0,0,Matches
Neto\Neto,br BRA,GK,Juventus,27,1989,7.5,0,0,0,0,1,0,0,0,0,0,0,0,Matches
M'Baye Niang\MBaye-Niang,sn SEN,FW,Milan,21,1994,12.4,1,2,1,29,34,9,57,3,11,1,0,0,Matches
Nikola Ninkovi?\Nikola-Ninkovic,rs SRB,FWMF,Genoa,21,1994,7.3,3,0,0,21,14,0,55,5,11,0,0,0,Matches
Olivier Ntcham\Olivier-Ntcham,fr FRA,MFFW,Genoa,20,1996,10.8,3,0,0,24,13,1,9,8,21,0,0,0,Matches
Simeon Nwankwo\Simeon-Nwankwo,ng NGA,FW,Crotone,24,1992,6.4,0,0,0,25,9,5,2,4,3,0,0,0,Matches
Joel Obi\Joel-Obi,ng NGA,MF,Torino,25,1991,8.6,3,0,0,32,14,1,16,26,17,0,1,0,Matches
Lucas Ocampos\Lucas-Ocampos,ar ARG,FW,Milan,22,1994,6,3,0,0,12,14,1,24,5,5,1,0,0,Matches
Lucas Ocampos\Lucas-Ocampos,ar ARG,FW,Genoa,22,1994,9.3,2,0,0,10,18,3,30,9,12,0,0,0,Matches
