Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
51,Nicolas Benezet\Nicolas-Benezet,fr FRA,MFFW,Guingamp,27,1991,18.5,1,0,0,24,43,8,57,13,28,0,0,0,173,10,31,24.4,Matches
52,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,25,1993,35,1,0,0,0,4,0,0,0,0,0,0,0,161,0,0,,Matches
53,Yassine Benrahou\Yassine-Benrahou,fr FRA,MFDF,Bordeaux,19,1999,2,0,0,0,2,4,0,5,2,3,0,0,0,17,1,3,25,Matches
54,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,23,1995,23.9,9,0,0,31,35,1,29,25,30,0,1,1,238,39,25,60.9,Matches
55,Yassine Benzia\Yassine-Benzia,dz ALG,MF,Lille,23,1994,1.8,0,0,0,3,3,0,2,0,1,0,0,0,14,0,0,,Matches
56,Robert Beri_\Robert-Beric,si SVN,FW,Saint-Étienne,27,1991,13.1,0,0,0,33,23,5,5,3,5,0,0,0,44,22,44,33.3,Matches
57,Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Nîmes,21,1997,38,0,0,0,0,7,0,0,0,0,0,0,0,199,0,1,0,Matches
58,Juan Bernat\Juan-Bernat,es ESP,DFMF,Paris S-G,25,1993,20.4,6,1,0,33,20,6,47,14,28,0,0,0,141,12,17,41.4,Matches
59,Antoine Bernede\Antoine-Bernede,fr FRA,MF,Paris S-G,19,1999,1.9,0,0,0,2,1,0,0,3,6,0,0,0,16,0,5,0,Matches
60,Dimitry Bertaud\Dimitry-Bertaud,fr FRA,GK,Montpellier,20,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
61,Giulian Biancone\Giulian-Biancone,fr FRA,DF,Monaco,18,2000,1,0,0,0,2,0,0,1,2,2,0,0,0,9,1,2,33.3,Matches
62,Ludovic Blas\Ludovic-Blas,fr FRA,MFFW,Guingamp,20,1997,26.4,5,0,0,38,35,2,19,24,43,0,0,0,306,32,57,36,Matches
63,Alexis Blin\Alexis-Blin,fr FRA,MF,Amiens,21,1996,22.1,4,0,0,29,31,1,2,23,58,0,1,0,290,35,51,40.7,Matches
64,Antonin Bobichon\Antonin-Bobichon,fr FRA,MF,Nîmes,22,1995,23.9,2,0,0,35,11,1,14,15,21,0,0,0,223,16,27,37.2,Matches
65,Yann Bodiger\Yann-Bodiger,fr FRA,MF,Toulouse,23,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
66,Mathieu Bodmer\Mathieu-Bodmer,fr FRA,MFFW,Amiens,35,1982,11.9,1,0,0,13,13,1,7,4,12,0,0,0,64,27,30,47.4,Matches
67,Sacha Boey\Sacha-Boey,fr FRA,DFMF,Rennes,17,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Matches
68,Olivier Boscagli\Olivier-Boscagli,fr FRA,DFMF,Nice,20,1997,9.6,1,0,0,6,22,0,18,13,6,0,0,0,94,11,17,39.3,Matches
69,Gabriel Boschilia\Gabriel-Boschilia,br BRA,FWMF,Nantes,22,1996,14.7,1,0,0,19,24,0,15,9,18,0,0,0,112,1,14,6.7,Matches
70,John Bostock\John-Bostock,tt TRI,MF,Toulouse,26,1992,10.9,1,0,0,19,14,0,5,11,13,0,0,0,103,8,7,53.3,Matches
71,Denis Bouanga\Denis-Bouanga,ga GAB,FWMF,Nîmes,23,1994,29.3,5,0,0,41,28,7,50,11,44,0,0,0,206,20,52,27.8,Matches
72,Zacharie Boucher\Zacharie-Boucher,fr FRA,GK,Angers,26,1992,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
73,Arnold Bouka Moutou\Arnold-Bouka-Moutou,cg CGO,DFFW,Dijon,29,1988,0.7,0,0,0,1,1,0,2,2,1,0,0,0,10,0,0,,Matches
74,Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,MFFW,Rennes,24,1994,26.9,5,0,0,36,14,3,58,14,27,0,0,0,210,10,28,26.3,Matches
75,Bilal Boutobba\Bilal-Boutobba,fr FRA,MF,Montpellier,19,1998,0.4,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,,Matches
76,Umut Bozok\Umut-Bozok,tr TUR,FW,Nîmes,21,1996,13.7,1,0,0,16,29,11,5,2,7,0,0,0,51,14,30,31.8,Matches
77,Pedro Brazão\Pedro-Brazao,pt POR,FWDF,Nice,15,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
78,Anthony Briançon\Anthony-Briancon,fr FRA,DF,Nîmes,23,1994,32.5,9,1,0,34,24,1,2,47,26,0,3,0,330,56,39,58.9,Matches
79,Jimmy Briand\Jimmy-Briand,fr FRA,FW,Bordeaux,32,1985,27.7,1,0,0,37,48,19,12,6,11,0,0,0,110,31,76,29,Matches
80,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Paris S-G,40,1978,17,0,0,0,1,1,0,0,0,0,0,0,0,78,1,0,100,Matches
81,Patrick Burner\Patrick-Burner,fr FRA,DF,Nice,22,1996,15,3,0,0,14,12,0,22,20,18,0,1,0,108,10,12,45.5,Matches
82,Ludovic Butelle\Ludovic-Butelle,fr FRA,GK,Angers,35,1983,36,1,1,0,2,5,0,0,0,0,0,1,0,199,0,0,,Matches
83,Rémy Cabella\Remy-Cabella,fr FRA,MFFW,Saint-Étienne,28,1990,33.3,5,1,1,35,67,4,65,12,45,0,0,0,268,12,25,32.4,Matches
84,Anthony Caci\Anthony-Caci,fr FRA,DF,Strasbourg,21,1997,25.5,1,0,0,27,9,1,27,31,33,0,1,0,228,17,23,42.5,Matches
85,Mathieu Cafaro\Mathieu-Cafaro,fr FRA,FWMF,Reims,21,1997,23.3,5,0,0,36,29,3,64,13,29,0,0,0,158,10,32,23.8,Matches
86,Yannick Cahuzac\Yannick-Cahuzac,fr FRA,MFDF,Toulouse,33,1985,15.9,8,1,0,24,21,0,1,22,30,0,1,0,209,17,17,50,Matches
87,Marc-Aurèle Caillard\Marc-Aurele-Caillard,fr FRA,GK,Guingamp,24,1994,21,0,0,0,0,5,0,0,0,0,0,0,0,92,0,0,,Matches
88,Duje _aleta-Car\Duje-Caleta-Car,hr CRO,DF,Marseille,21,1996,17.2,1,2,0,13,5,1,1,9,11,0,0,0,174,56,22,71.8,Matches
89,Mahdi Camara\Mahdi-Camara,fr FRA,FW,Saint-Étienne,20,1998,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
90,Souleymane Camara\Souleymane-Camara,sn SEN,FWMF,Montpellier,35,1982,1.5,0,0,0,3,6,2,1,0,0,0,0,0,11,6,11,35.3,Matches
91,Eduardo Camavinga\Eduardo-Camavinga,fr FRA,MF,Rennes,15,2002,4,1,0,0,9,11,0,0,2,12,0,0,0,39,3,2,60,Matches
