Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
207,Jonathan Gradit\Jonathan-Gradit,fr FRA,DF,Caen,25,1992,22.3,1,0,0,21,37,1,13,28,32,0,0,1,198,38,34,52.8,Matches
208,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Strasbourg,21,1996,2.6,0,1,0,2,3,2,6,0,9,0,0,0,13,1,3,25,Matches
209,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Monaco,21,1996,5.2,1,1,0,10,2,2,30,4,8,0,0,0,40,2,6,25,Matches
210,Clément Grenier\Clement-Grenier,fr FRA,MF,Rennes,27,1991,29.6,6,0,0,34,25,0,43,21,25,0,1,0,299,5,16,23.8,Matches
211,Jérémy Grimm\Jeremy-Grimm,fr FRA,MF,Strasbourg,31,1987,1.9,2,0,0,4,3,1,1,4,2,0,1,0,19,4,3,57.1,Matches
212,Metehan Güçlü\Metehan-Guclu,tr TUR,FW,Paris S-G,19,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
213,Makhtar Gueye\Makhtar-Gueye,sn SEN,FWMF,Saint-Étienne,20,1997,0.6,0,0,0,1,1,0,0,0,2,0,0,0,4,3,1,75,Matches
214,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Caen,23,1994,32.4,10,1,1,57,37,1,62,49,53,0,0,0,358,53,52,50.5,Matches
215,Baptiste Guillaume\Baptiste-Guillaume,be BEL,FW,Nîmes,23,1995,13.1,4,0,0,24,20,3,5,5,7,1,0,0,50,53,50,51.5,Matches
216,Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,Amiens,22,1996,12.3,0,1,0,16,38,8,5,2,4,0,0,0,61,63,54,53.8,Matches
217,Régis Gurtner\Regis-Gurtner,fr FRA,GK,Amiens,31,1986,38,4,0,0,1,8,0,0,0,0,0,0,0,209,0,0,,Matches
218,Luiz Gustavo\Luiz-Gustavo,br BRA,MFDF,Marseille,31,1987,27.1,8,0,0,38,41,2,5,24,38,0,2,0,258,7,21,25,Matches
219,Oussama Haddadi\Oussama-Haddadi,tn TUN,DFMF,Dijon,26,1992,29.7,6,1,1,30,12,4,103,33,34,0,0,0,290,24,21,53.3,Matches
220,Oualid El Hajjam\Oualid-El-Hajjam,ma MAR,DFMF,Amiens,27,1991,6,1,0,0,10,8,0,13,10,9,0,1,0,58,6,3,66.7,Matches
221,Romain Hamouma\Romain-Hamouma,fr FRA,FWMF,Saint-Étienne,31,1987,17.6,3,1,1,24,34,4,56,10,23,0,0,0,109,19,39,32.8,Matches
222,Féthi Harek\Fethi-Harek,dz ALG,DF,Nîmes,35,1982,2,1,0,0,2,1,0,0,2,3,0,0,0,21,4,2,66.7,Matches
223,Benjamin Henrichs\Benjamin-Henrichs,de GER,DFMF,Monaco,21,1997,20.3,3,0,0,35,42,4,41,36,34,0,0,0,152,13,10,56.5,Matches
224,Christophe Hérelle\Christophe-Herelle,mq MTQ,DF,Nice,25,1992,32.6,9,1,0,36,46,0,5,45,36,0,1,0,311,73,34,68.2,Matches
225,Vitorino Hilton\Vitorino-Hilton,br BRA,DF,Montpellier,40,1977,35.9,5,1,0,23,45,0,1,44,28,0,0,1,397,64,32,66.7,Matches
226,Tomá_ Hubo_an\Tomas-Hubocan,sk SVK,DF,Marseille,32,1985,0.8,1,0,0,1,0,0,0,2,2,0,0,0,6,4,0,100,Matches
227,Adrien Hunou\Adrien-Hunou,fr FRA,FWMF,Rennes,24,1994,13.8,1,0,0,13,23,13,8,4,8,0,0,0,57,7,18,28,Matches
228,Suk Hyun-jun\Suk-Hyun-jun,kr KOR,FW,Reims,27,1991,8.8,3,0,0,25,16,13,8,3,4,0,0,0,28,54,37,59.3,Matches
229,Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Guingamp,24,1994,8.3,3,0,0,18,10,0,4,13,11,0,0,0,88,13,16,44.8,Matches
230,Edgar Ié\Edgar-Ie,pt POR,DF,Lille,24,1994,2.7,1,0,0,3,0,1,2,5,5,0,1,0,37,4,4,50,Matches
231,Edgar Ié\Edgar-Ie,pt POR,DF,Nantes,24,1994,8.6,2,0,0,12,9,2,8,12,12,0,1,0,81,6,5,54.5,Matches
232,Jordan Ikoko\Jordan-Ikoko,cd COD,DF,Guingamp,24,1994,19,3,0,0,18,21,2,34,16,30,0,1,0,153,9,15,37.5,Matches
233,Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,Lille,20,1998,31.1,3,0,0,36,29,2,29,2,21,0,0,0,156,9,39,18.8,Matches
234,Emmanuel Imorou\Emmanuel-Imorou,bj BEN,DF,Caen,29,1988,12.4,2,0,0,9,8,1,17,22,11,0,0,0,121,14,7,66.7,Matches
235,Wilson Isidor\Wilson-Isidor,fr FRA,FW,Monaco,17,2000,0.5,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,,Matches
236,Christophe Jallet\Christophe-Jallet,fr FRA,DFMF,Nice,34,1983,9.8,3,0,0,8,4,0,17,8,15,0,0,0,71,6,9,40,Matches
237,Nicolas Janvier\Nicolas-Janvier,fr FRA,MF,Rennes,19,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
238,Assil Jaziri\Assil-Jaziri,tn TUN,FWMF,Nice,18,1999,0.4,0,0,0,2,1,0,2,1,2,0,0,0,5,0,1,0,Matches
239,Corentin Jean\Corentin-Jean,fr FRA,FWMF,Toulouse,23,1995,7,1,0,0,9,15,5,16,5,6,1,0,0,51,9,22,29,Matches
240,Benjamin Jeannot\Benjamin-Jeannot,fr FRA,FW,Dijon,26,1992,16,3,0,0,34,22,7,9,7,12,0,0,0,92,53,59,47.3,Matches
241,Jemerson\Jemerson,br BRA,DFMF,Monaco,25,1992,24.7,9,1,1,43,22,1,0,20,36,0,1,0,216,53,28,65.4,Matches
242,Jakob Johansson\Jakob-Johansson,se SWE,MF,Rennes,28,1990,7.9,0,0,0,7,7,0,1,5,13,0,0,0,106,12,9,57.1,Matches
243,Karl-Johan Johnsson\Karl-Johan-Johnsson,se SWE,GK,Guingamp,28,1990,17,0,0,0,0,3,0,0,0,0,0,0,0,95,0,0,,Matches
244,Evens Joseph\Evens-Joseph,fr FRA,FWMF,Caen,19,1999,3.6,0,0,0,4,12,0,1,2,4,1,0,0,22,2,7,22.2,Matches
245,Vuka_in Jovanovi_\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,22,1996,15.3,7,1,0,18,16,0,0,24,13,0,1,0,178,26,27,49.1,Matches
246,Stevan Joveti_\Stevan-Jovetic,me MNE,MFFW,Monaco,28,1989,4.4,1,0,0,5,3,1,3,0,2,0,0,0,26,4,7,36.4,Matches
247,Nathaël Julan\Nathael-Julan,fr FRA,FWMF,Guingamp,22,1996,4.8,1,0,0,4,9,1,2,0,2,0,0,0,27,23,21,52.3,Matches
248,Christopher Jullien\Christopher-Jullien,fr FRA,DF,Toulouse,25,1993,33.5,8,0,0,44,21,2,4,27,26,0,1,0,323,112,29,79.4,Matches
249,Sory Kaba\Sory-Kaba,gn GUI,FWMF,Dijon,23,1995,2.6,0,0,0,12,6,3,0,0,1,0,0,0,19,13,9,59.1,Matches
250,Samuel Kalu\Samuel-Kalu,ng NGA,FW,Bordeaux,20,1997,14.2,3,1,0,19,38,2,38,12,14,1,0,0,99,17,24,41.5,Matches
251,François Kamano\Francois-Kamano,gn GUI,FWMF,Bordeaux,22,1996,28.5,6,0,0,51,50,11,33,18,27,1,0,0,155,4,16,20,Matches
252,Boubacar Kamara\Boubacar-Kamara,fr FRA,DF,Marseille,18,1999,26.8,6,0,0,25,31,1,5,24,33,0,1,0,283,58,37,61.1,Matches
253,Hassane Kamara\Hassane-Kamara,fr FRA,DFFW,Reims,23,1994,10.3,1,0,0,12,10,0,10,15,13,0,1,0,93,8,14,36.4,Matches
254,Wilfried Kanga\Wilfried-Kanga,fr FRA,FW,Angers,20,1998,5.5,3,0,0,11,7,0,5,1,1,1,0,0,19,9,9,50,Matches
255,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Bordeaux,20,1998,13.6,2,0,0,12,27,3,37,4,6,0,0,0,84,1,12,7.7,Matches
256,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Strasbourg,35,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,Matches
257,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,21,1996,21.1,4,0,0,26,18,0,8,18,44,0,3,0,194,43,27,61.4,Matches
258,Jules Keita\Jules-Keita,gn GUI,FWMF,Dijon,20,1998,5.1,3,0,0,12,8,4,5,1,4,0,0,0,32,0,4,0,Matches
259,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,31,1986,23.3,3,1,0,7,22,1,3,44,24,0,0,0,263,17,34,33.3,Matches
260,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Caen,23,1995,15,0,0,0,19,10,0,11,15,7,0,0,0,121,8,12,40,Matches
261,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,27,1991,31.3,10,1,0,56,52,24,63,17,27,3,0,0,150,11,29,27.5,Matches
262,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,22,1995,22.3,4,1,0,30,41,1,3,24,26,0,0,1,226,22,19,53.7,Matches
263,Djégui Koita\Djegui-Koita,fr FRA,DF,Guingamp,18,1999,1.9,0,0,0,1,1,0,0,1,3,0,0,0,11,0,3,0,Matches
264,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FWMF,Nantes,19,1998,1.4,1,0,0,8,1,0,2,0,1,0,0,0,6,1,4,20,Matches
265,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,26,1991,35.4,7,0,0,31,13,0,38,30,26,0,0,0,318,36,22,62.1,Matches
266,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,22,1995,20,0,0,0,15,29,3,51,25,28,0,1,0,230,19,28,40.4,Matches
267,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,25,1993,20.8,2,0,0,43,38,24,8,5,9,1,0,0,74,40,67,37.4,Matches
268,Kouadio Koné\Kouadio-Kone,fr FRA,MF,Toulouse,17,2001,0.8,0,0,0,1,1,0,0,0,3,0,0,0,4,0,1,0,Matches
269,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,29,1989,23.9,2,0,0,23,22,0,3,25,19,0,2,0,230,43,23,65.2,Matches
270,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lille,23,1995,19,3,0,0,18,27,2,53,28,45,0,0,0,142,12,16,42.9,Matches
271,Christian Kouakou\Christian-Kouakou,ci CIV,FW,Caen,27,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Matches
272,Tomá_ Koubek\Tomas-Koubek,cz CZE,GK,Rennes,25,1992,32.5,1,0,0,0,1,0,0,0,0,0,0,0,149,0,0,,Matches
273,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,19,1998,37,4,0,0,26,22,0,5,46,23,0,2,0,430,78,64,54.9,Matches
274,Emil Krafth\Emil-Krafth,se SWE,DF,Amiens,23,1994,33,2,0,0,40,36,1,66,17,38,0,0,0,321,30,29,50.8,Matches
275,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,28,1990,11.7,2,0,0,6,13,0,0,20,13,0,0,0,138,20,10,66.7,Matches
276,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,25,1992,11.2,4,0,0,28,6,6,25,6,14,0,0,0,100,21,12,63.6,Matches
277,Rafa_ Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,25,1993,2.7,0,0,0,4,6,0,9,4,3,0,0,0,22,3,5,37.5,Matches
278,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,21,1997,22.7,4,0,0,26,21,1,57,65,32,0,0,0,268,36,18,66.7,Matches
279,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,22,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
280,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,24,1994,32.2,1,1,0,37,37,8,53,6,20,0,0,0,191,66,93,41.5,Matches
281,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,24,1994,1,0,0,0,1,0,0,1,0,2,0,0,0,7,4,4,50,Matches
282,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,26,1991,34,4,0,0,34,38,0,108,29,43,0,1,0,333,17,26,39.5,Matches
283,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,17,2001,1.8,0,0,0,4,3,3,0,1,1,0,0,0,4,2,10,16.7,Matches
284,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,26,1992,17.7,6,1,0,23,16,2,0,14,28,0,0,0,170,26,19,57.8,Matches
285,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,28,1990,1,0,0,0,1,0,0,4,2,1,0,0,0,8,0,0,,Matches
286,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,29,1989,19.9,5,0,0,31,26,4,37,18,33,0,1,0,190,15,14,51.7,Matches
287,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,21,1997,2.9,1,0,0,2,1,0,0,5,5,0,0,0,18,4,5,44.4,Matches
288,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,19,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
289,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,30,1987,33.6,12,1,1,53,38,0,2,46,50,0,1,1,339,37,39,48.7,Matches
290,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,28,1990,2.3,2,0,0,2,3,1,2,1,1,0,0,0,12,0,4,0,Matches
291,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,28,1990,31.2,3,0,0,55,30,1,5,30,46,0,0,0,368,70,50,58.3,Matches
292,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,22,1996,13.6,2,0,0,25,25,0,55,10,15,0,0,0,86,4,5,44.4,Matches
293,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,19,1999,14.3,3,0,0,25,17,3,12,2,4,1,0,0,49,19,40,32.2,Matches
294,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,27,1991,37,1,0,0,2,7,0,0,0,0,0,1,0,232,0,0,,Matches
295,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,25,1993,26.6,5,1,0,44,31,2,15,25,49,0,0,0,213,10,14,41.7,Matches
296,Jordan Lefort\Jordan-Lefort,fr FRA,DFMF,Amiens,24,1993,20,4,1,0,16,15,1,15,31,17,0,1,0,217,39,25,60.9,Matches
297,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,25,1993,14.4,4,0,0,21,14,0,4,15,25,0,0,0,172,21,14,60,Matches
298,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,33,1985,5,0,0,0,4,0,0,1,2,4,0,0,0,47,9,6,60,Matches
299,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,20,1997,16,2,1,0,23,14,7,2,1,2,0,0,0,50,21,39,35,Matches
300,Dimitri Liénard\Dimitri-Lienard,fr FRA,MFDF,Strasbourg,30,1988,14.3,1,0,0,5,16,3,34,16,18,0,0,0,148,4,9,30.8,Matches
301,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,26,1991,27.7,6,0,0,46,31,7,135,24,34,0,0,0,316,26,29,47.3,Matches
302,Anthony Limbombe\Anthony-Limbombe,be BEL,FW,Nantes,24,1994,13.7,2,0,0,6,27,9,39,6,10,0,0,0,91,9,11,45,Matches
303,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,22,1996,0.1,0,0,0,1,2,0,0,0,2,0,0,0,2,0,0,,Matches
304,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,17,2000,9.4,4,1,1,13,18,0,1,6,16,0,0,0,100,5,6,45.5,Matches
305,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,27,1990,34,0,0,0,1,7,0,0,0,0,0,1,0,152,0,0,,Matches
306,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,22,1995,20.5,1,0,0,16,28,5,64,7,26,0,0,0,118,7,15,31.8,Matches
307,Cristian López\Cristian-Lopez,es ESP,FW,Angers,29,1989,4.1,2,0,0,11,12,1,1,2,10,1,0,0,10,14,21,40,Matches
308,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,20,1997,24.2,4,0,0,31,15,0,32,13,28,0,0,0,257,5,10,33.3,Matches
309,Albert Lottin\Albert-Lottin,fr FRA,MFFW,Bordeaux,16,2001,0.2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,,Matches
310,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,19,1999,1,1,0,0,4,0,0,1,0,1,0,0,0,12,0,0,,Matches
311,Hervé Lybohy\Herve-Lybohy,ne NIG,DF,Nîmes,35,1983,16.4,3,0,0,18,10,0,1,8,15,0,1,0,155,21,21,50,Matches
312,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,28,1990,36.2,5,1,0,24,33,0,7,44,54,0,0,0,431,39,27,59.1,Matches
313,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,21,1997,11.3,4,0,0,18,14,1,3,15,24,0,0,0,158,13,11,54.2,Matches
314,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,22,1995,38,1,0,0,0,10,0,0,0,0,0,0,0,189,0,0,,Matches
315,Josh Maja\Josh-Maja,ng NGA,FWMF,Bordeaux,19,1998,2.2,1,0,0,4,2,0,0,1,2,0,0,0,10,1,4,20,Matches
316,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Nantes,26,1991,25,3,0,0,17,73,11,28,9,17,3,0,0,109,7,26,21.2,Matches
317,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,20,1998,11.4,3,0,0,12,14,0,6,8,8,0,0,0,61,4,16,20,Matches
318,Antonio Mance\Antonio-Mance,hr CRO,FWMF,Nantes,22,1995,0.6,1,0,0,3,0,0,3,0,1,0,0,0,0,1,3,25,Matches
319,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,29,1989,31,2,0,0,29,35,1,47,38,49,0,0,1,309,18,10,64.3,Matches
320,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,33,1985,30.4,1,1,0,3,2,0,0,0,0,0,2,0,127,0,0,,Matches
321,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,24,1994,1.1,0,0,0,5,2,0,3,2,3,0,0,0,7,2,1,66.7,Matches
322,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,31,1987,17.8,2,1,0,14,12,0,27,13,30,0,0,0,204,12,22,35.3,Matches
323,Harrison Manzala\Harrison-Manzala,cd COD,MFFW,Angers,24,1994,0.8,0,0,0,1,4,1,2,0,2,0,0,0,6,1,2,33.3,Matches
324,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,19,1999,10.6,2,0,0,5,7,3,15,0,7,0,0,0,61,4,8,33.3,Matches
325,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Nîmes,20,1998,23.7,2,1,1,13,26,0,55,12,26,0,0,0,186,16,10,61.5,Matches
326,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,29,1989,9.8,2,0,0,9,8,0,12,16,12,0,0,0,122,33,18,64.7,Matches
327,Marcelo\Marcelo,br BRA,DF,Lyon,31,1987,32,6,0,0,33,12,0,5,50,29,0,0,2,414,141,31,82,Matches
328,Mariano\Mariano,do DOM,FW,Lyon,24,1993,1.6,0,0,0,3,1,0,0,1,0,0,0,0,2,2,0,100,Matches
329,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,26,1991,20,4,0,0,22,14,0,11,33,34,0,0,0,220,17,20,45.9,Matches
330,Marquinhos\Marquinhos,br BRA,DFMF,Paris S-G,24,1994,29.9,2,1,0,30,11,1,5,23,35,0,0,0,315,60,35,63.2,Matches
331,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,28,1990,22.9,9,0,0,35,23,0,20,26,31,0,0,0,246,13,14,48.1,Matches
332,Marvin Martin\Marvin-Martin,fr FRA,MFFW,Reims,30,1988,6.9,1,0,0,6,15,1,4,1,3,0,0,0,41,1,12,7.7,Matches
333,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,29,1989,31.3,7,0,0,29,48,0,6,37,28,1,0,0,314,44,31,58.7,Matches
334,Gelson Martins\Gelson-Martins,pt POR,FWMF,Monaco,23,1995,15.4,1,0,0,14,25,2,47,5,22,0,0,0,110,6,16,27.3,Matches
335,Han-Noah Massengo\Han-Noah-Massengo,fr FRA,FWMF,Monaco,17,2001,0.7,0,0,0,0,1,0,2,0,2,0,0,0,3,1,0,100,Matches
336,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,29,1989,8.9,0,0,0,16,6,12,4,6,4,0,0,0,40,8,16,33.3,Matches
337,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,19,1998,26,5,1,0,19,44,30,48,5,4,4,0,0,80,2,5,28.6,Matches
338,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,17,2001,2,0,0,0,1,0,0,0,0,0,0,0,0,23,8,3,72.7,Matches
339,Nolan Mbemba\Nolan-Mbemba,cg CGO,MFDF,Reims,23,1995,4,0,0,0,3,5,0,2,8,10,0,0,0,61,8,1,88.9,Matches
340,Adama Mbengue\Adama-Mbengue,sn SEN,DF,Caen,24,1993,8.2,3,0,0,21,8,0,21,6,27,0,1,0,90,5,6,45.5,Matches
341,Stéphane Mbia\Stephane-Mbia,cm CMR,DFMF,Toulouse,32,1986,5,1,0,0,5,9,0,0,11,0,0,0,0,40,8,6,57.1,Matches
342,Kara Mbodji\Kara-Mbodji,sn SEN,DF,Nantes,28,1989,5.6,0,0,0,3,7,0,1,4,7,0,0,0,57,10,2,83.3,Matches
343,Jordi Mboula\Jordi-Mboula,es ESP,FW,Monaco,19,1999,3.1,1,0,0,6,4,0,20,1,2,0,0,0,21,1,3,25,Matches
344,Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,21,1997,3.6,1,0,0,7,8,0,4,5,5,0,0,0,39,1,4,20,Matches
345,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,27,1990,29.6,7,0,0,44,47,0,9,26,35,1,0,0,275,27,36,42.9,Matches
346,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lille,26,1992,34.2,10,0,0,39,66,0,28,51,70,0,2,0,479,21,27,43.8,Matches
347,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,26,1992,20.9,4,0,0,25,45,2,53,9,22,0,0,0,154,8,11,42.1,Matches
348,Alexandre Mendy\Alexandre-Mendy,gw GNB,FW,Guingamp,24,1994,8.5,2,0,0,14,9,10,1,2,3,0,0,0,29,15,28,34.9,Matches
349,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Reims,26,1992,38,3,0,0,2,15,0,1,1,0,0,0,0,227,0,0,,Matches
350,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Lyon,23,1995,28.1,2,0,0,29,42,0,74,25,30,0,1,0,293,39,26,60,Matches
351,Mehdi Merghem\Mehdi-Merghem,fr FRA,FWMF,Guingamp,21,1997,8,3,0,0,12,7,0,20,5,13,0,0,0,74,9,6,60,Matches
352,Romain Métanire\Romain-Metanire,mg MAD,DFMF,Reims,28,1990,3.5,1,1,0,6,5,1,2,4,7,0,1,0,33,1,3,25,Matches
353,Thomas Meunier\Thomas-Meunier,be BEL,DFMF,Paris S-G,26,1991,17.9,2,0,0,23,4,5,59,9,26,1,0,1,180,26,10,72.2,Matches
354,Mexer\Mexer,mz MOZ,DF,Rennes,29,1988,27.4,3,0,0,13,10,0,1,16,12,0,0,0,232,49,22,69,Matches
355,Matt Miazga\Matt-Miazga,us USA,DF,Nantes,23,1995,8,5,0,0,11,4,0,0,9,6,0,1,0,126,23,5,82.1,Matches
356,Clément Michelin\Clement-Michelin,fr FRA,DF,Toulouse,21,1997,1,0,0,0,1,0,0,1,2,1,0,0,0,12,2,1,66.7,Matches
357,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,21,1996,12.4,2,1,1,14,19,1,9,11,11,0,0,0,98,16,18,47.1,Matches
358,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,Marseille,30,1988,6.4,0,0,0,8,5,6,0,0,0,0,0,0,13,8,11,42.1,Matches
359,Stefan Mitrovi_\Stefan-Mitrovic,rs SRB,DF,Strasbourg,28,1990,33.6,8,2,0,19,10,1,0,31,7,0,1,1,268,45,35,56.3,Matches
360,Hakim El Mokeddem\Hakim-El-Mokeddem,br BRA,FWMF,Toulouse,19,1999,0.3,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1,50,Matches
361,Florent Mollet\Florent-Mollet,fr FRA,MFFW,Montpellier,26,1991,28.5,6,1,1,46,33,7,65,17,17,0,0,0,194,8,26,23.5,Matches
362,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,27,1991,31.3,6,0,0,51,43,1,8,23,61,0,0,0,376,40,22,64.5,Matches
363,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFDF,Saint-Étienne,29,1988,16.5,4,0,0,22,10,1,28,10,32,0,1,0,153,16,50,24.2,Matches
364,Steven Moreira\Steven-Moreira,fr FRA,DFMF,Toulouse,23,1994,9.6,2,0,0,13,5,2,13,6,6,0,0,0,75,5,8,38.5,Matches
365,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lyon,34,1984,11.8,4,0,0,13,9,0,0,10,8,0,1,0,130,19,24,44.2,Matches
366,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Lille,22,1996,2.8,0,0,0,9,1,2,2,0,0,0,0,0,5,3,9,25,Matches
367,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Strasbourg,22,1996,19.7,3,0,0,50,26,9,18,3,6,2,0,0,57,29,48,37.7,Matches
368,François Moubandje\Francois-Moubandje,ch SUI,DF,Toulouse,28,1990,21.5,3,0,0,24,19,1,43,22,23,0,0,0,230,27,25,51.9,Matches
369,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,32,1986,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,,Matches
370,Herman Moussaki\Herman-Moussaki,fr FRA,MFFW,Caen,19,1999,2.3,1,0,0,4,6,0,1,0,3,0,0,0,9,4,13,23.5,Matches
371,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,MFFW,Nantes,21,1996,18.3,0,0,0,17,11,3,21,5,27,0,0,0,131,8,15,34.8,Matches
372,Ndombe Mubele\Ndombe-Mubele,cd COD,FW,Toulouse,24,1994,5.2,0,0,0,6,13,2,6,1,3,0,0,0,26,3,8,27.3,Matches
373,Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,17,2001,19.6,4,0,0,13,5,0,0,20,18,1,1,1,173,35,13,72.9,Matches
374,Kévin N'Doram\Kevin-NDoram,fr FRA,DFMF,Monaco,22,1996,2.2,2,0,0,8,2,0,0,4,2,0,0,0,27,3,2,60,Matches
