Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Radamel Falcao\Radamel-Falcao,co COL,FW,Chelsea,29,1986,10,1,237,2.6,1,0,1,0,0,1,0,0.38,0,0.38,0.38,0.38,Matches
Adam Federici\Adam-Federici,au AUS,GK,Bournemouth,30,1985,6,6,495,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,27,1987,18,12,1068,11.9,1,0,1,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,25,1990,11,9,756,8.4,0,2,0,0,0,2,0,0,0.24,0.24,0,0.24,Matches
Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,26,1989,32,32,2880,32,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches
Fernandinho\Fernandinho,br BRA,MF,Manchester City,30,1985,33,31,2729,30.3,2,2,2,0,0,8,0,0.07,0.07,0.13,0.07,0.13,Matches
Fernando\Fernando,br BRA,MF,Manchester City,28,1987,24,17,1715,19.1,2,0,2,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
Sam Field\Sam-Field,eng ENG,MF,West Brom,17,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,23,1991,31,24,1972,21.9,10,7,10,0,0,1,0,0.46,0.32,0.78,0.46,0.78,Matches
Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Arsenal,31,1984,16,12,1089,12.1,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Jon Flanagan\Jon-Flanagan,eng ENG,DF,Liverpool,22,1993,5,5,420,4.7,0,1,0,0,0,1,0,0,0.21,0.21,0,0.21,Matches
Darren Fletcher\Darren-Fletcher,sco SCO,MF,West Brom,31,1984,38,38,3374,37.5,1,3,1,0,0,3,0,0.03,0.08,0.11,0.03,0.11,Matches
Steven Fletcher\Steven-Fletcher,sco SCO,FW,Sunderland,28,1987,16,11,1010,11.2,4,0,4,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
José Fonte\Jose-Fonte,pt POR,DF,Southampton,31,1983,37,37,3166,35.2,2,1,2,0,0,4,1,0.06,0.03,0.09,0.06,0.09,Matches
Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,27,1988,18,18,1620,18,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ben Foster\Ben-Foster,eng ENG,GK,West Brom,32,1983,15,15,1350,15,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,17,1998,8,2,257,2.9,0,1,0,0,0,1,0,0,0.35,0.35,0,0.35,Matches
Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,30,1985,38,38,3387,37.6,0,4,0,0,0,5,1,0,0.11,0.11,0,0.11,Matches
Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,29,1986,32,30,2711,30.1,0,4,0,0,0,4,0,0,0.13,0.13,0,0.13,Matches
Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,21,1994,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Everton,24,1991,28,24,2194,24.4,4,1,4,0,0,4,1,0.16,0.04,0.21,0.16,0.21,Matches
Brendan Galloway\Brendan-Galloway,eng ENG,DF,Everton,19,1996,15,14,1220,13.6,0,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
Cristian Gamboa\Cristian-Gamboa,cr CRC,DFMF,West Brom,25,1989,1,0,28,0.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Aston Villa,25,1989,35,35,3071,34.1,0,1,0,0,0,10,0,0,0.03,0.03,0,0.03,Matches
Manu García\Manu-Garcia,es ESP,FWMF,Manchester City,17,1998,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Craig Gardner\Craig-Gardner,eng ENG,MF,West Brom,28,1986,34,20,2038,22.6,3,3,3,0,1,5,0,0.13,0.13,0.26,0.13,0.26,Matches
Dwight Gayle\Dwight-Gayle,eng ENG,FW,Crystal Palace,24,1990,16,8,771,8.6,3,0,3,0,0,2,1,0.35,0,0.35,0.35,0.35,Matches
Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Southampton,23,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,24,1990,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rudy Gestede\Rudy-Gestede,bj BEN,FW,Aston Villa,26,1988,32,14,1669,18.5,5,2,5,0,0,2,0,0.27,0.11,0.38,0.27,0.38,Matches
Kieran Gibbs\Kieran-Gibbs,eng ENG,DFMF,Arsenal,25,1989,15,3,391,4.3,1,0,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
Darron Gibson\Darron-Gibson,ie IRL,MF,Everton,27,1987,7,2,242,2.7,0,1,0,0,0,3,0,0,0.37,0.37,0,0.37,Matches
Carles Gil\Carles-Gil,es ESP,FWMF,Aston Villa,22,1992,23,17,1435,15.9,2,0,2,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
Marco van Ginkel\Marco-van-Ginkel,nl NED,MF,Stoke City,22,1992,17,8,755,8.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,28,1986,38,26,2429,27,16,6,15,1,1,2,0,0.59,0.22,0.82,0.56,0.78,Matches
Shay Given\Shay-Given,ie IRL,GK,Stoke City,39,1976,3,3,225,2.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Serge Gnabry\Serge-Gnabry,de GER,FWMF,West Brom,20,1995,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,34,1981,38,38,3396,37.7,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Joe Gomez\Joe-Gomez,eng ENG,DFMF,Liverpool,18,1997,5,5,437,4.9,0,1,0,0,0,3,0,0,0.21,0.21,0,0.21,Matches
Jordi Gómez\Jordi-Gomez,es ESP,MF,Sunderland,30,1985,6,5,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bafétimbi Gomis\Bafetimbi-Gomis,fr FRA,FW,Swansea City,29,1985,33,18,1703,18.9,6,0,5,1,1,0,0,0.32,0,0.32,0.26,0.26,Matches
Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,25,1990,34,28,2444,27.2,3,1,3,0,0,6,0,0.11,0.04,0.15,0.11,0.15,Matches
Yoan Gouffran\Yoan-Gouffran,fr FRA,MF,Newcastle Utd,29,1986,8,2,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lewis Grabban\Lewis-Grabban,eng ENG,FW,Norwich City,27,1988,6,3,250,2.8,1,0,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
Lewis Grabban\Lewis-Grabban,eng ENG,FW,Bournemouth,27,1988,15,4,577,6.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Max Gradel\Max-Gradel,ci CIV,MF,Bournemouth,27,1987,14,11,891,9.9,1,2,1,0,0,1,0,0.1,0.2,0.3,0.1,0.3,Matches
Danny Graham\Danny-Graham,eng ENG,FW,Sunderland,29,1985,10,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Demarai Gray\Demarai-Gray,eng ENG,MF,Leicester City,19,1996,12,1,187,2.1,0,1,0,0,0,0,0,0,0.48,0.48,0,0.48,Matches
Jack Grealish\Jack-Grealish,eng ENG,MFFW,Aston Villa,19,1995,16,9,833,9.3,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
André Green\Andre-Green,eng ENG,FWMF,Aston Villa,17,1998,2,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rees Greenwood\Rees-Greenwood,eng ENG,MF,Sunderland,18,1996,1,1,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matt Grimes\Matt-Grimes,eng ENG,DF,Swansea City,20,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adlène Guedioura\Adlene-Guedioura,dz ALG,MF,Watford,29,1985,18,3,430,4.8,0,2,0,0,0,2,0,0,0.42,0.42,0,0.42,Matches
Brad Guzan\Brad-Guzan,us USA,GK,Aston Villa,30,1984,28,28,2520,28,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Massadio Haïdara\Massadio-Haidara,ml MLI,DF,Newcastle Utd,22,1992,7,6,555,6.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Brede Hangeland\Brede-Hangeland,no NOR,DF,Crystal Palace,34,1981,7,7,630,7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Joe Hart\Joe-Hart,eng ENG,GK,Manchester City,28,1987,35,35,3109,34.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jakob Haugaard\Jakob-Haugaard,dk DEN,GK,Stoke City,23,1992,5,4,405,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Eden Hazard\Eden-Hazard,be BEL,MFFW,Chelsea,24,1991,31,25,2191,24.3,4,3,4,0,0,2,0,0.16,0.12,0.29,0.16,0.29,Matches
Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,25,1990,17,15,1290,14.3,2,3,2,0,0,1,0,0.14,0.21,0.35,0.14,0.35,Matches
Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,28,1987,29,29,2610,29,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rushian Hepburn-Murphy\Rushian-Hepburn-Murphy,eng ENG,FW,Aston Villa,16,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Javier Hernández\Javier-Hernandez,mx MEX,FW,Manchester Utd,27,1988,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,25,1989,27,17,1532,17,3,2,2,1,1,4,0,0.18,0.12,0.29,0.12,0.23,Matches
Son Heung-min\Son-Heung-min,kr KOR,MF,Tottenham,23,1992,28,13,1107,12.3,4,1,4,0,0,0,0,0.33,0.08,0.41,0.33,0.41,Matches
Tony Hibbert\Tony-Hibbert,eng ENG,DF,Everton,34,1981,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
José Holebas\Jose-Holebas,gr GRE,DF,Watford,31,1984,11,11,945,10.5,1,0,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
George Honeyman\George-Honeyman,eng ENG,MF,Sunderland,20,1994,1,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wes Hoolahan\Wes-Hoolahan,ie IRL,MF,Norwich City,33,1982,30,25,1991,22.1,4,8,3,1,1,1,0,0.18,0.36,0.54,0.14,0.5,Matches
Gary Hooper\Gary-Hooper,eng ENG,FW,Norwich City,27,1988,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tim Howard\Tim-Howard,us USA,GK,Everton,36,1979,25,25,2250,25,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jonny Howson\Jonny-Howson,eng ENG,MF,Norwich City,27,1988,36,33,2951,32.8,3,4,3,0,0,7,0,0.09,0.12,0.21,0.09,0.21,Matches
Robert Huth\Robert-Huth,de GER,DF,Leicester City,30,1984,35,35,3150,35,3,0,3,0,0,8,0,0.09,0,0.09,0.09,0.09,Matches
Alan Hutton\Alan-Hutton,sco SCO,DF,Aston Villa,30,1984,28,26,2331,25.9,0,1,0,0,0,7,1,0,0.04,0.04,0,0.04,Matches
Víctor Ibarbo\Victor-Ibarbo,co COL,FWMF,Watford,25,1990,4,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Liverpool,19,1995,27,12,1178,13.1,1,2,1,0,0,0,0,0.08,0.15,0.23,0.08,0.23,Matches
Odion Ighalo\Odion-Ighalo,ng NGA,FWMF,Watford,26,1989,37,36,3146,35,15,3,15,0,0,4,0,0.43,0.09,0.51,0.43,0.51,Matches
Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Manchester City,18,1996,26,7,766,8.5,8,1,8,0,0,1,0,0.94,0.12,1.06,0.94,1.06,Matches
Giannelli Imbula\Giannelli-Imbula,cd COD,MF,Stoke City,22,1992,14,14,1260,14,2,0,2,0,0,4,0,0.14,0,0.14,0.14,0.14,Matches
Danny Ings\Danny-Ings,eng ENG,FW,Liverpool,23,1992,6,3,340,3.8,2,0,2,0,0,1,0,0.53,0,0.53,0.53,0.53,Matches
Gökhan Inler\Gokhan-Inler,ch SUI,MF,Leicester City,31,1984,5,3,194,2.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stephen Ireland\Stephen-Ireland,ie IRL,MF,Stoke City,28,1986,13,0,243,2.7,0,1,0,0,0,2,0,0,0.37,0.37,0,0.37,Matches
Juan Iturbe\Juan-Iturbe,py PAR,FWMF,Bournemouth,22,1993,2,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Branislav Ivanovi?\Branislav-Ivanovic,rs SRB,DF,Chelsea,31,1984,33,33,2916,32.4,2,2,2,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
Alex Iwobi\Alex-Iwobi,ng NGA,MFFW,Arsenal,19,1996,13,8,628,7,2,2,2,0,0,0,0,0.29,0.29,0.57,0.29,0.57,Matches
Phil Jagielka\Phil-Jagielka,eng ENG,DF,Everton,32,1982,21,21,1850,20.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Newcastle Utd,26,1989,32,32,2752,30.6,2,4,2,0,0,6,1,0.07,0.13,0.2,0.07,0.2,Matches
Adnan Januzaj\Adnan-Januzaj,be BEL,MF,Manchester Utd,20,1995,5,2,145,1.6,1,0,1,0,0,1,0,0.62,0,0.62,0.62,0.62,Matches
Matt Jarvis\Matt-Jarvis,eng ENG,MF,Norwich City,29,1986,19,13,1017,11.3,1,1,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches
Matt Jarvis\Matt-Jarvis,eng ENG,MF,West Ham,29,1986,3,0,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mile Jedinak\Mile-Jedinak,au AUS,MF,Crystal Palace,30,1984,27,16,1540,17.1,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Nikica Jelavi?\Nikica-Jelavic,hr CRO,FW,West Ham,29,1985,13,1,350,3.9,1,2,1,0,0,1,0,0.26,0.51,0.77,0.26,0.77,Matches
Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,West Ham,23,1992,20,13,1229,13.7,2,0,2,0,0,3,1,0.15,0,0.15,0.15,0.15,Matches
Cameron Jerome\Cameron-Jerome,eng ENG,FWMF,Norwich City,28,1986,34,19,1777,19.7,3,2,3,0,0,2,0,0.15,0.1,0.25,0.15,0.25,Matches
Adam Johnson\Adam-Johnson,eng ENG,MF,Sunderland,28,1987,19,11,1148,12.8,2,5,1,1,1,3,0,0.16,0.39,0.55,0.08,0.47,Matches
Bradley Johnson\Bradley-Johnson,eng ENG,MF,Norwich City,28,1987,4,1,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Glen Johnson\Glen-Johnson,eng ENG,DF,Stoke City,30,1984,25,25,2184,24.3,0,3,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
Billy Jones\Billy-Jones,eng ENG,DF,Sunderland,28,1987,24,23,2032,22.6,1,1,1,0,0,8,0,0.04,0.04,0.09,0.04,0.09,Matches
Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,23,1992,10,6,530,5.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Siem de Jong\Siem-de-Jong,nl NED,MF,Newcastle Utd,26,1989,18,3,454,5,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
Joselu\Joselu,es ESP,FW,Stoke City,25,1990,22,10,1097,12.2,4,1,4,0,0,0,0,0.33,0.08,0.41,0.33,0.41,Matches
Juanmi\Juanmi,es ESP,FWMF,Southampton,22,1993,12,0,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Younès Kaboul\Younes-Kaboul,fr FRA,DF,Sunderland,29,1986,23,22,2009,22.3,0,1,0,0,0,4,1,0,0.04,0.04,0,0.04,Matches
Sullay Kaikai\Sullay-Kaikai,eng ENG,FWMF,Crystal Palace,19,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,22,1993,38,38,3361,37.3,25,1,20,5,5,5,0,0.67,0.03,0.7,0.54,0.56,Matches
N'Golo Kanté\NGolo-Kante,fr FRA,MF,Leicester City,24,1991,37,33,3022,33.6,1,4,1,0,0,3,0,0.03,0.12,0.15,0.03,0.15,Matches
Will Keane\Will-Keane,eng ENG,FW,Manchester Utd,22,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,25,1990,13,11,1044,11.6,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Kenedy\Kenedy,br BRA,DFMF,Chelsea,19,1996,14,4,556,6.2,1,0,1,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DFFW,Everton,18,1997,1,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yann Kermorgant\Yann-Kermorgant,fr FRA,FW,Bournemouth,33,1981,7,0,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wahbi Khazri\Wahbi-Khazri,tn TUN,MF,Sunderland,24,1991,14,13,1071,11.9,2,1,2,0,0,3,0,0.17,0.08,0.25,0.17,0.25,Matches
Andy King\Andy-King,wal WAL,MF,Leicester City,26,1988,25,9,1062,11.8,2,1,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,Matches
Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,23,1992,31,24,1913,21.3,6,2,6,0,0,1,0,0.28,0.09,0.38,0.28,0.38,Matches
Stephen Kingsley\Stephen-Kingsley,sco SCO,DF,Swansea City,21,1994,4,4,355,3.9,0,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
Jan Kirchhoff\Jan-Kirchhoff,de GER,MF,Sunderland,24,1990,15,14,1075,11.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Timm Klose\Timm-Klose,ch SUI,DF,Norwich City,27,1988,10,10,848,9.4,1,0,1,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Manchester City,29,1985,29,25,2283,25.4,3,3,3,0,1,3,0,0.12,0.12,0.24,0.12,0.24,Matches
Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,29,1986,14,13,1179,13.1,2,0,2,0,0,5,0,0.15,0,0.15,0.15,0.15,Matches
Arouna Koné\Arouna-Kone,ci CIV,MFFW,Everton,31,1983,25,16,1456,16.2,5,4,5,0,0,1,0,0.31,0.25,0.56,0.31,0.56,Matches
Lamine Koné\Lamine-Kone,ci CIV,DF,Sunderland,26,1989,15,15,1314,14.6,2,1,2,0,0,0,0,0.14,0.07,0.21,0.14,0.21,Matches
Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,29,1985,33,33,2845,31.6,4,0,4,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,West Ham,25,1989,34,34,3007,33.4,5,2,5,0,0,5,1,0.15,0.06,0.21,0.15,0.21,Matches
Libor Kozák\Libor-Kozak,cz CZE,FW,Aston Villa,26,1989,4,3,258,2.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Andrej Kramari?\Andrej-Kramaric,hr CRO,FWMF,Leicester City,24,1991,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bojan Krki?\Bojan-Krkic,es ESP,MFFW,Stoke City,24,1990,27,22,1697,18.9,7,1,5,2,2,2,0,0.37,0.05,0.42,0.27,0.32,Matches
Tim Krul\Tim-Krul,nl NED,GK,Newcastle Utd,27,1988,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kyle Lafferty\Kyle-Lafferty,nir NIR,FW,Norwich City,27,1987,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,27,1988,30,23,2107,23.4,4,6,4,0,0,2,0,0.17,0.26,0.43,0.17,0.43,Matches
Rickie Lambert\Rickie-Lambert,eng ENG,FW,West Brom,33,1982,19,5,625,6.9,1,1,0,1,1,2,0,0.14,0.14,0.29,0,0.14,Matches
Érik Lamela\Erik-Lamela,ar ARG,MF,Tottenham,23,1992,34,28,2371,26.3,5,9,5,0,0,9,0,0.19,0.34,0.53,0.19,0.53,Matches
Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,22,1993,26,23,1910,21.2,6,2,6,0,0,3,0,0.28,0.09,0.38,0.28,0.38,Matches
Seb Larsson\Seb-Larsson,se SWE,MF,Sunderland,30,1985,18,6,554,6.2,0,1,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,21,1993,18,10,1152,12.8,2,0,2,0,0,1,1,0.16,0,0.16,0.16,0.16,Matches
Miguel Layún\Miguel-Layun,mx MEX,MFDF,Watford,27,1988,3,2,131,1.5,1,0,1,0,0,0,0,0.69,0,0.69,0.69,0.69,Matches
Joe Ledley\Joe-Ledley,wal WAL,MF,Crystal Palace,28,1987,19,11,981,10.9,1,0,1,0,0,1,0,0.09,0,0.09,0.09,0.09,Matches
Lucas Leiva\Lucas-Leiva,br BRA,MFDF,Liverpool,28,1987,27,21,1953,21.7,0,1,0,0,0,8,0,0,0.05,0.05,0,0.05,Matches
Jonathan Leko\Jonathan-Leko,eng ENG,MF,West Brom,16,1999,5,3,271,3,0,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Everton,28,1987,25,17,1538,17.1,5,0,5,0,0,1,0,0.29,0,0.29,0.29,0.29,Matches
Jeremain Lens\Jeremain-Lens,nl NED,MFFW,Sunderland,27,1987,20,14,1294,14.4,3,3,3,0,0,4,1,0.21,0.21,0.42,0.21,0.42,Matches
Joleon Lescott\Joleon-Lescott,eng ENG,DF,Aston Villa,32,1982,30,30,2629,29.2,1,0,1,0,0,2,0,0.03,0,0.03,0.03,0.03,Matches
Joleon Lescott\Joleon-Lescott,eng ENG,DF,West Brom,32,1982,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jesse Lingard\Jesse-Lingard,eng ENG,MF,Manchester Utd,22,1992,25,19,1632,18.1,4,1,4,0,0,4,0,0.22,0.06,0.28,0.22,0.28,Matches
Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,28,1986,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MF,Chelsea,19,1996,13,4,412,4.6,1,0,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
Shane Long\Shane-Long,ie IRL,FWMF,Southampton,28,1987,28,23,2111,23.5,10,4,10,0,0,2,0,0.43,0.17,0.6,0.43,0.6,Matches
Donald Love\Donald-Love,sco SCO,DFMF,Manchester Utd,20,1994,1,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,26,1989,24,22,1896,21.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Everton,22,1993,37,36,3169,35.2,18,6,17,1,2,3,0,0.51,0.17,0.68,0.48,0.65,Matches
Jordan Lyden\Jordan-Lyden,au AUS,MFDF,Aston Villa,19,1996,4,2,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yann M'Vila\Yann-MVila,fr FRA,MF,Sunderland,25,1990,37,36,3186,35.4,1,4,1,0,0,1,0,0.03,0.11,0.14,0.03,0.14,Matches
Shaun MacDonald\Shaun-MacDonald,wal WAL,MF,Bournemouth,27,1988,3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Riyad Mahrez\Riyad-Mahrez,dz ALG,MF,Leicester City,24,1991,37,36,3034,33.7,17,11,13,4,6,1,0,0.5,0.33,0.83,0.39,0.71,Matches
Modibo Maïga\Modibo-Maiga,ml MLI,FWMF,West Ham,27,1987,3,0,27,0.3,1,0,1,0,0,0,0,3.33,0,3.33,3.33,3.33,Matches
Sadio Mané\Sadio-Mane,sn SEN,MFFW,Southampton,23,1992,37,30,2597,28.9,11,6,11,0,1,5,2,0.38,0.21,0.59,0.38,0.59,Matches
Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,24,1991,23,23,2009,22.3,0,0,0,0,0,8,0,0,0,0,0,0,Matches
Vito Mannone\Vito-Mannone,it ITA,GK,Sunderland,27,1988,19,19,1710,19,0,0,0,0,0,2,0,0,0,0,0,0,Matches
José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MF,Watford,29,1986,27,27,2007,22.3,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Crystal Palace,28,1986,3,3,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Anthony Martial\Anthony-Martial,fr FRA,MFFW,Manchester Utd,19,1995,31,29,2632,29.2,11,4,11,0,0,2,0,0.38,0.14,0.51,0.38,0.51,Matches
Russell Martin\Russell-Martin,sco SCO,DF,Norwich City,29,1986,30,30,2698,30,3,0,3,0,0,4,1,0.1,0,0.1,0.1,0.1,Matches
Cuco Martina\Cuco-Martina,cw CUW,DF,Southampton,25,1989,15,11,1085,12.1,1,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches
Ryan Mason\Ryan-Mason,eng ENG,MF,Tottenham,24,1991,22,8,805,8.9,1,0,1,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
Juan Mata\Juan-Mata,es ESP,MF,Manchester Utd,27,1988,38,34,2889,32.1,6,5,5,1,1,5,1,0.19,0.16,0.34,0.16,0.31,Matches
Nemanja Mati?\Nemanja-Matic,rs SRB,MF,Chelsea,26,1988,33,28,2415,26.8,2,2,2,0,0,5,1,0.07,0.07,0.15,0.07,0.15,Matches
Adam Matthews\Adam-Matthews,wal WAL,DF,Sunderland,23,1992,1,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Newcastle Utd,20,1995,3,2,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Chancel Mbemba\Chancel-Mbemba,cd COD,DF,Newcastle Utd,20,1994,33,33,2923,32.5,0,0,0,0,0,5,0,0,0,0,0,0,Matches
