Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Mikel Arteta\Mikel-Arteta,es ESP,MF,Arsenal,33,1982,9,0,169,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,26,1989,7,2,211,2.3,1,0,1,0,0,0,0,0.43,0,0.43,0.43,0.43,Matches
André Ayew\Andre-Ayew,gh GHA,MFFW,Swansea City,25,1989,34,34,2925,32.5,12,2,12,0,0,5,0,0.37,0.06,0.43,0.37,0.43,Matches
Jordan Ayew\Jordan-Ayew,gh GHA,FW,Aston Villa,23,1991,30,27,2349,26.1,7,0,6,1,1,6,1,0.27,0,0.27,0.23,0.23,Matches
César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,25,1989,37,36,3199,35.5,2,3,2,0,0,7,0,0.06,0.08,0.14,0.06,0.14,Matches
Leandro Bacuna\Leandro-Bacuna,cw CUW,DFMF,Aston Villa,23,1991,31,27,2417,26.9,1,0,1,0,0,7,0,0.04,0,0.04,0.04,0.04,Matches
Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,30,1984,18,16,1479,16.4,2,1,1,1,1,0,0,0.12,0.06,0.18,0.06,0.12,Matches
Patrick Bamford\Patrick-Bamford,eng ENG,FWMF,Crystal Palace,21,1993,6,0,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Patrick Bamford\Patrick-Bamford,eng ENG,FW,Norwich City,21,1993,7,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Phil Bardsley\Phil-Bardsley,sco SCO,DF,Stoke City,30,1985,11,9,817,9.1,0,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
Ross Barkley\Ross-Barkley,eng ENG,MF,Everton,21,1993,38,36,3075,34.2,8,8,6,2,2,4,0,0.23,0.23,0.47,0.18,0.41,Matches
Modou Barrow\Modou-Barrow,gm GAM,MFFW,Swansea City,22,1992,22,6,791,8.8,1,2,1,0,0,0,0,0.11,0.23,0.34,0.11,0.34,Matches
Gareth Barry\Gareth-Barry,eng ENG,MF,Everton,34,1981,33,32,2837,31.5,0,1,0,0,0,6,1,0,0.03,0.03,0,0.03,Matches
Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,24,1991,5,3,286,3.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Sébastien Bassong\Sebastien-Bassong,cm CMR,DF,Norwich City,29,1986,32,30,2790,31,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
Asmir Begovi?\Asmir-Begovic,ba BIH,GK,Chelsea,28,1987,17,15,1399,15.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Valon Behrami\Valon-Behrami,ch SUI,MF,Watford,30,1985,21,14,1279,14.2,0,1,0,0,0,3,1,0,0.07,0.07,0,0.07,Matches
Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,20,1995,36,36,3240,36,1,5,1,0,0,3,0,0.03,0.14,0.17,0.03,0.17,Matches
Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,28,1987,4,0,68,0.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ryan Bennett\Ryan-Bennett,eng ENG,DF,Norwich City,25,1990,22,20,1837,20.4,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Tottenham,20,1994,5,2,170,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Christian Benteke\Christian-Benteke,be BEL,FW,Liverpool,24,1990,29,14,1529,17,9,3,8,1,1,2,0,0.53,0.18,0.71,0.47,0.65,Matches
Saido Berahino\Saido-Berahino,bi BDI,FWMF,West Brom,21,1993,31,17,1746,19.4,4,0,4,0,2,0,0,0.21,0,0.21,0.21,0.21,Matches
Steven Berghuis\Steven-Berghuis,nl NED,FWMF,Watford,23,1991,9,0,231,2.6,0,2,0,0,0,2,0,0,0.78,0.78,0,0.78,Matches
Ryan Bertrand\Ryan-Bertrand,eng ENG,DFMF,Southampton,25,1989,32,32,2880,32,1,3,0,1,1,6,0,0.03,0.09,0.12,0,0.09,Matches
Muhamed Beši?\Muhamed-Besic,ba BIH,MFDF,Everton,22,1992,12,7,558,6.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,FWMF,Stoke City,27,1987,26,12,1278,14.2,5,1,5,0,0,3,0,0.35,0.07,0.42,0.35,0.42,Matches
Daley Blind\Daley-Blind,nl NED,DF,Manchester Utd,25,1990,35,35,3114,34.6,1,1,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,Matches
Hiram Boateng\Hiram-Boateng,eng ENG,MF,Crystal Palace,19,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ádám Bogdán\Adam-Bogdan,hu HUN,GK,Liverpool,27,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yannick Bolasie\Yannick-Bolasie,cd COD,MFFW,Crystal Palace,26,1989,26,23,2075,23.1,5,3,5,0,0,2,0,0.22,0.13,0.35,0.22,0.35,Matches
Wilfried Bony\Wilfried-Bony,ci CIV,FW,Manchester City,26,1988,26,13,1226,13.6,4,3,4,0,1,1,0,0.29,0.22,0.51,0.29,0.51,Matches
Fabio Borini\Fabio-Borini,it ITA,MFFW,Sunderland,24,1991,26,22,1891,21,5,2,4,1,1,6,0,0.24,0.1,0.33,0.19,0.29,Matches
Cameron Borthwick-Jackson\Cameron-Borthwick-Jackson,eng ENG,DF,Manchester Utd,18,1997,10,6,695,7.7,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,35,1980,32,32,2880,32,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Robbie Brady\Robbie-Brady,ie IRL,MFDF,Norwich City,23,1992,36,34,2984,33.2,3,2,3,0,0,3,0,0.09,0.06,0.15,0.09,0.15,Matches
Cameron Brannagan\Cameron-Brannagan,eng ENG,MF,Liverpool,19,1996,3,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Miguel Britos\Miguel-Britos,uy URU,DF,Watford,30,1985,24,24,2073,23,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,32,1982,25,19,1520,16.9,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Wes Brown\Wes-Brown,eng ENG,DF,Sunderland,35,1979,6,6,540,6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tyias Browning\Tyias-Browning,eng ENG,DF,Everton,21,1994,5,3,300,3.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Chris Brunt\Chris-Brunt,nir NIR,DFMF,West Brom,30,1984,22,20,1800,20,0,3,0,0,0,7,0,0,0.15,0.15,0,0.15,Matches
Mark Bunn\Mark-Bunn,eng ENG,GK,Aston Villa,30,1984,10,10,900,10,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,22,1993,31,31,2790,31,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sam Byram\Sam-Byram,eng ENG,DF,West Ham,21,1993,4,2,288,3.2,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Willy Caballero\Willy-Caballero,ar ARG,GK,Manchester City,33,1981,4,3,311,3.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,29,1986,33,32,2689,29.9,5,1,2,3,4,7,0,0.17,0.03,0.2,0.07,0.1,Matches
Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,29,1985,23,21,1957,21.7,2,1,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,Matches
Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,30,1985,30,27,2359,26.2,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Fraizer Campbell\Fraizer-Campbell,eng ENG,FW,Crystal Palace,27,1987,11,4,362,4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Joel Campbell\Joel-Campbell,cr CRC,MF,Arsenal,23,1992,19,11,884,9.8,3,2,3,0,0,0,0,0.31,0.2,0.51,0.31,0.51,Matches
Emre Can\Emre-Can,de GER,MFDF,Liverpool,21,1994,30,28,2491,27.7,1,0,1,0,0,9,0,0.04,0,0.04,0.04,0.04,Matches
Sergi Canós\Sergi-Canos,es ESP,FWMF,Liverpool,18,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,27,1988,33,33,2814,31.3,0,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
Juan Carlos Paredes\Juan-Carlos-Paredes,ec ECU,DFMF,Watford,28,1987,17,7,771,8.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
João Carlos Teixeira\Joao-Carlos-Teixeira,pt POR,MF,Liverpool,22,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,34,1981,28,22,1972,21.9,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,26,1989,27,13,1440,16,9,2,8,1,1,2,0,0.56,0.12,0.69,0.5,0.62,Matches
Tom Carroll\Tom-Carroll,eng ENG,MF,Tottenham,23,1992,19,4,515,5.7,1,0,1,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,26,1989,35,34,3034,33.7,1,0,1,0,0,3,0,0.03,0,0.03,0.03,0.03,Matches
Lee Cattermole\Lee-Cattermole,eng ENG,MF,Sunderland,27,1988,31,27,2210,24.6,0,0,0,0,0,8,0,0,0,0,0,0,Matches
Steven Caulker\Steven-Caulker,eng ENG,DF,Liverpool,23,1991,3,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Steven Caulker\Steven-Caulker,eng ENG,DF,Southampton,23,1991,3,1,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Santi Cazorla\Santi-Cazorla,es ESP,MF,Arsenal,30,1984,15,15,1291,14.3,0,3,0,0,1,3,1,0,0.21,0.21,0,0.21,Matches
Petr ?ech\Petr-Cech,cz CZE,GK,Arsenal,33,1982,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bersant Celina\Bersant-Celina,xk KVX,FWMF,Manchester City,18,1996,1,0,14,0.2,0,1,0,0,0,0,0,0,6.43,6.43,0,6.43,Matches
Nacer Chadli\Nacer-Chadli,be BEL,MF,Tottenham,25,1989,29,10,947,10.5,3,2,3,0,0,1,0,0.29,0.19,0.48,0.29,0.48,Matches
Marouane Chamakh\Marouane-Chamakh,ma MAR,FW,Crystal Palace,31,1984,10,1,257,2.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Calum Chambers\Calum-Chambers,eng ENG,MFDF,Arsenal,20,1995,12,2,322,3.6,0,0,0,0,0,2,0,0,0,0,0,0,Matches
James Chester\James-Chester,wal WAL,DF,West Brom,26,1989,13,9,964,10.7,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Pedro Chirivella\Pedro-Chirivella,es ESP,MF,Liverpool,18,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lee Chung-yong\Lee-Chung-yong,kr KOR,MF,Crystal Palace,27,1988,13,4,390,4.3,1,0,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
Papiss Cissé\Papiss-Cisse,sn SEN,FW,Newcastle Utd,30,1985,21,14,1067,11.9,3,0,3,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
Aly Cissokho\Aly-Cissokho,fr FRA,DF,Aston Villa,27,1987,18,18,1603,17.8,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Ciaran Clark\Ciaran-Clark,ie IRL,DF,Aston Villa,25,1989,18,16,1442,16,1,0,1,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches
Jake Clarke-Salter\Jake-Clarke-Salter,eng ENG,DF,Chelsea,17,1997,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jordy Clasie\Jordy-Clasie,nl NED,MF,Southampton,24,1991,22,20,1538,17.1,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Tom Cleverley\Tom-Cleverley,eng ENG,MF,Everton,25,1989,22,17,1612,17.9,2,4,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33,Matches
Gaël Clichy\Gael-Clichy,fr FRA,DF,Manchester City,30,1985,14,12,1087,12.1,0,1,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,24,1991,33,33,2970,33,1,0,1,0,0,6,0,0.03,0,0.03,0.03,0.03,Matches
Sebastián Coates\Sebastian-Coates,uy URU,DF,Sunderland,24,1990,16,14,1229,13.7,0,3,0,0,0,4,0,0,0.22,0.22,0,0.22,Matches
Jack Colback\Jack-Colback,eng ENG,MF,Newcastle Utd,25,1989,29,28,2387,26.5,1,1,1,0,0,11,0,0.04,0.04,0.08,0.04,0.08,Matches
Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,26,1988,28,27,2383,26.5,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,Matches
James Collins\James-Collins,wal WAL,DF,West Ham,31,1983,19,16,1441,16,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Fabricio Coloccini\Fabricio-Coloccini,ar ARG,DF,Newcastle Utd,33,1982,26,26,2292,25.5,1,0,1,0,0,1,1,0.04,0,0.04,0.04,0.04,Matches
Callum Connolly\Callum-Connolly,eng ENG,DFMF,Everton,17,1997,1,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,24,1991,36,36,3195,35.5,4,0,4,0,0,5,0,0.11,0,0.11,0.11,0.11,Matches
Francis Coquelin\Francis-Coquelin,fr FRA,MF,Arsenal,24,1991,26,21,1644,18.3,0,0,0,0,0,6,1,0,0,0,0,0,Matches
Jack Cork\Jack-Cork,eng ENG,MF,Swansea City,26,1989,35,28,2546,28.3,1,2,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,Matches
Diego Costa\Diego-Costa,es ESP,FW,Chelsea,26,1988,28,27,2373,26.4,12,6,12,0,0,8,0,0.46,0.23,0.68,0.46,0.68,Matches
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,23,1992,23,23,2020,22.4,0,0,0,0,0,1,2,0,0,0,0,0,Matches
Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,23,1992,26,24,1996,22.2,8,5,8,0,0,3,1,0.36,0.23,0.59,0.36,0.59,Matches
Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,25,1989,37,37,3314,36.8,2,4,2,0,0,1,0,0.05,0.11,0.16,0.05,0.16,Matches
Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,34,1981,11,4,463,5.1,0,1,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
Juan Cuadrado\Juan-Cuadrado,co COL,DFFW,Chelsea,27,1988,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Josh Cullen\Josh-Cullen,ie IRL,DFMF,West Ham,19,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,28,1986,37,37,3285,36.5,3,5,1,2,2,2,0,0.08,0.14,0.22,0.03,0.16,Matches
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,28,1987,35,35,3150,35,5,1,5,0,0,7,0,0.14,0.03,0.17,0.14,0.17,Matches
Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,24,1990,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,25,1989,28,24,1924,21.4,1,0,1,0,0,8,0,0.05,0,0.05,0.05,0.05,Matches
Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,22,1993,17,14,1291,14.3,0,2,0,0,0,3,0,0,0.14,0.14,0,0.14,Matches
Tom Davies\Tom-Davies,eng ENG,FW,Everton,17,1998,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kelvin Davis\Kelvin-Davis,eng ENG,GK,Southampton,38,1976,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Steven Davis\Steven-Davis,nir NIR,MF,Southampton,30,1985,34,31,2602,28.9,5,3,5,0,0,4,0,0.17,0.1,0.28,0.17,0.28,Matches
Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,25,1990,38,38,3384,37.6,4,0,4,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,24,1991,25,22,2002,22.2,7,9,7,0,0,2,0,0.31,0.4,0.72,0.31,0.72,Matches
Ritchie De Laet\Ritchie-De-Laet,be BEL,DF,Leicester City,26,1988,12,7,657,7.3,1,0,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Arsenal,30,1985,2,2,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Troy Deeney\Troy-Deeney,eng ENG,FWMF,Watford,27,1988,38,36,3291,36.6,13,7,7,6,7,6,0,0.36,0.19,0.55,0.19,0.38,Matches
Jermain Defoe\Jermain-Defoe,eng ENG,FW,Sunderland,32,1982,33,28,2550,28.3,15,1,14,1,1,3,0,0.53,0.04,0.56,0.49,0.53,Matches
Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,34,1981,32,32,2880,32,2,3,2,0,0,2,0,0.06,0.09,0.16,0.06,0.16,Matches
Fabian Delph\Fabian-Delph,eng ENG,MF,Manchester City,25,1989,17,8,753,8.4,2,0,2,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,28,1987,29,27,2265,25.2,3,1,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,Matches
Martín Demichelis\Martin-Demichelis,ar ARG,DF,Manchester City,34,1980,20,10,1021,11.3,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Memphis Depay\Memphis-Depay,nl NED,MF,Manchester Utd,21,1994,29,16,1484,16.5,2,0,2,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Everton,21,1994,26,16,1383,15.4,2,8,2,0,0,2,0,0.13,0.52,0.65,0.13,0.65,Matches
Alessandro Diamanti\Alessandro-Diamanti,it ITA,FWMF,Watford,32,1983,3,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,21,1994,37,37,3263,36.3,3,2,3,0,0,10,0,0.08,0.06,0.14,0.08,0.14,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,24,1991,34,34,3060,34,3,0,3,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
Sylvain Distin\Sylvain-Distin,fr FRA,DF,Bournemouth,37,1977,12,9,843,9.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joe Dodoo\Joe-Dodoo,eng ENG,FW,Leicester City,20,1995,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Graham Dorrans\Graham-Dorrans,sco SCO,MF,Norwich City,28,1987,21,14,1287,14.3,0,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
Seydou Doumbia\Seydou-Doumbia,ci CIV,FW,Newcastle Utd,27,1987,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kieran Dowell\Kieran-Dowell,eng ENG,MF,Everton,17,1997,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Leicester City,25,1990,35,35,3033,33.7,3,7,3,0,0,4,1,0.09,0.21,0.3,0.09,0.3,Matches
Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,23,1991,23,23,1892,21,1,0,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
Nathan Dyer\Nathan-Dyer,eng ENG,FWMF,Leicester City,27,1987,12,0,220,2.4,1,0,1,0,0,1,0,0.41,0,0.41,0.41,0.41,Matches
Nathan Dyer\Nathan-Dyer,eng ENG,FWMF,Swansea City,27,1987,1,0,19,0.2,0,1,0,0,0,0,0,0,4.74,4.74,0,4.74,Matches
Éder\Eder,pt POR,FW,Swansea City,27,1987,13,2,276,3.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,29,1986,21,21,1890,21,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,23,1992,11,9,792,8.8,0,1,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
Tommy Elphick\Tommy-Elphick,eng ENG,DF,Bournemouth,27,1987,12,11,1013,11.3,1,0,1,0,0,1,0,0.09,0,0.09,0.09,0.09,Matches
Emmanuel Emenike\Emmanuel-Emenike,ng NGA,FWMF,West Ham,28,1987,13,5,512,5.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marvin Emnes\Marvin-Emnes,nl NED,MF,Swansea City,27,1988,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MF,Tottenham,23,1992,35,33,2933,32.6,6,13,6,0,0,2,0,0.18,0.4,0.58,0.18,0.58,Matches
Jonny Evans\Jonny-Evans,nir NIR,DFMF,West Brom,27,1988,30,30,2590,28.8,1,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches
?ukasz Fabia?ski\Lukasz-Fabianski,pl POL,GK,Swansea City,30,1985,37,37,3330,37,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,28,1987,37,33,2895,32.2,5,7,3,2,2,5,0,0.16,0.22,0.37,0.09,0.31,Matches
